IncidentId;UniqueId;Name;Location;Latitude;Longitude;AcresBurnedDisplay;PercentContainedDisplay;ExternalIncidentLink;CountiesList;UpdatedDate;StartedDate;AdminUnit;IncidentTypeDisplay;Url;IsActive;
1717;fb8c9354-384c-45ab-b209-4a0f6d234516;Lago Fire;Via Del Lago and Alta Calle, Lake Perris, Moreno Valley;33.88744;-117.16232;18;100%;;Riverside;2019-01-03 13:10:00;2018-04-22;CAL FIRE/Riverside County Fire Department;;https://www.fire.ca.gov/incidents/2018/4/22/lago-fire/;N;
1718;508b3f52-3a8e-4572-99a9-73c28bbdfbef;French Fire;Frenchman Lake Rd., south of Frenchman Lake, 7 miles north of Chilcoot;39.89075;-120.18499;20;100%;;Plumas;2019-01-04 10:27:00;2018-04-26;USFS - Plumas National Forest;;https://www.fire.ca.gov/incidents/2018/4/26/french-fire/;N;
1719;1a08a7d9-47b2-42ba-94c1-a2e15415b887;Happy Fire;Alisos Canyon Rd, Santa Ynez, north of Santa Barbara ;34.74245;-120.18236;60;100%;;Santa Barbara;2019-01-04 10:25:00;2018-05-17;Santa Barbara County Fire;;https://www.fire.ca.gov/incidents/2018/5/17/happy-fire/;N;
1720;f96cf1fb-78d6-4763-a754-23aac25a3b96;Jacques Fire;De Luz Rd and Wisecarver fuel break, Camp Pendleton Marine Corps Base;33.40178;-117.27467;18;100%;;San Diego;2019-01-04 10:26:00;2018-05-09;Unified Command: CAL FIRE and Camp Pendleton Fire;;https://www.fire.ca.gov/incidents/2018/5/9/jacques-fire/;N;
1721;32708961-025a-4bf7-88c1-8cd91bbc3cce;Alpha Fire;Basilone Rd and San Juan Rd, Camp Pendleton Marine Corps Base;33.389425;-117.502405;300;100%;;San Diego;2019-01-04 10:26:00;2018-05-04;Department of Defense - Camp Pendleton ;;https://www.fire.ca.gov/incidents/2018/5/4/alpha-fire/;N;
1722;92c441f3-4729-4ba5-890f-fb7693725275;Nees Fire;Interstate 5 and W Nees Ave. south of Los Banos ;36.85156;-120.77206;1,756;100%;;Merced;2019-01-04 10:26:00;2018-05-02;CAL FIRE Madera-Mariposa-Merced Unit ;;https://www.fire.ca.gov/incidents/2018/5/2/nees-fire/;N;
1723;57ef80d4-4674-4a3a-9fd6-3f1d792a1953;Tornado Fire;Via Santa Rosa near Via Tornado, southwest of Temecula;33.504964;-117.148204;70;100%;;Riverside;2019-01-04 10:26:00;2018-05-04;CAL FIRE/ Riverside County Fire;;https://www.fire.ca.gov/incidents/2018/5/4/tornado-fire/;N;
1724;08a9481d-8742-4256-a419-2a59196e0a8d;Woodchuck Fire;Hwy 79 & Woodchuck Road, Temecula;33.467999;-117.003829;15;100%;;Riverside;2019-01-04 10:26:00;2018-05-04;CAL FIRE/ Riverside County Fire;;https://www.fire.ca.gov/incidents/2018/5/4/woodchuck-fire/;N;
1725;a339b368-ec58-463e-9a26-9af37c938f49;Moffat Fire;Highway 395 and Moffat Ranch Road, north of Lone Pine;36.71537;-118.08449;1,265;100%;;Inyo;2019-01-03 13:09:00;2018-04-19;Unified Command: CAL FIRE San Bernardino Unit, Cal Trans, and Inyo County Sheriff's Office;;https://www.fire.ca.gov/incidents/2018/4/19/moffat-fire/;N;
1726;d6753341-5c6f-4530-9c02-25974496ddc8;Grape Fire;Black Bennet Rd. near Grape Creek, 8 miles southwest of Burnt Ranch;40.70258;-123.55012;0;100%;;Humboldt;2019-01-03 15:23:00;2018-04-24;USFS - Shasta-Trinity National Forest;;https://www.fire.ca.gov/incidents/2018/4/24/grape-fire/;N;
1727;8e840df1-b34b-44fd-8ade-0350a0113a81;Main Fire;Main Street and Interstate 15, City of Lake Elsinore;33.67815;-117.32281;73;100%;;Riverside;2019-01-04 10:26:00;2018-04-28;CAL FIRE / Riverside County Fire;;https://www.fire.ca.gov/incidents/2018/4/28/main-fire/;N;
1728;0d030a31-8531-4172-88f1-08ac34c3d805;White Fire;off Road 272 and Avenue 2, east of Delano;35.826333;-118.9821;26;100%;;Tulare;2019-01-04 10:24:00;2018-05-18;CAL FIRE Tulare Unit;;https://www.fire.ca.gov/incidents/2018/5/18/white-fire/;N;
1729;e1ab6577-7ce9-4b19-bb29-68b5bdd699b6;Jelly Fire;Off Jellysferry Rd, north of Red Bluff;40.31759;-122.21032;103;100%;;Tehama;2019-01-04 10:24:00;2018-05-18;CAL FIRE Tehama-Glenn Unit;;https://www.fire.ca.gov/incidents/2018/5/18/jelly-fire/;N;
1730;454ed7a0-3e17-47a6-9ff1-7a629471df5c;Ager Fire;off Ager Road, northeast of Montague;41.791859;-122.513883;27;100%;;Siskiyou;2019-01-04 10:24:00;2018-05-19;CAL FIRE Siskiyou Unit;;https://www.fire.ca.gov/incidents/2018/5/19/ager-fire/;N;
1731;d77a050b-9928-49bf-92de-1159edddd07c;Plaza Fire;off Highway 33 and south of Highway 152;37.056944;-121.01638;88;100%;;Merced;2019-01-04 10:24:00;2018-05-20;CAL FIRE Mariposa-Madera-Merced Unit;;https://www.fire.ca.gov/incidents/2018/5/20/plaza-fire/;N;
1732;03b0e3c2-7b65-4a7b-b061-d297ebd267f4;Bellagio Fire;American Canyon Rd, East of American Canyon;38.16303;-122.23059;12;100%;;Napa;2019-01-04 10:23:00;2018-05-21;CAL FIRE Sonoma-Lake-Napa Unit;;https://www.fire.ca.gov/incidents/2018/5/21/bellagio-fire/;N;
1733;b9cd9a90-1983-4a0a-aad4-9c286382f158;Agua Fire;Hwy 76 and Agua Tibia Ranch Rd, 7.5 miles east of I-15;33.35505;-117.03134;59;100%;;San Diego;2019-01-04 10:23:00;2018-05-22;CAL FIRE San Diego Unit;;https://www.fire.ca.gov/incidents/2018/5/22/agua-fire/;N;
1734;f163aa10-1dd9-4fd0-9e5b-fda78ef5bcc6;Experimental Fire;Off Hwy 41 & Rd 406, south of ONeals;37.0979;-119.75307;56;100%;;Madera;2019-01-04 10:23:00;2018-05-23;CAL FIRE Madera-Mariposa-Merced Unit;;https://www.fire.ca.gov/incidents/2018/5/23/experimental-fire/;N;
1735;31c47bb9-1913-463e-95e4-86e48fadfda6;Water Fire;Bitterwater Rd and Bitterwater Canyon Rd, California Valley Area;35.56922;-120.12441;100;100%;;San Luis Obispo;2019-01-04 10:22:00;2018-05-24;CAL FIRE San Luis Obispo Unit;;https://www.fire.ca.gov/incidents/2018/5/24/water-fire/;N;
1736;737f9bb2-5a43-4730-94c1-4031bce6d626;Cobble Fire;Cobblestone Lane and Thernal Road, Tivy Valley;36.75581;-119.42172;108;100%;;Fresno;2019-01-04 10:22:00;2018-05-26;CAL FIRE Fresno-Kings Unit;;https://www.fire.ca.gov/incidents/2018/5/26/cobble-fire/;N;
1737;7f775329-242f-4211-b564-92f90062c227;Keeler Fire;Keeler Court and Santa Teresa Blvd., south of San Jose;37.21803;-121.76828;16;100%;;Santa Clara;2019-01-04 10:22:00;2018-05-27;CAL FIRE Santa Clara Unit;;https://www.fire.ca.gov/incidents/2018/5/27/keeler-fire/;N;
1738;79dee087-3393-473f-aaa9-5d253cc5e1fa;70th Fire;Highway 86 Expressway and Avenue 70, Thermal;33.53924;-116.10231;10;100%;;Riverside;2019-01-04 10:21:00;2018-05-28;CAL FIRE / Riverside County Fire;;https://www.fire.ca.gov/incidents/2018/5/28/70th-fire/;N;
1739;09f22e57-6058-4a87-972a-ece08f4527d4;Chrome Fire;Hwy 162 and Forest Hwy 7, northwest of Elk Creek;39.65578;-122.58666;75;100%;;Glenn;2019-01-04 10:21:00;2018-05-28;CAL FIRE Tehama-Glenn Unit;;https://www.fire.ca.gov/incidents/2018/5/28/chrome-fire/;N;
1740;e596a67e-177f-4db9-a2d6-dda7da1678fb;Stuhr Fire;Interstate 5 and Stuhr Rd, South of Patterson;37.32744;-121.10903;63;100%;;Stanislaus;2019-01-04 10:21:00;2018-05-29;CAL FIRE Santa Clara Unit;;https://www.fire.ca.gov/incidents/2018/5/29/stuhr-fire/;N;
1741;4b641aa9-e8b4-492e-a181-f1bad47c4d6d;Vineyard Fire;Estrella Rd and Airport Rd, North of Paso Robles;35.71859;-120.64028;25;100%;;San Luis Obispo;2019-01-04 10:20:00;2018-05-29;CAL FIRE San Luis Obispo Unit;;https://www.fire.ca.gov/incidents/2018/5/29/vineyard-fire/;N;
1742;503cf916-4f56-4be7-8083-730122f686dc;Grant Fire;near Grant Line Rd and Mountain House Rd, Altamont Area ;37.75375;-121.57918;484;100%;;Alameda;2019-10-25 09:01:35;2018-05-30;CAL FIRE Santa Clara Unit;Wildfire;https://www.fire.ca.gov/incidents/2018/5/30/grant-fire/;N;
1743;4235f934-ed24-425d-821c-46363dcb16e8;Madison FIre;County Road 25 and County Road 86A, community of Madison north of Winters       ;38.64953;-122.01762;14;100%;;Yolo;2019-01-04 10:20:00;2018-06-01;CAL FIRE Sonoma-Lake-Napa Unit ;;https://www.fire.ca.gov/incidents/2018/6/1/madison-fire/;N;
1744;3db90629-694f-43d7-b46a-6378f6bc1472;Open Fire;Open Ridge, NW of Dry Creek Hill, 11 miles SW of Elk Creek;39.46543;-122.65582;127;100%;;Glenn;2019-01-04 10:19:00;2018-06-01;Mendocino National Forest ;;https://www.fire.ca.gov/incidents/2018/6/1/open-fire/;N;
1745;b48e83d3-eb05-47df-a198-185912d8190e;Plymire Fire;Plymire Rd and Deer Valley Rd, West of Red Bluff ;40.201826;-122.29388;23;100%;;Tehama;2019-01-04 10:19:00;2018-06-01;CAL FIRE Tehama-Glenn Unit;;https://www.fire.ca.gov/incidents/2018/6/1/plymire-fire/;N;
1746;abe0e447-8977-406f-9e13-5514f4e954bc;Glen Fire;Glen Canyon Circle and  Chaparral Drive  SE of Pittsburg;37.99113;-121.86473;23;100%;;Contra Costa;2019-01-04 10:19:00;2018-06-02;CAL FIRE Santa Clara Unit;;https://www.fire.ca.gov/incidents/2018/6/2/glen-fire/;N;
1747;105b65f3-7e99-4cd6-8b0a-f78004c041eb;Aliso Fire;Aliso Woods Canyon Park, Community of Aliso Viejo;33.55132;-117.72044;175;100%;;Orange;2019-01-04 10:19:00;2018-06-02;Orange County Fire;;https://www.fire.ca.gov/incidents/2018/6/2/aliso-fire/;N;
1748;c88bdcbd-2592-44d2-b44d-1c5a37593ffb;Jardin Fire;Calle Jardin  and Calle Uva, Temecula;33.45014;-117.22215;10;100%;;Riverside;2019-01-04 10:18:00;2018-06-02;CAL FIRE/Riverside County Fire;;https://www.fire.ca.gov/incidents/2018/6/2/jardin-fire/;N;
1749;af8fe898-e4a6-4b9f-86a5-e6fc3226832b;Coldwell Fire;Hwy 198 and Coldwell Ln, 10 miles west of Coalinga;36.10499;-120.55324;13;100%;;Fresno;2019-01-04 10:18:00;2018-06-02;CAL FIRE Fresno-Kings Unit;;https://www.fire.ca.gov/incidents/2018/6/2/coldwell-fire/;N;
1750;2d27a570-a8b0-4332-a40a-3afb8f2a575c;Black Fire;Black Butte Lake and Newville Road west of Orland;39.80827;-122.3307;10;100%;;Tehama;2019-01-04 10:18:00;2018-06-03;CAL Fire Tehama Glenn Unit;;https://www.fire.ca.gov/incidents/2018/6/3/black-fire/;N;
1751;a0b7fa30-74d0-419f-927b-de29b0d00018;Grande Fire;Vuelta Grande Rd and Carancho Rd, Community of De Luz;33.47413;-117.31468;11;100%;;Riverside;2019-01-04 10:18:00;2018-06-03;CAL FIRE/ Riverside County Fire;;https://www.fire.ca.gov/incidents/2018/6/3/grande-fire/;N;
1752;368fb83d-2660-4d9f-b6ad-0a2ef5de1e52;Ethanac Fire;Highway 74 and Ethanac Rd, City of Perris;33.742;-117.28189;17;100%;;Riverside;2019-01-04 10:17:00;2018-06-03;CAL FIRE/ Riverside County Fire;;https://www.fire.ca.gov/incidents/2018/6/3/ethanac-fire/;N;
1753;39ace715-e375-4083-a05c-7fb7448e17b9;Fairview Fire;Fairview Rd and John Smith Rd, City of Hollister;36.83036;-121.36446;35;100%;;San Benito;2019-01-04 10:17:00;2018-06-03;CAL FIRE San Benito-Monterey Unit;;https://www.fire.ca.gov/incidents/2018/6/3/fairview-fire/;N;
1754;0fd4a4af-b243-4e88-b983-648d0c127f47;Resort Fire;Lake Nacimiento, 10 miles west of Paso Robles;35.75737;-120.91793;12;100%;;San Luis Obispo;2019-01-04 10:17:00;2018-06-03;CAL FIRE San Luis Obispo Unit;;https://www.fire.ca.gov/incidents/2018/6/3/resort-fire/;N;
1755;a9d772ae-90d9-4f8e-9fe7-342b4266dd52;Martin Fire;Martin Dr. and Stanton Drive, NE of Lake Shastina;41.58233;-122.33769;37;100%;;Siskiyou;2019-01-04 10:17:00;2018-06-03;CAL FIRE Siskiyou Unit;;https://www.fire.ca.gov/incidents/2018/6/3/martin-fire/;N;
1756;8efb9edc-dbe7-4824-9027-22993569f794;Adobe Fire;I-8 and College Ave, San Diego City;32.78031;-117.06782;38;100%;;San Diego;2019-01-04 10:16:00;2018-06-03;San Diego City Fire Dept.;;https://www.fire.ca.gov/incidents/2018/6/3/adobe-fire/;N;
1757;60041942-db7c-4c3d-8a94-151addbd9d20;Green Fire;Greenwick Rd and Brabham St, Community of Rancho San Diego;32.75072;-116.92404;10;100%;;San Diego;2019-01-04 10:16:00;2018-06-03;San Miguel FPD;;https://www.fire.ca.gov/incidents/2018/6/3/green-fire/;N;
1758;5340807b-1be1-4894-b446-c81c46456641;Stone Fire;off Anthony Road and Hierba Road, North of Agua Dulce;34.5486;-118.31138;1,352;100%;;Los Angeles;2019-01-04 10:15:00;2018-06-04;Unified Command: US Forest Service and Los Angeles County FD;;https://www.fire.ca.gov/incidents/2018/6/4/stone-fire/;N;
1759;c48eaae5-afb4-472c-be65-7dfbb3c82f4d;Meamber Fire;Meamber Creek Road, 8 miles west of Fort Jones;41.64805;-122.98442;12;100%;;Siskiyou;2019-01-04 10:13:00;2018-06-04;CAL FIRE Siskiyou Unit;;https://www.fire.ca.gov/incidents/2018/6/4/meamber-fire/;N;
1760;df2538f9-20c9-4d40-9a64-9d6334b6f7d6;Airline Fire;Coalinga and Airline Highway;36.40755;-120.99322;1,314;100%;;San Benito;2019-01-04 10:15:00;2018-06-04;CAL FIRE San Benito-Monterey;;https://www.fire.ca.gov/incidents/2018/6/4/airline-fire/;N;
1761;5228fabc-64f6-4ccf-aedc-dc1e781277a6;Eastern Fire;Coalinga Road, east of Bitterwater ;36.378333;-120.901167;513;100%;;San Benito;2019-01-04 10:14:00;2018-06-04;CAL FIRE San Benito-Monterey;;https://www.fire.ca.gov/incidents/2018/6/4/eastern-fire/;N;
1762;9662b158-b17f-4386-867a-3afa5ea28929;ONeals Fire;Road 210 and Road 200, Oneal;37.10181;-119.623981;300;100%;;Madera;2019-01-04 10:14:00;2018-06-04;CAL FIRE Madera-Mariposa-Merced ;;https://www.fire.ca.gov/incidents/2018/6/4/oneals-fire/;N;
1763;9f926d66-2cfa-4e3d-b4a3-4ea3b4b23698;Panoche Fire;Panoche Road, north of San Benito;36.64832;-121.03253;64;100%;;San Benito;2019-01-04 10:13:00;2018-06-04;CAL FIRE San Benito-Monterey;;https://www.fire.ca.gov/incidents/2018/6/4/panoche-fire/;N;
1764;6eed6c93-14f3-450a-80c8-65c5450a8cbd;Pallet Fire;Hwy 12 and Broadway, Schellville ;38.245151;-122.44408;10;100%;;Sonoma;2019-01-04 10:12:00;2018-06-05;Schell-Vista Fire Protection District ;;https://www.fire.ca.gov/incidents/2018/6/5/pallet-fire/;N;
1765;a43a2839-d85f-4152-ac07-4a29c31723cf;Vista Fire;Vista Del Lago/Via Ranchitos, Fallbrook;33.40769;-117.22974;12;100%;;San Diego;2019-01-04 10:11:00;2018-06-05;CAL FIRE San Diego Unit;;https://www.fire.ca.gov/incidents/2018/6/5/vista-fire/;N;
1766;9ededdf0-b250-49ec-999d-eb988dab08a9;Recycle Fire;Off Hwy 94 and Campo Truck Trail, Campo;32.63046;-116.46674;265;100%;;San Diego;2019-01-04 10:11:00;2018-06-06;CAL FIRE San Diego Unit;;https://www.fire.ca.gov/incidents/2018/6/6/recycle-fire/;N;
1767;7278467f-ca4a-47f1-b876-a6722b546f30;Liberty Fire;off East Liberty Road ;38.24033;-121.09199;62;100%;;San Joaquin;2019-01-04 10:08:00;2018-06-11;CAL FIRE Amador - El Dorado Unit;;https://www.fire.ca.gov/incidents/2018/6/11/liberty-fire/;N;
1768;cdd46073-0336-4003-8a06-161947985987;Bear Fire;Cunningham Road and Hwy 140, Planda;37.33924;-120.24315;200;100%;;Merced;2019-01-04 10:10:00;2018-06-07;CAL FIRE Madera-Mariposa-Merced ;;https://www.fire.ca.gov/incidents/2018/6/7/bear-fire/;N;
1769;22fc8e84-ae8e-4a10-a9f3-828464616253;Apple Fire;Off Apple Rd & Paskenta Rd, west of Corning;39.94355;-122.3571;2,956;100%;;Tehama;2019-01-04 10:10:00;2018-06-09;CAL FIRE Tehama-Glenn Unit;;https://www.fire.ca.gov/incidents/2018/6/9/apple-fire/;N;
1770;1d926fc4-0f23-47dd-a750-5e7fac4ad416;Chrome Fire;Hwy 162 and Forest Hwy 7, north of Elk Creek;39.64978;-122.58218;2,290;100%;;Glenn;2019-01-04 10:09:00;2018-06-09;CAL FIRE Tehama-Glenn Unit;;https://www.fire.ca.gov/incidents/2018/6/9/chrome-fire/;N;
1771;5adaf6fa-0c4a-43e4-bd32-baa089a7f0b2;Mission Fire;Mission Avenue and C Street, City of San Rafael;37.97638;-122.5275;12;100%;;Marin;2019-01-04 10:09:00;2018-06-09;San Rafael Fire ;;https://www.fire.ca.gov/incidents/2018/6/9/mission-fire/;N;
1772;d6d4d085-1c3b-4ee5-bd2a-dd3779797e97;South Fire;I-5 and Calgrove Blvd, Santa Clarita;37.97638;-122.5275;175;100%;;Los Angeles;2019-01-04 10:08:00;2018-06-09;Los Angeles County;;https://www.fire.ca.gov/incidents/2018/6/9/south-fire/;N;
1773;63e41793-2c9c-4dda-98e0-62b5069514a7;Sam Fire;Sam Jones and Jolon Rd, Fort Hunter Liggett ;35.9352;-121.11936;96;100%;;Monterey;2019-01-04 10:08:00;2018-06-09;Fort Hunter Liggett;;https://www.fire.ca.gov/incidents/2018/6/9/sam-fire/;N;
1774;b3ab43c4-6f73-4ccc-a3ca-f2c54959f8b1;Beaver Fire;off Coalinga Highway and Airline Highway, East of King City;36.37532;-120.862579;215;100%;;San Benito;2019-01-04 10:07:00;2018-06-12;CAL FIRE San Benito-Monterey Unit;;https://www.fire.ca.gov/incidents/2018/6/12/beaver-fire/;N;
1775;d886d8aa-00b7-41d7-b48f-665f5c6cf01e;Vista Fire;off Buena Vista Road, north of Paso Robles;35.663607;-120.670311;60;100%;;San Luis Obispo;2019-01-04 10:07:00;2018-06-13;CAL FIRE San Luis Obispo Unit;;https://www.fire.ca.gov/incidents/2018/6/13/vista-fire/;N;
1776;96781eb8-6146-4b96-a5cb-7457defea461;Santiago Fire;off Highway 241 and Santiago Canyon Road;33.787838;-117.746625;155;100%;;Orange;2019-01-04 10:08:00;2018-06-11;Orange County Fire;;https://www.fire.ca.gov/incidents/2018/6/11/santiago-fire/;N;
1777;e1c9dae5-a2d8-4c97-8e6d-65937ade5e79;Euclid Fire;off Highway 71 south of Euclid Avenue in Chino;33.925862;-117.654299;154;100%;;Riverside;2019-01-04 10:07:00;2018-06-12;CAL FIRE / Riverside County Fire;;https://www.fire.ca.gov/incidents/2018/6/12/euclid-fire/;N;
1778;7307857b-b127-4b3a-bf11-ee19d07e0736;Portola Fire ;off Westwanda Drive and Benedict Canyon Drive;34.110516;-118.427886;20;100%;;Los Angeles;2019-01-04 10:07:00;2018-06-12;Los Angeles City Fire Department;;https://www.fire.ca.gov/incidents/2018/6/12/portola-fire/;N;
1779;994876ff-2369-4a13-9642-d2dfbd372ac9;Spring Fire;off Spring Branch Road and Jellys Ferry Road, northeast of Red Bluff;40.394073;-122.135924;70;100%;;Tehama;2019-06-27 08:39:04;2018-06-13;CAL FIRE Tehama-Glenn Unit;;https://www.fire.ca.gov/incidents/2018/6/13/spring-fire/;N;
1780;764b9aac-411e-442d-a045-1bd02ec773c2;Bridle Fire;off Crazy Horse Canyon Drive and Bridle Trail Road, Community of Aguanga;33.524412;-116.821724;20;100%;;Riverside;2019-01-04 10:06:00;2018-06-14;CAL FIRE / Riverside County Fire;;https://www.fire.ca.gov/incidents/2018/6/14/bridle-fire/;N;
1781;59b452f4-04fe-4251-8cf9-70dfc53ada0c;70 Fire;off Highway 70 at Table Mountain Road, north of Oroville;39.602703;-121.617698;20;100%;;Butte;2019-01-04 10:07:00;2018-06-14;CAL FIRE Butte Unit;;https://www.fire.ca.gov/incidents/2018/6/14/70-fire/;N;
1782;f3d3e61e-4ab4-4155-a882-4e27de976659;Creston FIre;off Creston Road, east of Paso Robles;35.58354;-120.624135;60;100%;;San Luis Obispo;2019-01-04 10:06:00;2018-06-14;CAL FIRE San Luis Obispo Unit;;https://www.fire.ca.gov/incidents/2018/6/14/creston-fire/;N;
1783;b307b3b5-529a-4dd0-ad30-e678180a6174;Tumbleweed Fire;off Highway 395 Southeast of Litchfield, East of Susanville;40.3768;-120.36403;646;100%;;Lassen;2019-01-04 10:06:00;2018-06-14;Northern California District Bureau of Land Management ;;https://www.fire.ca.gov/incidents/2018/6/14/tumbleweed-fire/;N;
1784;3de50f18-061e-40f4-8ee4-8a3d3ef25fb1;Planada Fire;off Doug Road and Bonner Road, north of the community of Planada;37.39339;-120.34207;4,564;100%;;Merced;2019-01-04 10:06:00;2018-06-15;CAL FIRE Madera-Mariposa-Merced ;;https://www.fire.ca.gov/incidents/2018/6/15/planada-fire/;N;
1785;06ccdd6b-fd15-4cba-a9ed-6cb7c70327d9;Raymond Fire;off Road 407 and Road 600, Community of Raymond;37.14663;-119.91223;60;100%;;Madera;2019-01-04 10:06:00;2018-06-15;CAL FIRE Madera-Mariposa-Merced ;;https://www.fire.ca.gov/incidents/2018/6/15/raymond-fire/;N;
1786;42bd7e44-5bfa-4e25-961d-941a18bc00d0;Boyer Fire;off Boyer Road and Fox Hollow Lane, Community of Bootjack;37.47677;-119.84299;53;100%;;Mariposa;2019-01-04 10:05:00;2018-06-15;CAL FIRE Madera-Mariposa-Merced ;;https://www.fire.ca.gov/incidents/2018/6/15/boyer-fire/;N;
1787;9b6b1707-4342-4b38-b4a2-1056c202a32a;Oregon Fire;off Oregon Gulch Road, near View Lane, North of Oroville;39.549167;-121.521111;40;100%;;Butte;2019-01-04 10:05:00;2018-06-16;CAL FIRE Butte Unit/Butte County Fire Department;;https://www.fire.ca.gov/incidents/2018/6/16/oregon-fire/;N;
1788;af251be5-4fa6-4ced-954c-a0e0aa34a517;Creek Fire;off Rocky Creek Road at Morgan Valley Rd, community of Lower Lake;38.886518;-122.476381;32;100%;;Lake;2019-01-04 10:05:00;2018-06-16;CAL FIRE Sonoma-Lake-Napa Unit;;https://www.fire.ca.gov/incidents/2018/6/16/creek-fire/;N;
1789;0ffbb118-8070-4220-95a7-cdef27b0a7ae;Willow Fire;off Willow Pass Road at Evora Road, Baypoint;38.015323;-121.998967;25;100%;;Contra Costa;2019-01-04 10:05:00;2018-06-16;CAL FIRE Santa Clara Unit;;https://www.fire.ca.gov/incidents/2018/6/16/willow-fire/;N;
1790;43d24c96-7841-423f-9e14-bc9a7ff49416;China Fire;off China Gulch Road and Comanche Parkway North, Jackson Valley;38.265645;-120.892404;17;100%;;Amador;2019-01-04 10:05:00;2018-06-17;CAL FIRE Amador-El Dorado Unit;;https://www.fire.ca.gov/incidents/2018/6/17/china-fire/;N;
1791;bd149eaf-5a3e-4eac-9973-243e78862b35;Upper Colony Fire;off Upper Colony Road, Smith Valley, East of Hwy 395, Nevada;38.834395;-119.416746;1,202;100%;;;2019-01-04 10:05:00;2018-06-17;Bureau of Land Management Carson City District Office;;https://www.fire.ca.gov/incidents/2018/6/17/upper-colony-fire/;N;
1792;1f49d4b1-f08f-4fce-8b55-48ff0e521a2f;Vallecitos Fire;off Vallecitos Road and Little Valley, south of Livermore;37.627119;-121.806775;20;100%;;Alameda;2019-01-04 10:04:00;2018-06-17;CAL FIRE Santa Clara Unit;;https://www.fire.ca.gov/incidents/2018/6/17/vallecitos-fire/;N;
1793;fc911680-49a8-454b-be0f-d78cd957bd29;Dinosaur Fire;off Dinosaur Road and Highway 152, Santa Nella;37.05876;-121.176354;185;100%;;Merced;2019-01-04 10:04:00;2018-06-17;CAL FIRE Madera-Mariposa-Merced ;;https://www.fire.ca.gov/incidents/2018/6/17/dinosaur-fire/;N;
1794;8f98a50c-fac6-4dcd-844f-76c49891f0f6;Wheeler Fire;Wheeler Gulch & Hwy 49 South, southwest of Coulterville;37.707234;-120.199162;115;100%;;Mariposa;2019-01-04 10:04:00;2018-06-18;CAL FIRE Madera-Mariposa-Merced Unit;;https://www.fire.ca.gov/incidents/2018/6/18/wheeler-fire/;N;
1795;2bee561f-fd8f-44ad-9c25-ccdc671029bc;Iron Fire; off Montbretia Way and Ironwood, East of San Ramon;37.779209;-121.908976;40;100%;;Contra Costa;2019-01-04 10:04:00;2018-06-19;Unified Command: CAL FIRE Santa Clara Unit and San Ramon Valley Fire Department;;https://www.fire.ca.gov/incidents/2018/6/19/iron-fire/;N;
1796;b2adde70-a40e-4b81-9f5f-8f6b96042af2;Ranchita Fire;Ranchita Canyon Road, southwest of the town of Parkfield;35.77017;-120.57833;10;100%;;Monterey;2019-01-04 10:04:00;2018-06-19;CAL FIRE San Benito-Monterey Unit;;https://www.fire.ca.gov/incidents/2018/6/19/ranchita-fire/;N;
1797;d963ff00-9c98-4bc6-a3b3-4856d8192e87;Yankee Fire;E. Perimeter Rd, Yankee training area, Camp Roberts Military Reservation;35.73629;-120.75593;1,500;100%;;San Luis Obispo;2019-01-04 10:03:00;2018-06-20;Camp Roberts;;https://www.fire.ca.gov/incidents/2018/6/20/yankee-fire/;N;
1798;d752892a-9bdf-4b91-83f0-2d3f94c3f370;Creek Fire;Suey Creek Road & Crystal Springs, east of Nipomo;35.05747;-120.39295;10;100%;;San Luis Obispo;2019-10-25 09:25:32;2018-06-21;CAL FIRE San Luis Obispo Unit;Wildfire;https://www.fire.ca.gov/incidents/2018/6/21/creek-fire/;N;
1799;9fe34773-10d3-419a-a6f5-4ddb2d43a145;Bascom Fire;Off Bascom Rd & Hwy 44, in Millville;40.52909;-122.17457;328;100%;;Shasta;2019-01-04 10:02:00;2018-06-23;CAL FIRE Shasta-Trinity Unit;;https://www.fire.ca.gov/incidents/2018/6/23/bascom-fire/;N;
1800;299d84d9-ff65-4669-bcd7-cb5abb191c75;Lane Fire;Off Hwy 36 in Paynes Creek;40.35068;-121.77867;3,716;100%;;Tehama;2019-01-04 10:02:00;2018-06-23;CAL FIRE Tehama-Glenn Unit;;https://www.fire.ca.gov/incidents/2018/6/23/lane-fire/;N;
1801;75ad696c-b094-4919-89e3-f879361f5151;Sierra Fire;Off Casale Rd & Reading Rd, south of Red Bluff;40.12791;-122.19792;170;100%;;Tehama;2019-01-04 10:02:00;2018-06-23;Tehama County Fire Department;;https://www.fire.ca.gov/incidents/2018/6/23/sierra-fire/;N;
1802;72999057-198b-4cd2-a316-2e854ef9a7f8;Stoll Fire;Stoll Rd & Baker Rd, west of Red Bluff;40.18395;-122.27574;268;100%;;Tehama;2019-10-25 09:06:28;2018-06-23;CAL FIRE Tehama-Glenn Unit;Wildfire;https://www.fire.ca.gov/incidents/2018/6/23/stoll-fire/;N;
1803;25574325-cf1d-4191-bc3d-c50ed0a15f9c;Pawnee Fire;Pawnee Rd & New Long Valley Rd, northeast of Clearlake Oaks ;39.0674;-122.59848;15,185;100%;;Lake;2019-10-25 09:04:59;2018-06-23;CAL FIRE Sonoma-Lake-Napa Unit;Wildfire;https://www.fire.ca.gov/incidents/2018/6/23/pawnee-fire/;N;
