5,2/1/2022,32,0.06, ,0, ,258, ,7.3, ,57.3, ,39.0, ,46.5, ,96, ,37, ,68, ,36.4, ,3.7, ,87.6, ,48.7, 
5,2/2/2022,33,0.09, ,0, ,369,R,5.9, ,60.0, ,34.1, ,45.9, ,90, ,27, ,56, ,31.1, ,3.6, ,85.8, ,48.7, 
5,2/3/2022,34,0.09, ,0, ,367, ,6.0, ,64.9, ,30.9, ,46.8, ,93, ,22, ,55, ,31.4, ,3.1, ,74.8, ,48.4, 
5,2/4/2022,35,0.11, ,0, ,382,R,6.1, ,68.2, ,32.9, ,49.8, ,95, ,19, ,50, ,32.0, ,4.1, ,97.3, ,48.5, 
5,2/5/2022,36,0.10, ,0, ,369, ,7.1, ,66.5, ,32.5, ,49.4, ,88, ,32, ,59, ,35.6, ,3.4, ,80.7, ,48.8, 
5,2/6/2022,37,0.10, ,0, ,388,R,7.9, ,69.9, ,32.9, ,50.6, ,99, ,31, ,62, ,38.3, ,2.8, ,67.6, ,49.0, 
5,2/7/2022,38,0.11, ,0, ,394,R,8.3, ,74.6, ,34.9, ,54.0, ,99, ,25, ,58, ,39.7, ,3.0, ,72.2, ,49.6, 
5,2/8/2022,39,0.10, ,0, ,382, ,9.0, ,72.6, ,37.2, ,54.5, ,93, ,34, ,62, ,41.7, ,3.2, ,77.3, ,50.3, 
5,2/9/2022,40,0.10, ,0, ,392,R,9.5, ,73.9, ,39.1, ,55.6, ,97, ,34, ,63, ,43.3, ,3.0, ,72.9, ,51.2, 
5,2/10/2022,41,0.11, ,0, ,388, ,10.0, ,76.9, ,40.1, ,57.5, ,100, ,27, ,62, ,44.6, ,2.7, ,66.0, ,51.9, 
5,2/11/2022,42,0.11, ,0, ,390, ,10.3, ,78.8,Y,43.8, ,59.7, ,91, ,27, ,59, ,45.2, ,3.2, ,77.0, ,52.8, 
5,2/12/2022,43,0.13, ,0, ,406,R,10.6, ,83.4,Y,44.6, ,62.0,Y,96, ,24, ,56,Y,46.1,Y,3.4, ,82.3, ,53.7, 
5,2/13/2022,44,0.13, ,0, ,409,R,9.2, ,83.6,Y,41.8, ,61.4, ,84, ,18, ,49, ,42.3, ,3.1, ,73.9, ,54.6, 
5,2/14/2022,45,0.14, ,0, ,388, ,8.3, ,82.8,Y,42.1, ,62.3,Y,84, ,19, ,43,Y,39.7,Y,4.0, ,94.9, ,55.1, 
5,2/15/2022,46,0.09, ,0, ,277, ,8.7, ,61.4, ,42.7, ,53.0, ,89, ,41, ,63, ,40.9, ,5.9, ,142.5, ,55.4, 
5,2/16/2022,47,0.12, ,0, ,430,R,6.7, ,68.8, ,34.6, ,51.7, ,95, ,25, ,51, ,34.3, ,3.9, ,93.1, ,53.9, 
5,2/17/2022,48,0.12, ,0, ,408, ,6.8, ,72.5, ,34.6, ,52.7, ,86, ,20, ,50, ,34.5, ,3.1, ,73.8, ,53.6, 
5,2/18/2022,49,0.12, ,0, ,401, ,8.4, ,73.7, ,38.8, ,55.5, ,89, ,24, ,56, ,39.9, ,3.1, ,75.2, ,53.7, 
5,2/19/2022,50,0.13, ,0, ,417, ,9.4, ,79.6,Y,38.4, ,57.7, ,94, ,23, ,58, ,42.9, ,3.2, ,76.0, ,53.9, 
5,2/20/2022,51,0.13, ,0, ,384, ,9.1, ,79.7,Y,40.3, ,59.5, ,91, ,25, ,52, ,42.0, ,3.2, ,76.0, ,54.5, 
5,2/21/2022,52,0.12, ,0, ,411, ,8.0, ,68.8, ,41.8, ,53.4, ,87, ,35, ,57, ,38.8, ,5.9, ,141.6, ,55.4, 
5,2/22/2022,53,0.07, ,0.05, ,298, ,8.2, ,57.6, ,37.9, ,45.8, ,98, ,62, ,79, ,39.5, ,4.7, ,112.9, ,54.2, 
5,2/23/2022,54,0.09, ,0.00, ,366, ,7.3, ,56.5, ,34.1, ,44.5, ,100, ,39, ,73, ,36.5, ,5.8, ,140.0, ,52.9, 
5,2/24/2022,55,0.12, ,0, ,474,R,5.4, ,60.0, ,30.9, ,44.7, ,93, ,24, ,53, ,28.8, ,3.8, ,90.9, ,51.8, 
5,2/25/2022,56,0.12, ,0, ,477,R,5.9, ,64.3, ,30.2, ,47.5, ,90, ,25, ,53, ,31.1, ,3.2, ,76.2, ,51.8, 
5,2/26/2022,57,0.11, ,0, ,393, ,7.2, ,74.4, ,32.5, ,51.3, ,96, ,24, ,56, ,36.1, ,3.2, ,76.2, ,52.1, 
5,2/27/2022,58,0.14, ,0, ,455, ,7.7, ,75.0, ,39.5, ,55.7, ,90, ,23, ,51, ,37.9, ,3.9, ,92.4, ,53.0, 
5,2/28/2022,59,0.15, ,0, ,490,R,8.0, ,81.2,Y,36.1, ,58.4, ,88, ,17, ,48, ,38.7, ,3.5, ,84.8, ,54.0, 
