202,2/1/2022,32,0.09,R,0, ,351, ,6.7, ,65.1, ,45.0, ,55.1, ,65, ,27, ,45, ,34.2, ,1.0,I,24.0,I,53.7, 
202,2/2/2022,33,0.09,R,0, ,360, ,4.5,Y,65.4, ,36.3, ,52.0, ,53, ,18, ,34,Y,24.4,Y,1.0,I,24.0,I,52.8, 
202,2/3/2022,34,0.08,R,0, ,326, ,7.8, ,65.1, ,37.2, ,50.8, ,100, ,27, ,62, ,38.1, ,1.0,I,24.0,I,52.6, 
202,2/4/2022,35,0.08,R,0, ,354, ,8.3, ,64.3, ,39.1, ,51.1, ,84, ,35, ,64, ,39.6, ,1.0,I,24.0,I,52.9, 
202,2/5/2022,36,0.11,R,0, ,359, ,5.8, ,75.4, ,42.8, ,59.1, ,47, ,19, ,34, ,30.7, ,1.0,I,24.0,I,53.2, 
202,2/6/2022,37,0.10,R,0, ,374, ,8.0, ,69.3, ,39.8, ,53.1, ,96, ,28, ,58, ,38.8, ,1.0,I,24.0,I,53.5, 
202,2/7/2022,38,0.09,R,0, ,376, ,8.9, ,66.2, ,40.9, ,52.5, ,89, ,46, ,66, ,41.5, ,1.0,I,24.0,I,53.5, 
202,2/8/2022,39,0.09,R,0, ,363, ,9.1, ,71.9, ,39.3, ,55.0, ,84, ,33, ,62, ,42.1, ,1.0,I,24.0,I,53.6, 
202,2/9/2022,40,0.12,R,0, ,377, ,7.1, ,87.1,Y,49.4, ,67.4,Y,55, ,13, ,31,Y,35.9,Y,1.0,I,24.0,I,54.8, 
202,2/10/2022,41,0.12,R,0, ,377, ,7.1, ,81.5,Y,50.8, ,63.5, ,48, ,24, ,35, ,35.7, ,1.0,I,24.0,I,55.7, 
202,2/11/2022,42,0.11,R,0, ,374, ,8.6, ,80.2, ,48.5, ,62.1, ,69, ,26, ,45, ,40.5, ,1.0,I,24.0,I,55.9, 
202,2/12/2022,43,0.12,R,0, ,383, ,8.0, ,83.4,Y,49.9, ,64.0, ,58, ,18, ,39, ,38.7, ,1.0,I,24.0,I,56.5, 
202,2/13/2022,44,0.11,R,0, ,384, ,9.8, ,75.5, ,48.2, ,59.0, ,100, ,27, ,57, ,44.0, ,1.0,I,24.0,I,56.8, 
202,2/14/2022,45,0.07,R,0.01, ,308, ,12.2, ,61.6, ,45.3, ,51.6, ,100, ,78, ,94, ,49.8, ,1.0,I,24.0,I,57.1, 
202,2/15/2022,46,0.09,R,0, ,382, ,9.5, ,58.5, ,43.8, ,51.9, ,93, ,51, ,72, ,43.1, ,1.0,I,24.0,I,56.8, 
202,2/16/2022,47,0.09,R,0, ,384, ,8.6, ,64.1, ,36.6, ,49.8, ,99, ,34, ,70, ,40.5, ,1.0,I,24.0,I,54.8, 
202,2/17/2022,48,0.10,R,0, ,389, ,7.9, ,66.4, ,39.0, ,52.1, ,95, ,35, ,59, ,38.4, ,1.0,I,24.0,I,54.8, 
202,2/18/2022,49,0.10,R,0, ,392, ,9.0, ,65.9, ,38.6, ,51.3, ,100, ,36, ,70, ,41.7, ,1.0,I,24.0,I,54.5, 
202,2/19/2022,50,0.09,R,0.00, ,383, ,11.0, ,60.2, ,38.4, ,49.8, ,100, ,62, ,90, ,47.0, ,1.0,I,24.0,I,54.8, 
202,2/20/2022,51,0.06,R,0, ,291, ,11.6, ,58.2, ,39.4, ,49.6, ,100, ,83, ,95, ,48.4, ,1.0,I,24.0,I,55.4, 
202,2/21/2022,52,0.09,R,0, ,402, ,9.3, ,59.1, ,42.1, ,50.9, ,93, ,56, ,73, ,42.7, ,1.0,I,24.0,I,55.7, 
202,2/22/2022,53,0.08,R,0.08, ,356, ,8.5, ,54.9, ,39.4, ,46.5, ,98, ,56, ,79, ,40.4, ,1.0,I,24.0,I,54.4, 
202,2/23/2022,54,0.09,R,0.00, ,400, ,7.0, ,55.2, ,34.6, ,44.4, ,100, ,41, ,71, ,35.4, ,1.0,I,24.0,I,53.4, 
202,2/24/2022,55,0.10,R,0, ,411, ,5.6, ,58.0, ,31.6, ,45.3, ,79, ,31, ,54, ,29.8, ,1.0,I,24.0,I,52.4, 
202,2/25/2022,56,0.10,R,0, ,408, ,5.9, ,62.5, ,35.8, ,48.8, ,76, ,27, ,51, ,31.3, ,1.0,I,24.0,I,51.8, 
202,2/26/2022,57,0.08,R,0, ,302, ,6.1, ,64.2, ,36.7, ,51.0, ,63, ,31, ,47, ,31.8, ,1.0,I,24.0,I,52.1, 
202,2/27/2022,58,0.13,R,0, ,389, ,4.9, ,76.7, ,39.5, ,59.3, ,65, ,14, ,28, ,26.7, ,1.0,I,24.0,I,52.9, 
202,2/28/2022,59,0.13,R,0, ,424, ,6.6, ,83.9,Y,52.4, ,65.8,Y,49,H,15,H,30,Y,33.9,Y,1.0,I,24.0,I,54.2, 
