41,2/1/2022,32,0.10, ,0, ,316, ,7.3, ,71.4, ,41.1, ,54.8, ,79, ,26, ,50, ,36.5, ,3.0, ,72.6, ,43.1, 
41,2/2/2022,33,0.17, ,0, ,417,R,3.0, ,61.8, ,35.5, ,50.2, ,69, ,12, ,25, ,15.4, ,9.2,Y,219.7,Y,42.7,Y
41,2/3/2022,34,0.13, ,0, ,418,R,3.1, ,64.9, ,34.5, ,50.5, ,57, ,11, ,25, ,15.9, ,6.1, ,146.4, ,41.3,Y
41,2/4/2022,35,0.12, ,0, ,422,R,4.3, ,67.2, ,29.9, ,47.6, ,79, ,12, ,38, ,23.3, ,4.0, ,95.9, ,40.7,Y
41,2/5/2022,36,0.11, ,0, ,428,R,5.0, ,70.8, ,27.8, ,46.8, ,82, ,14, ,46, ,27.2, ,3.0, ,71.1, ,40.3,Y
41,2/6/2022,37,0.14, ,0, ,431,R,4.7, ,79.7, ,31.0, ,54.2, ,78, ,10, ,33, ,25.8, ,4.9, ,117.0, ,40.7,Y
41,2/7/2022,38,0.13, ,0, ,430,R,4.9, ,78.2, ,37.0, ,58.5, ,70, ,10, ,29, ,26.5, ,3.9, ,94.4, ,42.3,Y
41,2/8/2022,39,0.12, ,0, ,422,R,6.3, ,77.3, ,32.8, ,53.2, ,82, ,16, ,46, ,32.8, ,3.1, ,73.5, ,42.6,Y
41,2/9/2022,40,0.16, ,0, ,442,R,6.1, ,83.9, ,38.6, ,62.2, ,71, ,9, ,32, ,31.9, ,4.4, ,104.5, ,43.3,Y
41,2/10/2022,41,0.19,R,0, ,431,R,7.3, ,82.3, ,45.4, ,66.1,Y,77, ,19, ,33,Y,36.4,Y,6.7, ,160.5, ,45.2, 
41,2/11/2022,42,0.12, ,0, ,439,R,9.7, ,86.0, ,41.7, ,60.5, ,82, ,24, ,54, ,43.7, ,2.8, ,67.1, ,45.8, 
41,2/12/2022,43,0.13, ,0, ,449,R,8.4, ,85.5, ,42.4, ,60.8, ,79, ,15, ,46, ,40.0, ,2.9, ,70.8, ,46.4, 
41,2/13/2022,44,0.13, ,0, ,462,R,8.0, ,83.1, ,36.4, ,56.1, ,85, ,15, ,52, ,38.7, ,2.6, ,61.4, ,46.1, 
41,2/14/2022,45,0.13, ,0, ,463,R,8.0, ,81.7, ,35.5, ,55.4, ,87, ,18, ,53, ,38.7, ,3.1, ,74.4, ,45.5, 
41,2/15/2022,46,0.17, ,0, ,414, ,8.1, ,71.8, ,41.6, ,57.3, ,77, ,39, ,50, ,38.9, ,8.3, ,198.3, ,45.7, 
41,2/16/2022,47,0.12, ,0, ,444,R,7.7, ,72.6, ,35.5, ,54.4, ,92, ,24, ,54, ,37.9, ,3.9, ,93.7, ,45.4, 
41,2/17/2022,48,0.16, ,0, ,472,R,5.9, ,71.8, ,37.7, ,54.3, ,86, ,16, ,41, ,31.0, ,5.1, ,123.4, ,45.2, 
41,2/18/2022,49,0.14, ,0, ,474,R,6.0, ,74.6, ,32.7, ,51.3, ,85, ,15, ,47, ,31.7, ,3.4, ,80.6, ,44.2,Y
41,2/19/2022,50,0.13, ,0, ,474,R,7.2, ,78.4, ,33.9, ,54.9, ,83, ,18, ,49, ,36.2, ,2.8, ,66.4, ,44.2,Y
41,2/20/2022,51,0.15, ,0, ,481,R,7.8, ,78.3, ,36.1, ,56.9, ,84, ,20, ,49, ,38.1, ,4.4, ,104.9, ,44.9,Y
41,2/21/2022,52,0.18, ,0, ,416, ,8.1, ,71.6, ,46.7, ,59.1, ,73, ,33, ,47, ,38.9, ,8.0, ,193.0, ,45.7,Y
41,2/22/2022,53,0.17, ,0, ,446, ,8.3, ,67.9, ,43.0, ,56.3, ,77, ,40, ,53, ,39.6, ,8.5,Y,205.0,Y,45.5,Y
41,2/23/2022,54,0.16, ,0, ,476,R,6.9, ,60.3, ,37.5, ,50.7, ,75, ,34, ,55, ,35.0, ,8.4,Y,201.0,Y,45.3,Y
41,2/24/2022,55,0.13, ,0, ,498,R,4.9, ,64.1, ,29.5,Y,46.1,Y,91, ,16, ,46,Y,26.7,Y,3.4, ,81.8, ,43.7,Y
41,2/25/2022,56,0.13, ,0, ,493,R,5.0, ,67.5, ,28.1,Y,46.7,Y,85, ,14, ,46,Y,27.3,Y,3.0, ,72.9, ,42.9,R
41,2/26/2022,57,0.16, ,0, ,518,R,4.2, ,70.7, ,30.6, ,50.5, ,78, ,9, ,33, ,22.9, ,3.9, ,94.0, ,42.6,R
41,2/27/2022,58,0.13, ,0, ,430, ,5.7, ,73.0, ,31.2, ,51.4, ,81, ,13, ,44, ,30.4, ,3.0, ,71.3, ,42.6,R
41,2/28/2022,59,0.16, ,0, ,514,R,6.2, ,83.4, ,34.5, ,56.6, ,82, ,9, ,40, ,32.5, ,3.2, ,77.5, ,43.6,R
