147,2/1/2022,32,0.05, ,0.00, ,196, ,10, ,61.7, ,47.4, ,53.6, ,84, ,58, ,71, ,44.6, ,4.1, ,97.4, ,56.1, 
147,2/2/2022,33,0.11, ,0, ,421,R,6.6, ,65.6, ,42.3, ,53.2, ,84, ,21, ,48, ,33.8, ,4.1, ,98.3, ,56.2, 
147,2/3/2022,34,0.11, ,0, ,428,R,4.0, ,65.0, ,37.3, ,49.5, ,58, ,16, ,33, ,21.7, ,4.2, ,101.2, ,55.1, 
147,2/4/2022,35,0.13, ,0, ,440,R,3.9, ,67.3, ,40.7, ,53.6, ,55, ,15, ,27, ,20.9, ,4.6, ,110.5, ,54.4, 
147,2/5/2022,36,0.12, ,0, ,450,R,3.5, ,70.3, ,39.8, ,54.6, ,45, ,12, ,24, ,18.9, ,4.0, ,96.4, ,54.1, 
147,2/6/2022,37,0.13, ,0, ,450,R,4.8, ,77.1, ,40.3, ,57.0, ,48, ,14, ,30, ,26.2, ,5.2, ,123.8, ,54.7, 
147,2/7/2022,38,0.14, ,0, ,455,R,4.1, ,76.9, ,46.7, ,62.1, ,34, ,13, ,21, ,22.1, ,5.0, ,119.9, ,55.5, 
147,2/8/2022,39,0.14, ,0, ,458,R,4.2, ,80.0, ,47.2, ,62.1, ,40, ,11, ,22, ,22.9, ,4.4, ,106.1, ,56.0, 
147,2/9/2022,40,0.16, ,0, ,466,R,5.4, ,86.5, ,47.3, ,63.7, ,42, ,8, ,27, ,29.2, ,5.5, ,132.2, ,56.8, 
147,2/10/2022,41,0.16, ,0, ,455,R,5.6, ,81.6, ,49.8, ,65.5, ,44, ,16, ,26, ,30.0, ,5.1, ,121.4, ,57.3, 
147,2/11/2022,42,0.15, ,0, ,460,R,6.0, ,83.5, ,50.3, ,64.7, ,43, ,15, ,29, ,31.7, ,4.9, ,118.0, ,57.8, 
147,2/12/2022,43,0.19, ,0, ,473,R,5.4, ,85.4, ,49.7, ,68.2,Y,43, ,12, ,23,Y,28.8,Y,5.6, ,134.7, ,58.2, 
147,2/13/2022,44,0.17, ,0, ,480,R,3.8,Y,88.2,Y,54.1, ,69.3,Y,27, ,8, ,16,Y,20.8,Y,4.3, ,102.5, ,58.2, 
147,2/14/2022,45,0.15, ,0, ,479,R,7.3, ,81.4, ,48.4, ,60.4, ,85, ,14, ,41, ,36.5, ,4.2, ,100.7, ,58.2, 
147,2/15/2022,46,0.05, ,0, ,159, ,9.8, ,56.4, ,44.7, ,52.5, ,84, ,60, ,73, ,44.0, ,6.2, ,149.0, ,58.2, 
147,2/16/2022,47,0.12, ,0, ,460,R,8.5, ,63.2, ,40.0, ,50.7, ,83, ,41, ,67, ,40.2, ,4.6, ,110.9, ,56.8, 
147,2/17/2022,48,0.14, ,0, ,491,R,6.5, ,71.6, ,41.2, ,54.6, ,83, ,16, ,45, ,33.5, ,5.0, ,118.8, ,57.1, 
147,2/18/2022,49,0.14, ,0, ,495,R,4.9, ,72.1, ,38.6, ,54.5, ,59, ,15, ,34, ,26.4, ,4.5, ,107.5, ,56.7, 
147,2/19/2022,50,0.15, ,0, ,489,R,7.3, ,74.6, ,42.8, ,55.7, ,83, ,20, ,48, ,36.4, ,4.8, ,115.2, ,56.7, 
147,2/20/2022,51,0.12, ,0, ,473,R,9.2, ,65.9, ,39.6, ,52.6, ,87, ,50, ,68, ,42.3, ,3.5, ,84.1, ,57.1, 
147,2/21/2022,52,0.08, ,0, ,243, ,9.1, ,61.4, ,49.3, ,53.7, ,77, ,54, ,64, ,42.0, ,4.7, ,113.0, ,57.6, 
147,2/22/2022,53,0.07, ,0, ,250, ,9.6, ,58.2, ,46.8, ,50.6, ,85, ,57, ,77, ,43.5, ,5.5, ,131.7, ,56.8, 
147,2/23/2022,54,0.09, ,0, ,348, ,7.4, ,54.2, ,42.5, ,47.7, ,84, ,49, ,65, ,36.6, ,5.2, ,124.9, ,55.5, 
147,2/24/2022,55,0.14, ,0, ,517,R,5.0, ,62.2, ,36.4, ,47.8, ,74, ,21, ,44, ,27.1, ,5.3, ,126.9, ,55.2, 
147,2/25/2022,56,0.13, ,0, ,501,R,5.5, ,62.2, ,36.6, ,48.5, ,72, ,26, ,48, ,29.6, ,4.8, ,114.7, ,55.1, 
147,2/26/2022,57,0.15, ,0, ,531,R,5.7, ,72.0, ,38.8, ,53.5, ,73, ,17, ,41, ,30.4, ,4.4, ,105.0, ,55.5, 
147,2/27/2022,58,0.15, ,0, ,446, ,5.1, ,75.0, ,41.5, ,55.9, ,57, ,15, ,33, ,27.5, ,3.6, ,86.0, ,55.9, 
147,2/28/2022,59,0.17, ,0, ,538,R,5.0, ,79.8, ,44.0, ,60.2, ,51, ,10, ,28, ,27.0, ,5.0, ,120.5, ,56.7, 
