153,2/1/2022,32,0.05,R,0, ,219, ,12.0, ,65.0, ,45.4, ,55.1, ,95, ,60, ,81, ,49.4, ,1.0, ,24.1, ,52.9, 
153,2/2/2022,33,0.10,R,0, ,409,R,6.7, ,68.1, ,38.7, ,54.5, ,94, ,15, ,46, ,34.3, ,1.7, ,39.7, ,52.7, 
153,2/3/2022,34,0.09,R,0, ,415,R,5.6, ,68.1, ,30.7, ,49.7, ,76, ,22, ,46, ,29.9, ,1.0, ,24.3, ,51.4, 
153,2/4/2022,35,0.15, ,0, ,427,R,4.1, ,68.6, ,32.5, ,54.6, ,75, ,16, ,28, ,22.1, ,4.5, ,108.1, ,50.7, 
153,2/5/2022,36,0.11,R,0, ,453,R,5.3, ,76.1, ,29.0, ,51.3, ,75, ,14, ,41, ,28.3, ,1.4, ,34.0, ,50.2, 
153,2/6/2022,37,0.10,R,0, ,433,R,7.2, ,81.1, ,29.4, ,51.3, ,84, ,24, ,56, ,36.0, ,1.0,I,24.0,I,51.5, 
153,2/7/2022,38,0.14,R,0, ,437,R,5.4, ,77.3, ,35.7, ,60.0, ,84, ,15, ,30, ,28.7, ,3.0, ,71.2, ,51.9, 
153,2/8/2022,39,0.10,R,0, ,422,R,7.8, ,81.1, ,38.3, ,58.1, ,84, ,24, ,47, ,38.1, ,1.0,I,24.0,I,52.4, 
153,2/9/2022,40,0.12,R,0, ,444,R,8.1, ,88.9,Y,37.2, ,59.2, ,88, ,15, ,47, ,39.2, ,1.1, ,27.0, ,53.0, 
153,2/10/2022,41,0.15,R,0, ,442,R,7.6, ,84.8, ,40.9, ,65.9,Y,76, ,16, ,35,Y,37.6,Y,2.8, ,66.8, ,54.0, 
153,2/11/2022,42,0.12,R,0, ,439,R,8.8, ,84.5, ,41.0, ,62.6,Y,76, ,28, ,45,Y,41.3,Y,1.0,I,24.0,I,54.9, 
153,2/12/2022,43,0.15,R,0, ,451,R,7.0, ,88.3,Y,39.3, ,65.5,Y,87,H,14,H,33,Y,35.4,Y,2.3, ,55.0, ,54.9, 
153,2/13/2022,44,0.13,R,0, ,463,R,6.7, ,87.8,Y,38.3, ,65.3,Y,74, ,16, ,31,Y,34.3,Y,1.0,I,24.0,I,55.3, 
153,2/14/2022,45,0.12,R,0, ,461,R,8.9, ,84.4, ,37.7, ,59.2, ,87, ,27, ,52, ,41.6, ,1.0,I,24.0,I,55.1, 
153,2/15/2022,46,0.04, ,0.15, ,194, ,11.6, ,59.6, ,44.8, ,53.8, ,91, ,70, ,82, ,48.4, ,2.6, ,63.6, ,55.6, 
153,2/16/2022,47,0.11, ,0, ,455,R,10.6, ,68.3, ,40.2, ,52.4, ,95, ,52, ,79, ,46.0, ,1.7, ,41.5, ,54.3, 
153,2/17/2022,48,0.13,R,0, ,485,R,7.5, ,74.6, ,35.4, ,55.1, ,96, ,20, ,50, ,37.0, ,1.9, ,44.6, ,54.0, 
153,2/18/2022,49,0.12,R,0, ,487,R,7.0, ,76.1, ,29.1, ,52.0, ,87, ,25, ,53, ,35.2, ,1.0,I,24.0,I,53.2, 
153,2/19/2022,50,0.12,R,0, ,485,R,8.8, ,77.8, ,30.5, ,53.5, ,91, ,29, ,63, ,41.3, ,1.0,I,24.0,I,52.9, 
153,2/20/2022,51,0.12,R,0, ,477,R,11.1, ,70.6, ,33.5, ,53.4, ,93, ,53, ,79, ,47.2, ,1.3, ,30.7, ,53.5, 
153,2/21/2022,52,0.07,R,0, ,249, ,11.4, ,63.1, ,51.4, ,55.0, ,88, ,67, ,77, ,47.9, ,3.0, ,70.9, ,55.2, 
153,2/22/2022,53,0.06, ,0.34, ,235, ,11.1, ,59.6, ,47.8, ,52.2, ,92, ,71, ,83, ,47.3, ,4.2, ,100.1, ,54.9, 
153,2/23/2022,54,0.08, ,0.20, ,340, ,8.4, ,55.5, ,38.7, ,47.1, ,92, ,58, ,76, ,40.1, ,5.0, ,119.0, ,53.8, 
153,2/24/2022,55,0.13, ,0, ,508,R,6.1, ,68.4, ,34.6, ,47.5, ,83, ,27, ,55, ,32.1, ,2.4, ,58.1, ,52.1, 
153,2/25/2022,56,0.12,R,0, ,492,R,7.0, ,66.8, ,30.3, ,48.0, ,86, ,33, ,61, ,35.3, ,1.0, ,24.8, ,51.7, 
153,2/26/2022,57,0.14,R,0, ,515,R,6.7, ,75.2, ,30.8, ,52.4, ,89, ,21, ,50, ,34.2, ,1.7, ,40.1, ,51.9, 
153,2/27/2022,58,0.12,R,0, ,444, ,6.9, ,78.3, ,33.0, ,54.3, ,75, ,27, ,48, ,35.1, ,1.0,I,24.0,I,52.2, 
153,2/28/2022,59,0.15,R,0, ,524,R,7.9, ,86.4, ,31.9, ,57.1, ,90, ,21, ,49, ,38.4, ,1.0,Y,24.1,Y,52.9, 
