182,2/1/2022,32,0.06, ,0, ,262, ,6.8, ,57.7, ,34.5, ,44.4, ,94, ,38, ,69, ,34.8, ,2.6, ,61.7, ,43.8,Y
182,2/2/2022,33,0.08, ,0, ,351, ,5.9, ,59.9, ,34.4, ,44.7, ,86, ,28, ,59, ,31.2, ,3.2, ,78.0, ,43.5,Y
182,2/3/2022,34,0.08, ,0, ,354, ,6.0, ,62.4, ,30.4, ,45.1, ,91, ,32, ,59, ,31.5, ,2.6, ,62.2, ,43.2,Y
182,2/4/2022,35,0.09, ,0, ,369, ,6.0, ,65.8, ,29.6, ,46.8, ,88, ,24, ,55, ,31.5, ,2.8, ,66.9, ,43.6,Y
182,2/5/2022,36,0.08, ,0, ,344, ,6.8, ,65.4, ,32.0, ,46.3, ,88, ,36, ,64, ,34.6, ,2.8, ,67.4, ,43.8,Y
182,2/6/2022,37,0.09, ,0, ,377,R,7.2, ,65.8, ,30.8, ,47.4, ,92, ,38, ,64, ,36.0, ,2.7, ,65.9, ,44.3,Y
182,2/7/2022,38,0.10, ,0, ,385,R,7.7, ,72.1, ,33.8, ,50.9, ,92, ,28, ,61, ,37.8, ,2.6, ,61.5, ,45.2,Y
182,2/8/2022,39,0.09, ,0, ,373, ,9.1, ,69.1, ,35.6, ,50.2, ,98, ,42, ,74, ,42.2, ,2.5, ,60.0, ,46.1, 
182,2/9/2022,40,0.10, ,0, ,381, ,9.7, ,71.7, ,37.4, ,51.7, ,100, ,39, ,74, ,43.7, ,2.6, ,61.6, ,47.0, 
182,2/10/2022,41,0.10, ,0, ,381, ,9.3, ,74.9, ,36.4, ,54.3, ,99, ,35, ,65, ,42.7, ,2.3, ,55.7, ,47.9, 
182,2/11/2022,42,0.10, ,0, ,385, ,10.4, ,76.5, ,37.8, ,55.3, ,100, ,33, ,69, ,45.5, ,2.6, ,63.2, ,48.9, 
182,2/12/2022,43,0.11, ,0, ,394, ,10.9, ,80.4,Y,40.6, ,57.4, ,100, ,30, ,67, ,46.7, ,2.6, ,61.3, ,50.0, 
182,2/13/2022,44,0.12, ,0, ,403,R,9.5, ,81.0,Y,39.7, ,58.0, ,99, ,24, ,58, ,43.2, ,2.6, ,62.4, ,50.6, 
182,2/14/2022,45,0.12, ,0, ,377, ,8.4, ,80.4,Y,41.7, ,58.8, ,77, ,24, ,49, ,39.9, ,3.0, ,70.9, ,50.7, 
182,2/15/2022,46,0.08, ,0, ,329, ,8.4, ,56.3, ,39.4, ,48.0, ,100, ,41, ,74, ,40.1, ,4.1, ,97.7, ,49.4, 
182,2/16/2022,47,0.10, ,0, ,418,R,6.6, ,63.3, ,33.1, ,47.6, ,99, ,30, ,59, ,34.1, ,3.7, ,87.8, ,47.0, 
182,2/17/2022,48,0.11, ,0, ,407, ,6.1, ,68.5, ,34.6, ,50.1, ,77, ,25, ,50, ,32.1, ,2.9, ,69.8, ,46.8, 
182,2/18/2022,49,0.11, ,0, ,404, ,6.6, ,70.1, ,35.5, ,51.0, ,80, ,26, ,52, ,34.0, ,2.7, ,64.4, ,47.3, 
182,2/19/2022,50,0.11, ,0, ,422, ,7.3, ,71.6, ,34.7, ,51.7, ,85, ,28, ,56, ,36.5, ,2.8, ,67.0, ,47.9, 
182,2/20/2022,51,0.11, ,0, ,365, ,7.4, ,72.6, ,35.0, ,54.5, ,86, ,26, ,51, ,36.9, ,2.6, ,63.0, ,48.7, 
182,2/21/2022,52,0.10, ,0, ,392, ,7.2, ,58.4, ,38.9, ,49.3, ,82, ,39, ,60, ,36.2, ,4.1, ,99.3, ,48.9, 
182,2/22/2022,53,0.03, ,0.09, ,165, ,7.3, ,51.7, ,36.4, ,42.0, ,95, ,68, ,80, ,36.4, ,3.0, ,71.2, ,46.5,Y
182,2/23/2022,54,0.08, ,0, ,353, ,6.6, ,52.3, ,33.0, ,41.0,Y,98, ,44, ,75,Y,33.8,Y,3.6, ,86.2, ,44.7,Y
182,2/24/2022,55,0.11, ,0, ,472,R,5.1, ,56.3, ,28.3, ,42.1, ,90, ,24, ,56, ,27.6, ,2.7, ,65.6, ,44.1,Y
182,2/25/2022,56,0.11, ,0, ,468,R,5.6, ,60.4, ,28.4, ,43.7, ,88, ,32, ,58, ,29.8, ,2.9, ,69.8, ,44.4,Y
182,2/26/2022,57,0.10, ,0, ,398, ,5.8, ,62.6, ,29.6, ,46.0, ,89, ,28, ,55, ,30.9, ,2.8, ,66.5, ,44.9,Y
182,2/27/2022,58,0.11, ,0, ,410, ,6.8, ,66.7, ,36.8, ,49.6, ,84, ,28, ,56, ,34.7, ,3.1, ,75.4, ,46.3,Y
182,2/28/2022,59,0.13, ,0, ,482,R,7.0, ,71.3, ,34.4, ,52.5, ,85, ,25, ,52, ,35.2, ,2.9, ,70.1, ,47.3,Y
