13,2/1/2022,32,0.10, ,0, ,337,R,2.6, ,55.1, ,36.3, ,45.1, ,61, ,11, ,26, ,12.2, ,5.7, ,137.0, ,45.4, 
13,2/2/2022,33,0.10, ,0, ,332, ,2.5,Y,55.8, ,36.2, ,44.9, ,37, ,13, ,25,Y,11.1,Y,5.4, ,128.5, ,44.7, 
13,2/3/2022,34,0.08, ,0, ,308, ,5.3, ,55.0, ,37.6, ,45.1, ,81, ,36, ,52, ,28.4, ,3.8, ,91.8, ,44.5, 
13,2/4/2022,35,0.09, ,0, ,339, ,4.7, ,58.4, ,37.5, ,46.7, ,80, ,26, ,43, ,25.4, ,5.0, ,119.5, ,44.7, 
13,2/5/2022,36,0.09, ,0, ,323, ,5.4, ,60.3, ,38.8, ,48.5, ,60, ,23, ,46, ,28.9, ,3.9, ,94.0, ,45.0, 
13,2/6/2022,37,0.09, ,0, ,348, ,6.0, ,64.3, ,41.1, ,52.5, ,60, ,28, ,45, ,31.7, ,3.0, ,72.7, ,45.1, 
13,2/7/2022,38,0.11, ,0, ,352, ,4.7, ,67.9, ,45.5, ,54.5, ,55, ,16, ,33, ,25.7, ,5.3, ,126.5, ,45.5, 
13,2/8/2022,39,0.12, ,0, ,353, ,5.1, ,70.3, ,43.9, ,58.1, ,58, ,16, ,31, ,27.5, ,5.0, ,119.5, ,46.0, 
13,2/9/2022,40,0.15, ,0, ,355, ,4.6, ,73.9, ,52.4, ,62.8,Y,35, ,18, ,23,Y,24.8,Y,6.1, ,147.1, ,46.7, 
13,2/10/2022,41,0.12, ,0, ,366, ,7.1, ,70.7, ,52.6,Y,62.5,Y,64, ,22, ,37,Y,35.8,Y,5.4, ,130.7, ,47.7, 
13,2/11/2022,42,0.13, ,0, ,364, ,6.2, ,71.9, ,49.3, ,60.2, ,53, ,22, ,35, ,32.3, ,4.7, ,113.7, ,48.3, 
13,2/12/2022,43,0.15, ,0, ,369, ,5.1, ,75.4,Y,52.3, ,61.5,Y,41, ,15, ,27,Y,27.4,Y,6.0, ,144.3, ,48.6, 
13,2/13/2022,44,0.14, ,0, ,362, ,5.5, ,73.3, ,50.6, ,60.0, ,40, ,18, ,31, ,29.5, ,6.2, ,147.7, ,48.9, 
13,2/14/2022,45,0.12, ,0, ,348, ,6.9, ,65.2, ,40.6, ,52.8, ,96, ,32, ,50, ,35.0, ,8.2, ,197.0, ,49.1, 
13,2/15/2022,46,0.10, ,0, ,379, ,4.8, ,53.3, ,34.0, ,43.5, ,95, ,28, ,50, ,26.3, ,4.8, ,115.8, ,48.9, 
13,2/16/2022,47,0.12, ,0, ,387, ,3.8, ,63.5, ,35.8, ,48.3, ,48, ,20, ,33, ,20.3, ,6.1, ,147.1, ,47.8, 
13,2/17/2022,48,0.11, ,0, ,384, ,4.8, ,60.1, ,41.9, ,49.6, ,62, ,29, ,40, ,26.3, ,4.6, ,109.5, ,47.5, 
13,2/18/2022,49,0.11, ,0, ,385, ,5.2, ,62.3, ,39.3, ,49.9, ,62, ,30, ,43, ,28.2, ,4.9, ,117.8, ,47.5, 
13,2/19/2022,50,0.13, ,0, ,396, ,4.5, ,67.4, ,43.1, ,53.9, ,58, ,16, ,31, ,24.3, ,5.3, ,128.3, ,47.7, 
13,2/20/2022,51,0.13, ,0, ,328, ,5.1, ,62.0, ,37.7, ,49.9, ,88, ,23, ,42, ,27.7, ,7.2, ,172.3, ,48.0, 
13,2/21/2022,52,0.07, ,0.11, ,286, ,5.7, ,47.0, ,34.0, ,39.0, ,97, ,32, ,70, ,30.2, ,7.0, ,168.0, ,47.9, 
13,2/22/2022,53,0.02, ,0.31, ,157, ,5.5, ,36.1, ,27.0, ,31.8, ,99, ,74, ,91, ,29.4, ,6.0, ,143.5, ,47.1, 
13,2/23/2022,54,0.09, ,0.01,H,386, ,3.3, ,45.7, ,23.1,Y,33.1, ,86, ,31, ,51, ,17.2, ,5.6, ,133.9, ,45.8, 
13,2/24/2022,55,0.10, ,0.01, ,414, ,2.7,Y,47.8, ,26.3, ,35.9, ,57, ,25, ,38,Y,12.9,Y,5.7, ,136.5, ,44.7, 
13,2/25/2022,56,0.10, ,0, ,431,R,3.5, ,51.4, ,29.8, ,40.2, ,56, ,30, ,42, ,18.7, ,5.0, ,119.6, ,44.2, 
13,2/26/2022,57,0.10, ,0, ,358, ,4.1, ,55.3, ,32.9, ,44.0, ,57, ,31, ,42, ,22.5, ,4.9, ,118.3, ,44.4, 
13,2/27/2022,58,0.13, ,0, ,426, ,5.5, ,65.1, ,40.5, ,52.1, ,59, ,26, ,41, ,29.4, ,5.6, ,134.0, ,45.4, 
13,2/28/2022,59,0.14, ,0, ,434, ,6.9, ,68.4, ,44.7, ,55.5, ,61, ,30, ,46, ,34.9, ,5.8, ,139.6, ,46.3, 
