158,2/1/2022,32,0.08, ,0, ,176, ,3.8, ,62.9, ,33.3, ,47.1, ,96, ,16, ,35, ,20.6, ,3.4, ,81.0, ,46.7, 
158,2/2/2022,33,0.10, ,0, ,284, ,4.9, ,64.5, ,30.3, ,47.9, ,82, ,22, ,43, ,26.8, ,3.8,Y,91.6,Y,45.5, 
158,2/3/2022,34,0.06, ,0, ,243, ,7.3, ,65.7, ,32.2, ,45.4, ,90, ,41, ,71, ,36.5, ,2.6, ,61.3, ,46.0, 
158,2/4/2022,35,0.07, ,0, ,293, ,7.7, ,64.4, ,29.8, ,44.8, ,96, ,50, ,76, ,37.8, ,2.6, ,63.2, ,46.5, 
158,2/5/2022,36,0.07, ,0, ,279, ,7.5, ,65.3, ,34.3, ,45.3, ,95, ,42, ,73, ,37.1, ,2.6, ,61.3, ,47.2, 
158,2/6/2022,37,0.08, ,0, ,307, ,7.6, ,69.4, ,28.7, ,44.7, ,95, ,40, ,75, ,37.3, ,2.1, ,50.8, ,47.0, 
158,2/7/2022,38,0.07, ,0, ,306, ,8.7, ,69.0, ,30.7, ,45.7, ,99, ,51, ,83, ,40.9, ,2.3, ,55.6, ,47.5, 
158,2/8/2022,39,0.08, ,0, ,309, ,9.2, ,73.5, ,33.4, ,49.1, ,98, ,44, ,77, ,42.3, ,2.2, ,53.8, ,48.4, 
158,2/9/2022,40,0.08, ,0, ,290, ,8.7, ,77.1, ,34.7, ,51.0, ,92, ,32, ,69, ,41.0, ,2.6, ,63.0, ,49.0, 
158,2/10/2022,41,0.10, ,0, ,316, ,10.2, ,77.3, ,41.8, ,57.1, ,86, ,41, ,64, ,45.0, ,2.5, ,60.3, ,50.3, 
158,2/11/2022,42,0.09, ,0, ,316, ,10.6, ,78.0, ,39.4, ,54.9, ,93, ,37, ,72, ,46.1, ,2.4, ,57.8, ,51.3, 
158,2/12/2022,43,0.09, ,0, ,319, ,11.0, ,77.8, ,37.3, ,54.5, ,97, ,45, ,76, ,47.2, ,2.4, ,58.4, ,51.9, 
158,2/13/2022,44,0.09, ,0, ,312, ,10.8, ,76.0, ,37.9, ,53.4, ,95, ,49, ,78, ,46.6, ,2.2, ,53.0, ,52.1, 
158,2/14/2022,45,0.04, ,0, ,166, ,10.2, ,59.3, ,40.2, ,49.1, ,99, ,69, ,86, ,45.1, ,2.5, ,59.4, ,52.3, 
158,2/15/2022,46,0.09, ,0.01, ,331, ,6.4, ,63.2, ,33.3, ,48.2, ,91, ,25, ,56, ,33.0, ,3.3, ,78.1, ,50.3, 
158,2/16/2022,47,0.11, ,0, ,334, ,6.1, ,73.4, ,33.6, ,53.3, ,87, ,18, ,44, ,32.0, ,3.4, ,80.9, ,49.6, 
158,2/17/2022,48,0.11, ,0, ,342, ,6.2, ,70.8, ,37.1, ,52.2, ,71, ,21, ,46, ,32.3, ,2.9, ,70.3, ,50.2, 
158,2/18/2022,49,0.09, ,0, ,335, ,7.6, ,68.0, ,34.8, ,48.4, ,87, ,43, ,66, ,37.6, ,2.6, ,61.7, ,50.1, 
158,2/19/2022,50,0.10, ,0, ,341, ,8.1, ,72.5, ,33.2, ,48.9, ,96, ,37, ,69, ,39.1, ,2.4, ,58.2, ,50.3, 
158,2/20/2022,51,0.07, ,0, ,278, ,8.7, ,61.4, ,33.6, ,46.8, ,99, ,58, ,80, ,40.9, ,2.3, ,54.1, ,50.6, 
158,2/21/2022,52,0.09, ,0, ,340, ,6.6, ,56.6, ,29.6, ,45.2, ,91, ,39, ,64, ,33.9, ,3.8, ,91.7, ,49.4, 
158,2/22/2022,53,0.07, ,0, ,298, ,6.1, ,53.0, ,29.0, ,39.5, ,96, ,39, ,74, ,31.9, ,3.0, ,72.6, ,48.4, 
158,2/23/2022,54,0.09, ,0, ,364, ,4.9, ,55.5, ,25.2, ,37.6, ,96, ,31, ,64, ,26.6, ,3.3, ,78.4, ,47.0, 
158,2/24/2022,55,0.09, ,0, ,351, ,5.4, ,55.7, ,22.5,Y,37.6, ,91, ,36, ,70, ,28.7, ,2.9, ,68.4, ,46.3, 
158,2/25/2022,56,0.09, ,0, ,359, ,5.9, ,60.2, ,24.8, ,39.6, ,94, ,37, ,71, ,31.0, ,2.9, ,68.7, ,46.4, 
158,2/26/2022,57,0.05, ,0, ,212, ,6.7, ,58.2, ,27.6, ,42.7, ,91, ,47, ,72, ,34.4, ,2.3, ,54.2, ,46.7, 
158,2/27/2022,58,0.10, ,0, ,366, ,7.4, ,67.6, ,31.9, ,48.4, ,93, ,34, ,64, ,36.8, ,2.7, ,64.6, ,48.3, 
158,2/28/2022,59,0.11, ,0, ,368, ,7.6, ,72.1, ,33.7, ,50.6, ,87, ,33, ,60, ,37.4, ,2.7, ,64.2, ,49.5, 
