179,2/1/2022,32,0.06, ,0, ,241, ,9.4, ,59.0, ,37.8, ,48.8, ,96, ,56, ,80, ,43.0, ,3.7, ,89.4, ,46.1, 
179,2/2/2022,33,0.12, ,0.01,H,399,R,5.0, ,59.8, ,31.6, ,44.5, ,99, ,14, ,50, ,27.0, ,5.6, ,135.3, ,45.5, 
179,2/3/2022,34,0.09, ,0, ,404,R,3.8, ,63.5, ,26.1, ,45.1, ,66, ,17, ,37, ,20.5, ,3.6, ,87.2, ,44.4, 
179,2/4/2022,35,0.11, ,0, ,401,R,3.6, ,66.1, ,30.1, ,47.0, ,63, ,14, ,32, ,19.1, ,4.2, ,100.6, ,45.1, 
179,2/5/2022,36,0.11, ,0, ,406,R,3.7, ,70.6, ,25.6, ,46.8, ,70, ,11, ,34, ,20.0, ,4.1, ,98.6, ,44.9, 
179,2/6/2022,37,0.12, ,0, ,404,R,4.2, ,77.5, ,28.2, ,52.0, ,73, ,11, ,32, ,22.9, ,4.0, ,95.4, ,45.8, 
179,2/7/2022,38,0.13, ,0, ,405, ,4.1, ,75.4, ,33.1, ,52.6, ,64, ,10, ,30, ,22.2, ,4.4, ,105.7, ,47.0, 
179,2/8/2022,39,0.13, ,0, ,397, ,4.6, ,79.6, ,33.7, ,55.5, ,66, ,11, ,31, ,25.2, ,4.1, ,97.4, ,47.9, 
179,2/9/2022,40,0.15, ,0, ,417,R,4.4, ,82.0, ,36.3, ,58.6, ,61, ,8, ,26, ,24.1, ,5.2, ,123.8, ,48.9, 
179,2/10/2022,41,0.17, ,0, ,412, ,5.1, ,81.6, ,39.6, ,59.8, ,53, ,13, ,29, ,27.5, ,5.6, ,135.2, ,49.9, 
179,2/11/2022,42,0.15, ,0, ,420,R,6.0, ,83.8, ,39.1, ,60.7, ,65, ,14, ,33, ,31.7, ,4.6, ,110.2, ,50.9, 
179,2/12/2022,43,0.17, ,0, ,451,R,5.1, ,84.1, ,37.5, ,61.1, ,69, ,9, ,28, ,27.4, ,5.0, ,120.6, ,51.7, 
179,2/13/2022,44,0.14, ,0, ,463,R,4.2, ,85.4, ,36.0, ,58.7, ,60, ,6, ,25, ,23.2, ,3.3, ,80.4, ,51.5, 
179,2/14/2022,45,0.16, ,0, ,459,R,5.6, ,79.4, ,34.3, ,56.8, ,89, ,11, ,35, ,29.8, ,5.3, ,128.3, ,51.4, 
179,2/15/2022,46,0.05, ,0.24, ,169, ,9.6, ,54.6, ,37.6, ,47.9, ,92, ,66, ,85, ,43.6, ,10.3,R,246.2,R,50.3, 
179,2/16/2022,47,0.11, ,0, ,456,R,8.3, ,59.6, ,32.2, ,45.2, ,98, ,55, ,81, ,39.8, ,5.2, ,124.2, ,47.0, 
179,2/17/2022,48,0.14, ,0.01, ,475,R,5.9, ,66.0, ,34.2, ,49.6, ,98, ,19, ,49, ,31.1, ,4.9, ,118.2, ,47.2, 
179,2/18/2022,49,0.13, ,0, ,483,R,5.1, ,75.3, ,30.1, ,51.2, ,79, ,11, ,40, ,27.6, ,3.7, ,87.7, ,47.3, 
179,2/19/2022,50,0.15, ,0, ,476,R,6.0, ,78.2, ,32.5, ,53.9, ,79, ,14, ,42, ,31.6, ,4.0, ,95.8, ,48.8, 
179,2/20/2022,51,0.14, ,0, ,477,R,8.1, ,69.2, ,33.3, ,50.6, ,88, ,27, ,64, ,39.0, ,6.4, ,152.7, ,49.3, 
179,2/21/2022,52,0.07, ,0, ,231, ,9.6, ,56.1, ,46.0, ,49.7, ,87, ,66, ,79, ,43.4, ,10.2,R,245.9,R,48.5, 
179,2/22/2022,53,0.08, ,0.18, ,301, ,8.9, ,53.4, ,42.2, ,46.8, ,91, ,61, ,81, ,41.4, ,11.5,R,275.0,R,46.7, 
179,2/23/2022,54,0.07, ,0.11, ,320, ,6.7, ,49.7, ,32.2, ,40.7, ,91, ,56, ,78, ,34.4, ,6.3, ,150.0, ,44.9, 
179,2/24/2022,55,0.11, ,0, ,509,R,4.7, ,56.8, ,27.3, ,41.8, ,92, ,23, ,52, ,25.5, ,3.8, ,90.3, ,43.6,Y
179,2/25/2022,56,0.12, ,0, ,503,R,5.4, ,61.4, ,29.5, ,44.5, ,83, ,23, ,54, ,29.1, ,3.6, ,86.0, ,44.1, 
179,2/26/2022,57,0.14, ,0, ,498,R,4.8, ,67.0, ,29.0, ,47.2, ,87, ,15, ,43, ,25.9, ,3.8, ,90.6, ,44.6, 
179,2/27/2022,58,0.14, ,0, ,490,R,4.2, ,74.8, ,28.7, ,50.5, ,74, ,11, ,34, ,22.9, ,3.5, ,84.3, ,44.7, 
179,2/28/2022,59,0.18, ,0, ,519,R,4.9, ,80.0, ,33.2, ,56.6, ,69, ,11, ,31, ,26.5, ,4.8, ,114.6, ,46.6, 
