236,2/1/2022,32,0.05,R,0, ,285, ,2.7, ,42.2, ,2.2,Y,21.7, ,90, ,27, ,67, ,12.4, ,4.1, ,98.4, ,32.3, 
236,2/2/2022,33,0.05, ,0, ,270, ,3.2, ,46.7, ,6.3, ,24.3, ,91, ,36, ,71, ,16.4, ,2.7, ,65.3, ,32.1, 
236,2/3/2022,34,0.06,R,0, ,273, ,3.2, ,54.0, ,10.4, ,27.9, ,91, ,27, ,63, ,16.9, ,2.1, ,49.4, ,32.0, 
236,2/4/2022,35,0.06, ,0, ,253, ,3.4, ,56.7, ,11.0, ,29.9, ,91, ,29, ,61, ,18.3, ,2.2, ,53.4, ,32.0, 
236,2/5/2022,36,0.06, ,0, ,305, ,3.1, ,59.3, ,7.8, ,29.9, ,90, ,23, ,56, ,16.0, ,2.1, ,49.3, ,32.1, 
236,2/6/2022,37,0.07, ,0, ,316, ,3.0, ,63.2, ,10.6, ,31.9, ,87, ,17, ,49, ,15.1, ,2.5, ,59.1, ,32.1, 
236,2/7/2022,38,0.07, ,0, ,308, ,3.1, ,64.1, ,9.6, ,32.1, ,87, ,19, ,50, ,15.8, ,2.6, ,62.0, ,32.1, 
236,2/8/2022,39,0.07, ,0, ,320, ,3.1, ,65.9, ,12.8, ,34.0, ,89, ,13, ,47, ,15.8, ,2.2, ,51.7, ,32.1, 
236,2/9/2022,40,0.08, ,0, ,307, ,4.7, ,64.6, ,18.6, ,37.9, ,89, ,33, ,61, ,25.7, ,2.9, ,68.9, ,32.2, 
236,2/10/2022,41,0.08, ,0, ,324, ,5.2, ,72.8,Y,18.6, ,38.6, ,95, ,28, ,65, ,28.0, ,2.4, ,58.7, ,32.2, 
236,2/11/2022,42,0.09, ,0, ,330, ,4.2, ,69.7, ,17.2, ,36.2, ,94, ,16, ,58, ,22.7, ,2.7, ,64.6, ,32.4, 
236,2/12/2022,43,0.08, ,0, ,340, ,3.7, ,67.5, ,12.8, ,34.6, ,89, ,21, ,55, ,20.1, ,2.0, ,48.1, ,33.3, 
236,2/13/2022,44,0.10, ,0, ,332, ,3.8, ,67.2, ,12.7, ,38.4, ,90, ,13, ,48, ,20.5, ,3.5, ,84.9, ,34.2, 
236,2/14/2022,45,0.09, ,0, ,271, ,4.6, ,54.4, ,19.0, ,39.2, ,95, ,30, ,56, ,24.9, ,9.3, ,222.6, ,35.6, 
236,2/15/2022,46,0.07, ,0.02, ,340, ,4.0, ,44.9, ,13.3, ,27.8, ,94, ,49, ,77, ,21.5, ,3.9, ,94.0, ,35.5, 
236,2/16/2022,47,0.08, ,0, ,356, ,4.4, ,50.3, ,15.2, ,31.8, ,94, ,41, ,73, ,24.1, ,4.7, ,112.9, ,34.6, 
236,2/17/2022,48,0.08,R,0, ,347, ,3.4, ,60.3, ,11.4, ,31.8, ,94, ,16, ,57, ,18.2, ,2.1, ,49.3, ,34.5, 
236,2/18/2022,49,0.09, ,0, ,362, ,3.8, ,65.3, ,13.4, ,34.5, ,90, ,23, ,57, ,20.7, ,2.3, ,56.3, ,35.0, 
236,2/19/2022,50,0.09, ,0, ,363, ,4.2, ,63.8, ,13.5, ,36.8, ,92, ,23, ,56, ,22.7, ,3.1, ,75.4, ,35.7, 
236,2/20/2022,51,0.08, ,0, ,315, ,4.0, ,44.3, ,16.0, ,30.4, ,92, ,42, ,69, ,21.5, ,8.7, ,209.1, ,35.7, 
236,2/21/2022,52,0.04, ,0, ,193, ,3.7, ,34.0, ,14.0, ,24.8, ,93, ,61, ,81, ,19.7, ,6.7, ,160.3, ,34.4, 
236,2/22/2022,53,0.06, ,0.03,H,341, ,2.7, ,35.3, ,5.3, ,20.6, ,91, ,48, ,71, ,12.8, ,5.2, ,125.8, ,33.9, 
236,2/23/2022,54,0.05,R,0, ,381, ,1.8, ,37.4, ,-6.4,R,11.7,R,87, ,39, ,--,R,--,I,2.7, ,63.7, ,33.6, 
236,2/24/2022,55,0.08,R,0, ,376, ,2.5, ,41.1, ,0.3,Y,19.8,Y,87, ,35, ,68,Y,10.8,Y,4.3, ,104.0, ,33.1, 
236,2/25/2022,56,0.07, ,0, ,393, ,2.7, ,46.6, ,3.5, ,22.7, ,89, ,26, ,64, ,12.4, ,2.3, ,54.4, ,32.8, 
236,2/26/2022,57,0.07, ,0.01, ,9, ,4.1, ,42.7, ,33.4, ,37.2, ,89, ,31, ,54, ,22.1, ,6.9, ,165.5, ,32.6, 
236,2/27/2022,58,0.08, ,0, ,225, ,5.5, ,53.9, ,34.1, ,41.6, ,78, ,44, ,61, ,29.3, ,8.5, ,204.8, ,32.7, 
236,2/28/2022,59,0.11, ,0, ,287, ,6.7, ,62.0, ,32.9, ,47.9,Y,76, ,41, ,59,Y,34.2,Y,8.0, ,191.5, ,35.1, 
