106,2/1/2022,32,0.09, ,0, ,302, ,5.2, ,65.3, ,25.2, ,42.1, ,92, ,19, ,57, ,27.8, ,3.9, ,93.7, ,47.2, 
106,2/2/2022,33,0.07, ,0, ,293, ,5.9, ,67.5, ,24.3, ,42.3, ,90, ,30, ,64, ,31.0, ,2.6, ,63.3, ,46.5, 
106,2/3/2022,34,0.07, ,0, ,275, ,6.8, ,68.7, ,29.8, ,44.2, ,94, ,33, ,69, ,34.6, ,2.8, ,66.7, ,46.9, 
106,2/4/2022,35,0.08, ,0, ,297, ,6.8, ,70.4, ,27.6, ,45.4, ,94, ,28, ,66, ,34.7, ,2.7, ,64.6, ,47.3, 
106,2/5/2022,36,0.08, ,0, ,298, ,7.6, ,72.6, ,32.3, ,46.9, ,94, ,33, ,69, ,37.4, ,2.1, ,51.4, ,47.9, 
106,2/6/2022,37,0.08, ,0.00, ,315, ,7.2, ,76.7, ,26.7, ,46.4, ,95, ,31, ,67, ,36.2, ,2.1, ,51.4, ,48.3, 
106,2/7/2022,38,0.09, ,0, ,315, ,7.1, ,78.3, ,27.9, ,47.7, ,94, ,23, ,63, ,35.6, ,2.3, ,54.3, ,48.5, 
106,2/8/2022,39,0.09, ,0, ,315, ,7.8, ,80.3,Y,29.7, ,49.4, ,95, ,27, ,65, ,38.3, ,2.3, ,55.4, ,48.9, 
106,2/9/2022,40,0.08, ,0, ,266, ,7.4, ,80.2,Y,30.3, ,48.5, ,93, ,24, ,63, ,36.7, ,2.5, ,59.6, ,49.3, 
106,2/10/2022,41,0.10, ,0, ,322, ,8.6, ,87.4,Y,34.5, ,54.6, ,92, ,22, ,59, ,40.7, ,2.6, ,61.4, ,49.7, 
106,2/11/2022,42,0.09, ,0, ,323, ,9.6, ,87.3,Y,34.2, ,53.8, ,95, ,30, ,68, ,43.5, ,2.0, ,48.3, ,50.7, 
106,2/12/2022,43,0.10, ,0, ,330, ,9.0, ,82.9,Y,34.8, ,54.6, ,96, ,29, ,62, ,41.9, ,2.6, ,62.2, ,51.4, 
106,2/13/2022,44,0.10, ,0, ,330, ,8.6, ,80.2,Y,33.3, ,53.3, ,96, ,24, ,62, ,40.6, ,2.6, ,61.5, ,51.7, 
106,2/14/2022,45,0.08, ,0, ,286, ,8.5, ,61.4, ,34.2, ,47.0, ,96, ,59, ,77, ,40.3, ,4.6, ,111.0, ,51.6, 
106,2/15/2022,46,0.10, ,0, ,342, ,6.6, ,62.5, ,31.6, ,46.1, ,87, ,37, ,62, ,33.8, ,5.4, ,128.6, ,50.5, 
106,2/16/2022,47,0.10, ,0, ,344, ,7.4, ,70.2, ,28.2, ,46.8, ,93, ,35, ,68, ,36.7, ,3.9, ,93.6, ,49.7, 
106,2/17/2022,48,0.10, ,0, ,355, ,6.5, ,73.7, ,28.0, ,47.7, ,95, ,21, ,58, ,33.5, ,2.5, ,60.8, ,49.9, 
106,2/18/2022,49,0.09, ,0, ,314, ,7.2, ,76.2, ,33.5, ,49.3, ,89, ,26, ,60, ,36.2, ,2.3, ,54.7, ,50.5, 
106,2/19/2022,50,0.10, ,0, ,355, ,7.6, ,76.7, ,29.8, ,49.5, ,94, ,29, ,63, ,37.4, ,2.5, ,60.8, ,50.8, 
106,2/20/2022,51,0.09, ,0, ,296, ,7.4, ,65.4, ,33.3, ,46.3, ,94, ,43, ,69, ,36.6, ,4.4, ,105.2, ,51.0, 
106,2/21/2022,52,0.09, ,0.01, ,306, ,6.3, ,55.7, ,31.2, ,44.1, ,89, ,43, ,64, ,32.7, ,5.2, ,124.3, ,49.9, 
106,2/22/2022,53,0.08, ,0.09, ,311, ,6.0, ,51.9, ,28.2, ,40.4, ,95, ,42, ,70, ,31.6, ,4.3, ,102.3, ,49.3, 
106,2/23/2022,54,0.09, ,0.00, ,378, ,4.8, ,57.8, ,22.9, ,37.6, ,95, ,22, ,63, ,26.3, ,2.8, ,67.8, ,48.3, 
106,2/24/2022,55,0.09, ,0, ,367, ,4.9, ,59.0, ,22.1,Y,39.2, ,91, ,25, ,60, ,26.5, ,2.8, ,66.4, ,47.9, 
106,2/25/2022,56,0.10, ,0, ,382, ,5.0, ,66.7, ,21.9,Y,40.6, ,90, ,23, ,59, ,27.2, ,2.6, ,63.4, ,48.0, 
106,2/26/2022,57,0.05, ,0.00, ,197, ,6.0, ,58.8, ,24.6, ,40.8, ,91, ,33, ,69, ,31.5, ,2.5, ,60.9, ,48.0, 
106,2/27/2022,58,0.11, ,0, ,376, ,7.0, ,70.6, ,32.5, ,49.6, ,94, ,24, ,58, ,35.5, ,3.1, ,73.3, ,48.6, 
106,2/28/2022,59,0.11, ,0, ,383, ,8.2, ,79.0, ,32.0, ,52.2, ,91, ,30, ,61, ,39.3, ,2.5, ,59.1, ,50.0, 
