208,2/1/2022,32,0.09, ,0, ,200, ,8.7, ,75.5, ,56.1, ,65.2, ,62, ,21, ,41, ,40.9, ,3.0, ,72.6, ,44.0, 
208,2/2/2022,33,0.18, ,0, ,375, ,2.9, ,66.1, ,50.7, ,60.6, ,19, ,13, ,16, ,14.6, ,7.7,R,185.2,R,43.2,Y
208,2/3/2022,34,0.12, ,0, ,377, ,4.2, ,77.1, ,43.4, ,57.6, ,45, ,16, ,26, ,23.2, ,3.3, ,79.4, ,41.8,Y
208,2/4/2022,35,0.11, ,0, ,389, ,4.7, ,70.9, ,42.7, ,56.6, ,48, ,13, ,30, ,25.8, ,2.8, ,66.5, ,41.5,Y
208,2/5/2022,36,0.12, ,0, ,398,R,4.7, ,95.5,Y,42.7, ,60.7, ,56, ,12, ,26, ,25.5, ,3.1, ,74.1, ,41.4,Y
208,2/6/2022,37,0.14, ,0, ,396, ,5.4, ,91.3, ,46.7, ,66.4, ,46, ,14, ,24, ,28.8, ,3.7, ,88.9, ,41.6,Y
208,2/7/2022,38,0.12, ,0, ,398, ,5.3, ,80.6, ,44.0, ,63.3, ,49, ,12, ,27, ,28.7, ,2.6, ,63.4, ,42.1,Y
208,2/8/2022,39,0.14, ,0, ,388, ,6.1, ,92.7,Y,43.8, ,66.5, ,60, ,14, ,28, ,32.1, ,3.1, ,73.2, ,42.7,Y
208,2/9/2022,40,0.17, ,0, ,411,R,5.2, ,90.2, ,53.1, ,74.0,Y,37, ,10, ,18,Y,28.0,Y,4.3, ,103.0, ,43.5,Y
208,2/10/2022,41,0.18, ,0, ,402, ,5.6, ,82.9, ,59.9,Y,74.3,Y,33, ,14, ,19,Y,30.0,Y,5.2, ,124.1, ,44.8, 
208,2/11/2022,42,0.16, ,0.01, ,407, ,6.7, ,93.9,Y,53.6, ,72.5,Y,45, ,13, ,24,Y,34.2,Y,3.4, ,82.7, ,45.6, 
208,2/12/2022,43,0.15, ,0, ,418,R,6.2, ,91.8, ,54.0, ,71.0, ,47, ,12, ,24, ,32.3, ,2.8, ,67.1, ,46.6, 
208,2/13/2022,44,0.14, ,0, ,427,R,6.9, ,89.8, ,46.9, ,64.8, ,61, ,15, ,33, ,34.9, ,2.6, ,62.9, ,46.7, 
208,2/14/2022,45,0.14, ,0, ,429,R,6.3, ,80.7, ,45.0, ,63.1, ,63, ,13, ,32, ,32.6, ,2.8, ,67.6, ,46.3, 
208,2/15/2022,46,0.17, ,0, ,390, ,7.0, ,73.9, ,48.9, ,59.9, ,54, ,27, ,40, ,35.5, ,7.4,Y,177.6,Y,46.4, 
208,2/16/2022,47,0.15, ,0, ,415, ,7.1, ,76.3, ,47.8, ,60.9, ,57, ,22, ,39, ,35.8, ,5.5, ,132.2, ,45.9, 
208,2/17/2022,48,0.18, ,0, ,443,R,4.0, ,72.2, ,46.4, ,62.0, ,38, ,13, ,21, ,21.8, ,5.9, ,142.3, ,46.3, 
208,2/18/2022,49,0.14, ,0, ,447,R,5.5, ,88.0, ,40.9, ,62.0, ,47, ,13, ,29, ,29.2, ,2.6, ,62.4, ,45.4,Y
208,2/19/2022,50,0.15, ,0, ,445,R,6.7, ,87.2, ,44.8, ,63.3, ,60, ,17, ,34, ,34.2, ,2.8, ,66.8, ,45.9,Y
208,2/20/2022,51,0.17, ,0, ,445, ,7.5, ,82.7, ,45.4, ,65.2, ,62, ,18, ,35, ,37.1, ,4.0, ,95.1, ,46.2,Y
208,2/21/2022,52,0.17, ,0, ,422, ,8.1, ,73.7, ,54.9, ,64.0, ,53, ,30, ,40, ,39.2, ,5.2, ,125.3, ,47.2, 
208,2/22/2022,53,0.16, ,0.00, ,457,R,7.4, ,68.5, ,46.6, ,57.3, ,69, ,29, ,46, ,36.6, ,6.2,Y,149.7,Y,47.1, 
208,2/23/2022,54,0.09, ,0.02, ,309, ,6.1, ,55.3, ,45.6, ,50.6, ,71, ,32, ,48, ,32.0, ,4.5, ,107.2, ,46.6,Y
208,2/24/2022,55,0.13, ,0, ,469,R,3.9, ,63.4, ,39.8, ,51.2, ,57, ,15, ,31, ,21.4, ,3.2, ,77.6, ,45.6,Y
208,2/25/2022,56,0.14, ,0, ,472,R,3.8, ,71.9, ,37.5, ,56.0, ,55, ,9, ,25, ,20.8, ,2.7, ,64.2, ,45.1,Y
208,2/26/2022,57,0.16, ,0, ,477,R,4.5, ,99.2,Y,49.6, ,61.4, ,54, ,10, ,24, ,24.8, ,2.9, ,70.1, ,45.2,Y
208,2/27/2022,58,0.14, ,0, ,449, ,4.9, ,88.6, ,39.3, ,59.3, ,58, ,9, ,29, ,26.7, ,2.3, ,54.0, ,45.3,Y
208,2/28/2022,59,0.17, ,0, ,490,R,4.0, ,81.4, ,49.4, ,66.1, ,42, ,8, ,18, ,21.8, ,3.2, ,77.3, ,45.5,Y
