142,2/1/2022,32,0.06, ,0, ,272, ,9.0, ,57.1, ,33.0, ,44.6, ,100, ,66, ,89, ,41.7, ,3.0, ,70.9, ,48.6, 
142,2/2/2022,33,0.06, ,0, ,272, ,7.9, ,58.7, ,33.0, ,44.7, ,100, ,53, ,79, ,38.4, ,2.8, ,67.5, ,48.5, 
142,2/3/2022,34,0.07, ,0, ,317, ,7.3, ,61.1, ,30.4, ,44.1, ,100, ,39, ,74, ,36.3, ,2.9, ,68.7, ,48.3, 
142,2/4/2022,35,0.09, ,0, ,346, ,6.6, ,66.7, ,32.2, ,48.4, ,99, ,27, ,57, ,34.0, ,3.3, ,79.6, ,48.1, 
142,2/5/2022,36,0.07, ,0, ,298, ,7.4, ,65.4, ,32.2, ,47.2, ,93, ,39, ,67, ,36.8, ,2.5, ,60.1, ,48.2, 
142,2/6/2022,37,0.08, ,0, ,359, ,8.2, ,67.0, ,32.0, ,48.1, ,100, ,40, ,71, ,39.3, ,2.8, ,67.3, ,48.3, 
142,2/7/2022,38,0.09, ,0, ,366, ,8.5, ,74.5, ,33.1, ,51.2, ,100, ,28, ,66, ,40.4, ,2.4, ,57.2, ,48.5, 
142,2/8/2022,39,0.09, ,0, ,359, ,8.8, ,71.7, ,34.2, ,51.3, ,99, ,38, ,68, ,41.3, ,2.6, ,62.7, ,48.9, 
142,2/9/2022,40,0.08, ,0, ,333, ,9.7, ,71.5, ,35.6, ,51.9, ,100, ,44, ,74, ,43.8, ,2.7, ,65.3, ,49.4, 
142,2/10/2022,41,0.10, ,0, ,375, ,10.1, ,76.4, ,39.2, ,56.0, ,99, ,36, ,66, ,44.7, ,3.0, ,71.2, ,50.0, 
142,2/11/2022,42,0.10, ,0, ,378, ,10.3, ,78.3,Y,39.9, ,56.8, ,99, ,34, ,65, ,45.3, ,3.0, ,72.7, ,50.9, 
142,2/12/2022,43,0.11, ,0, ,384, ,10.4, ,82.0,Y,40.4, ,59.7, ,100, ,29, ,59, ,45.6, ,2.8, ,68.0, ,51.7, 
142,2/13/2022,44,0.11, ,0, ,392, ,9.5, ,80.4,Y,41.0, ,58.9, ,96, ,29, ,56, ,43.2, ,2.6, ,63.4, ,52.4, 
142,2/14/2022,45,0.10, ,0, ,340, ,9.9, ,75.9, ,40.4, ,58.2, ,92, ,35, ,60, ,44.4, ,2.9, ,70.2, ,52.8, 
142,2/15/2022,46,0.09, ,0, ,341, ,8.2, ,57.0, ,35.4, ,48.1, ,99, ,45, ,72, ,39.4, ,6.0,Y,143.3,Y,52.9, 
142,2/16/2022,47,0.10, ,0, ,404,R,7.2, ,63.4, ,34.0, ,48.3, ,91, ,35, ,62, ,36.1, ,3.2, ,76.4, ,51.7, 
142,2/17/2022,48,0.11, ,0, ,571,R,6.8, ,69.1, ,45.6, ,58.9, ,86, ,26, ,40, ,34.8, ,3.8, ,91.2, ,51.6, 
142,2/18/2022,49,0.11, ,0, ,405, ,7.4, ,70.3, ,34.0, ,51.1, ,93, ,31, ,58, ,36.7, ,3.0, ,72.1, ,51.9, 
142,2/19/2022,50,0.12, ,0, ,418,R,7.8, ,71.4, ,33.8, ,53.0, ,94, ,27, ,57, ,38.0, ,3.3, ,78.3, ,52.1, 
142,2/20/2022,51,0.10, ,0, ,339, ,9.0, ,69.9, ,36.6, ,53.9, ,99, ,36, ,63, ,41.7, ,2.9, ,69.5, ,52.5, 
142,2/21/2022,52,0.08, ,0, ,338, ,8.0, ,58.1, ,38.7, ,48.5, ,95, ,45, ,69, ,38.8, ,4.4, ,105.4, ,52.9, 
142,2/22/2022,53,0.05, ,0.33, ,224, ,8.0, ,52.3, ,38.0, ,44.4, ,100, ,55, ,80, ,38.6, ,3.9, ,93.7, ,52.4, 
142,2/23/2022,54,0.07, ,0, ,298, ,7.2, ,50.9, ,31.0, ,41.0, ,100, ,50, ,82, ,36.1, ,3.6, ,86.1, ,51.1, 
142,2/24/2022,55,0.10, ,0, ,442,R,5.8, ,56.2, ,27.9, ,41.8, ,100, ,31, ,64, ,30.7, ,3.5, ,84.6, ,50.1, 
142,2/25/2022,56,0.11, ,0, ,441,R,5.8, ,60.6, ,30.6, ,44.9, ,97, ,29, ,57, ,30.6, ,3.5, ,83.8, ,49.9, 
142,2/26/2022,57,0.10, ,0, ,381, ,6.4, ,63.6, ,30.2, ,46.4, ,95, ,33, ,60, ,33.2, ,3.2, ,77.3, ,50.1, 
142,2/27/2022,58,0.10, ,0, ,382, ,7.6, ,66.8, ,37.9, ,50.7, ,95, ,31, ,61, ,37.6, ,2.8, ,67.0, ,50.7, 
142,2/28/2022,59,0.13, ,0, ,453,R,8.1, ,71.9, ,37.6, ,53.5, ,94, ,29, ,58, ,39.2, ,3.5, ,83.6, ,51.5, 
