84,2/1/2022,32,0.10, ,0, ,322, ,3.7,Y,63.5, ,31.9, ,48.0, ,83, ,13, ,32,Y,19.9,Y,5.4, ,129.8, ,48.9, 
84,2/2/2022,33,0.11, ,0, ,313, ,3.3,Y,57.8, ,39.6, ,51.1, ,38, ,17, ,26,Y,17.2,Y,6.2, ,147.7, ,48.0, 
84,2/3/2022,34,0.07, ,0, ,273, ,6.0, ,58.0, ,37.0, ,46.9, ,84, ,37, ,55, ,31.5, ,3.0, ,71.8, ,48.2, 
84,2/4/2022,35,0.08, ,0, ,316, ,6.2, ,64.0, ,35.5, ,49.3, ,78, ,30, ,51, ,32.2, ,3.2, ,76.8, ,48.5, 
84,2/5/2022,36,0.08, ,0, ,318, ,7.0, ,62.6, ,39.1, ,49.4, ,82, ,41, ,58, ,35.2, ,3.7, ,87.8, ,49.3, 
84,2/6/2022,37,0.08, ,0, ,326, ,7.4, ,62.8, ,35.4, ,48.9, ,80, ,46, ,63, ,36.8, ,3.7, ,87.7, ,49.6, 
84,2/7/2022,38,0.09, ,0, ,335, ,7.4, ,69.4, ,41.7, ,54.3, ,73, ,33, ,51, ,36.6, ,3.1, ,74.9, ,50.3, 
84,2/8/2022,39,0.09, ,0, ,334, ,8.0, ,73.6, ,41.1, ,54.6, ,79, ,35, ,55, ,38.7, ,2.9, ,68.6, ,50.7, 
84,2/9/2022,40,0.10, ,0, ,331, ,8.0, ,80.6,Y,41.7, ,61.2,H,79,H,24,H,43, ,38.7, ,3.2, ,76.5, ,51.4, 
84,2/10/2022,41,0.11, ,0, ,329, ,9.2, ,73.1, ,49.5, ,62.1, ,73, ,23, ,48, ,42.3, ,3.4, ,82.0, ,52.9, 
84,2/11/2022,42,0.09, ,0, ,348, ,9.4, ,72.3, ,47.0, ,59.0, ,76, ,40, ,55, ,42.8, ,2.9, ,69.5, ,53.5, 
84,2/12/2022,43,0.11, ,0, ,351, ,7.7, ,75.7,Y,48.1, ,62.2,Y,65, ,29, ,40,Y,37.9,Y,3.4, ,82.3, ,53.9, 
84,2/13/2022,44,0.13, ,0, ,354, ,7.6, ,76.1,Y,51.9, ,63.0,Y,62, ,28, ,39,Y,37.5,Y,4.6, ,111.4, ,54.6, 
84,2/14/2022,45,0.12, ,0, ,300, ,8.2, ,69.4, ,44.2, ,58.9, ,73, ,38, ,49, ,39.5, ,6.4, ,153.6, ,54.8, 
84,2/15/2022,46,0.11, ,0, ,368, ,5.1, ,61.4, ,34.8, ,50.1, ,86, ,22, ,41, ,27.6, ,4.4, ,105.2, ,53.5, 
84,2/16/2022,47,0.12, ,0, ,369, ,5.0, ,72.8, ,39.8, ,56.1, ,52, ,17, ,33, ,27.1, ,4.2, ,101.0, ,52.4, 
84,2/17/2022,48,0.11, ,0, ,375, ,6.0, ,64.9, ,42.7, ,54.2, ,63, ,28, ,42, ,31.4, ,3.8, ,90.9, ,52.7, 
84,2/18/2022,49,0.10, ,0, ,375, ,6.6, ,66.4, ,42.5, ,53.5, ,63, ,30, ,48, ,34.1, ,3.5, ,83.4, ,52.8, 
84,2/19/2022,50,0.11, ,0, ,383, ,7.0, ,71.1, ,42.5, ,56.3, ,64, ,29, ,45, ,35.2, ,3.4, ,82.5, ,53.2, 
84,2/20/2022,51,0.11, ,0, ,320, ,7.2, ,64.3, ,46.9, ,55.3, ,74, ,36, ,48, ,36.2, ,5.0, ,119.0, ,53.6, 
84,2/21/2022,52,0.10, ,0, ,359, ,6.0, ,57.3, ,33.3, ,47.7, ,84, ,24, ,54, ,31.7, ,4.6, ,109.8, ,53.3, 
84,2/22/2022,53,0.07, ,0, ,293, ,5.7, ,51.8, ,30.6,Y,41.1, ,91, ,32, ,65, ,30.3, ,3.9, ,92.6, ,52.1, 
84,2/23/2022,54,0.11, ,0, ,406, ,3.6,Y,52.6, ,26.2,Y,40.5, ,84, ,26, ,42,Y,19.3,Y,5.3, ,126.8, ,50.0, 
84,2/24/2022,55,0.11, ,0, ,404, ,3.5,Y,55.0, ,31.3, ,43.4, ,56, ,23, ,36,Y,18.5,Y,4.8, ,114.9, ,49.3, 
84,2/25/2022,56,0.10, ,0, ,416, ,4.3, ,59.3, ,32.0, ,44.9, ,56, ,26, ,42, ,23.5, ,3.7, ,88.9, ,49.5, 
84,2/26/2022,57,0.10, ,0, ,319, ,4.7, ,59.4, ,38.1, ,50.0, ,53, ,25, ,38, ,25.7, ,4.4, ,105.3, ,50.0, 
84,2/27/2022,58,0.12, ,0, ,412, ,6.5, ,69.0, ,39.7, ,55.8, ,58, ,27, ,43, ,33.7, ,3.5, ,83.8, ,51.7, 
84,2/28/2022,59,0.13, ,0, ,410, ,8.2, ,73.0, ,46.6, ,59.9, ,64, ,34, ,47, ,39.5, ,4.0, ,95.4, ,53.1, 
