62,2/1/2022,32,0.03, ,0, ,163, ,10.6, ,60.2, ,47.5, ,51.7, ,97, ,61, ,81, ,46.2, ,1.9, ,44.5, ,52.3, 
62,2/2/2022,33,0.13, ,0, ,305, ,3.5, ,59.8, ,39.6, ,50.5, ,93, ,9, ,28, ,18.6, ,7.0, ,167.6, ,50.3, 
62,2/3/2022,34,0.11, ,0, ,303, ,3.4, ,64.2, ,44.0, ,52.3, ,61, ,15, ,25, ,17.8, ,3.6, ,86.1, ,48.2, 
62,2/4/2022,35,0.17, ,0, ,310, ,2.3, ,64.5, ,48.1, ,55.9, ,21, ,11, ,15, ,9.2, ,8.4, ,200.8, ,48.1, 
62,2/5/2022,36,0.15, ,0, ,318, ,2.6, ,70.8, ,49.3, ,58.2, ,28, ,9, ,16, ,12.1, ,6.3, ,151.8, ,48.4, 
62,2/6/2022,37,0.16, ,0, ,320, ,2.8, ,77.8, ,50.4, ,63.2, ,23, ,8, ,14, ,13.9, ,6.1, ,146.2, ,49.9, 
62,2/7/2022,38,0.18, ,0, ,324, ,2.6, ,75.9, ,54.0, ,65.1, ,17, ,9, ,12, ,11.4, ,7.0, ,167.9, ,50.8, 
62,2/8/2022,39,0.16, ,0, ,316, ,3.0, ,79.5, ,55.8, ,66.7, ,20, ,10, ,14, ,15.3, ,5.8, ,138.7, ,51.5, 
62,2/9/2022,40,0.20, ,0, ,336, ,2.7, ,81.6, ,60.0, ,70.3, ,15, ,7, ,11, ,12.7, ,7.1, ,169.7, ,53.5, 
62,2/10/2022,41,0.19, ,0, ,333, ,4.2, ,83.0, ,58.4, ,70.6, ,24, ,10, ,16, ,22.9, ,6.5, ,155.3, ,55.4, 
62,2/11/2022,42,0.17, ,0, ,58, ,5.9, ,83.8, ,64.9,Y,69.7, ,29, ,12, ,24, ,31.1, ,3.1, ,74.0, ,56.3, 
62,2/12/2022,43,0.20, ,0, ,416, ,3.3, ,86.7, ,65.0,Y,73.9,Y,15, ,8, ,12,Y,17.4,Y,6.7, ,161.7, ,55.9, 
62,2/13/2022,44,0.19, ,0, ,430,R,2.8, ,85.6, ,61.8,Y,70.9,Y,14, ,6, ,11,Y,13.6,Y,6.2, ,149.5, ,57.0, 
62,2/14/2022,45,0.15, ,0, ,429, ,6.2, ,80.7, ,49.0, ,62.9, ,100, ,14, ,32, ,32.4, ,4.0, ,97.1, ,55.9, 
62,2/15/2022,46,0.02, ,0.20, ,144, ,10.6, ,54.0, ,40.2, ,48.2, ,100, ,76, ,92, ,46.1, ,4.1, ,97.8, ,55.4, 
62,2/16/2022,47,0.10, ,0, ,409, ,8.9, ,61.1, ,39.1, ,48.3, ,96, ,53, ,77, ,41.4, ,2.8, ,66.3, ,52.1, 
62,2/17/2022,48,0.14, ,0, ,429, ,5.2, ,67.0, ,44.1, ,55.3, ,100, ,14, ,35, ,28.2, ,5.9, ,140.7, ,52.3, 
62,2/18/2022,49,0.14, ,0, ,431, ,4.4, ,73.5, ,46.2, ,58.3, ,54, ,10, ,26, ,23.9, ,4.7, ,112.0, ,51.2, 
62,2/19/2022,50,0.15, ,0, ,427, ,6.0, ,78.4, ,50.3, ,60.5, ,90, ,14, ,33, ,31.6, ,4.6, ,110.1, ,52.6, 
62,2/20/2022,51,0.12, ,0, ,430, ,8.1, ,68.6, ,49.2, ,55.8, ,89, ,35, ,54, ,39.2, ,2.8, ,67.8, ,53.4, 
62,2/21/2022,52,0.05, ,0, ,242, ,9.2, ,59.7, ,46.7, ,50.7, ,97, ,63, ,73, ,42.4, ,4.6, ,110.1, ,54.2, 
62,2/22/2022,53,0.05, ,0.11, ,213, ,9.3, ,56.2, ,42.6, ,47.1, ,100, ,58, ,84, ,42.6, ,3.9, ,94.5, ,53.2, 
62,2/23/2022,54,0.06,R,0.13,R,305, ,7.1, ,52.6, ,37.6, ,41.8, ,99, ,54, ,79, ,35.8, ,3.7, ,87.7, ,50.6, 
62,2/24/2022,55,0.11, ,0, ,447, ,4.4, ,57.7, ,34.0, ,45.0, ,86, ,17, ,43, ,24.1, ,4.4, ,106.7, ,49.0, 
62,2/25/2022,56,0.12, ,0, ,439, ,5.1, ,64.3, ,39.0, ,49.3, ,59, ,20, ,42, ,27.5, ,3.5, ,83.7, ,48.5,Y
62,2/26/2022,57,0.15, ,0, ,440, ,3.2, ,67.5, ,43.4, ,55.4, ,55, ,11, ,21, ,16.3, ,5.0, ,120.2, ,49.4, 
62,2/27/2022,58,0.18, ,0, ,441, ,2.2, ,74.4, ,46.6, ,60.0, ,23, ,7, ,12, ,7.9, ,6.0, ,142.9, ,49.6, 
62,2/28/2022,59,0.20, ,0, ,470, ,2.9, ,80.1, ,52.6, ,66.0, ,27, ,8, ,13, ,14.1, ,6.0, ,143.5, ,51.2, 
