221,2/1/2022,32,0.08, ,0, ,165, ,2.3, ,65.6, ,45.2, ,54.3, ,20, ,12, ,16, ,8.8, ,3.7, ,88.3, ,51.3, 
221,2/2/2022,33,0.16, ,0.00,H,392,R,1.6, ,58.9, ,37.7, ,50.1, ,21, ,7, ,13, ,0.6, ,9.5, ,227.8, ,50.6, 
221,2/3/2022,34,0.12, ,0, ,388,R,1.8, ,61.4, ,32.7, ,48.8, ,20, ,10, ,15, ,3.3, ,6.7, ,159.8, ,49.9, 
221,2/4/2022,35,0.17, ,0, ,398,R,2.3, ,65.1, ,42.0, ,53.3, ,27, ,10, ,17, ,9.5, ,9.8, ,235.0, ,50.3, 
221,2/5/2022,36,0.11, ,0, ,401,R,2.1, ,70.2, ,31.1, ,50.6, ,27, ,8, ,17, ,6.9, ,4.0, ,96.5, ,52.1, 
221,2/6/2022,37,0.17, ,0, ,398,R,2.2, ,76.5, ,37.5, ,58.1, ,24, ,7, ,14, ,8.6, ,7.8, ,186.5, ,52.1, 
221,2/7/2022,38,0.13, ,0, ,403,R,2.4, ,73.1, ,41.3, ,59.5, ,19, ,9, ,14, ,10.3, ,5.2, ,123.9, ,53.2, 
221,2/8/2022,39,0.12, ,0, ,403,R,2.5, ,80.4, ,39.8, ,60.2, ,25, ,8, ,14, ,11.3, ,4.1, ,97.6, ,52.9, 
221,2/9/2022,40,0.15, ,0, ,411,R,2.5, ,84.5, ,43.1, ,64.8, ,23, ,5, ,12, ,11.0, ,4.8, ,114.0, ,52.9, 
221,2/10/2022,41,0.17, ,0, ,407,R,4.5, ,84.1, ,53.2, ,69.1, ,28, ,12, ,19, ,24.6, ,5.2, ,123.9, ,54.0, 
221,2/11/2022,42,0.18, ,0, ,414,R,4.3, ,87.5, ,48.8, ,69.8, ,34, ,8, ,17, ,23.4, ,5.3, ,127.9, ,54.5, 
221,2/12/2022,43,0.17, ,0, ,427,R,2.9, ,84.0, ,52.5, ,69.2, ,21, ,6, ,12, ,14.4, ,4.8, ,115.5, ,55.3, 
221,2/13/2022,44,0.14, ,0, ,438,R,2.1, ,80.8, ,43.5, ,61.6, ,18, ,6, ,11, ,6.9, ,3.5, ,83.8, ,54.6, 
221,2/14/2022,45,0.16, ,0, ,432,R,2.1, ,81.2, ,44.7, ,63.8, ,17, ,7, ,10, ,7.3, ,4.8, ,114.0, ,53.8, 
221,2/15/2022,46,0.19, ,0, ,420, ,4.3, ,75.6, ,44.8, ,58.2, ,53, ,13, ,26, ,23.6, ,9.3, ,223.3, ,53.9, 
221,2/16/2022,47,0.21, ,0, ,425,R,4.9, ,70.5, ,47.7, ,59.4, ,56, ,15, ,28, ,26.5, ,10.0, ,239.0, ,54.2, 
221,2/17/2022,48,0.17, ,0, ,450,R,2.6, ,71.6, ,45.9, ,59.3, ,26, ,8, ,15, ,12.2, ,5.2, ,125.3, ,54.1, 
221,2/18/2022,49,0.16, ,0, ,448,R,2.3, ,74.5, ,39.5, ,57.0, ,23, ,8, ,14, ,9.1, ,4.7, ,112.7, ,53.4, 
221,2/19/2022,50,0.14, ,0, ,447,R,3.0, ,78.8, ,41.3, ,60.7, ,28, ,10, ,16, ,14.9, ,2.9, ,69.1, ,53.4, 
221,2/20/2022,51,0.18, ,0, ,448,R,3.1, ,79.3, ,45.0, ,62.8, ,26, ,9, ,16, ,16.0, ,4.9, ,118.8, ,54.6, 
221,2/21/2022,52,0.22, ,0, ,446,R,4.6, ,77.6, ,52.2, ,63.3, ,37, ,12, ,23, ,25.3, ,8.1, ,194.6, ,56.5, 
221,2/22/2022,53,0.16, ,0, ,390, ,5.6, ,67.8, ,42.4, ,55.8, ,51, ,24, ,37, ,29.6, ,7.4, ,177.0, ,56.3, 
221,2/23/2022,54,0.16, ,0, ,386, ,4.2, ,58.3, ,40.9, ,48.7, ,50, ,22, ,35, ,22.7, ,8.9, ,214.2, ,55.3, 
221,2/24/2022,55,0.12, ,0, ,476,R,2.4, ,59.3, ,31.1, ,45.7, ,48, ,11, ,23, ,10.4, ,3.7, ,88.9, ,53.6, 
221,2/25/2022,56,0.16, ,0, ,476,R,1.7, ,65.4, ,31.0, ,49.9, ,25, ,9, ,14, ,2.8, ,5.8, ,139.6, ,52.9, 
221,2/26/2022,57,0.21, ,0, ,481,R,1.6, ,67.1, ,39.6, ,54.8, ,20, ,5, ,11, ,1.3, ,8.1, ,195.1, ,53.6, 
221,2/27/2022,58,0.15, ,0, ,467, ,1.4, ,72.5, ,32.5, ,54.3, ,17, ,6, ,9, ,-2.3, ,3.8, ,90.0, ,54.0, 
221,2/28/2022,59,0.18, ,0, ,491,R,1.4, ,82.4, ,37.3, ,61.5, ,16, ,3, ,7, ,-1.7, ,4.8, ,115.9, ,54.4, 
