254,2/1/2022,32,0.11, ,0.00, ,345,R,5.5, ,64.8, ,34.4, ,50.0, ,99, ,20, ,45, ,29.3, ,5.6,Y,134.2,Y,47.9, 
254,2/2/2022,33,0.16, ,0, ,345,R,4.6, ,67.0, ,39.4, ,54.5, ,57, ,20, ,32, ,25.2, ,8.9,R,212.5,R,47.7, 
254,2/3/2022,34,0.08, ,0, ,301, ,7.5, ,64.8, ,33.0, ,47.0, ,92, ,41, ,69, ,37.2, ,2.8, ,67.2, ,47.4, 
254,2/4/2022,35,0.09, ,0, ,333, ,8.1, ,64.0, ,36.2, ,47.8, ,92, ,45, ,71, ,38.9, ,3.2, ,77.7, ,47.4, 
254,2/5/2022,36,0.07, ,0.00, ,288, ,8.0, ,65.7, ,35.6, ,46.9, ,95, ,39, ,73, ,38.8, ,2.4, ,57.8, ,47.4, 
254,2/6/2022,37,0.09, ,0, ,354, ,8.5, ,67.1, ,32.8, ,48.2, ,95, ,42, ,74, ,40.4, ,3.0, ,71.6, ,47.2, 
254,2/7/2022,38,0.09, ,0, ,347, ,8.9, ,66.4, ,35.0, ,47.5, ,98, ,49, ,79, ,41.4, ,2.8, ,68.2, ,47.4, 
254,2/8/2022,39,0.09, ,0, ,354, ,8.9, ,70.5, ,35.0, ,50.6, ,96, ,35, ,71, ,41.6, ,2.9, ,69.2, ,47.5, 
254,2/9/2022,40,0.12, ,0, ,331, ,8.6, ,78.3,Y,41.2, ,57.2, ,90, ,24, ,54, ,40.6, ,4.2, ,101.6, ,48.1, 
254,2/10/2022,41,0.13,R,0, ,369, ,10.4, ,83.2,Y,47.2, ,62.0, ,82, ,27, ,55, ,45.6, ,5.0, ,119.8, ,48.9, 
254,2/11/2022,42,0.10, ,0, ,368, ,11.0, ,75.9, ,41.8, ,56.7, ,95, ,41, ,70, ,47.1, ,2.9, ,69.3, ,49.4, 
254,2/12/2022,43,0.09, ,0, ,335, ,11.7, ,76.1, ,43.0, ,56.0, ,96, ,47, ,77, ,48.8, ,2.5, ,60.3, ,49.8, 
254,2/13/2022,44,0.10, ,0, ,369, ,12.0, ,74.6, ,40.7, ,55.9, ,98, ,48, ,79, ,49.4, ,3.3, ,79.3, ,50.0, 
254,2/14/2022,45,0.02, ,0, ,109, ,11.3, ,53.8, ,48.2, ,51.0, ,98, ,79, ,89, ,47.8, ,7.3,R,175.5,R,50.6, 
254,2/15/2022,46,0.12, ,0, ,392,R,7.4, ,64.0, ,42.9, ,51.4, ,80, ,29, ,57, ,36.8, ,8.2,R,196.7,R,49.8, 
254,2/16/2022,47,0.14, ,0, ,390, ,7.5, ,68.1, ,39.2, ,56.6, ,74, ,29, ,48, ,37.2, ,6.2,Y,147.6,Y,49.3, 
254,2/17/2022,48,0.13, ,0, ,402,R,6.8, ,72.1, ,42.4, ,56.0, ,79, ,26, ,45, ,34.8, ,4.9, ,117.8, ,49.7, 
254,2/18/2022,49,0.10, ,0, ,363, ,8.8, ,68.8, ,36.9, ,50.9, ,90, ,45, ,70, ,41.3, ,3.3, ,78.2, ,49.4, 
254,2/19/2022,50,0.11, ,0, ,398, ,9.7, ,73.4, ,37.7, ,52.6, ,95, ,40, ,72, ,43.8, ,3.2, ,76.9, ,49.4, 
254,2/20/2022,51,0.07, ,0, ,253, ,10.4, ,57.2, ,40.4, ,50.0, ,98, ,71, ,84, ,45.5, ,6.1,Y,147.4,Y,49.6, 
254,2/21/2022,52,0.11, ,0, ,411, ,7.9, ,56.8, ,35.6, ,47.5, ,89, ,40, ,70, ,38.3, ,7.4,R,177.9,R,49.1, 
254,2/22/2022,53,0.11, ,0, ,376, ,7.0, ,52.5, ,35.6, ,45.7, ,88, ,50, ,67, ,35.3, ,8.9,R,213.2,R,48.8, 
254,2/23/2022,54,0.11, ,0, ,428,R,5.6, ,56.8, ,31.2, ,43.5, ,93, ,31, ,59, ,30.0, ,4.5, ,108.5, ,47.7,Y
254,2/24/2022,55,0.11, ,0.01,H,429,R,6.7, ,57.8, ,28.9, ,43.3, ,90, ,30, ,70, ,34.2, ,4.2, ,100.6, ,47.0,Y
254,2/25/2022,56,0.11, ,0.00,H,426, ,7.5, ,62.0, ,30.9, ,45.1, ,97, ,39, ,74, ,37.2, ,3.8, ,92.1, ,47.1,Y
254,2/26/2022,57,0.07, ,0.00, ,258, ,7.5, ,62.5, ,32.2, ,47.2, ,92, ,46, ,67, ,37.0, ,3.0, ,71.9, ,47.1,Y
254,2/27/2022,58,0.13, ,0, ,426, ,7.9, ,67.8, ,36.6, ,52.1, ,91, ,35, ,60, ,38.6, ,3.7, ,89.7, ,47.9,Y
254,2/28/2022,59,0.13, ,0.00, ,430, ,9.0, ,73.0, ,35.5, ,53.3, ,91, ,32, ,65, ,41.9, ,3.4, ,82.4, ,48.2,Y
