197,2/1/2022,32,0.11, ,0, ,357, ,4.7, ,61.2, ,25.5, ,47.1, ,67, ,20, ,43, ,25.8, ,5.8, ,138.7, ,42.3, 
197,2/2/2022,33,0.11, ,0, ,385,R,2.9, ,51.5, ,19.2, ,35.9, ,88, ,20, ,41, ,14.3, ,8.1, ,193.9, ,42.4, 
197,2/3/2022,34,0.10, ,0, ,374, ,3.0, ,55.8, ,19.4, ,36.2, ,72, ,21, ,41, ,14.9, ,5.1, ,122.6, ,41.2, 
197,2/4/2022,35,0.12, ,0, ,386, ,3.2, ,56.8, ,20.6, ,37.3, ,77, ,21, ,42, ,16.6, ,6.8, ,162.2, ,40.5, 
197,2/5/2022,36,0.11, ,0, ,394,R,3.3, ,62.8, ,19.3, ,38.6, ,78, ,17, ,41, ,16.9, ,5.5, ,131.2, ,40.1, 
197,2/6/2022,37,0.12, ,0, ,395, ,3.5, ,67.7, ,23.2, ,44.6, ,75, ,15, ,35, ,18.9, ,5.9, ,140.9, ,39.9,Y
197,2/7/2022,38,0.12, ,0, ,397, ,3.6, ,67.9, ,26.4, ,45.8, ,68, ,14, ,35, ,19.5, ,5.4, ,129.3, ,40.4, 
197,2/8/2022,39,0.12, ,0.01,H,399, ,4.2, ,71.3, ,26.2, ,45.9, ,74, ,16, ,39, ,22.7, ,5.4, ,129.2, ,40.8, 
197,2/9/2022,40,0.13, ,0, ,415,R,4.5, ,72.9, ,28.0, ,47.9, ,73, ,15, ,39, ,24.4, ,4.8, ,115.4, ,41.3, 
197,2/10/2022,41,0.15, ,0, ,413,R,5.7, ,74.2, ,35.3, ,54.6, ,69, ,21, ,39, ,30.3, ,6.9, ,165.6, ,42.2, 
197,2/11/2022,42,0.13, ,0, ,419,R,5.6, ,77.1, ,32.2, ,52.1, ,79, ,19, ,42, ,29.8, ,4.3, ,102.2, ,43.2, 
197,2/12/2022,43,0.12, ,0, ,429,R,4.8, ,74.7, ,28.7, ,49.9, ,77, ,12, ,39, ,26.0, ,4.3, ,103.4, ,43.7, 
197,2/13/2022,44,0.11, ,0, ,434,R,4.4, ,76.0, ,29.2, ,49.1, ,71, ,13, ,37, ,23.8, ,3.7, ,88.0, ,43.8, 
197,2/14/2022,45,0.15, ,0, ,428,R,5.0, ,75.9, ,28.7, ,53.6, ,70, ,15, ,36, ,27.2, ,5.8, ,138.5, ,44.0, 
197,2/15/2022,46,0.06, ,0.05, ,216, ,7.4, ,59.4, ,37.0, ,44.9, ,92, ,48, ,73, ,36.9, ,9.3, ,223.0, ,44.8, 
197,2/16/2022,47,0.12, ,0.00, ,437,R,6.5, ,68.0, ,32.0, ,47.4, ,90, ,31, ,58, ,33.6, ,5.8, ,139.7, ,44.1, 
197,2/17/2022,48,0.14, ,0, ,455,R,4.6, ,61.1, ,28.7, ,44.8, ,87, ,23, ,46, ,25.1, ,7.7, ,184.2, ,44.0, 
197,2/18/2022,49,0.13, ,0, ,455,R,4.5, ,65.9, ,22.6, ,42.9, ,82, ,20, ,48, ,24.5, ,5.2, ,125.7, ,43.4, 
197,2/19/2022,50,0.12, ,0, ,447,R,5.1, ,71.3, ,26.0, ,47.8, ,81, ,19, ,45, ,27.4, ,3.9, ,94.5, ,43.1, 
197,2/20/2022,51,0.17, ,0, ,436, ,5.5, ,72.0, ,27.8, ,52.2, ,79, ,17, ,41, ,29.5, ,7.2, ,173.3, ,43.5, 
197,2/21/2022,52,0.15, ,0, ,457,R,7.6, ,57.7, ,41.8, ,49.5, ,80, ,49, ,63, ,37.4, ,13.4,Y,321.7,Y,44.4, 
197,2/22/2022,53,0.13, ,0, ,416, ,6.0, ,54.2, ,36.1, ,44.0, ,82, ,39, ,62, ,31.7, ,12.9, ,308.4, ,44.8, 
197,2/23/2022,54,0.09, ,0, ,384, ,4.5, ,45.4, ,20.2, ,34.6,Y,82, ,49, ,66,Y,24.6,Y,8.7, ,209.2, ,44.1, 
197,2/24/2022,55,0.10, ,0, ,486,R,3.2, ,51.7, ,13.5,Y,33.4,Y,82, ,19, ,49,Y,16.3,Y,3.9, ,93.4, ,42.6, 
197,2/25/2022,56,0.12, ,0, ,485,R,3.1, ,57.4, ,16.8,Y,36.1, ,78, ,20, ,43, ,16.0, ,5.0, ,119.9, ,41.8, 
197,2/26/2022,57,0.14, ,0, ,447, ,2.7, ,60.0, ,15.1,Y,37.2, ,72, ,16, ,36, ,13.1, ,5.6, ,133.7, ,41.4, 
197,2/27/2022,58,0.14, ,0, ,460, ,2.7, ,66.1, ,17.7,Y,40.5, ,69, ,11, ,31, ,12.3, ,5.3, ,128.0, ,41.1, 
197,2/28/2022,59,0.16, ,0, ,485,R,3.7, ,74.6, ,21.9, ,47.4, ,68, ,13, ,33, ,20.0, ,5.5, ,131.6, ,41.4, 
