227,2/1/2022,32,0.07, ,0, ,319, ,5.3, ,57.3, ,31.7, ,43.1, ,89, ,31, ,56, ,28.6, ,3.3, ,79.8, ,48.0, 
227,2/2/2022,33,0.09, ,0, ,317, ,3.7, ,56.3, ,32.9, ,45.1, ,61, ,23, ,36, ,19.9, ,4.1, ,98.5, ,46.9, 
227,2/3/2022,34,0.07, ,0, ,287, ,6.4, ,55.0, ,34.4, ,43.4, ,87, ,54, ,67, ,33.3, ,3.3, ,79.4, ,46.7, 
227,2/4/2022,35,0.07, ,0, ,326, ,5.7, ,60.7, ,33.3, ,46.3, ,72, ,35, ,53, ,30.3, ,2.7, ,65.2, ,47.1, 
227,2/5/2022,36,0.07, ,0, ,299, ,6.6, ,59.0, ,38.2, ,47.2, ,78, ,41, ,60, ,33.9, ,3.0, ,71.8, ,47.6, 
227,2/6/2022,37,0.08, ,0, ,336, ,7.4, ,61.4, ,35.2, ,48.1, ,82, ,45, ,65, ,36.8, ,3.0, ,73.0, ,47.9, 
227,2/7/2022,38,0.09, ,0, ,341, ,7.0, ,68.2, ,41.2, ,52.2, ,78, ,27, ,53, ,35.5, ,2.8, ,66.6, ,48.5, 
227,2/8/2022,39,0.09, ,0, ,339, ,7.5, ,65.3, ,40.4, ,52.0, ,83, ,36, ,57, ,37.1, ,3.0, ,71.6, ,49.0, 
227,2/9/2022,40,0.09, ,0, ,339, ,8.0, ,68.3, ,42.3, ,54.1, ,78, ,37, ,56, ,38.8, ,3.2, ,77.3, ,49.7, 
227,2/10/2022,41,0.09, ,0, ,354, ,8.8, ,70.2, ,40.7, ,54.7, ,76, ,42, ,60, ,41.3, ,3.3, ,78.9, ,50.4, 
227,2/11/2022,42,0.09, ,0, ,354, ,9.0, ,69.9, ,43.9, ,56.7, ,77, ,41, ,58, ,41.9, ,2.8, ,67.1, ,51.1, 
227,2/12/2022,43,0.10, ,0, ,363, ,8.0, ,74.0,Y,46.5, ,58.4, ,73, ,30, ,48, ,38.8, ,3.1, ,73.3, ,51.7, 
227,2/13/2022,44,0.11, ,0, ,367, ,7.4, ,74.4,Y,45.8, ,59.5,Y,61, ,27, ,43,Y,36.9,Y,2.7, ,65.4, ,52.2, 
227,2/14/2022,45,0.10, ,0, ,348, ,8.7, ,66.3, ,42.6, ,53.5, ,87, ,39, ,62, ,40.9, ,3.8, ,92.2, ,52.4, 
227,2/15/2022,46,0.09, ,0.03, ,366, ,6.2, ,58.5, ,35.5, ,46.7, ,96, ,26, ,57, ,32.3, ,4.1, ,97.9, ,52.0, 
227,2/16/2022,47,0.09, ,0, ,379, ,5.2, ,63.2, ,34.0, ,48.0, ,64, ,25, ,45, ,27.9, ,3.1, ,75.5, ,50.8, 
227,2/17/2022,48,0.09, ,0, ,382, ,6.2, ,61.0, ,33.4, ,48.3, ,74, ,39, ,53, ,32.3, ,2.9, ,69.8, ,50.6, 
227,2/18/2022,49,0.10, ,0, ,370, ,7.2, ,64.1, ,37.6, ,50.4, ,78, ,34, ,58, ,36.2, ,2.6, ,63.4, ,50.8, 
227,2/19/2022,50,0.10, ,0, ,391, ,7.2, ,68.8, ,41.4, ,53.5, ,73, ,32, ,51, ,35.9, ,2.7, ,64.7, ,51.2, 
227,2/20/2022,51,0.08, ,0, ,284, ,6.6, ,63.4, ,37.3, ,49.9, ,89, ,31, ,54, ,33.9, ,3.5, ,83.3, ,51.2, 
227,2/21/2022,52,0.08, ,0, ,351, ,6.3, ,51.5, ,35.1, ,43.1, ,94, ,30, ,67, ,32.8, ,3.8, ,91.8, ,50.8, 
227,2/22/2022,53,0.06, ,0.04, ,285, ,6.1, ,47.8, ,29.0, ,38.1, ,92, ,55, ,79, ,32.1, ,4.1, ,97.8, ,50.5, 
227,2/23/2022,54,0.09, ,0, ,419,R,4.1, ,51.1, ,24.3, ,37.4, ,88, ,31, ,54, ,22.5, ,4.0, ,96.0, ,48.9, 
227,2/24/2022,55,0.09, ,0.01, ,408, ,3.5, ,51.5, ,25.8, ,38.4, ,68, ,30, ,45, ,18.9, ,3.2, ,76.7, ,48.0, 
227,2/25/2022,56,0.10, ,0, ,427,R,4.2, ,54.4, ,29.4, ,41.5, ,66, ,32, ,48, ,23.1, ,3.3, ,79.7, ,47.9, 
227,2/26/2022,57,0.09, ,0, ,330, ,5.4, ,57.1, ,30.7, ,45.8, ,67, ,34, ,52, ,29.1, ,2.7, ,64.3, ,48.2, 
227,2/27/2022,58,0.12, ,0, ,423, ,6.2, ,67.5, ,38.4, ,52.6, ,65, ,27, ,46, ,32.3, ,3.1, ,75.1, ,49.4, 
227,2/28/2022,59,0.12, ,0, ,427, ,8.0, ,69.9, ,40.4, ,54.4, ,73, ,36, ,55, ,38.6, ,3.3, ,78.2, ,50.3, 
