113,2/1/2022,32,0.11, ,0.00, ,337, ,5.8, ,59.3, ,30.1, ,44.4, ,99, ,29, ,58, ,30.8, ,5.8, ,140.1, ,51.1, 
113,2/2/2022,33,0.12, ,0, ,347, ,3.8,Y,63.3, ,26.6, ,44.3, ,74, ,17, ,38,Y,20.6,Y,5.3, ,126.3, ,50.8, 
113,2/3/2022,34,0.10, ,0, ,319, ,5.1, ,67.3, ,25.8, ,44.6, ,80, ,24, ,51, ,27.7, ,4.1, ,98.1, ,50.5, 
113,2/4/2022,35,0.10, ,0, ,345, ,5.6, ,70.2, ,29.7, ,47.2, ,86, ,21, ,51, ,29.9, ,3.9, ,93.1, ,50.3, 
113,2/5/2022,36,0.09, ,0, ,328, ,5.9, ,69.9, ,29.0, ,46.8, ,85, ,24, ,54, ,31.2, ,3.0, ,72.6, ,50.3, 
113,2/6/2022,37,0.10, ,0, ,360, ,6.7, ,74.2, ,30.5, ,48.3, ,92, ,22, ,58, ,34.3, ,3.3, ,79.7, ,50.4, 
113,2/7/2022,38,0.11, ,0, ,365, ,7.0, ,77.7, ,30.4, ,49.7, ,94, ,17, ,57, ,35.2, ,3.6, ,87.5, ,50.5, 
113,2/8/2022,39,0.10, ,0, ,368, ,6.5, ,79.1, ,30.5, ,51.0, ,91, ,16, ,51, ,33.7, ,3.2, ,76.9, ,50.7, 
113,2/9/2022,40,0.11, ,0, ,362, ,7.2, ,82.4,Y,35.3, ,54.2, ,86, ,17, ,51, ,36.2, ,3.2, ,77.3, ,50.9, 
113,2/10/2022,41,0.12, ,0, ,371, ,7.8, ,81.6,Y,36.9, ,55.8, ,86, ,21, ,51, ,38.2, ,3.3, ,79.1, ,51.2, 
113,2/11/2022,42,0.11, ,0, ,375, ,8.4, ,83.4,Y,36.5, ,56.6, ,88, ,20, ,54, ,40.1, ,2.7, ,65.9, ,51.5, 
113,2/12/2022,43,0.13, ,0, ,360, ,8.1, ,86.1,Y,39.4, ,58.8, ,87, ,16, ,48, ,39.2, ,4.2, ,99.9, ,51.9, 
113,2/13/2022,44,0.13, ,0, ,380, ,8.0, ,86.6,Y,37.2, ,57.7, ,93, ,19, ,49, ,38.7, ,3.3, ,78.1, ,52.4, 
113,2/14/2022,45,0.10, ,0.01, ,359, ,9.3, ,63.5, ,34.4, ,47.6, ,99, ,54, ,83, ,42.6, ,6.3, ,150.2, ,52.7, 
113,2/15/2022,46,0.13, ,0, ,370, ,6.9, ,58.2, ,35.5, ,47.9, ,92, ,37, ,61, ,35.0, ,8.1, ,195.6, ,52.7, 
113,2/16/2022,47,0.13, ,0, ,393, ,6.4, ,68.5, ,30.4, ,48.0, ,90, ,24, ,56, ,33.2, ,5.5, ,130.9, ,52.5, 
113,2/17/2022,48,0.12, ,0,R,228, ,6.6, ,70.7, ,38.8, ,54.7, ,91, ,28, ,45, ,33.9, ,3.8, ,92.1, ,52.2, 
113,2/18/2022,49,0.11, ,0, ,399, ,6.8, ,71.7, ,31.1, ,49.7, ,91, ,24, ,56, ,34.8, ,3.2, ,77.7, ,52.3, 
113,2/19/2022,50,0.12, ,0, ,396, ,7.2, ,75.8, ,33.2, ,51.2, ,88, ,19, ,56, ,36.2, ,3.9, ,93.6, ,52.3, 
113,2/20/2022,51,0.10, ,0, ,322, ,8.3, ,69.5, ,32.9, ,48.4, ,93, ,34, ,72, ,39.8, ,6.6, ,158.5, ,52.5, 
113,2/21/2022,52,0.12, ,0, ,411, ,6.9, ,61.1, ,33.4, ,46.1, ,88, ,34, ,65, ,34.9, ,6.5, ,156.0, ,52.5, 
113,2/22/2022,53,0.06, ,0.06, ,233, ,6.8, ,52.8, ,32.2, ,41.4, ,94, ,44, ,76, ,34.5, ,5.0, ,119.7, ,52.4, 
113,2/23/2022,54,0.12, ,0.00, ,430, ,4.9, ,54.4, ,27.3, ,39.7,Y,94, ,29, ,59,Y,26.8,Y,5.4, ,129.8, ,52.0, 
113,2/24/2022,55,0.12, ,0, ,437, ,4.8,Y,60.5, ,23.1,Y,40.6, ,90, ,18, ,55,Y,25.9,Y,5.1, ,121.8, ,51.5, 
113,2/25/2022,56,0.11, ,0, ,443, ,5.0, ,65.5, ,25.3,Y,43.3, ,92, ,18, ,52, ,27.0, ,3.9, ,93.5, ,51.1, 
113,2/26/2022,57,0.10, ,0, ,334, ,5.2, ,65.7, ,26.1, ,45.0, ,87, ,25, ,51, ,27.8, ,2.9, ,70.3, ,51.1, 
113,2/27/2022,58,0.14, ,0, ,421, ,5.6, ,74.7, ,32.8, ,52.7, ,72, ,16, ,41, ,29.6, ,4.3, ,102.7, ,51.1, 
113,2/28/2022,59,0.16, ,0, ,447, ,6.9, ,81.1,Y,33.1, ,55.4, ,81, ,21, ,46, ,34.9, ,4.8, ,115.3, ,51.5, 
