116,2/1/2022,32,--,N,0, ,354,R,8.5, ,--,S,34.0, ,54.0, ,100, ,22, ,60, ,40.4, ,5.6, ,135.3, ,51.5, 
116,2/2/2022,33,--,N,0, ,353,R,5.6, ,--,S,38.3, ,56.1, ,64, ,16, ,37, ,30.0, ,5.9, ,141.1, ,50.7, 
116,2/3/2022,34,--,N,0, ,345, ,9.0, ,87.0,R,40.5, ,54.2, ,99, ,27, ,63, ,41.7, ,5.9, ,141.3, ,50.7, 
116,2/4/2022,35,--,N,0, ,350, ,8.2, ,--,S,40.7, ,55.9, ,90, ,27, ,54, ,39.3, ,6.2, ,149.0, ,51.3, 
116,2/5/2022,36,--,N,0, ,322, ,11.9, ,--,S,45.2, ,61.7,Y,89, ,31, ,63,Y,49.1,Y,5.4, ,128.5, ,51.7, 
116,2/6/2022,37,--,N,0, ,364, ,12.2, ,--,S,47.8, ,61.7,Y,87, ,32, ,65,Y,49.8,Y,5.8, ,138.9, ,52.2, 
116,2/7/2022,38,--,N,0, ,366, ,12.0, ,75.8, ,48.3, ,58.7, ,100, ,36, ,71, ,49.4, ,6.0, ,142.9, ,53.0, 
116,2/8/2022,39,--,N,0, ,369, ,12.5, ,84.8,Y,48.5, ,61.2,Y,100, ,29, ,68,Y,50.5,Y,6.6, ,158.2, ,53.2, 
116,2/9/2022,40,--,N,0, ,343, ,10.2, ,86.3,R,53.7, ,66.1,R,72,H,27,H,--,R,--,I,9.4, ,225.8, ,54.2, 
116,2/10/2022,41,--,N,0, ,377, ,11.6, ,--,S,56.6,Y,67.5,R,75, ,24, ,--,R,--,I,7.6, ,183.6, ,55.5, 
116,2/11/2022,42,--,N,0, ,377, ,11.7, ,88.7,R,52.4, ,65.2,R,89, ,25, ,--,R,--,I,6.4, ,154.4, ,56.5, 
116,2/12/2022,43,--,N,0, ,377, ,13.5, ,--,S,52.9, ,68.5,R,84,H,24,H,--,R,--,I,7.0, ,167.3, ,57.4, 
116,2/13/2022,44,--,N,0, ,389, ,13.8, ,--,S,49.9, ,63.0,Y,100,H,32,H,70,Y,53.2,Y,7.2, ,173.1, ,57.5, 
116,2/14/2022,45,--,N,0, ,116, ,15.5, ,63.5, ,48.8, ,56.5, ,100, ,91, ,100, ,56.3, ,6.4, ,152.7, ,57.4, 
116,2/15/2022,46,--,N,0, ,398, ,10.2, ,--,S,38.1, ,53.7, ,97, ,33, ,73, ,45.1, ,6.0, ,142.9, ,55.7, 
116,2/16/2022,47,--,N,0, ,399, ,11.3, ,77.7,Y,37.6, ,53.3, ,97, ,56, ,81, ,47.8, ,5.0, ,120.3, ,54.8, 
116,2/17/2022,48,--,N,0, ,550,R,13.7, ,--,S,50.6, ,66.4,R,97,H,35,H,--,R,--,I,6.3, ,150.5, ,54.8, 
116,2/18/2022,49,--,N,0, ,395, ,13.1, ,--,S,40.5, ,59.2,H,98,H,36,H,76, ,51.7, ,5.5, ,131.5, ,54.8, 
116,2/19/2022,50,--,N,0, ,411, ,13.2, ,--,S,50.0, ,59.9,Y,100, ,37, ,75,Y,51.9,Y,5.4, ,129.7, ,55.0, 
116,2/20/2022,51,--,N,0, ,220, ,14.0, ,--,S,45.6, ,54.6, ,100, ,78, ,97, ,53.6, ,6.8, ,163.5, ,55.4, 
116,2/21/2022,52,--,N,0, ,420, ,11.7, ,74.4, ,39.4, ,54.7, ,100, ,58, ,80, ,48.7, ,9.0, ,216.5, ,54.7, 
116,2/22/2022,53,--,N,0.29, ,349, ,11.0, ,71.7, ,38.3, ,51.8, ,100, ,62, ,84, ,46.9, ,9.0, ,216.6, ,54.0, 
116,2/23/2022,54,--,N,0.06,H,440,R,7.1, ,61.3, ,32.5, ,45.4, ,96, ,46, ,68, ,35.6, ,5.6, ,134.4, ,51.3, 
116,2/24/2022,55,--,N,0, ,443,R,7.7, ,63.6, ,31.6, ,46.9, ,90, ,37, ,70, ,37.6, ,7.0, ,166.9, ,50.1, 
116,2/25/2022,56,--,N,0.09,H,447,R,9.6, ,--,S,35.7, ,51.1, ,98, ,48, ,75, ,43.4, ,5.6, ,134.7, ,50.0, 
116,2/26/2022,57,--,N,0, ,309, ,8.5, ,87.6,R,40.7, ,54.6, ,81, ,33, ,59, ,40.4, ,5.7, ,137.8, ,49.6, 
116,2/27/2022,58,--,N,0, ,442, ,11.1, ,--,S,42.0, ,61.0,Y,82, ,35, ,61,Y,47.3,Y,5.3, ,127.4, ,50.7, 
116,2/28/2022,59,--,N,0.11, ,452,R,10.6, ,77.6,Y,48.6, ,60.9,Y,86, ,32, ,58,Y,46.2,Y,5.4, ,129.7, ,52.2, 
