253,2/1/2022,32,0.10, ,0.00, ,353,R,6.8, ,62.3, ,34.0, ,49.1, ,100, ,17, ,57, ,34.6, ,5.2, ,124.6, ,46.1,Y
253,2/2/2022,33,0.11, ,0, ,352,R,5.4, ,65.9, ,34.2, ,49.7, ,87, ,21, ,45, ,29.1, ,4.4, ,104.4, ,45.5,Y
253,2/3/2022,34,0.08, ,0, ,321, ,9.2, ,63.2, ,33.1, ,46.9, ,97, ,60, ,84, ,42.3, ,3.4, ,82.1, ,45.3,R
253,2/4/2022,35,0.09, ,0, ,350, ,8.0, ,67.0, ,33.5, ,46.3, ,100, ,42, ,75, ,38.9, ,2.7, ,65.7, ,45.7,Y
253,2/5/2022,36,0.09, ,0, ,313, ,8.0, ,70.2, ,34.1, ,48.0, ,93, ,37, ,70, ,38.8, ,3.2, ,76.1, ,45.7,Y
253,2/6/2022,37,0.10, ,0, ,370,R,8.6, ,74.4, ,32.1, ,48.9, ,97, ,23, ,73, ,40.6, ,3.4, ,81.4, ,45.7,Y
253,2/7/2022,38,0.09, ,0, ,363, ,9.2, ,66.1, ,32.2, ,46.1, ,99, ,59, ,87, ,42.4, ,2.5, ,59.4, ,46.0,Y
253,2/8/2022,39,0.10, ,0.00, ,371,R,9.1, ,77.2, ,30.7, ,46.8, ,100, ,36, ,83, ,42.1, ,2.8, ,67.8, ,45.5,R
253,2/9/2022,40,0.12,R,0, ,362, ,8.0, ,82.6,Y,35.8, ,57.2, ,94, ,22, ,50, ,38.7, ,3.2, ,77.1, ,46.7,Y
253,2/10/2022,41,0.10,R,0, ,377,R,9.9, ,82.8,Y,40.7, ,56.2,H,88,H,38,H,64, ,44.3, ,2.8, ,68.2, ,48.0,Y
253,2/11/2022,42,0.10, ,0, ,377, ,10.5, ,76.5, ,40.5, ,54.5, ,95, ,44, ,72, ,45.8, ,2.6, ,61.5, ,48.5, 
253,2/12/2022,43,0.10, ,0, ,382, ,10.5, ,75.8, ,39.6, ,54.2, ,98, ,48, ,74, ,45.9, ,2.6, ,61.7, ,48.7, 
253,2/13/2022,44,0.10, ,0, ,389,R,10.7, ,69.1, ,35.9, ,51.2, ,100, ,53, ,84, ,46.4, ,2.7, ,64.0, ,48.6, 
253,2/14/2022,45,0.02, ,0.01, ,95, ,12.0, ,55.6, ,47.5, ,51.6, ,100, ,80, ,92, ,49.4, ,5.1, ,122.1, ,50.7, 
253,2/15/2022,46,0.11, ,0, ,400,R,8.9, ,59.5, ,35.1, ,49.2, ,98, ,57, ,74, ,41.4, ,7.6, ,182.6, ,49.9, 
253,2/16/2022,47,0.10, ,0, ,398,R,9.6, ,63.6, ,33.4, ,47.5, ,100, ,60, ,86, ,43.6, ,4.9, ,116.9, ,47.8,Y
253,2/17/2022,48,0.11, ,0, ,410,R,7.7, ,71.4, ,35.1, ,50.1, ,100, ,31, ,63, ,37.9, ,2.9, ,70.1, ,47.7,Y
253,2/18/2022,49,0.10, ,0, ,380, ,9.4, ,65.7, ,35.0, ,47.6, ,98, ,55, ,84, ,42.9, ,2.9, ,69.2, ,47.6,Y
253,2/19/2022,50,0.11, ,0, ,411,R,10.1, ,69.5, ,35.2, ,50.3, ,100, ,50, ,81, ,44.8, ,2.8, ,67.6, ,48.1,Y
253,2/20/2022,51,0.07, ,0, ,251, ,10.5, ,58.5, ,41.1, ,49.9, ,100, ,70, ,86, ,45.8, ,5.3, ,128.2, ,49.8, 
253,2/21/2022,52,0.12, ,0.04, ,416, ,8.8, ,56.1, ,47.4, ,50.8, ,90, ,57, ,69, ,41.2, ,9.6, ,230.8, ,49.8, 
253,2/22/2022,53,0.09, ,0.10, ,344, ,7.8, ,53.7, ,34.2, ,46.3, ,93, ,58, ,73, ,38.2, ,6.8, ,162.5, ,49.4, 
253,2/23/2022,54,0.12, ,0, ,446,R,5.8,Y,57.2, ,29.2,Y,41.6,Y,98, ,32, ,65,Y,30.9,Y,4.6, ,109.3, ,46.6,Y
253,2/24/2022,55,0.10, ,0, ,421, ,7.1, ,57.3, ,29.7,Y,41.6,Y,96, ,59, ,80,Y,35.9,Y,3.6, ,86.8, ,45.6,R
253,2/25/2022,56,0.11, ,0, ,451,R,7.2, ,58.6, ,29.5,Y,42.6, ,98, ,51, ,78, ,36.2, ,3.3, ,80.2, ,45.5,R
253,2/26/2022,57,0.08, ,0, ,288, ,7.3, ,63.2, ,31.5, ,45.4, ,96, ,45, ,70, ,36.4, ,2.6, ,62.5, ,45.8,R
253,2/27/2022,58,0.13, ,0, ,442,R,7.5, ,66.3, ,37.4, ,50.3, ,87, ,34, ,61, ,37.2, ,3.6, ,86.5, ,47.5,Y
253,2/28/2022,59,0.13, ,0, ,448,R,8.7, ,69.5, ,35.8, ,50.5, ,94, ,39, ,69, ,40.9, ,3.2, ,76.1, ,48.1,Y
