170,2/1/2022,32,0.08, ,0.00, ,332, ,5.4, ,61.6, ,30.7, ,45.8, ,99, ,23, ,51, ,28.8, ,3.0, ,72.3, ,45.7, 
170,2/2/2022,33,0.10, ,0, ,331, ,5.0, ,62.4, ,37.1, ,50.4, ,74, ,27, ,40, ,26.9, ,3.5, ,83.8, ,45.1, 
170,2/3/2022,34,0.07, ,0, ,272, ,6.5, ,62.6, ,31.2, ,44.2, ,89, ,35, ,66, ,33.6, ,2.1, ,49.3, ,45.0, 
170,2/4/2022,35,0.07, ,0.02,H,321, ,7.4, ,61.6, ,31.8, ,44.6, ,96, ,46, ,74, ,36.9, ,2.0, ,48.0, ,45.0, 
170,2/5/2022,36,0.07, ,0, ,300, ,7.4, ,64.8, ,33.7, ,45.7, ,95, ,37, ,71, ,36.9, ,1.8, ,43.8, ,45.4, 
170,2/6/2022,37,0.08, ,0, ,344, ,7.8, ,66.9, ,31.2, ,46.2, ,95, ,41, ,73, ,38.0, ,1.9, ,44.9, ,45.7, 
170,2/7/2022,38,0.08, ,0, ,339, ,8.5, ,67.8, ,33.1, ,47.3, ,97, ,46, ,77, ,40.4, ,1.8, ,43.5, ,46.1, 
170,2/8/2022,39,0.08, ,0, ,348, ,8.2, ,70.1, ,33.2, ,49.2, ,95, ,35, ,69, ,39.4, ,1.7, ,41.7, ,46.5, 
170,2/9/2022,40,0.08, ,0, ,291, ,8.6, ,72.2, ,36.5, ,52.0, ,94, ,33, ,65, ,40.7, ,1.9, ,46.1, ,47.0, 
170,2/10/2022,41,0.10, ,0, ,350, ,10.2, ,75.2, ,44.3, ,59.3, ,91, ,37, ,59, ,45.1, ,2.2, ,53.0, ,48.1, 
170,2/11/2022,42,0.09, ,0, ,358, ,10.8, ,74.4, ,40.5, ,54.6, ,95, ,40, ,74, ,46.5, ,1.8, ,43.0, ,49.2, 
170,2/12/2022,43,0.09, ,0, ,349, ,11.1, ,72.3, ,38.2, ,53.9, ,97, ,52, ,78, ,47.3, ,1.9, ,45.9, ,49.9, 
170,2/13/2022,44,0.10, ,0, ,363, ,10.3, ,73.7, ,38.2, ,54.1, ,98, ,44, ,72, ,45.4, ,2.0, ,48.6, ,50.2, 
170,2/14/2022,45,0.08, ,0, ,340, ,10.3, ,60.7, ,37.9, ,50.3, ,100, ,63, ,82, ,45.2, ,4.5, ,107.5, ,50.2, 
170,2/15/2022,46,0.10, ,0, ,383, ,6.5, ,62.2, ,35.3, ,50.2, ,92, ,29, ,52, ,33.5, ,3.5, ,83.9, ,49.8, 
170,2/16/2022,47,0.12, ,0, ,385, ,6.5, ,71.7, ,35.4, ,56.6, ,80, ,27, ,41, ,33.5, ,3.4, ,82.1, ,49.1, 
170,2/17/2022,48,0.11, ,0, ,394,R,6.8, ,66.8, ,37.9, ,53.7, ,85, ,29, ,48, ,34.6, ,2.4, ,58.7, ,49.7, 
170,2/18/2022,49,0.09, ,0, ,386, ,8.2, ,66.8, ,34.3, ,48.9, ,91, ,44, ,70, ,39.4, ,1.9, ,45.4, ,49.4, 
170,2/19/2022,50,0.10, ,0, ,395, ,8.6, ,74.8, ,34.4, ,50.2, ,96, ,34, ,70, ,40.8, ,1.8, ,43.8, ,49.4, 
170,2/20/2022,51,0.07, ,0, ,277, ,9.3, ,60.0, ,36.0, ,49.0, ,97, ,62, ,79, ,42.7, ,4.0, ,96.9, ,49.4, 
170,2/21/2022,52,0.10, ,0, ,404, ,7.1, ,57.4, ,35.1, ,47.8, ,82, ,38, ,63, ,35.9, ,4.7, ,112.9, ,48.8, 
170,2/22/2022,53,0.09, ,0.01, ,357, ,6.6, ,54.5, ,32.3, ,43.8, ,95, ,45, ,68, ,33.9, ,4.5, ,108.9, ,48.5, 
170,2/23/2022,54,0.09, ,0, ,428,R,5.0, ,56.4, ,28.2, ,40.1, ,97, ,25, ,59, ,27.1, ,2.1, ,50.6, ,47.1, 
170,2/24/2022,55,0.09, ,0, ,423,R,4.9, ,57.5, ,24.3,Y,40.7, ,89, ,23, ,57, ,26.6, ,2.2, ,51.7, ,46.2, 
170,2/25/2022,56,0.10, ,0, ,435,R,5.7, ,61.5, ,27.7, ,43.0, ,93, ,27, ,61, ,30.3, ,1.9, ,45.3, ,46.1, 
170,2/26/2022,57,0.07, ,0, ,278, ,6.9, ,58.6, ,28.7, ,44.5, ,91, ,46, ,69, ,35.1, ,1.9, ,45.0, ,46.2, 
170,2/27/2022,58,0.11, ,0, ,433, ,7.2, ,68.3, ,34.3, ,50.5, ,92, ,27, ,58, ,36.2, ,2.3, ,54.3, ,47.1, 
170,2/28/2022,59,0.12, ,0, ,439, ,8.3, ,72.8, ,35.2, ,53.3, ,90, ,31, ,60, ,39.7, ,2.2, ,53.4, ,48.2, 
