199,2/1/2022,32,0.04,R,0, ,226, ,2.8, ,46.4, ,21.0, ,33.1, ,62, ,23, ,44, ,13.7, ,1.0, ,24.8, ,33.9, 
199,2/2/2022,33,0.05,R,0, ,403,R,1.2, ,31.5, ,15.3, ,24.6, ,49, ,16, ,27, ,-4.8, ,1.0,I,24.0,I,33.7, 
199,2/3/2022,34,0.06,R,0, ,395, ,1.9, ,37.7, ,24.3, ,30.3, ,43, ,21, ,34, ,5.4, ,1.0,I,24.0,I,33.2, 
199,2/4/2022,35,0.06,R,0, ,409,R,1.8, ,41.1, ,16.8, ,27.6, ,58, ,17, ,36, ,4.0, ,1.0,Y,24.1,Y,33.1, 
199,2/5/2022,36,0.07,R,0, ,414,R,1.5, ,49.9, ,14.6, ,32.1, ,54, ,6, ,24, ,-0.8, ,1.0,Y,24.1,Y,32.9, 
199,2/6/2022,37,0.08,R,0, ,413, ,2.0, ,48.6, ,21.5, ,34.8, ,55, ,14, ,29, ,6.1, ,1.0,I,24.0,I,33.0, 
199,2/7/2022,38,0.08,R,0, ,416, ,2.4, ,55.1, ,21.6, ,35.3, ,64, ,12, ,34, ,9.8, ,1.0,Y,24.3,Y,33.5, 
199,2/8/2022,39,0.08,R,0, ,413, ,2.7, ,53.9, ,22.5, ,36.7, ,67, ,17, ,37, ,12.9, ,1.0,I,24.0,I,34.3, 
199,2/9/2022,40,0.08,R,0, ,427,R,2.4, ,56.5, ,24.0, ,40.1, ,64, ,9, ,28, ,9.7, ,1.0,Y,24.1,Y,35.0, 
199,2/10/2022,41,0.09,R,0, ,426, ,3.4, ,55.7, ,29.0, ,41.3, ,67, ,14, ,39, ,18.0, ,1.0,Y,24.2,Y,36.4, 
199,2/11/2022,42,0.09,R,0, ,430, ,3.6, ,62.0, ,28.7, ,41.6, ,78, ,14, ,40, ,19.1, ,1.0,Y,24.3,Y,37.5, 
199,2/12/2022,43,0.10,R,0, ,438,R,2.8, ,62.6, ,24.7, ,40.1, ,68, ,8, ,34, ,13.9, ,1.0,Y,24.3,Y,38.1, 
199,2/13/2022,44,0.10,R,0.00,H,443,R,2.7, ,64.0, ,20.2, ,37.8, ,72, ,8, ,35, ,12.6, ,1.0,Y,24.3,Y,38.2, 
199,2/14/2022,45,0.10,R,0, ,447,R,2.6, ,58.9, ,20.4, ,39.6, ,66, ,10, ,31, ,11.4, ,1.0,Y,24.2,Y,38.4, 
199,2/15/2022,46,0.06,R,0, ,357, ,3.6, ,40.2, ,14.7, ,32.3, ,92, ,23, ,58, ,19.2, ,1.0,Y,24.1,Y,38.7, 
199,2/16/2022,47,0.08,R,0.08,H,447, ,4.0, ,46.7, ,21.6, ,32.7, ,97, ,30, ,63, ,21.6, ,1.0,Y,24.1,Y,37.8, 
199,2/17/2022,48,0.08,R,0, ,465,R,2.2, ,44.2, ,20.2, ,29.7, ,69, ,15, ,39, ,8.0, ,1.0,I,24.0,I,36.8, 
199,2/18/2022,49,0.09,R,0, ,461,R,2.2, ,52.3, ,17.9, ,32.2, ,66, ,12, ,36, ,8.2, ,1.0,I,24.0,I,36.1, 
199,2/19/2022,50,0.10,R,0, ,460, ,3.2, ,54.4, ,21.1, ,35.2, ,75, ,21, ,46, ,16.7, ,1.0,I,24.0,I,36.6, 
199,2/20/2022,51,0.10,R,0, ,461, ,3.4, ,53.6, ,20.3, ,36.2, ,82, ,15, ,47, ,17.8, ,1.0,I,24.0,I,37.4, 
199,2/21/2022,52,0.06,R,0, ,375, ,4.3, ,38.9, ,26.2, ,32.3, ,96, ,30, ,69, ,23.3, ,1.0,I,24.0,I,38.4, 
199,2/22/2022,53,0.03,R,0.17, ,220, ,4.1, ,31.4, ,18.7, ,24.9, ,96, ,81, ,90, ,22.5, ,1.0,I,24.0,I,36.8, 
199,2/23/2022,54,0.01,R,0.22, ,128, ,2.6, ,26.3,Y,1.5,Y,17.1,Y,88, ,55, ,80,Y,12.0,Y,1.0,I,24.0,I,35.6, 
199,2/24/2022,55,0.08,R,0.02,H,451, ,2.2, ,41.0, ,-2.9,Y,18.3,Y,86, ,19, ,64,Y,8.3,Y,1.0,I,24.0,I,35.1, 
199,2/25/2022,56,0.09,R,0.01,H,485, ,2.1, ,46.7, ,7.0, ,23.6, ,87, ,23, ,48, ,6.6, ,1.0,I,24.0,I,34.6, 
199,2/26/2022,57,0.09,R,0.00, ,490, ,1.6, ,44.0, ,8.6, ,24.8, ,71, ,9, ,35, ,1.1, ,1.0,Y,24.1,Y,34.2, 
199,2/27/2022,58,0.10,R,0.00, ,486, ,1.8, ,51.7, ,12.6, ,30.8, ,60, ,8, ,31, ,3.5, ,1.0,I,24.0,I,33.9, 
199,2/28/2022,59,0.11,R,0.00, ,503,R,2.3, ,50.3, ,20.5, ,35.2, ,61, ,14, ,33, ,8.9, ,1.0,I,24.0,I,34.0, 
