181,2/1/2022,32,0.07, ,0, ,278, ,9.4, ,69.0, ,43.5, ,53.2, ,92, ,36, ,68, ,42.9, ,1.6, ,37.3, ,55.2, 
181,2/2/2022,33,0.13, ,0, ,346, ,4.6,Y,60.9, ,41.8, ,52.9, ,66, ,22, ,34,Y,25.2,Y,5.2, ,125.0, ,54.6, 
181,2/3/2022,34,0.09, ,0, ,348, ,4.3,Y,62.4, ,34.7, ,48.8, ,69, ,22, ,37,Y,23.4,Y,2.3, ,54.7, ,53.0, 
181,2/4/2022,35,0.09, ,0, ,370, ,5.4, ,65.6, ,33.2, ,48.4, ,80, ,24, ,46, ,28.8, ,1.6, ,39.1, ,52.3, 
181,2/5/2022,36,0.09, ,0, ,381, ,5.5, ,71.6, ,30.2, ,49.1, ,74, ,20, ,46, ,29.2, ,1.3, ,31.5, ,52.1, 
181,2/6/2022,37,0.11, ,0, ,382, ,6.4, ,75.7, ,32.3, ,52.8, ,80, ,23, ,47, ,33.2, ,2.0, ,47.6, ,52.4, 
181,2/7/2022,38,0.10, ,0, ,386, ,7.0, ,77.9, ,37.5, ,55.6, ,78, ,20, ,46, ,35.4, ,1.3, ,30.9, ,53.3, 
181,2/8/2022,39,0.10, ,0, ,370, ,7.0, ,79.3, ,34.8, ,55.5, ,76, ,27, ,46, ,35.2, ,1.4, ,33.4, ,53.9, 
181,2/9/2022,40,0.12, ,0, ,394, ,8.4, ,81.7, ,42.5, ,61.8, ,61, ,26, ,44, ,40.0, ,2.3, ,54.7, ,54.7, 
181,2/10/2022,41,0.13, ,0, ,391, ,9.3, ,80.0, ,47.6, ,65.2, ,69, ,28, ,44, ,42.5, ,2.8, ,68.0, ,56.3, 
181,2/11/2022,42,0.12, ,0, ,391, ,9.8, ,86.7, ,42.0, ,62.2, ,81, ,28, ,51, ,44.0, ,1.3, ,31.8, ,57.2, 
181,2/12/2022,43,0.12,R,0, ,408, ,8.8, ,87.1, ,43.7, ,62.3, ,75, ,20, ,46, ,41.1, ,1.3, ,32.4, ,57.9, 
181,2/13/2022,44,0.11, ,0, ,421, ,7.7, ,84.4, ,38.7, ,58.6, ,73, ,20, ,46, ,37.7, ,1.2, ,28.2, ,57.8, 
181,2/14/2022,45,0.12, ,0, ,416, ,7.5, ,81.3, ,35.6, ,58.0, ,78, ,22, ,45, ,37.1, ,1.6, ,37.5, ,57.2, 
181,2/15/2022,46,0.13, ,0, ,336, ,8.0, ,73.4, ,46.9, ,59.4, ,62, ,34, ,46, ,38.8, ,4.7, ,113.7, ,57.5, 
181,2/16/2022,47,0.12, ,0, ,401, ,7.9, ,74.6, ,41.7, ,57.2, ,79, ,29, ,50, ,38.6, ,2.7, ,65.4, ,57.4, 
181,2/17/2022,48,0.12,R,0, ,421, ,6.8, ,71.5, ,39.0, ,54.6, ,87, ,21, ,47, ,34.6, ,1.9, ,45.2, ,57.4, 
181,2/18/2022,49,0.12,R,0, ,431, ,6.2, ,75.9, ,34.6, ,53.7, ,77, ,18, ,44, ,32.3, ,1.4, ,33.5, ,56.5, 
181,2/19/2022,50,0.12, ,0, ,429, ,7.1, ,79.0, ,35.9, ,56.6, ,78, ,19, ,45, ,35.7, ,1.3, ,31.6, ,56.5, 
181,2/20/2022,51,0.13, ,0, ,425, ,7.7, ,78.3, ,38.1, ,59.1, ,78, ,22, ,45, ,37.8, ,1.7, ,41.0, ,57.1, 
181,2/21/2022,52,0.16, ,0, ,377, ,7.9, ,70.7, ,50.6, ,60.9, ,52, ,33, ,43, ,38.4, ,6.3, ,150.9, ,58.2, 
181,2/22/2022,53,0.13, ,0, ,364, ,7.6, ,68.8, ,50.0, ,58.7, ,60, ,31, ,45, ,37.5, ,5.3, ,128.2, ,58.4, 
181,2/23/2022,54,0.14, ,0, ,419, ,6.7, ,61.2, ,42.5, ,52.0, ,69, ,31, ,50, ,34.2, ,5.6, ,135.3, ,58.1, 
181,2/24/2022,55,0.11, ,0, ,452, ,5.1, ,63.2, ,33.0, ,47.6, ,80, ,19, ,45, ,27.4, ,1.8, ,42.5, ,56.7, 
181,2/25/2022,56,0.12, ,0, ,455, ,4.5, ,69.2, ,34.5, ,49.8, ,68, ,10, ,36, ,24.3, ,1.8, ,42.4, ,55.7, 
181,2/26/2022,57,0.13, ,0, ,467, ,4.5, ,70.6, ,35.7, ,53.0, ,63, ,11, ,32, ,24.3, ,2.3, ,55.2, ,55.5, 
181,2/27/2022,58,0.12, ,0, ,397, ,4.8, ,73.9, ,34.6, ,54.1, ,67, ,11, ,33, ,26.0, ,1.6, ,39.0, ,55.8, 
181,2/28/2022,59,0.15, ,0, ,474, ,5.5, ,82.2, ,38.6, ,59.3, ,69, ,8, ,32, ,29.3, ,2.1, ,50.0, ,56.7, 
