151,2/1/2022,32,0.09, ,0, ,292, ,7.0, ,72.2, ,44.1, ,54.6, ,81, ,25, ,48, ,35.4, ,1.6, ,39.4, ,57.3,Y
151,2/2/2022,33,0.12, ,0, ,369, ,3.3, ,58.0, ,42.7, ,52.2, ,30, ,20, ,25, ,17.4, ,5.9, ,141.5, ,55.5, 
151,2/3/2022,34,0.09,R,0, ,396,R,3.7, ,63.6, ,33.7, ,48.2, ,62, ,21, ,32, ,19.8, ,1.3, ,32.2, ,52.6, 
151,2/4/2022,35,0.09, ,0, ,410,R,4.6, ,65.6, ,30.7, ,47.9, ,66, ,23, ,40, ,25.1, ,1.1, ,27.5, ,51.2, 
151,2/5/2022,36,0.09,R,0, ,413,R,5.3, ,71.3, ,30.7, ,50.3, ,66, ,24, ,43, ,28.6, ,1.0, ,24.5, ,50.8, 
151,2/6/2022,37,0.10,R,0, ,411,R,5.9, ,78.0, ,30.2, ,53.5, ,81, ,20, ,42, ,31.1, ,1.3, ,31.9, ,50.8, 
151,2/7/2022,38,0.11, ,0, ,415,R,6.0, ,79.4, ,36.8, ,56.2, ,59, ,24, ,39, ,31.4, ,1.6, ,37.4, ,52.2, 
151,2/8/2022,39,0.10,R,0, ,412,R,6.6, ,80.6, ,32.6, ,56.0, ,74, ,27, ,43, ,34.0, ,1.1, ,27.4, ,52.0, 
151,2/9/2022,40,0.11, ,0, ,423,R,6.6, ,82.6, ,38.8, ,61.3, ,60, ,22, ,36, ,33.9, ,1.7, ,39.7, ,53.0, 
151,2/10/2022,41,0.12, ,0, ,416,R,8.1, ,78.4, ,47.3, ,63.8, ,60, ,29, ,40, ,39.1, ,2.6, ,61.3, ,55.0, 
151,2/11/2022,42,0.11,R,0, ,417,R,9.3, ,85.2,Y,39.4, ,61.8, ,82, ,31, ,49, ,42.7, ,1.2, ,27.9, ,55.2, 
151,2/12/2022,43,0.13, ,0, ,434,R,7.3, ,79.9, ,47.4, ,62.9, ,56, ,24, ,37, ,36.4, ,2.4, ,57.8, ,58.2, 
151,2/13/2022,44,0.11,R,0, ,441,R,8.8, ,82.7, ,39.2, ,59.6, ,76, ,31, ,50, ,41.1, ,1.0, ,25.2, ,58.7, 
151,2/14/2022,45,0.11,R,0, ,447,R,7.8, ,83.5, ,34.4, ,58.3, ,76, ,27, ,47, ,38.2, ,1.0, ,24.6, ,55.8, 
151,2/15/2022,46,0.14, ,0, ,414, ,7.7, ,75.0, ,44.4, ,60.7, ,65, ,27, ,43, ,37.9, ,3.9, ,94.0, ,56.0, 
151,2/16/2022,47,0.11,R,0, ,415, ,9.1, ,73.9, ,40.4, ,55.2, ,85, ,40, ,61, ,42.0, ,2.2, ,52.7, ,56.0, 
151,2/17/2022,48,0.12, ,0, ,446,R,6.7, ,70.3, ,40.7, ,56.2, ,76, ,28, ,43, ,34.2, ,2.8, ,66.6, ,55.7, 
151,2/18/2022,49,0.11, ,0, ,451,R,6.6, ,77.1, ,32.0, ,53.3, ,82, ,25, ,47, ,33.8, ,1.2, ,28.3, ,53.7, 
151,2/19/2022,50,0.12,R,0, ,453,R,8.1, ,83.5, ,35.9, ,58.2, ,80, ,25, ,49, ,39.2, ,1.3, ,32.2, ,53.5, 
151,2/20/2022,51,0.13, ,0, ,454,R,8.7, ,88.1,Y,36.3, ,59.2, ,79, ,32, ,51, ,40.9, ,2.0, ,47.6, ,53.8, 
151,2/21/2022,52,0.15, ,0, ,387, ,8.9, ,72.8, ,47.8, ,60.4, ,66, ,36, ,50, ,41.6, ,6.1, ,145.4, ,55.7, 
151,2/22/2022,53,0.15, ,0, ,445, ,9.0, ,72.0, ,46.2, ,58.5, ,79, ,39, ,54, ,41.9, ,6.2, ,148.3, ,56.5, 
151,2/23/2022,54,0.06, ,0, ,224, ,7.9, ,61.1, ,33.5, ,48.7, ,84, ,51, ,68, ,38.4, ,3.3, ,78.9, ,56.2, 
151,2/24/2022,55,0.11, ,0, ,476,R,5.7, ,64.2, ,30.2, ,46.0,Y,85, ,29, ,54,Y,30.3,Y,1.5, ,36.1, ,53.0, 
151,2/25/2022,56,0.12, ,0, ,478,R,5.1, ,66.2, ,28.2,Y,48.1, ,85, ,24, ,45, ,27.7, ,1.7, ,40.7, ,51.5, 
151,2/26/2022,57,0.13, ,0, ,488,R,4.6, ,69.5, ,35.7, ,51.8, ,57, ,24, ,35, ,25.2, ,1.8, ,42.4, ,51.4, 
151,2/27/2022,58,0.12, ,0, ,406, ,5.5, ,70.7, ,31.5, ,53.1, ,72, ,21, ,40, ,29.2, ,1.6, ,38.1, ,51.2, 
151,2/28/2022,59,0.15, ,0, ,486,R,6.7, ,81.1, ,37.3, ,60.6, ,62, ,19, ,37, ,34.4, ,1.8, ,43.6, ,52.5, 
