157,2/1/2022,32,0.09, ,0, ,332, ,5.2, ,61.7, ,33.6, ,50.3, ,97, ,20, ,42, ,28.1, ,4.5, ,107.6, ,48.7, 
157,2/2/2022,33,0.11, ,0, ,330, ,5.4, ,62.5, ,37.4, ,53.5, ,78, ,28, ,38, ,28.8, ,5.7, ,135.7, ,48.9, 
157,2/3/2022,34,0.06, ,0, ,273, ,7.8, ,62.7, ,32.5, ,44.9, ,96, ,47, ,77, ,38.0, ,2.0, ,48.9, ,48.8, 
157,2/4/2022,35,0.08, ,0, ,318, ,7.9, ,61.3, ,35.6, ,46.7, ,97, ,46, ,73, ,38.6, ,2.5, ,59.9, ,48.7, 
157,2/5/2022,36,0.07, ,0, ,282, ,7.9, ,61.8, ,34.9, ,44.9, ,96, ,49, ,78, ,38.5, ,2.0, ,48.2, ,48.7, 
157,2/6/2022,37,0.08, ,0, ,335, ,7.7, ,67.2, ,31.9, ,46.1, ,97, ,37, ,73, ,37.8, ,2.4, ,56.5, ,48.6, 
157,2/7/2022,38,0.08, ,0, ,330, ,9.1, ,66.3, ,34.3, ,48.4, ,98, ,49, ,78, ,42.0, ,2.3, ,55.0, ,48.7, 
157,2/8/2022,39,0.08, ,0, ,341, ,9.1, ,72.4, ,34.0, ,48.4, ,98, ,45, ,79, ,42.2, ,1.8, ,44.1, ,49.0, 
157,2/9/2022,40,0.09, ,0, ,318, ,8.7, ,71.8, ,38.5, ,52.1, ,97, ,37, ,66, ,41.0, ,2.1, ,50.1, ,49.4, 
157,2/10/2022,41,0.10, ,0, ,350, ,10.1, ,73.3, ,40.5, ,54.0, ,94, ,46, ,71, ,44.9, ,2.0, ,47.9, ,49.9, 
157,2/11/2022,42,0.09, ,0, ,340, ,10.8, ,74.8,Y,40.6, ,54.8, ,96, ,45, ,73, ,46.5, ,2.1, ,51.3, ,50.6, 
157,2/12/2022,43,0.09, ,0, ,333, ,11.6, ,70.1, ,43.2, ,55.4, ,98, ,56, ,77, ,48.5, ,2.7, ,65.1, ,51.2, 
157,2/13/2022,44,0.10, ,0, ,354, ,10.8, ,70.7, ,42.4, ,54.7, ,96, ,49, ,74, ,46.7, ,2.3, ,55.1, ,51.7, 
157,2/14/2022,45,0.07, ,0, ,285, ,10.2, ,59.7, ,39.9, ,49.8, ,99, ,69, ,84, ,45.1, ,3.7, ,89.6, ,51.9, 
157,2/15/2022,46,0.11, ,0, ,377, ,6.6, ,62.3, ,43.8, ,52.7, ,70, ,35, ,49, ,33.9, ,5.6, ,133.6, ,51.9, 
157,2/16/2022,47,0.13, ,0, ,377, ,7.1, ,70.6, ,45.1, ,59.8, ,58, ,30, ,40, ,35.6, ,5.0, ,120.5, ,51.9, 
157,2/17/2022,48,0.11, ,0, ,390, ,6.8, ,67.1, ,38.7, ,55.4, ,87, ,26, ,46, ,34.7, ,3.1, ,73.6, ,52.5, 
157,2/18/2022,49,0.10, ,0, ,374, ,7.8, ,65.5, ,34.8, ,47.8, ,96, ,39, ,69, ,38.2, ,2.1, ,51.2, ,52.1, 
157,2/19/2022,50,0.10, ,0, ,390, ,8.5, ,71.4, ,37.0, ,50.4, ,93, ,36, ,68, ,40.2, ,2.3, ,55.4, ,51.7, 
157,2/20/2022,51,0.07, ,0, ,259, ,9.1, ,61.0, ,35.8, ,48.1, ,98, ,57, ,79, ,42.0, ,4.1, ,97.9, ,51.5, 
157,2/21/2022,52,0.11, ,0.02, ,401, ,6.8, ,57.4, ,43.1, ,49.0, ,84, ,38, ,57, ,34.6, ,5.8, ,138.9, ,51.4, 
157,2/22/2022,53,0.10, ,0.04, ,405, ,6.8, ,53.0, ,33.9, ,44.7, ,91, ,47, ,67, ,34.6, ,4.7, ,111.9, ,51.2, 
157,2/23/2022,54,0.10, ,0, ,410, ,5.3, ,55.2, ,30.7, ,43.0, ,88, ,35, ,56, ,28.5, ,3.9, ,92.5, ,50.6, 
157,2/24/2022,55,0.10, ,0, ,410, ,6.3, ,56.4, ,27.8, ,41.5, ,97, ,40, ,71, ,32.6, ,2.7, ,65.9, ,49.6, 
157,2/25/2022,56,0.10, ,0, ,417, ,6.0, ,60.9, ,28.4, ,42.8, ,97, ,26, ,64, ,31.4, ,2.7, ,64.2, ,49.2, 
157,2/26/2022,57,0.06, ,0, ,233, ,7.2, ,56.4, ,30.0, ,44.4, ,96, ,49, ,72, ,36.1, ,2.3, ,55.1, ,49.1, 
157,2/27/2022,58,0.11, ,0, ,414, ,7.4, ,68.3, ,36.6, ,50.5, ,91, ,32, ,59, ,36.8, ,2.7, ,64.3, ,49.8, 
157,2/28/2022,59,0.12, ,0, ,421, ,8.2, ,74.7,Y,36.3, ,52.2, ,94, ,35, ,62, ,39.4, ,2.7, ,65.6, ,50.5, 
