239,2/1/2022,32,--,N,0, ,209, ,11.0, ,64.3, ,43.7, ,53.0, ,100, ,57, ,81, ,47.2, ,2.8, ,67.2, ,52.9, 
239,2/2/2022,33,--,N,0, ,369, ,6.0, ,69.6, ,35.0, ,49.2, ,100, ,12, ,50, ,31.5, ,3.5, ,83.3, ,52.3, 
239,2/3/2022,34,--,N,0, ,379, ,3.5, ,70.4, ,31.5, ,49.1, ,46, ,15, ,30, ,18.9, ,3.7, ,88.4, ,50.9, 
239,2/4/2022,35,--,N,0, ,386, ,4.1, ,83.5, ,35.3, ,52.7, ,46, ,16, ,30, ,22.1, ,4.0, ,96.7, ,51.4, 
239,2/5/2022,36,--,N,0, ,394, ,3.8, ,75.5, ,35.8, ,55.5, ,39, ,11, ,25, ,20.3, ,3.8, ,91.7, ,51.5, 
239,2/6/2022,37,--,N,0, ,395, ,3.6, ,81.4, ,39.1, ,59.1, ,37, ,9, ,21, ,19.5, ,3.5, ,84.3, ,53.0, 
239,2/7/2022,38,--,N,0, ,397, ,4.0, ,92.0,Y,42.1, ,60.1, ,33, ,12, ,23, ,21.9, ,4.2, ,100.4, ,54.1, 
239,2/8/2022,39,--,N,0, ,387, ,4.6, ,89.9,Y,43.2, ,62.6, ,38, ,11, ,24, ,25.3, ,3.6, ,86.8, ,54.8, 
239,2/9/2022,40,--,N,0, ,410, ,3.7, ,89.4,Y,46.5, ,65.1, ,31, ,6, ,17, ,19.8, ,4.2, ,100.6, ,56.3, 
239,2/10/2022,41,--,N,0, ,405, ,4.6, ,86.8, ,48.0, ,68.5,Y,31,H,12,H,19,Y,24.9,Y,5.2, ,125.4, ,58.0, 
239,2/11/2022,42,--,N,0, ,405, ,5.8, ,--,S,47.4, ,67.0,Y,41, ,12, ,26,Y,30.6,Y,3.8, ,92.3, ,58.6, 
239,2/12/2022,43,--,N,0, ,418, ,4.2, ,93.0,Y,46.9, ,69.3,Y,28, ,8, ,17,Y,23.0,Y,4.3, ,102.0, ,59.5, 
239,2/13/2022,44,--,N,0, ,427, ,4.3, ,--,S,43.8, ,66.9,Y,29, ,8, ,19,Y,23.2,Y,3.8, ,90.7, ,59.0, 
239,2/14/2022,45,--,N,0, ,426, ,4.8, ,--,S,46.6, ,62.7, ,51, ,8, ,25, ,26.1, ,4.5, ,107.8, ,59.2, 
239,2/15/2022,46,--,N,0.13, ,239, ,9.9, ,60.3, ,38.2, ,49.3, ,97, ,66, ,83, ,44.3, ,5.8, ,140.1, ,56.9, 
239,2/16/2022,47,--,N,0.21,H,406, ,8.4, ,63.2, ,35.9, ,48.7, ,99, ,44, ,72, ,40.1, ,3.9, ,93.1, ,53.6, 
239,2/17/2022,48,--,N,0.01,H,441, ,6.1, ,74.4, ,36.3, ,53.0, ,100, ,16, ,44, ,31.8, ,4.2, ,99.9, ,53.7, 
239,2/18/2022,49,--,N,0, ,448,R,5.0, ,81.0, ,36.8, ,56.4, ,56, ,12, ,32, ,26.9, ,3.6, ,85.9, ,53.1, 
239,2/19/2022,50,--,N,0, ,441, ,6.9, ,90.7,Y,41.9, ,62.4, ,53, ,17, ,36, ,35.0, ,3.9, ,93.4, ,54.4, 
239,2/20/2022,51,--,N,0, ,445, ,9.3, ,96.4,Y,41.4, ,59.7, ,91, ,22, ,53, ,42.7, ,5.0, ,119.6, ,55.3, 
239,2/21/2022,52,--,N,0, ,216, ,11.1, ,60.1, ,48.2, ,53.8, ,91, ,62, ,79, ,47.4, ,8.7,R,208.7,R,55.2, 
239,2/22/2022,53,--,N,0.06,H,269, ,9.6, ,56.4, ,42.9, ,49.1, ,90, ,56, ,80, ,43.4, ,8.5,R,204.3,R,53.6, 
239,2/23/2022,54,--,N,0.04,H,209, ,7.4, ,51.9, ,32.9, ,42.3, ,94, ,50, ,81, ,36.7, ,4.8, ,116.3, ,50.4, 
239,2/24/2022,55,--,N,0.23,H,472,R,4.8, ,57.1, ,28.3, ,41.9, ,93, ,19, ,54, ,26.3, ,3.4, ,82.5, ,49.2, 
239,2/25/2022,56,--,N,0, ,467, ,5.0, ,63.8, ,31.1, ,46.9, ,72, ,18, ,46, ,27.0, ,3.6, ,87.0, ,49.7, 
239,2/26/2022,57,--,N,0, ,461, ,5.3, ,78.8, ,35.1, ,52.7, ,74, ,19, ,39, ,28.6, ,3.8, ,91.3, ,50.5, 
239,2/27/2022,58,--,N,0, ,454, ,4.7, ,85.0, ,34.2, ,56.3, ,51, ,15, ,30, ,25.4, ,3.7, ,87.6, ,50.9, 
239,2/28/2022,59,--,N,0, ,489,R,4.3, ,87.5,Y,39.4, ,61.4, ,41, ,9, ,23, ,23.7, ,3.7, ,87.9, ,52.8, 
