259,2/1/2022,32,0.08, ,0, ,289, ,7.8, ,51.0, ,36.0, ,45.2, ,85, ,59, ,76, ,38.1, ,10.2, ,245.1, ,47.5,Y
259,2/2/2022,33,0.07, ,0, ,255, ,9.0, ,52.7, ,36.2, ,47.0, ,91, ,67, ,82, ,41.7, ,9.0, ,216.0, ,47.2,Y
259,2/3/2022,34,0.05, ,0, ,228, ,10.0, ,52.5, ,43.8, ,48.0, ,99, ,78, ,88, ,44.6, ,5.3, ,126.7, ,48.3, 
259,2/4/2022,35,0.04, ,0, ,179, ,9.9, ,53.3, ,37.9, ,45.7, ,99, ,80, ,95, ,44.3, ,4.4, ,105.7, ,48.7, 
259,2/5/2022,36,0.07, ,0, ,304, ,9.7, ,59.6, ,38.3, ,46.6, ,99, ,66, ,90, ,43.9, ,3.4, ,81.8, ,48.8, 
259,2/6/2022,37,0.05, ,0.00, ,256, ,9.4, ,58.4, ,34.1, ,43.9, ,99, ,70, ,97, ,43.0, ,4.2, ,100.9, ,48.1, 
259,2/7/2022,38,0.04, ,0.00, ,230, ,10.1, ,54.1, ,40.0, ,45.5, ,100, ,84, ,98, ,44.8, ,4.2, ,101.4, ,48.5, 
259,2/8/2022,39,0.07, ,0,R,447,R,10.7, ,58.3, ,38.5, ,49.4, ,100, ,73, ,89, ,46.4, ,4.8, ,115.2, ,49.2, 
259,2/9/2022,40,0.07, ,0.00, ,275, ,10.3, ,68.5, ,36.7, ,49.2, ,99, ,58, ,87, ,45.4, ,4.5, ,107.5, ,49.0, 
259,2/10/2022,41,0.09, ,0, ,323, ,11.6, ,76.7, ,41.6, ,53.8, ,100, ,51, ,82, ,48.5, ,4.8, ,115.6, ,51.7, 
259,2/11/2022,42,0.08, ,0, ,326, ,11.3, ,69.3, ,38.0, ,51.5, ,100, ,58, ,87, ,47.8, ,4.0, ,95.6, ,51.7, 
259,2/12/2022,43,0.08, ,0.01, ,324, ,11.0, ,60.4, ,36.9, ,48.2, ,100, ,80, ,95, ,46.9, ,3.7, ,89.2, ,51.3, 
259,2/13/2022,44,0.03, ,0.01, ,174, ,9.9, ,49.0, ,35.2, ,44.3, ,100, ,99, ,100, ,44.3, ,3.2, ,77.6, ,51.2, 
259,2/14/2022,45,0.04, ,0.01, ,181, ,10.6, ,54.9, ,43.6, ,47.7, ,99, ,81, ,94, ,46.0, ,5.6, ,133.7, ,51.5, 
259,2/15/2022,46,0.08, ,0, ,330, ,9.4, ,52.8, ,38.9, ,47.4, ,94, ,70, ,84, ,42.8, ,9.2, ,221.4, ,50.1, 
259,2/16/2022,47,0.07, ,0, ,277, ,10.3, ,54.1, ,43.1, ,49.0, ,99, ,79, ,87, ,45.2, ,10.0, ,240.2, ,50.1, 
259,2/17/2022,48,0.08, ,0, ,339, ,9.1, ,55.6, ,32.2, ,44.0, ,100, ,69, ,93, ,42.2, ,3.6, ,85.4, ,49.8, 
259,2/18/2022,49,0.07, ,0, ,342, ,10.4, ,55.7, ,42.5, ,46.9, ,99, ,81, ,95, ,45.5, ,4.3, ,104.1, ,50.7, 
259,2/19/2022,50,0.02, ,0.01, ,122, ,9.8, ,49.3, ,38.6, ,44.4, ,99, ,95, ,99, ,44.1, ,3.6, ,87.2, ,50.8, 
259,2/20/2022,51,0.06, ,0.05, ,262, ,9.7, ,51.8, ,44.1, ,46.9, ,99, ,75, ,88, ,43.7, ,8.7, ,209.1, ,50.6, 
259,2/21/2022,52,0.04, ,0.17, ,191, ,8.6, ,50.1, ,34.5, ,43.1, ,99, ,77, ,91, ,40.5, ,5.4, ,129.5, ,49.3, 
259,2/22/2022,53,0.06, ,0.13, ,289, ,7.4, ,47.7, ,30.9, ,40.0,Y,99, ,69, ,89,Y,36.9,Y,5.0, ,119.2, ,48.6,Y
259,2/23/2022,54,0.08,R,0.00, ,386, ,6.2,Y,48.4, ,28.2,Y,36.6,R,99, ,58, ,--,R,--,I,5.1, ,121.7, ,46.7,Y
259,2/24/2022,55,0.08, ,0, ,375, ,6.9, ,51.4, ,30.4,Y,38.4,Y,99, ,64, ,88,Y,35.0,Y,5.7, ,137.4, ,45.9,R
259,2/25/2022,56,0.08, ,0, ,378, ,7.6, ,55.5, ,30.1,Y,40.1,Y,99, ,57, ,90,Y,37.5,Y,5.7, ,137.3, ,45.8,R
259,2/26/2022,57,0.05, ,0, ,123, ,7.3, ,55.9, ,31.5, ,46.4, ,99, ,44, ,68, ,36.5, ,6.8, ,164.2, ,46.1,R
259,2/27/2022,58,0.12, ,0, ,304, ,9.5, ,67.1, ,46.3, ,55.9, ,85, ,47, ,63, ,43.3, ,7.4, ,177.7, ,49.4, 
259,2/28/2022,59,0.10, ,0, ,301, ,11.2, ,71.1, ,46.8, ,56.8, ,92, ,46, ,71, ,47.4, ,5.1, ,123.2, ,53.3, 
