139,2/1/2022,32,--,N,0, ,325, ,2.6,Y,59.7, ,47.2, ,53.6, ,25, ,14, ,18,Y,11.4,Y,7.5,Y,179.1,Y,48.3, 
139,2/2/2022,33,--,N,0.01,H,306, ,3.3,Y,60.6, ,45.3, ,53.8, ,36, ,15, ,23,Y,17.4,Y,6.7, ,160.4, ,48.4, 
139,2/3/2022,34,--,N,0, ,283, ,6.0, ,62.9, ,32.8, ,48.1, ,97, ,33, ,52, ,31.4, ,2.5, ,60.9, ,48.3, 
139,2/4/2022,35,--,N,0, ,315, ,6.7, ,65.1, ,31.5, ,46.7, ,100, ,32, ,62, ,34.2, ,2.4, ,58.3, ,48.1, 
139,2/5/2022,36,--,N,0, ,311, ,7.2, ,65.9, ,35.6, ,48.7, ,98, ,28, ,61, ,36.0, ,3.2, ,76.5, ,48.2, 
139,2/6/2022,37,--,N,0, ,330, ,7.3, ,70.5, ,29.2, ,46.7, ,100, ,26, ,67, ,36.4, ,2.0, ,47.8, ,48.2, 
139,2/7/2022,38,--,N,0, ,336, ,7.8, ,71.3, ,33.1, ,50.3, ,100, ,25, ,63, ,38.1, ,2.8, ,66.8, ,48.3, 
139,2/8/2022,39,--,N,0, ,341, ,8.1, ,73.1, ,38.2, ,53.2, ,92, ,26, ,59, ,39.1, ,3.1, ,74.1, ,48.6, 
139,2/9/2022,40,--,N,0, ,289, ,6.7, ,78.7,Y,35.1, ,57.5, ,90, ,17, ,42, ,34.3, ,3.6, ,86.4, ,48.9, 
139,2/10/2022,41,--,N,0, ,348, ,9.4, ,79.3,Y,45.0, ,63.4,Y,100, ,26, ,47,Y,43.0,Y,3.9, ,93.5, ,50.0, 
139,2/11/2022,42,--,N,0, ,354, ,11.0, ,77.3,Y,41.4, ,57.6, ,100, ,33, ,68, ,47.0, ,2.4, ,58.4, ,50.8, 
139,2/12/2022,43,--,N,0, ,354, ,10.0, ,75.9, ,42.0, ,57.4, ,100, ,31, ,62, ,44.6, ,2.8, ,66.3, ,51.4, 
139,2/13/2022,44,--,N,0, ,357, ,9.2, ,76.2,Y,41.7, ,58.0, ,91, ,28, ,56, ,42.4, ,2.9, ,68.9, ,51.6, 
139,2/14/2022,45,--,N,0, ,324, ,8.9, ,71.5, ,36.9, ,53.8, ,100, ,38, ,63, ,41.5, ,5.1, ,121.7, ,51.7, 
139,2/15/2022,46,--,N,0, ,380, ,4.4, ,61.8, ,45.5, ,54.2, ,54, ,19, ,31, ,23.9, ,7.3,Y,174.8,Y,51.5, 
139,2/16/2022,47,--,N,0, ,381, ,4.7, ,71.3, ,51.1, ,60.8, ,36, ,17, ,26, ,25.8, ,6.2, ,149.5, ,51.4, 
139,2/17/2022,48,--,N,0, ,392,R,5.1, ,68.0, ,39.0, ,56.9, ,71, ,20, ,32, ,27.7, ,4.8, ,114.4, ,51.9, 
139,2/18/2022,49,--,N,0, ,358, ,7.3, ,68.5, ,34.8, ,50.6, ,92, ,30, ,58, ,36.3, ,2.4, ,56.5, ,51.6, 
139,2/19/2022,50,--,N,0, ,386, ,8.2, ,72.1, ,34.9, ,52.9, ,100, ,29, ,60, ,39.3, ,2.5, ,59.1, ,51.3, 
139,2/20/2022,51,--,N,0, ,325, ,8.8, ,65.9, ,39.7, ,53.7, ,99, ,42, ,62, ,41.1, ,3.3, ,78.6, ,51.5, 
139,2/21/2022,52,--,N,0, ,389, ,5.4, ,60.0, ,41.7, ,51.1, ,66, ,25, ,42, ,28.9, ,5.3, ,126.6, ,51.6, 
139,2/22/2022,53,--,N,0.02, ,277, ,5.6, ,53.9, ,33.6, ,45.0, ,82, ,38, ,55, ,29.8, ,4.9, ,118.0, ,50.9, 
139,2/23/2022,54,--,N,0, ,428,R,3.1,Y,55.6, ,32.9, ,43.7, ,82, ,15, ,32,Y,16.0,Y,4.4, ,106.3, ,49.8, 
139,2/24/2022,55,--,N,0, ,417, ,3.5, ,58.0, ,23.7,Y,42.9, ,77, ,19, ,37, ,18.7, ,2.6, ,61.5, ,48.8, 
139,2/25/2022,56,--,N,0, ,432,R,4.4, ,61.6, ,27.7,Y,44.7, ,85, ,19, ,43, ,23.9, ,3.0, ,72.4, ,48.6, 
139,2/26/2022,57,--,N,0, ,264, ,5.7, ,59.1, ,28.3,Y,45.9, ,95, ,29, ,54, ,30.3, ,2.4, ,57.4, ,48.4, 
139,2/27/2022,58,--,N,0, ,426, ,6.8, ,71.4, ,35.2, ,52.6, ,84, ,25, ,50, ,34.7, ,2.7, ,65.4, ,48.8, 
139,2/28/2022,59,--,N,0, ,426, ,8.1, ,74.9, ,41.1, ,58.2, ,82, ,30, ,49, ,39.0, ,3.0, ,72.0, ,49.9, 
