261,2/1/2022,32,0.05, ,0, ,304, ,3.6, ,42.7, ,13.9, ,28.0, ,92, ,38, ,68, ,19.0, ,3.5, ,85.0, ,35.6, 
261,2/2/2022,33,0.05, ,0, ,287, ,4.1, ,47.0, ,15.7, ,29.5, ,91, ,48, ,75, ,22.5, ,2.9, ,69.0, ,35.3, 
261,2/3/2022,34,0.05, ,0, ,273, ,4.5, ,52.5, ,21.6, ,32.2, ,93, ,39, ,73, ,24.6, ,2.4, ,58.8, ,35.5, 
261,2/4/2022,35,0.05, ,0, ,252, ,4.6, ,52.7, ,19.4, ,32.8, ,90, ,42, ,72, ,24.9, ,2.2, ,52.3, ,35.7, 
261,2/5/2022,36,0.06, ,0, ,315, ,4.5, ,54.2, ,18.2, ,32.9, ,92, ,40, ,71, ,24.6, ,2.7, ,64.3, ,36.0, 
261,2/6/2022,37,0.06, ,0, ,323,R,4.3, ,58.6, ,17.9, ,34.1, ,90, ,30, ,64, ,23.3, ,2.4, ,58.5, ,36.0, 
261,2/7/2022,38,0.06, ,0, ,311, ,4.4, ,57.7, ,17.6, ,34.9, ,89, ,32, ,65, ,24.2, ,2.5, ,60.6, ,36.2, 
261,2/8/2022,39,0.07, ,0, ,325, ,4.8, ,60.2, ,19.6, ,36.2, ,90, ,29, ,66, ,26.0, ,2.6, ,62.6, ,36.6, 
261,2/9/2022,40,0.08, ,0, ,318, ,5.9, ,66.4, ,22.8, ,42.8, ,89, ,36, ,63, ,31.1, ,3.2, ,77.9, ,37.4, 
261,2/10/2022,41,0.07, ,0, ,330, ,6.8, ,66.4, ,26.6, ,43.4, ,95, ,38, ,71, ,34.7, ,2.5, ,60.9, ,38.6, 
261,2/11/2022,42,0.07, ,0, ,335, ,6.6, ,66.7, ,24.3, ,41.2, ,98, ,40, ,75, ,34.0, ,2.5, ,59.6, ,39.1, 
261,2/12/2022,43,0.08, ,0, ,347,R,5.7, ,63.7, ,22.1, ,39.7, ,95, ,32, ,69, ,30.3, ,2.3, ,56.4, ,39.1, 
261,2/13/2022,44,0.07, ,0, ,324, ,6.3, ,64.1, ,21.7, ,41.1, ,96, ,38, ,72, ,32.8, ,2.4, ,56.6, ,39.2, 
261,2/14/2022,45,0.10, ,0.04, ,303, ,6.0, ,60.8, ,30.4, ,42.4, ,95, ,26, ,65, ,31.5, ,6.4, ,154.7, ,40.1, 
261,2/15/2022,46,0.07, ,0, ,362,R,4.9, ,47.6, ,23.1, ,34.0, ,91, ,49, ,75, ,26.8, ,4.4, ,106.0, ,40.1, 
261,2/16/2022,47,0.08, ,0, ,353, ,5.1, ,52.7, ,20.9, ,34.3, ,94, ,47, ,76, ,27.7, ,3.6, ,85.7, ,39.4, 
261,2/17/2022,48,0.07, ,0, ,361, ,5.1, ,56.4, ,17.9, ,34.8, ,96, ,43, ,74, ,27.3, ,2.7, ,64.2, ,39.1, 
261,2/18/2022,49,0.08, ,0, ,371,R,4.9, ,60.9, ,19.3, ,37.2, ,91, ,32, ,66, ,26.8, ,2.9, ,68.8, ,39.3, 
261,2/19/2022,50,0.09, ,0, ,373, ,5.4, ,63.8, ,20.5, ,40.0, ,92, ,31, ,65, ,29.1, ,2.7, ,64.5, ,39.5, 
261,2/20/2022,51,0.09, ,0, ,336, ,4.9, ,52.1, ,24.2, ,37.1, ,90, ,38, ,66, ,26.8, ,6.1, ,147.5, ,39.9, 
261,2/21/2022,52,0.05, ,0, ,203, ,4.3, ,41.4, ,18.5, ,30.5, ,89, ,48, ,74, ,23.3, ,4.6, ,111.3, ,39.2, 
261,2/22/2022,53,0.05, ,0.07, ,247, ,4.1, ,38.5, ,18.6, ,28.8, ,97, ,53, ,76, ,22.2, ,3.7, ,89.3, ,38.8, 
261,2/23/2022,54,0.06, ,0, ,583,R,2.8, ,37.9, ,15.2, ,26.8, ,84, ,38, ,57, ,13.5, ,3.2, ,77.4, ,37.3, 
261,2/24/2022,55,0.08, ,0, ,397,R,2.9, ,47.1, ,9.9,Y,26.6, ,85, ,28, ,59, ,14.3, ,3.6, ,85.9, ,36.6, 
261,2/25/2022,56,0.08, ,0, ,411,R,3.4, ,48.1, ,11.6,Y,27.8, ,89, ,33, ,65, ,17.7, ,2.7, ,64.8, ,36.5, 
261,2/26/2022,57,0.08, ,0, ,250, ,3.9, ,50.0, ,14.2, ,35.2, ,87, ,26, ,55, ,20.9, ,7.6, ,182.9, ,36.7, 
261,2/27/2022,58,0.10, ,0.01, ,243, ,6.5, ,58.7, ,34.1, ,46.3, ,82, ,39, ,61, ,33.5, ,9.7, ,232.4, ,38.6, 
261,2/28/2022,59,0.11,R,0, ,196, ,7.7, ,66.3, ,33.6, ,53.2,Y,83,H,41,H,55,Y,37.7,Y,10.5,Y,252.4,Y,39.9, 
