90,2/1/2022,32,0.05, ,0, ,319,R,2.6, ,38.3, ,11.9, ,24.3, ,85, ,22, ,59, ,12.0, ,3.7, ,87.7, ,33.8, 
90,2/2/2022,33,0.05, ,0, ,312, ,2.7, ,41.1, ,12.3, ,24.6, ,87, ,29, ,61, ,13.1, ,3.5, ,83.5, ,33.4, 
90,2/3/2022,34,0.06, ,0, ,315, ,3.5, ,48.6, ,14.2, ,29.3, ,91, ,36, ,63, ,18.5, ,3.6, ,87.3, ,33.2, 
90,2/4/2022,35,0.08, ,0, ,310, ,3.5, ,53.1, ,15.5, ,32.5, ,94, ,25, ,57, ,18.8, ,5.3, ,128.2, ,33.2, 
90,2/5/2022,36,0.06, ,0, ,328,R,3.6, ,54.6, ,13.7, ,31.4, ,95, ,28, ,60, ,19.3, ,2.8, ,68.1, ,33.3, 
90,2/6/2022,37,0.07, ,0, ,331,R,3.4, ,60.2, ,14.4, ,33.4, ,92, ,17, ,53, ,18.0, ,3.5, ,82.9, ,33.4, 
90,2/7/2022,38,0.07, ,0, ,344,R,3.4, ,62.1, ,15.8, ,36.1, ,88, ,14, ,47, ,17.8, ,3.1, ,74.7, ,33.7, 
90,2/8/2022,39,0.07, ,0, ,343,R,3.5, ,61.4, ,16.2, ,35.1, ,92, ,13, ,50, ,18.5, ,2.9, ,70.7, ,34.2, 
90,2/9/2022,40,0.08, ,0, ,336, ,4.8, ,61.8, ,22.2, ,39.4, ,89, ,32, ,58, ,26.0, ,4.3, ,103.3, ,34.9, 
90,2/10/2022,41,0.07, ,0, ,345,R,5.5, ,64.6, ,21.2, ,40.8, ,96, ,28, ,63, ,29.3, ,3.1, ,74.6, ,36.1, 
90,2/11/2022,42,0.08, ,0, ,358,R,4.1, ,66.4,Y,18.6, ,39.9, ,96, ,13, ,49, ,22.5, ,3.3, ,78.8, ,36.9, 
90,2/12/2022,43,0.10, ,0, ,364,R,4.1, ,63.8, ,18.6, ,38.7, ,92, ,21, ,51, ,22.1, ,4.3, ,103.2, ,37.0, 
90,2/13/2022,44,0.09, ,0, ,360,R,4.5, ,65.6,Y,19.0, ,40.7, ,95, ,21, ,52, ,24.5, ,3.7, ,88.4, ,37.2, 
90,2/14/2022,45,0.11, ,0, ,286, ,5.0, ,57.1, ,25.5, ,40.3, ,97, ,31, ,59, ,27.2, ,9.2, ,220.0, ,37.9, 
90,2/15/2022,46,0.07,R,0.23,H,345, ,4.2, ,39.8, ,21.4, ,29.7, ,89, ,57, ,75, ,22.7, ,5.4, ,128.4, ,37.8, 
90,2/16/2022,47,0.07, ,0, ,320, ,4.3, ,44.3, ,18.2, ,30.3, ,95, ,49, ,75, ,23.4, ,5.1, ,122.0, ,36.4, 
90,2/17/2022,48,0.07, ,0, ,375,R,4.1, ,51.7, ,18.3, ,33.6, ,90, ,28, ,63, ,22.2, ,3.1, ,74.6, ,36.1, 
90,2/18/2022,49,0.08, ,0, ,386,R,4.6, ,60.0, ,21.7, ,37.5, ,95, ,27, ,60, ,25.0, ,2.7, ,65.4, ,36.7, 
90,2/19/2022,50,0.10, ,0, ,396,R,4.6, ,61.3, ,21.8, ,39.3, ,93, ,24, ,56, ,24.8, ,3.8, ,91.4, ,37.7, 
90,2/20/2022,51,0.08, ,0, ,286, ,4.3, ,47.7, ,23.6, ,34.7, ,90, ,36, ,62, ,23.2, ,6.8, ,162.8, ,38.0, 
90,2/21/2022,52,0.04, ,0, ,201, ,3.6, ,35.0, ,15.5, ,26.0, ,94, ,45, ,76, ,19.4, ,5.9, ,141.5, ,37.0, 
90,2/22/2022,53,0.06, ,0.13, ,345, ,2.9, ,27.0, ,12.6, ,20.2, ,90, ,66, ,78, ,14.4, ,8.8, ,210.0, ,36.5, 
90,2/23/2022,54,0.05,R,0.00,H,426,R,1.9,Y,27.0, ,4.8,Y,13.9,Y,87, ,47, ,66,Y,4.6,Y,5.4, ,129.0, ,35.3, 
90,2/24/2022,55,0.06, ,0, ,366, ,2.4, ,37.0, ,4.6,Y,20.1,Y,89, ,34, ,64,Y,10.1,Y,3.7, ,88.3, ,34.4, 
90,2/25/2022,56,0.07, ,0, ,433,R,2.7, ,43.0, ,9.3, ,25.5, ,82, ,29, ,59, ,13.1, ,3.8, ,90.1, ,33.9, 
90,2/26/2022,57,0.11, ,0, ,385, ,3.4, ,50.5, ,18.3, ,34.4, ,72, ,30, ,50, ,17.8, ,7.6, ,181.4, ,33.8, 
90,2/27/2022,58,0.10, ,0, ,452,R,6.1, ,55.1, ,29.9, ,45.2, ,86, ,43, ,60, ,32.1, ,8.4, ,200.7, ,35.6, 
90,2/28/2022,59,0.12, ,0, ,372, ,6.3, ,61.4, ,27.2, ,45.1, ,86, ,35, ,62, ,32.7, ,6.0, ,145.1, ,36.9, 
