88,2/1/2022,32,0.07, ,0, ,242, ,4.9, ,52.3, ,29.5, ,41.5, ,76, ,31, ,55, ,26.4, ,5.5, ,130.8, ,47.0, 
88,2/2/2022,33,0.09, ,0, ,355, ,3.9, ,54.6, ,24.4, ,38.0, ,85, ,25, ,51, ,21.4, ,5.4, ,130.2, ,45.9, 
88,2/3/2022,34,0.09, ,0, ,343, ,4.0, ,62.2, ,24.1, ,40.8, ,72, ,24, ,47, ,22.0, ,4.9, ,118.0, ,46.2, 
88,2/4/2022,35,0.12, ,0, ,359, ,3.7, ,63.0, ,26.3, ,43.6, ,71, ,15, ,38, ,20.0, ,5.2, ,125.1, ,46.9, 
88,2/5/2022,36,0.10, ,0, ,372, ,4.0, ,61.5, ,24.8, ,42.3, ,70, ,21, ,43, ,21.7, ,5.1, ,122.7, ,47.1, 
88,2/6/2022,37,0.11, ,0, ,374, ,3.5, ,74.4, ,26.2, ,47.9, ,68, ,11, ,30, ,18.4, ,4.8, ,115.3, ,47.9, 
88,2/7/2022,38,0.13, ,0, ,376, ,3.7, ,75.1, ,32.2, ,51.5, ,61, ,9, ,28, ,19.7, ,5.3, ,127.4, ,49.6, 
88,2/8/2022,39,0.12, ,0, ,365, ,5.3, ,71.4, ,31.3, ,48.5, ,71, ,20, ,45, ,28.3, ,5.2, ,124.1, ,50.6, 
88,2/9/2022,40,0.13, ,0, ,379, ,5.4, ,76.0, ,32.2, ,51.6, ,70, ,18, ,41, ,28.8, ,5.9, ,142.4, ,51.4, 
88,2/10/2022,41,0.13, ,0, ,379, ,5.8, ,80.0, ,35.0, ,53.7, ,64, ,18, ,41, ,30.6, ,5.4, ,129.9, ,52.7, 
88,2/11/2022,42,0.14, ,0, ,382, ,5.4, ,79.8, ,38.8, ,55.0, ,62, ,14, ,36, ,28.8, ,5.8, ,139.1, ,53.9, 
88,2/12/2022,43,0.15, ,0, ,390, ,3.9, ,84.2,Y,36.1, ,58.0, ,55, ,7, ,24, ,21.2, ,5.1, ,122.8, ,54.8, 
88,2/13/2022,44,0.16, ,0, ,395, ,4.0, ,81.5,Y,38.9, ,56.6, ,43, ,9, ,26, ,21.9, ,6.2, ,149.7, ,55.8, 
88,2/14/2022,45,0.14, ,0, ,393, ,4.4, ,77.9, ,37.1, ,54.4, ,100, ,9, ,31, ,24.1, ,5.6, ,134.7, ,56.6, 
88,2/15/2022,46,0.06, ,0, ,269, ,7.3, ,51.7, ,32.0, ,41.2, ,100, ,47, ,83, ,36.6, ,4.7, ,112.1, ,--,S
88,2/16/2022,47,0.11, ,0, ,409, ,4.5, ,61.9, ,27.8, ,43.1, ,90, ,22, ,47, ,24.4, ,5.1, ,121.4, ,52.5, 
88,2/17/2022,48,0.12, ,0, ,413, ,3.8, ,68.5, ,26.7, ,46.7, ,72, ,12, ,35, ,20.3, ,4.5, ,107.9, ,52.8, 
88,2/18/2022,49,0.14, ,0, ,409, ,4.3, ,67.8, ,31.0, ,47.6, ,61, ,18, ,38, ,23.3, ,6.0, ,143.7, ,53.4, 
88,2/19/2022,50,0.14, ,0, ,376, ,4.7, ,70.0, ,29.8, ,48.5, ,66, ,19, ,40, ,25.6, ,5.5, ,131.0, ,53.6, 
88,2/20/2022,51,0.14, ,0, ,387, ,5.3, ,71.9, ,32.4, ,51.2, ,98, ,15, ,42, ,28.7, ,5.9, ,141.4, ,54.0, 
88,2/21/2022,52,0.10, ,0, ,428, ,6.7, ,57.7, ,30.6, ,44.3, ,98, ,35, ,67, ,34.2, ,4.7, ,111.8, ,55.1, 
88,2/22/2022,53,0.07, ,0.00, ,291, ,6.3, ,50.5, ,30.3, ,37.9, ,100, ,47, ,81, ,32.8, ,4.9, ,118.8, ,59.4,H
88,2/23/2022,54,0.06, ,0.05, ,276, ,5.1, ,45.8, ,25.1, ,34.5,Y,100, ,46, ,76,Y,27.7,Y,4.6, ,110.3, ,--,S
88,2/24/2022,55,0.11, ,0, ,448, ,3.3, ,54.0, ,21.7,Y,36.5, ,90, ,20, ,46, ,17.5, ,5.1, ,121.4, ,47.9, 
88,2/25/2022,56,0.12, ,0, ,447, ,3.1,Y,56.2, ,22.4, ,37.9, ,68, ,19, ,40,Y,15.6,Y,5.3, ,128.1, ,48.7, 
88,2/26/2022,57,0.11, ,0, ,388, ,3.6, ,60.6, ,23.7, ,41.7, ,71, ,20, ,40, ,19.0, ,5.2, ,123.9, ,49.2, 
88,2/27/2022,58,0.15, ,0, ,420, ,3.8, ,64.7, ,29.6, ,45.3, ,65, ,16, ,37, ,20.7, ,6.6, ,157.2, ,50.4, 
88,2/28/2022,59,0.16, ,0, ,466, ,3.7, ,73.7, ,29.4, ,48.7, ,62, ,12, ,32, ,20.2, ,6.4, ,153.6, ,51.8, 
