264,2/1/2022,32,0.06, ,0, ,312, ,2.9, ,33.5, ,14.5, ,25.8, ,87, ,49, ,61, ,14.2, ,8.1, ,195.5, ,32.2, 
264,2/2/2022,33,0.06, ,0, ,308, ,2.9, ,33.8, ,11.4, ,22.9, ,93, ,52, ,70, ,14.6, ,6.8, ,162.1, ,31.8, 
264,2/3/2022,34,0.06, ,0, ,300, ,3.6, ,42.1, ,11.7, ,26.3, ,94, ,50, ,74, ,19.0, ,5.5, ,131.5, ,31.2, 
264,2/4/2022,35,0.06, ,0, ,318, ,4.2, ,45.2, ,17.4, ,30.1, ,96, ,54, ,74, ,22.7, ,4.0, ,95.0, ,31.6, 
264,2/5/2022,36,0.06, ,0, ,320, ,4.4, ,46.2, ,17.3, ,30.7, ,99, ,46, ,76, ,24.0, ,4.5, ,106.9, ,32.0, 
264,2/6/2022,37,0.09, ,0, ,323, ,4.2, ,47.4, ,16.9, ,33.0, ,96, ,46, ,66, ,22.9, ,7.5, ,180.9, ,32.1, 
264,2/7/2022,38,0.06, ,0, ,332, ,4.6, ,49.6, ,20.5, ,32.2, ,96, ,46, ,75, ,25.1, ,2.3, ,54.9, ,32.1, 
264,2/8/2022,39,0.07, ,0, ,327, ,4.8, ,53.1, ,19.8, ,34.0, ,100, ,44, ,72, ,25.9, ,4.1, ,97.2, ,32.1, 
264,2/9/2022,40,0.08, ,0, ,316, ,5.0, ,53.2, ,22.8, ,37.4, ,97, ,42, ,66, ,27.3, ,5.1, ,123.3, ,32.1, 
264,2/10/2022,41,0.10, ,0, ,337, ,6.1, ,57.7, ,26.9, ,41.8, ,96, ,45, ,67, ,31.8, ,7.6, ,182.1, ,33.7, 
264,2/11/2022,42,0.08, ,0, ,345, ,6.0, ,61.1, ,26.1, ,40.3, ,99, ,38, ,71, ,31.5, ,5.1, ,121.6, ,35.2, 
264,2/12/2022,43,0.08, ,0, ,346, ,6.1, ,60.1, ,26.4, ,39.3, ,98, ,44, ,74, ,31.8, ,2.8, ,66.8, ,36.5, 
264,2/13/2022,44,0.08, ,0, ,348, ,5.8, ,63.0, ,25.6, ,39.5, ,99, ,29, ,70, ,30.7, ,2.6, ,63.5, ,37.6, 
264,2/14/2022,45,0.11, ,0, ,301, ,5.5, ,55.8, ,27.0, ,39.8, ,99, ,35, ,66, ,29.4, ,9.5, ,227.6, ,37.5, 
264,2/15/2022,46,0.08, ,0.01, ,316, ,4.1, ,37.9, ,26.8, ,32.0, ,98, ,58, ,68, ,22.6, ,10.5,Y,251.8,Y,36.7, 
264,2/16/2022,47,0.08, ,0, ,382, ,4.5, ,44.9, ,21.4, ,33.2, ,93, ,55, ,70, ,24.6, ,7.3, ,175.4, ,36.2, 
264,2/17/2022,48,0.09, ,0, ,364, ,4.5, ,49.7, ,27.1, ,36.2, ,91, ,36, ,63, ,24.8, ,7.8, ,187.5, ,36.7, 
264,2/18/2022,49,0.11, ,0, ,2, ,5.1, ,48.7, ,28.7, ,38.2, ,98, ,35, ,65, ,27.4, ,6.0, ,145.1, ,39.3, 
264,2/19/2022,50,0.09, ,0, ,378, ,4.9, ,59.1, ,22.4, ,37.8, ,97, ,25, ,63, ,26.5, ,3.4, ,81.7, ,38.0, 
264,2/20/2022,51,0.11, ,0, ,335, ,4.6, ,53.3, ,25.3, ,37.5, ,96, ,30, ,61, ,25.3, ,7.5, ,179.7, ,37.7, 
264,2/21/2022,52,0.07, ,0.13,H,363, ,3.9, ,36.0, ,23.1, ,29.0, ,99, ,48, ,72, ,21.1, ,7.9, ,190.0, ,36.9, 
264,2/22/2022,53,0.04, ,0.06,H,287, ,3.2, ,29.1,Y,15.4, ,22.7, ,88, ,70, ,77, ,16.7, ,6.0, ,144.6, ,35.0, 
264,2/23/2022,54,0.06, ,0, ,398, ,2.5, ,29.3,Y,8.2,Y,20.6,Y,87, ,46, ,65,Y,10.8,Y,4.8, ,116.2, ,34.4, 
264,2/24/2022,55,0.07, ,0, ,403, ,2.7, ,43.7, ,6.9,Y,23.7, ,88, ,35, ,61, ,12.3, ,4.5, ,108.6, ,33.6, 
264,2/25/2022,56,0.09, ,0, ,406, ,3.4, ,39.1, ,16.5, ,28.0, ,92, ,44, ,66, ,18.1, ,8.9, ,213.7, ,33.5, 
264,2/26/2022,57,0.07, ,0, ,356, ,4.2, ,47.0, ,19.0, ,31.8, ,88, ,39, ,70, ,23.2, ,3.4, ,80.8, ,33.9, 
264,2/27/2022,58,0.10, ,0, ,376, ,6.0, ,57.7, ,28.1, ,40.8, ,98, ,40, ,69, ,31.4, ,3.1, ,75.2, ,36.9, 
264,2/28/2022,59,0.11, ,0, ,404, ,5.7, ,64.3, ,25.4, ,41.6, ,99, ,25, ,64, ,30.4, ,2.8, ,66.8, ,39.2, 
