218,2/1/2022,32,0.07, ,0, ,205, ,6.5, ,67.7, ,45.1, ,54.4, ,57, ,27, ,45, ,33.5, ,3.3, ,79.6, ,54.2, 
218,2/2/2022,33,0.21, ,0, ,367, ,2.3,Y,62.3, ,44.2, ,54.8, ,28, ,9, ,16,Y,8.8,Y,11.8,R,282.2,R,53.6, 
218,2/3/2022,34,0.12, ,0, ,380, ,3.2, ,67.2, ,34.7, ,51.0, ,44, ,12, ,25, ,16.2, ,4.5, ,108.1, ,52.5, 
218,2/4/2022,35,0.12, ,0, ,392,R,3.5, ,69.0, ,34.4, ,50.7, ,52, ,11, ,28, ,18.8, ,5.1, ,122.6, ,52.5, 
218,2/5/2022,36,0.12, ,0, ,401,R,3.8, ,73.6, ,34.0, ,52.0, ,53, ,9, ,29, ,20.6, ,4.5, ,108.0, ,52.3, 
218,2/6/2022,37,0.16, ,0, ,399,R,3.7, ,80.1, ,38.4, ,60.1, ,46, ,8, ,21, ,20.0, ,6.0, ,142.9, ,52.6, 
218,2/7/2022,38,0.13, ,0, ,400, ,4.1, ,77.7, ,39.5, ,58.0, ,52, ,10, ,25, ,22.3, ,4.7, ,111.9, ,53.2, 
218,2/8/2022,39,0.14, ,0, ,392, ,4.7, ,81.5, ,37.9, ,60.1, ,54, ,11, ,27, ,25.8, ,4.9, ,117.9, ,53.6, 
218,2/9/2022,40,0.21, ,0, ,414,R,3.8, ,85.6, ,46.6, ,68.8, ,37, ,8, ,16, ,20.5, ,7.8, ,186.4, ,54.4, 
218,2/10/2022,41,0.22, ,0, ,405, ,5.3, ,83.2, ,53.0, ,71.9,Y,42, ,14, ,20,Y,28.5,Y,8.3, ,199.5, ,55.4, 
218,2/11/2022,42,0.18, ,0, ,405, ,5.7, ,90.7, ,46.7, ,68.0, ,47, ,9, ,25, ,30.5, ,5.5, ,131.7, ,56.0, 
218,2/12/2022,43,0.16, ,0, ,420,R,4.8, ,87.0, ,48.7, ,67.9,H,50,H,8,H,21, ,26.3, ,5.0, ,119.5, ,56.6, 
218,2/13/2022,44,0.15, ,0, ,430,R,5.3, ,85.1, ,40.0, ,58.8, ,58, ,10, ,32, ,28.7, ,4.6, ,110.5, ,56.5, 
218,2/14/2022,45,0.15, ,0, ,430,R,4.8, ,79.1, ,39.1, ,58.6, ,58, ,9, ,29, ,26.2, ,4.6, ,110.2, ,56.1, 
218,2/15/2022,46,0.20, ,0, ,397, ,5.8, ,73.2, ,43.1, ,58.6, ,51, ,19, ,34, ,30.6, ,9.0,Y,217.0,Y,56.0, 
218,2/16/2022,47,0.16, ,0, ,416, ,6.2, ,75.4, ,42.5, ,60.2, ,57, ,19, ,35, ,32.4, ,6.4, ,153.5, ,55.8, 
218,2/17/2022,48,0.20, ,0, ,570,R,4.2, ,72.3, ,42.0, ,60.3, ,43, ,13, ,24, ,22.9, ,8.1, ,193.8, ,55.9, 
218,2/18/2022,49,0.14, ,0, ,446,R,4.8, ,77.6, ,36.1, ,55.3, ,59, ,11, ,32, ,25.9, ,4.6, ,111.2, ,55.3, 
218,2/19/2022,50,0.14, ,0, ,447,R,6.0, ,79.8, ,39.1, ,57.8, ,64, ,15, ,37, ,31.5, ,4.2, ,101.3, ,55.6, 
218,2/20/2022,51,0.17, ,0, ,446, ,6.5, ,76.1, ,37.9, ,60.1, ,70, ,15, ,36, ,33.4, ,5.6, ,135.3, ,55.8, 
218,2/21/2022,52,0.21, ,0, ,420, ,7.7, ,72.8, ,51.7, ,62.2, ,56, ,25, ,40, ,37.8, ,9.6,Y,229.5,Y,56.4, 
218,2/22/2022,53,0.19, ,0.00,H,399, ,6.7, ,67.7, ,46.8, ,58.0, ,62, ,28, ,40, ,34.1, ,10.0,Y,240.7,Y,56.1, 
218,2/23/2022,54,0.09, ,0, ,291, ,6.2, ,57.1,Y,39.5, ,49.8, ,71, ,34, ,51, ,32.2, ,5.8, ,139.5, ,55.5, 
218,2/24/2022,55,0.13, ,0, ,469,R,4.5, ,61.5, ,31.5, ,46.9, ,73, ,15, ,41, ,24.3, ,4.8, ,115.8, ,54.4, 
218,2/25/2022,56,0.14, ,0, ,469,R,4.2, ,71.2, ,31.0, ,50.6, ,67, ,10, ,33, ,22.8, ,4.8, ,114.3, ,53.9, 
218,2/26/2022,57,0.16, ,0, ,478,R,3.6, ,71.3, ,36.4, ,54.7, ,57, ,10, ,24, ,19.1, ,4.9, ,116.6, ,54.2, 
218,2/27/2022,58,0.15, ,0, ,437, ,4.2, ,76.3, ,33.1, ,53.8, ,61, ,9, ,30, ,23.0, ,4.7, ,113.1, ,54.0, 
218,2/28/2022,59,0.21, ,0, ,489,R,4.3, ,83.2, ,38.8, ,62.4, ,51, ,8, ,22, ,23.2, ,6.3, ,152.0, ,54.4, 
