210,2/1/2022,32,0.09, ,0, ,342, ,6.2, ,61.6, ,35.2, ,46.9, ,94, ,26, ,57, ,32.5, ,3.4, ,81.5, ,54.3, 
210,2/2/2022,33,0.10, ,0, ,349, ,4.1,Y,65.8, ,33.9, ,48.1, ,62, ,15, ,36,Y,22.3,Y,3.4, ,81.2, ,54.0, 
210,2/3/2022,34,0.09, ,0, ,332, ,7.2, ,63.1, ,35.5, ,47.3, ,89, ,34, ,65, ,36.0, ,3.4, ,82.0, ,53.9, 
210,2/4/2022,35,0.09, ,0, ,345, ,7.9, ,63.9, ,35.6, ,48.4, ,85, ,39, ,68, ,38.3, ,3.6, ,86.3, ,53.9, 
210,2/5/2022,36,0.09, ,0, ,309, ,7.1, ,70.1, ,39.6, ,51.9, ,74, ,30, ,54, ,35.8, ,2.9, ,70.4, ,54.1, 
210,2/6/2022,37,0.10, ,0, ,363, ,7.8, ,71.2, ,37.5, ,52.3, ,77, ,31, ,58, ,38.1, ,3.2, ,75.7, ,54.4, 
210,2/7/2022,38,0.09, ,0, ,361, ,8.9, ,62.7, ,35.9, ,49.5, ,93, ,44, ,74, ,41.6, ,3.7, ,89.3, ,54.7, 
210,2/8/2022,39,0.11, ,0, ,367, ,8.2, ,76.6, ,40.1, ,55.3, ,87, ,25, ,55, ,39.5, ,3.4, ,81.1, ,54.9, 
210,2/9/2022,40,0.12,R,0, ,367, ,7.4, ,83.6,Y,44.2, ,61.2, ,61, ,18, ,40, ,36.8, ,3.2, ,77.5, ,55.6, 
210,2/10/2022,41,0.13, ,0, ,376, ,7.0, ,83.9,Y,44.4, ,60.3, ,56, ,19, ,39, ,35.5, ,3.6, ,85.4, ,56.4, 
210,2/11/2022,42,0.13, ,0, ,375, ,8.6, ,86.0,Y,46.3, ,62.6, ,66, ,21, ,44, ,40.6, ,3.1, ,74.4, ,56.9, 
210,2/12/2022,43,0.12, ,0, ,375, ,9.6, ,78.4, ,48.8, ,59.5, ,77, ,30, ,55, ,43.4, ,3.6, ,87.2, ,57.7, 
210,2/13/2022,44,0.11, ,0, ,381, ,9.9, ,66.7, ,43.5, ,53.6, ,100, ,42, ,71, ,44.4, ,4.0, ,95.1, ,57.7, 
210,2/14/2022,45,0.02, ,0.03, ,97, ,10.9, ,54.2, ,43.0, ,49.4, ,100, ,81, ,91, ,46.8, ,3.8, ,90.3, ,57.7, 
210,2/15/2022,46,0.11, ,0, ,384, ,8.7, ,57.8, ,39.6, ,50.6, ,90, ,47, ,69, ,40.9, ,5.2,Y,124.1,Y,57.1, 
210,2/16/2022,47,0.10, ,0, ,389, ,8.6, ,60.8, ,35.3, ,47.6, ,89, ,52, ,76, ,40.6, ,3.5, ,83.5, ,56.6, 
210,2/17/2022,48,0.12, ,0, ,404, ,6.6, ,68.7, ,37.4, ,51.9, ,86, ,24, ,50, ,33.8, ,4.0, ,94.8, ,56.5, 
210,2/18/2022,49,0.11, ,0, ,360, ,7.8, ,67.8, ,38.6, ,50.1, ,90, ,28, ,63, ,38.2, ,3.6, ,86.0, ,56.6, 
210,2/19/2022,50,0.10, ,0, ,393, ,9.1, ,62.3, ,40.1, ,49.5, ,84, ,51, ,76, ,42.2, ,3.6, ,86.8, ,56.5, 
210,2/20/2022,51,0.06, ,0, ,243, ,9.2, ,56.1, ,34.9, ,47.2, ,95, ,68, ,84, ,42.5, ,4.4, ,106.4, ,56.4, 
210,2/21/2022,52,0.11, ,0.05, ,394, ,8.2, ,56.6, ,43.9, ,50.4, ,93, ,49, ,66, ,39.5, ,6.3,R,152.4,R,56.4, 
210,2/22/2022,53,0.08, ,0.10, ,306, ,8.3, ,53.2, ,38.7, ,45.9, ,96, ,52, ,79, ,39.7, ,4.3, ,104.0, ,56.5, 
210,2/23/2022,54,0.10, ,0,R,541,R,5.8, ,53.8, ,34.4, ,46.0, ,97, ,35, ,55, ,30.9, ,4.6, ,111.5, ,55.1, 
210,2/24/2022,55,0.11, ,0, ,434, ,6.4, ,55.8, ,29.3,Y,42.3, ,91, ,42, ,70, ,33.2, ,3.8, ,91.3, ,54.8, 
210,2/25/2022,56,0.11, ,0, ,441,R,6.6, ,62.1, ,32.5, ,44.2, ,92, ,31, ,67, ,33.9, ,3.6, ,87.3, ,54.8, 
210,2/26/2022,57,0.10, ,0, ,305, ,5.9, ,63.0, ,34.8, ,48.5, ,77, ,26, ,51, ,31.2, ,3.3, ,79.6, ,54.8, 
210,2/27/2022,58,0.13, ,0, ,437, ,6.6, ,72.7, ,39.8, ,53.5, ,72, ,20, ,47, ,33.9, ,3.5, ,85.2, ,55.2, 
210,2/28/2022,59,0.14, ,0, ,447, ,8.1, ,79.8,Y,46.9, ,58.2, ,71, ,23, ,49, ,39.2, ,3.4, ,81.0, ,56.4, 
