191,2/1/2022,32,0.09, ,0, ,354,R,4.9, ,60.0, ,29.7, ,44.5, ,100, ,17, ,49, ,26.4, ,3.5, ,84.2, ,46.8, 
191,2/2/2022,33,0.12, ,0, ,355,R,3.5,Y,61.2, ,36.3, ,51.2, ,68, ,17, ,27,Y,18.5,Y,5.0, ,121.1, ,45.9, 
191,2/3/2022,34,0.08, ,0, ,315, ,5.7, ,65.1, ,29.9, ,45.5, ,94, ,25, ,55, ,30.1, ,1.9, ,46.8, ,45.7, 
191,2/4/2022,35,0.08, ,0.01,H,341, ,7.1, ,70.6, ,31.0, ,45.8, ,94, ,39, ,68, ,35.8, ,2.0, ,47.2, ,46.0, 
191,2/5/2022,36,0.07,R,0.02, ,301, ,7.1, ,67.5, ,33.1, ,46.0, ,100, ,28, ,67, ,35.6, ,1.7, ,40.4, ,46.4, 
191,2/6/2022,37,0.09, ,0, ,371,R,6.7, ,68.8, ,29.5, ,47.1, ,96, ,27, ,61, ,34.4, ,1.9, ,45.0, ,46.6, 
191,2/7/2022,38,0.09, ,0, ,355, ,7.6, ,66.7, ,32.4, ,47.5, ,97, ,39, ,68, ,37.6, ,2.5, ,58.9, ,46.9, 
191,2/8/2022,39,0.10, ,0.01,H,376,R,6.9, ,74.3, ,31.5, ,50.6, ,100, ,20, ,55, ,35.1, ,2.4, ,57.6, ,47.0, 
191,2/9/2022,40,0.10, ,0, ,332, ,7.3, ,73.1, ,35.8, ,51.8, ,93, ,23, ,55, ,36.3, ,2.3, ,54.8, ,47.8, 
191,2/10/2022,41,0.11, ,0.03, ,382,R,8.4, ,77.6, ,37.5, ,55.9, ,99, ,26, ,55, ,40.0, ,2.4, ,57.3, ,48.7, 
191,2/11/2022,42,0.11, ,0, ,382,R,9.6, ,78.0, ,38.1, ,55.3, ,96, ,31, ,64, ,43.3, ,2.1, ,51.3, ,49.8, 
191,2/12/2022,43,0.10, ,0.01, ,368, ,10.6, ,73.4, ,38.4, ,54.4, ,100, ,43, ,73, ,46.0, ,2.2, ,53.3, ,50.5, 
191,2/13/2022,44,0.11, ,0, ,388,R,10.1, ,76.0, ,37.9, ,55.0, ,100, ,34, ,69, ,44.8, ,1.8, ,42.3, ,51.0, 
191,2/14/2022,45,0.08, ,0, ,312, ,10.5, ,58.6, ,41.8, ,50.3, ,100, ,65, ,85, ,45.9, ,4.2, ,100.3, ,51.6, 
191,2/15/2022,46,0.12, ,0.01,H,400,R,5.9, ,59.8, ,37.0, ,49.9, ,89, ,25, ,48, ,30.9, ,5.0, ,118.9, ,51.0, 
191,2/16/2022,47,0.13, ,0, ,401,R,5.3, ,71.0, ,38.8, ,57.1, ,63, ,23, ,33, ,28.7, ,4.2, ,100.8, ,50.0, 
191,2/17/2022,48,0.12, ,0.01, ,410,R,6.2, ,68.6, ,39.9, ,54.4, ,80, ,27, ,43, ,32.3, ,2.7, ,65.9, ,50.5, 
191,2/18/2022,49,0.10, ,0, ,360, ,7.5, ,67.9, ,34.4, ,49.6, ,91, ,33, ,62, ,37.1, ,2.0, ,48.1, ,50.5, 
191,2/19/2022,50,0.11, ,0.02, ,411,R,8.1, ,73.4, ,35.8, ,52.2, ,100, ,29, ,61, ,39.1, ,2.0, ,48.1, ,50.5, 
191,2/20/2022,51,0.08, ,0, ,298, ,8.5, ,60.4, ,36.5, ,48.7, ,94, ,51, ,73, ,40.3, ,4.1, ,98.2, ,50.6, 
191,2/21/2022,52,0.11, ,0.01, ,420,R,7.2, ,57.7, ,34.2, ,47.4, ,97, ,31, ,65, ,36.2, ,4.6, ,110.9, ,50.3, 
191,2/22/2022,53,0.11, ,0.02, ,398, ,6.5, ,52.5, ,35.3, ,44.6, ,93, ,41, ,64, ,33.4, ,5.5, ,132.3, ,49.8, 
191,2/23/2022,54,0.10, ,0, ,435,R,4.9, ,54.3, ,28.2, ,41.3, ,97, ,22, ,56, ,26.8, ,2.9, ,70.5, ,48.5, 
191,2/24/2022,55,0.10, ,0.02,H,431,R,5.4, ,59.5, ,26.6,Y,42.0, ,96, ,18, ,59, ,28.7, ,2.6, ,61.4, ,47.6, 
191,2/25/2022,56,0.11, ,0, ,434,R,5.4, ,61.0, ,28.5, ,43.5, ,95, ,27, ,56, ,28.7, ,2.2, ,51.6, ,47.6, 
191,2/26/2022,57,0.08, ,0.01, ,292, ,6.0, ,62.2, ,28.6, ,45.5, ,96, ,28, ,58, ,31.6, ,2.1, ,49.5, ,47.5, 
191,2/27/2022,58,0.12, ,0.00, ,434, ,7.1, ,73.5, ,35.4, ,52.8, ,90, ,24, ,52, ,35.7, ,2.3, ,55.3, ,49.0, 
191,2/28/2022,59,0.13, ,0, ,440, ,8.2, ,77.2, ,36.6, ,55.1, ,93, ,29, ,55, ,39.3, ,2.4, ,57.2, ,50.3, 
