219,2/1/2022,32,0.08, ,0, ,295, ,8.7, ,64.6, ,46.4, ,53.9, ,88, ,14, ,62, ,41.0, ,3.2, ,75.8, ,56.5, 
219,2/2/2022,33,0.15, ,0, ,376, ,1.8, ,60.2, ,50.7, ,55.3, ,21, ,9, ,12, ,4.0, ,7.7,Y,183.8,Y,56.6, 
219,2/3/2022,34,0.14, ,0, ,372, ,2.4, ,67.2, ,45.1, ,58.6, ,20, ,9, ,14, ,9.9, ,5.6, ,133.2, ,56.2, 
219,2/4/2022,35,0.17, ,0, ,380, ,2.5, ,66.0, ,46.0, ,59.0, ,27, ,11, ,15, ,11.3, ,8.3,Y,200.2,Y,56.3, 
219,2/5/2022,36,0.18, ,0, ,392,R,2.3, ,71.6, ,48.0, ,63.0, ,20, ,9, ,12, ,9.2, ,6.7,Y,160.2,Y,56.4, 
219,2/6/2022,37,0.20, ,0, ,396,R,2.2, ,77.6, ,57.6, ,69.8, ,13, ,7, ,9, ,8.4, ,7.2,Y,172.7,Y,57.0, 
219,2/7/2022,38,0.17, ,0, ,396, ,2.6, ,76.7, ,54.3, ,67.9, ,21, ,8, ,11, ,11.6, ,5.4, ,130.0, ,57.8, 
219,2/8/2022,39,0.18, ,0, ,377, ,3.3, ,80.0, ,47.7, ,67.3, ,36, ,9, ,15, ,17.5, ,5.8, ,139.6, ,58.1, 
219,2/9/2022,40,0.21, ,0, ,409,R,2.8, ,82.3, ,64.8,R,73.9,Y,14, ,7, ,10,Y,13.6,Y,6.8,Y,162.9,Y,58.7, 
219,2/10/2022,41,0.20, ,0, ,404, ,4.6, ,82.3, ,63.1,Y,74.2,Y,23,H,12,H,16,Y,25.0,Y,6.7, ,160.4, ,59.4, 
219,2/11/2022,42,0.17, ,0, ,407, ,4.6, ,87.8, ,58.9,Y,76.2,Y,33,H,10,H,15,Y,24.9,Y,4.4, ,105.8, ,60.2, 
219,2/12/2022,43,0.15, ,0, ,416,R,3.9, ,86.1, ,56.5, ,71.7,Y,27, ,7, ,15,Y,21.1,Y,2.7, ,64.5, ,60.9, 
219,2/13/2022,44,0.13, ,0, ,419,R,4.5, ,86.1, ,49.6, ,66.4, ,38, ,9, ,20, ,24.7, ,2.2, ,52.6, ,61.2, 
219,2/14/2022,45,0.13, ,0, ,413, ,6.5, ,81.2, ,47.4, ,62.0, ,73, ,14, ,34, ,33.4, ,2.3, ,56.0, ,61.1, 
219,2/15/2022,46,0.09, ,0, ,285, ,8.6, ,60.4, ,47.0, ,53.3, ,87, ,36, ,62, ,40.7, ,3.8, ,90.2, ,61.1, 
219,2/16/2022,47,0.12, ,0, ,418, ,6.2, ,67.2, ,41.3, ,53.3, ,78, ,26, ,45, ,32.5, ,3.1, ,75.4, ,60.3, 
219,2/17/2022,48,0.16, ,0, ,438,R,4.6, ,69.4, ,43.9, ,57.4, ,89, ,12, ,28, ,24.8, ,5.2, ,124.6, ,59.8, 
219,2/18/2022,49,0.13, ,0, ,433, ,4.8, ,75.9, ,39.5, ,56.7, ,57, ,11, ,30, ,25.9, ,2.6, ,61.5, ,59.4, 
219,2/19/2022,50,0.13, ,0, ,437, ,5.4, ,78.2, ,41.4, ,58.2, ,56, ,11, ,33, ,29.1, ,2.2, ,51.9, ,59.4, 
219,2/20/2022,51,0.11, ,0, ,407, ,8.7, ,72.2, ,41.3, ,55.0, ,88, ,26, ,59, ,41.0, ,2.6, ,61.7, ,59.6, 
219,2/21/2022,52,0.07, ,0, ,259, ,9.3, ,61.0, ,44.6, ,52.8, ,88, ,51, ,68, ,42.6, ,3.1, ,75.2, ,60.0, 
219,2/22/2022,53,0.10, ,0, ,370, ,8.0, ,58.3, ,43.4, ,49.5, ,93, ,47, ,66, ,38.6, ,4.2, ,101.3, ,59.8, 
219,2/23/2022,54,0.09, ,0, ,312, ,4.8, ,54.3, ,37.8, ,45.7, ,83, ,23, ,46, ,26.3, ,3.5, ,85.2, ,59.2, 
219,2/24/2022,55,0.12, ,0, ,460, ,3.3, ,61.4, ,34.9, ,47.7, ,59, ,11, ,29, ,17.1, ,3.2, ,76.7, ,58.3, 
219,2/25/2022,56,0.13, ,0, ,453, ,3.9, ,66.1, ,34.7, ,50.9, ,59, ,14, ,31, ,21.3, ,2.8, ,67.0, ,57.9, 
219,2/26/2022,57,0.16, ,0, ,456, ,2.4, ,68.3, ,41.4, ,56.0, ,36, ,8, ,15, ,9.8, ,4.8, ,114.5, ,57.9, 
219,2/27/2022,58,0.19, ,0, ,464, ,1.9, ,73.1, ,39.0, ,60.6, ,39, ,4, ,10, ,4.7, ,5.5, ,133.1, ,57.9, 
219,2/28/2022,59,0.23, ,0, ,484,R,2.3, ,81.7, ,62.0,Y,72.0,Y,18, ,5, ,8,Y,8.8,Y,6.9,Y,164.7,Y,58.6, 
