150,2/1/2022,32,0.05, ,0, ,205, ,11.0, ,62.8, ,43.5, ,53.7, ,96, ,60, ,78, ,47.2, ,1.5, ,35.0, ,54.6, 
150,2/2/2022,33,0.10, ,0.00, ,382, ,6.5, ,67.2, ,37.7, ,52.6, ,99, ,11, ,48, ,33.4, ,2.3, ,55.5, ,53.2, 
150,2/3/2022,34,0.09,R,0, ,385, ,4.6, ,63.8, ,35.4, ,49.6, ,78, ,13, ,38, ,25.1, ,1.4, ,32.9, ,51.7, 
150,2/4/2022,35,0.09,R,0, ,395, ,4.3, ,69.7, ,35.9, ,52.9, ,68, ,14, ,31, ,23.5, ,1.1, ,25.2, ,51.7, 
150,2/5/2022,36,0.10,R,0, ,409,R,3.8,Y,68.6, ,34.4, ,52.5, ,51, ,12, ,28,Y,20.6,Y,1.4, ,34.6, ,51.3, 
150,2/6/2022,37,0.11,R,0, ,404, ,4.6, ,75.0, ,36.1, ,55.9, ,53, ,15, ,30, ,25.2, ,1.9, ,46.7, ,51.6, 
150,2/7/2022,38,0.12,R,0, ,407, ,4.0, ,75.0, ,42.2, ,60.2, ,44, ,12, ,23, ,22.0, ,2.4, ,58.3, ,52.4, 
150,2/8/2022,39,0.11,R,0, ,409, ,4.4, ,77.6, ,40.2, ,59.3, ,47, ,11, ,25, ,24.0, ,1.5, ,36.4, ,53.0, 
150,2/9/2022,40,0.13,R,0, ,415, ,4.8, ,85.7,Y,44.2, ,63.9, ,44, ,9, ,24, ,26.0, ,1.9, ,44.9, ,53.9, 
150,2/10/2022,41,0.14,R,0, ,412, ,5.7, ,87.1,Y,48.6, ,67.8,Y,46,H,11,H,25,Y,30.3,Y,2.5, ,60.7, ,55.2, 
150,2/11/2022,42,0.12,R,0, ,414, ,6.0, ,83.3,Y,46.7, ,64.9,Y,49, ,15, ,29,Y,31.5,Y,1.2, ,29.2, ,55.9, 
150,2/12/2022,43,0.13,R,0, ,421, ,5.3, ,88.2,Y,47.5, ,67.5,Y,53, ,10, ,23,Y,28.6,Y,1.2, ,29.7, ,56.4, 
150,2/13/2022,44,0.13,R,0, ,433,R,3.9,Y,84.9,Y,46.4, ,65.0,Y,36, ,6, ,18,Y,21.0,Y,1.5, ,35.4, ,56.4, 
150,2/14/2022,45,0.12,R,0, ,430, ,8.1, ,80.4, ,45.3, ,59.5, ,96, ,13, ,47, ,39.1, ,1.2, ,29.5, ,56.0, 
150,2/15/2022,46,0.03,R,0.31, ,165, ,10.9, ,58.4, ,46.4, ,53.0, ,95, ,63, ,79, ,46.9, ,1.9, ,46.7, ,56.6, 
150,2/16/2022,47,0.10,R,0.00, ,412, ,9.3, ,62.5, ,39.7, ,50.7, ,96, ,50, ,74, ,42.7, ,1.3, ,30.3, ,55.0, 
150,2/17/2022,48,0.13,R,0.00,H,442, ,7.8, ,72.3, ,40.8, ,54.2, ,97, ,12, ,54, ,38.0, ,2.4, ,58.1, ,54.6, 
150,2/18/2022,49,0.12,R,0, ,450,R,6.1, ,71.3, ,37.2, ,53.0, ,80, ,15, ,45, ,32.0, ,1.6, ,37.8, ,53.8, 
150,2/19/2022,50,0.12,R,0, ,449, ,8.3, ,73.6, ,39.3, ,54.8, ,98, ,21, ,56, ,39.6, ,1.3, ,31.0, ,53.9, 
150,2/20/2022,51,0.10,R,0.01, ,399, ,11.3, ,65.0, ,41.8, ,53.7, ,100, ,59, ,80, ,47.7, ,1.3, ,31.4, ,55.6, 
150,2/21/2022,52,0.06,R,0.02, ,226, ,10.1, ,61.1, ,49.6, ,54.0, ,86, ,60, ,71, ,44.7, ,2.7, ,65.8, ,56.3, 
150,2/22/2022,53,0.05, ,0.22, ,217, ,10.2, ,58.3, ,47.7, ,51.5, ,93, ,61, ,78, ,45.0, ,3.0, ,73.2, ,55.2, 
150,2/23/2022,54,0.11, ,0.13, ,379, ,7.3, ,54.8, ,42.9, ,48.8, ,82, ,48, ,62, ,36.5, ,4.9, ,116.6, ,53.6, 
150,2/24/2022,55,0.12,R,0, ,472,R,5.2, ,59.7, ,37.0, ,47.9, ,78, ,23, ,46, ,28.2, ,2.3, ,56.0, ,51.9, 
150,2/25/2022,56,0.12,R,0, ,466, ,6.0, ,60.3, ,34.0,Y,48.5, ,79, ,27, ,52, ,31.7, ,2.3, ,55.6, ,51.6, 
150,2/26/2022,57,0.13,R,0, ,487,R,6.2, ,68.9, ,36.2, ,52.7, ,83, ,20, ,46, ,32.5, ,2.3, ,55.5, ,52.6, 
150,2/27/2022,58,0.12,R,0, ,401, ,5.2, ,73.6, ,39.1, ,55.1, ,54, ,13, ,35, ,27.9, ,1.9, ,45.6, ,53.4, 
150,2/28/2022,59,0.14,R,0, ,490,R,4.9,Y,78.6, ,40.5, ,59.7, ,55, ,10, ,28,Y,26.6,Y,1.5, ,36.6, ,54.6, 
