44,2/1/2022,32,0.05, ,0, ,241, ,9.3, ,59.9, ,43.4, ,50.6, ,94, ,54, ,74, ,42.6, ,2.5, ,59.9, ,50.7, 
44,2/2/2022,33,0.17, ,0, ,416,R,2.2, ,58.2, ,42.6, ,51.8, ,87, ,10, ,17, ,8.0, ,9.9,R,237.2,R,49.6, 
44,2/3/2022,34,0.15, ,0, ,408,R,2.7, ,64.5, ,42.3, ,53.4, ,33, ,14, ,19, ,12.4, ,6.9, ,166.0, ,48.3, 
44,2/4/2022,35,0.11, ,0, ,417,R,3.1, ,66.3, ,40.3, ,52.4, ,41, ,12, ,23, ,15.7, ,3.9, ,93.7, ,48.5, 
44,2/5/2022,36,0.13, ,0, ,428,R,2.7, ,70.1, ,38.8, ,55.4, ,39, ,9, ,18, ,12.7, ,4.9, ,116.7, ,48.6, 
44,2/6/2022,37,0.17, ,0, ,427,R,2.9, ,77.9, ,44.6, ,61.5, ,33, ,7, ,16, ,14.3, ,6.6, ,158.0, ,49.2, 
44,2/7/2022,38,0.12, ,0, ,427,R,3.4, ,75.8, ,44.6, ,59.6, ,33, ,9, ,19, ,17.9, ,3.2, ,76.2, ,49.9, 
44,2/8/2022,39,0.15, ,0, ,411,R,3.6, ,78.6, ,44.9, ,63.4, ,38, ,11, ,18, ,19.5, ,4.3, ,104.1, ,50.5, 
44,2/9/2022,40,0.21, ,0, ,441,R,3.0, ,81.2, ,54.7, ,70.9,Y,26, ,7, ,12,Y,15.2,Y,7.5, ,178.9, ,51.6, 
44,2/10/2022,41,0.22, ,0, ,434,R,4.6, ,81.2, ,59.4,Y,71.5,Y,27,H,12,H,18,Y,25.3,Y,9.3,Y,222.9,Y,53.3, 
44,2/11/2022,42,0.19, ,0, ,440,R,4.4, ,85.0, ,55.6, ,70.4,Y,32,H,9,H,17,Y,24.0,Y,6.3, ,152.3, ,53.9, 
44,2/12/2022,43,0.15, ,0, ,451,R,3.9, ,85.2, ,51.9, ,67.8, ,33, ,7, ,17, ,21.2, ,3.6, ,86.4, ,54.4, 
44,2/13/2022,44,0.14, ,0, ,461,R,4.1, ,84.1, ,49.1, ,65.8, ,35, ,7, ,19, ,22.2, ,3.1, ,73.9, ,54.4, 
44,2/14/2022,45,0.14, ,0, ,456,R,5.6, ,80.1, ,46.7, ,61.6, ,69, ,12, ,30, ,30.0, ,3.6, ,86.1, ,54.2, 
44,2/15/2022,46,0.07, ,0.02, ,262, ,9.1, ,62.6, ,40.3, ,50.9, ,91, ,48, ,72, ,42.1, ,4.7, ,113.6, ,54.2, 
44,2/16/2022,47,0.11, ,0, ,450,R,7.7, ,63.0, ,40.1, ,50.3, ,87, ,36, ,62, ,37.8, ,3.8, ,92.3, ,53.2, 
44,2/17/2022,48,0.19, ,0.00, ,476,R,3.7, ,67.5, ,44.2, ,56.8, ,86, ,13, ,24, ,20.0, ,7.8,Y,187.5,Y,52.9, 
44,2/18/2022,49,0.14, ,0, ,480,R,4.2, ,73.5, ,39.2, ,56.8, ,49, ,12, ,27, ,22.9, ,3.3, ,78.4, ,52.3, 
44,2/19/2022,50,0.15, ,0, ,474,R,5.3, ,78.6, ,43.1, ,59.5, ,55, ,12, ,31, ,28.6, ,3.1, ,74.4, ,52.7, 
44,2/20/2022,51,0.13, ,0, ,458,R,8.1, ,69.2, ,41.9, ,55.0, ,81, ,30, ,55, ,38.9, ,4.0, ,96.9, ,53.2, 
44,2/21/2022,52,0.08, ,0, ,310, ,9.5, ,60.9, ,48.0, ,52.4, ,88, ,56, ,70, ,43.1, ,3.7, ,88.2, ,54.1, 
44,2/22/2022,53,0.08, ,0.02, ,289, ,8.3, ,56.5, ,44.2, ,49.2, ,81, ,48, ,70, ,39.7, ,4.9, ,117.1, ,53.9, 
44,2/23/2022,54,0.07, ,0.02, ,312, ,6.4, ,51.4, ,37.6, ,43.8, ,90, ,37, ,65, ,33.0, ,3.9, ,93.1, ,52.8, 
44,2/24/2022,55,0.12, ,0, ,507,R,3.9, ,58.1, ,33.9, ,45.7, ,80, ,15, ,38, ,21.4, ,3.5, ,84.2, ,51.4, 
44,2/25/2022,56,0.13, ,0, ,500,R,4.1, ,64.0, ,34.7, ,48.8, ,70, ,14, ,35, ,22.4, ,3.3, ,80.2, ,51.1, 
44,2/26/2022,57,0.16, ,0, ,503,R,3.0, ,67.7, ,37.4, ,52.9, ,58, ,9, ,22, ,15.0, ,4.3, ,103.0, ,50.1, 
44,2/27/2022,58,0.18, ,0, ,494,R,2.3,Y,73.0, ,40.0, ,57.3, ,32, ,6, ,14,Y,8.7,Y,5.0, ,119.9, ,49.9, 
44,2/28/2022,59,0.24, ,0, ,524,R,2.5, ,80.4, ,46.6, ,65.0, ,24, ,7, ,12, ,11.0, ,7.9,Y,188.8,Y,50.8, 
