136,2/1/2022,32,0.08, ,0, ,191, ,7.1, ,69.0, ,49.2, ,58.3, ,92, ,16, ,43, ,35.7, ,3.3, ,78.2, ,54.1, 
136,2/2/2022,33,0.14, ,0, ,344, ,2.0, ,62.1, ,50.4, ,57.5, ,15, ,11, ,13, ,6.4, ,4.9, ,117.0, ,53.2, 
136,2/3/2022,34,0.11, ,0.02, ,366, ,5.0, ,67.8, ,42.3, ,52.0, ,99, ,20, ,38, ,27.3, ,4.6, ,110.5, ,50.8, 
136,2/4/2022,35,0.12, ,0, ,372, ,4.4, ,68.8, ,41.5, ,54.5, ,100, ,11, ,30, ,24.1, ,4.8, ,115.4, ,50.1, 
136,2/5/2022,36,0.14, ,0, ,381, ,3.6, ,74.0, ,41.9, ,57.9, ,46, ,8, ,22, ,19.6, ,4.8, ,115.1, ,50.1, 
136,2/6/2022,37,0.17, ,0, ,379, ,3.7, ,80.2, ,47.0, ,65.4, ,35, ,8, ,18, ,20.2, ,5.8, ,139.3, ,50.9, 
136,2/7/2022,38,0.15, ,0, ,379, ,4.0, ,79.2, ,49.5, ,64.7, ,34, ,9, ,19, ,21.8, ,4.4, ,106.7, ,52.9, 
136,2/8/2022,39,0.15, ,0.00, ,370, ,5.6, ,83.6, ,48.5, ,65.4, ,97, ,10, ,26, ,29.9, ,4.9, ,118.5, ,54.2, 
136,2/9/2022,40,0.17,R,0, ,394, ,6.8, ,84.6, ,54.8, ,68.3, ,100, ,10, ,29, ,34.8, ,7.4,Y,178.5,Y,54.8, 
136,2/10/2022,41,0.23, ,0, ,385, ,5.6, ,83.6, ,59.2,Y,74.5,Y,28, ,13, ,19,Y,29.6,Y,8.4,Y,201.9,Y,56.0, 
136,2/11/2022,42,0.19, ,0, ,389, ,6.4, ,90.5,Y,54.4, ,73.7,Y,40, ,12, ,22,Y,33.0,Y,5.6, ,134.8, ,57.2, 
136,2/12/2022,43,0.18, ,0, ,400, ,5.2, ,89.6, ,58.6, ,74.8,Y,29, ,7, ,18,Y,28.1,Y,4.7, ,112.6, ,59.1, 
136,2/13/2022,44,0.16, ,0, ,409, ,5.6, ,85.0, ,51.0, ,68.1, ,41, ,11, ,24, ,30.0, ,4.0, ,95.0, ,59.8, 
136,2/14/2022,45,0.15, ,0, ,408, ,5.8, ,81.9, ,49.2, ,66.4, ,46, ,11, ,26, ,30.6, ,3.7, ,88.2, ,59.4, 
136,2/15/2022,46,0.19, ,0, ,382, ,7.7, ,74.6, ,49.8, ,61.3, ,64, ,23, ,41, ,37.7, ,9.4,R,225.0,R,59.2, 
136,2/16/2022,47,0.14, ,0, ,395, ,8.4, ,74.2, ,46.6, ,59.7, ,96, ,22, ,48, ,40.0, ,5.1, ,123.5, ,57.1, 
136,2/17/2022,48,0.21, ,0, ,424, ,4.0, ,72.2, ,51.5, ,62.6, ,49, ,10, ,20, ,21.5, ,8.6,Y,206.4,Y,56.5, 
136,2/18/2022,49,0.15, ,0, ,425, ,5.4, ,83.8, ,40.7, ,62.4, ,72, ,11, ,28, ,28.9, ,4.0, ,96.7, ,55.3, 
136,2/19/2022,50,0.16, ,0, ,424, ,7.1, ,91.0,Y,52.7, ,67.5, ,60, ,12, ,31, ,35.8, ,3.6, ,87.5, ,55.7, 
136,2/20/2022,51,0.17, ,0, ,422, ,9.6, ,--,S,50.6, ,71.3, ,54, ,15, ,37, ,43.6, ,4.4, ,105.4, ,56.6, 
136,2/21/2022,52,0.17, ,0, ,397, ,9.1, ,88.2, ,54.6, ,65.2, ,66, ,25, ,43, ,42.1, ,6.2, ,147.7, ,58.2, 
136,2/22/2022,53,0.15, ,0, ,348, ,8.1, ,78.3, ,54.0, ,62.2, ,62, ,30, ,43, ,39.2, ,7.4,Y,177.0,Y,58.5, 
136,2/23/2022,54,0.09, ,0, ,264, ,8.0, ,69.8, ,42.6, ,53.4, ,81, ,39, ,58, ,38.9, ,5.3, ,126.9, ,57.7, 
136,2/24/2022,55,0.13, ,0, ,445, ,5.0, ,64.2, ,38.1, ,50.9, ,66, ,13, ,40, ,27.2, ,4.4, ,105.6, ,55.0, 
136,2/25/2022,56,0.14, ,0, ,437, ,4.0, ,70.2, ,40.0, ,55.6, ,54, ,8, ,26, ,21.5, ,4.2, ,100.9, ,54.1, 
136,2/26/2022,57,0.18, ,0, ,454, ,3.1, ,72.2, ,43.7, ,58.8, ,34, ,8, ,19, ,16.2, ,5.3, ,126.4, ,55.1, 
136,2/27/2022,58,0.16, ,0, ,406, ,3.7, ,79.4, ,44.5, ,61.5, ,36, ,8, ,20, ,19.7, ,4.4, ,105.9, ,56.0, 
136,2/28/2022,59,0.22,H,0, ,464, ,5.3, ,--,S,52.7, ,71.4,H,69,H,9,H,20, ,28.3, ,6.4, ,153.9, ,57.4, 
