70,2/1/2022,32,0.12, ,0, ,324, ,4.7, ,60.9, ,38.7, ,49.0, ,72, ,23, ,40, ,25.6, ,7.5, ,180.9, ,46.4, 
70,2/2/2022,33,0.13, ,0, ,326, ,4.4,Y,61.4, ,36.4, ,48.9, ,57, ,22, ,37,Y,23.9,Y,7.8, ,186.6, ,46.0, 
70,2/3/2022,34,0.07, ,0, ,278, ,5.7, ,59.6, ,30.2, ,44.3, ,84, ,34, ,57, ,30.2, ,2.3, ,54.2, ,45.9, 
70,2/4/2022,35,0.07, ,0, ,309, ,6.8, ,64.7, ,28.7, ,45.4, ,94, ,34, ,66, ,34.6, ,2.2, ,52.6, ,45.9, 
70,2/5/2022,36,0.07, ,0, ,288, ,7.1, ,64.8, ,32.9, ,45.8, ,97, ,34, ,68, ,35.8, ,2.1, ,50.1, ,46.4, 
70,2/6/2022,37,0.08, ,0, ,331, ,7.1, ,66.8, ,29.2, ,47.0, ,95, ,34, ,64, ,35.6, ,2.2, ,53.0, ,46.5, 
70,2/7/2022,38,0.08, ,0, ,328, ,8.1, ,67.9, ,30.8, ,48.5, ,96, ,41, ,70, ,39.2, ,2.4, ,57.4, ,47.1, 
70,2/8/2022,39,0.09, ,0.01, ,335, ,7.9, ,70.4, ,32.0, ,49.7, ,97, ,32, ,65, ,38.5, ,2.0, ,47.5, ,47.5, 
70,2/9/2022,40,0.08, ,0, ,313, ,8.3, ,69.7, ,33.1, ,50.8, ,96, ,36, ,66, ,39.8, ,2.4, ,56.8, ,48.1, 
70,2/10/2022,41,0.10, ,0, ,342, ,9.2, ,75.0,Y,35.8, ,54.3, ,95, ,33, ,64, ,42.3, ,2.5, ,61.2, ,48.8, 
70,2/11/2022,42,0.09, ,0, ,335, ,9.7, ,76.0,Y,38.0, ,55.8, ,96, ,34, ,64, ,43.8, ,2.0, ,48.6, ,49.8, 
70,2/12/2022,43,0.09, ,0, ,319, ,10.2, ,77.3,Y,37.6, ,55.7, ,97, ,34, ,67, ,45.0, ,2.1, ,49.9, ,50.4, 
70,2/13/2022,44,0.10, ,0, ,339, ,9.9, ,76.7,Y,38.9, ,55.0, ,99, ,33, ,67, ,44.2, ,1.9, ,45.6, ,50.9, 
70,2/14/2022,45,0.10, ,0, ,344, ,9.9, ,67.8, ,37.8, ,52.1, ,96, ,45, ,74, ,44.2, ,5.8, ,140.1, ,50.8, 
70,2/15/2022,46,0.14, ,0, ,364, ,6.1, ,62.8, ,42.6, ,51.8, ,82, ,26, ,47, ,32.0, ,8.2, ,197.6, ,50.6, 
70,2/16/2022,47,0.12, ,0, ,369, ,6.4, ,66.7, ,38.6, ,53.3, ,69, ,29, ,46, ,33.1, ,4.8, ,115.6, ,50.1, 
70,2/17/2022,48,0.10, ,0, ,376, ,6.6, ,67.1, ,33.2, ,49.2, ,89, ,30, ,56, ,34.0, ,2.4, ,58.0, ,49.9, 
70,2/18/2022,49,0.08, ,0, ,312, ,7.6, ,67.1, ,32.2, ,48.3, ,94, ,37, ,66, ,37.4, ,2.4, ,57.5, ,49.4, 
70,2/19/2022,50,0.11, ,0, ,376, ,8.1, ,71.2, ,31.2, ,50.4, ,97, ,35, ,65, ,39.0, ,2.6, ,61.8, ,49.3, 
70,2/20/2022,51,0.09, ,0, ,282, ,8.3, ,66.5, ,37.6, ,51.9, ,88, ,41, ,63, ,39.7, ,5.7, ,136.4, ,49.6, 
70,2/21/2022,52,0.12, ,0, ,381, ,6.6, ,60.0, ,39.6, ,50.3, ,77, ,27, ,53, ,34.0, ,6.9, ,165.8, ,50.1, 
70,2/22/2022,53,0.07, ,0, ,230, ,6.5, ,55.5, ,33.6, ,44.9, ,87, ,39, ,64, ,33.4, ,5.0, ,120.6, ,49.4, 
70,2/23/2022,54,0.11, ,0, ,409, ,4.4,Y,55.4, ,27.8, ,41.1,Y,95, ,22, ,50,Y,24.1,Y,5.1, ,122.6, ,47.6, 
70,2/24/2022,55,0.10, ,0, ,405, ,4.5,Y,59.4, ,26.3,Y,41.8,Y,90, ,19, ,50,Y,24.4,Y,2.9, ,68.4, ,46.9, 
70,2/25/2022,56,0.11, ,0, ,412, ,5.0, ,60.8, ,25.4,Y,42.2,Y,95, ,25, ,55,Y,27.2,Y,2.8, ,67.0, ,46.8, 
70,2/26/2022,57,0.08, ,0, ,300, ,6.0, ,62.0, ,28.5, ,47.0, ,91, ,27, ,54, ,31.4, ,2.2, ,52.1, ,46.9, 
70,2/27/2022,58,0.13, ,0, ,410, ,7.3, ,70.2, ,35.5, ,52.8, ,89, ,26, ,53, ,36.4, ,3.8, ,91.2, ,49.1, 
70,2/28/2022,59,0.13, ,0, ,416, ,8.4, ,74.0, ,34.9, ,54.0, ,92, ,30, ,59, ,40.2, ,2.8, ,66.8, ,50.0, 
