62,1/1/2022,1,0.06, ,0, ,225, ,7.3, ,60.0, ,43.7, ,49.6, ,94, ,29, ,60, ,36.3, ,2.7, ,63.9, ,51.6, 
62,1/2/2022,2,0.08, ,0, ,235, ,3.1, ,62.1, ,42.2, ,50.4, ,37, ,17, ,25, ,15.9, ,3.5, ,82.8, ,48.9, 
62,1/3/2022,3,0.07, ,0, ,236, ,5.3, ,63.9, ,42.2, ,51.6, ,73, ,22, ,40, ,28.4, ,2.3, ,54.4, ,47.7, 
62,1/4/2022,4,0.06, ,0, ,226, ,7.4, ,64.9, ,42.9, ,52.3, ,82, ,28, ,55, ,36.7, ,2.9, ,69.0, ,48.6, 
62,1/5/2022,5,0.08, ,0, ,226, ,7.1, ,73.0, ,45.5, ,58.7, ,71, ,24, ,42, ,35.6, ,4.2, ,100.3, ,49.4, 
62,1/6/2022,6,0.09, ,0, ,233, ,7.3, ,76.3, ,56.1, ,64.0, ,56, ,26, ,36, ,36.5, ,2.6, ,62.6, ,51.0, 
62,1/7/2022,7,0.06,R,0, ,235, ,9.8, ,63.2, ,48.8, ,54.9, ,100, ,43, ,67, ,44.1, ,1.6, ,38.7, ,51.5, 
62,1/8/2022,8,0.05,R,0, ,211, ,10.7, ,60.7, ,47.6, ,52.1, ,100, ,49, ,80, ,46.2, ,1.5, ,37.2, ,52.3, 
62,1/9/2022,9,0.13, ,0, ,246, ,5.4, ,73.4, ,48.9, ,61.6, ,84, ,17, ,29, ,29.1, ,7.6, ,181.6, ,51.6, 
62,1/10/2022,10,0.14, ,0, ,169, ,4.0, ,68.6, ,54.2, ,61.3, ,31, ,18, ,22, ,21.8, ,8.0, ,191.2, ,51.2, 
62,1/11/2022,11,0.16, ,0, ,257, ,3.5, ,75.2, ,58.1, ,64.9, ,21, ,13, ,17, ,18.8, ,7.9, ,190.5, ,51.6, 
62,1/12/2022,12,0.12, ,0, ,191, ,2.8, ,75.6, ,56.4, ,65.4, ,19, ,11, ,13, ,13.8, ,5.3, ,127.9, ,51.6, 
62,1/13/2022,13,0.08, ,0, ,121, ,4.0, ,67.9, ,57.4, ,63.6, ,29, ,13, ,20, ,21.8, ,3.1, ,74.6, ,52.3, 
62,1/14/2022,14,0.11, ,0, ,233, ,5.4, ,76.2, ,57.7, ,65.1, ,38, ,16, ,26, ,29.0, ,3.9, ,94.0, ,53.2, 
62,1/15/2022,15,0.12, ,0.01, ,73, ,4.6, ,67.8, ,58.8, ,63.5, ,38, ,18, ,23, ,24.9, ,7.2, ,173.0, ,53.2, 
62,1/16/2022,16,0.09, ,0, ,174, ,6.7, ,72.0, ,56.2, ,61.4, ,63, ,23, ,36, ,34.1, ,3.6, ,87.5, ,53.6, 
62,1/17/2022,17,0.02,R,0.02, ,118, ,12.0, ,62.6, ,51.5, ,56.1, ,99, ,71, ,78, ,49.4, ,1.5, ,36.0, ,54.9, 
62,1/18/2022,18,0.02,R,0.11, ,117, ,13.7, ,62.3, ,51.7, ,54.3, ,100, ,82, ,95, ,52.9, ,1.6, ,38.8, ,55.5, 
62,1/19/2022,19,0.05,R,0.00, ,207, ,12.5, ,67.1, ,49.4, ,55.9, ,100, ,59, ,82, ,50.5, ,2.4, ,57.5, ,55.3, 
62,1/20/2022,20,0.10, ,0, ,263, ,6.5, ,72.5, ,53.5, ,61.7, ,72, ,17, ,35, ,33.5, ,4.6, ,110.2, ,54.4, 
62,1/21/2022,21,0.09, ,0, ,258, ,6.3, ,67.6, ,50.7, ,58.8, ,57, ,19, ,37, ,32.9, ,2.9, ,68.8, ,52.9, 
62,1/22/2022,22,0.12, ,0, ,262, ,4.1, ,67.8, ,51.4, ,58.7, ,29, ,20, ,24, ,22.4, ,4.7, ,112.6, ,52.1, 
62,1/23/2022,23,0.11, ,0, ,268, ,4.6, ,71.8, ,52.8, ,60.5, ,33, ,19, ,26, ,25.1, ,3.4, ,81.7, ,51.8, 
62,1/24/2022,24,0.09, ,0, ,275, ,6.0, ,70.4, ,48.0, ,57.7, ,56, ,22, ,37, ,31.5, ,2.6, ,61.6, ,51.4, 
62,1/25/2022,25,0.08, ,0, ,255, ,7.2, ,68.6, ,46.6, ,55.7, ,95, ,23, ,47, ,36.0, ,2.1, ,49.7, ,51.4, 
62,1/26/2022,26,0.13, ,0, ,290, ,3.7, ,69.2, ,50.2, ,57.7, ,54, ,12, ,23, ,20.0, ,5.3, ,127.9, ,50.6, 
62,1/27/2022,27,0.14, ,0, ,294, ,2.7, ,70.7, ,46.1, ,58.5, ,31, ,9, ,16, ,12.6, ,6.1, ,145.8, ,50.1, 
62,1/28/2022,28,0.20, ,0, ,224, ,1.9, ,67.5, ,51.2, ,59.7, ,17, ,7, ,11, ,5.1, ,11.8,Y,283.9,Y,49.6, 
62,1/29/2022,29,0.12, ,0, ,131, ,2.9, ,65.4, ,53.9, ,58.9, ,36, ,11, ,17, ,14.6, ,6.7, ,160.3, ,50.1, 
62,1/30/2022,30,0.10, ,0, ,302, ,6.2, ,73.2, ,46.8, ,55.7, ,93, ,14, ,41, ,32.5, ,3.4, ,81.0, ,50.7, 
62,1/31/2022,31,0.05,R,0, ,182, ,7.4, ,64.0, ,47.8, ,53.5, ,84, ,32, ,53, ,36.7, ,2.7, ,65.1, ,51.0, 
