103,1/1/2022,1,0.05, ,0, ,246, ,6.2, ,59.4, ,28.0, ,39.3, ,99, ,38, ,75, ,32.2, ,1.9, ,46.5, ,46.9, 
103,1/2/2022,2,0.04, ,0.00, ,223, ,6.9, ,53.3, ,25.8, ,39.8, ,99, ,58, ,83, ,35.1, ,1.6, ,39.5, ,47.0, 
103,1/3/2022,3,0.00, ,0.48, ,46, ,11.1, ,54.3, ,41.4, ,48.3, ,98, ,91, ,96, ,47.2, ,3.1, ,73.6, ,50.9, 
103,1/4/2022,4,0.02, ,0.00, ,122, ,12.6, ,58.6, ,48.5, ,52.6, ,99, ,81, ,93, ,50.7, ,2.0, ,48.9, ,54.9, 
103,1/5/2022,5,0.03, ,0.02, ,154, ,12.9, ,62.0, ,48.8, ,53.2, ,99, ,81, ,93, ,51.3, ,1.8, ,43.9, ,56.2,Y
103,1/6/2022,6,0.01, ,0, ,65, ,12.5, ,54.9, ,46.8, ,52.0, ,99, ,88, ,95, ,50.5, ,1.6, ,38.1, ,56.8,Y
103,1/7/2022,7,0.02, ,0.13, ,115, ,11.4, ,62.4, ,36.9, ,49.6, ,99, ,80, ,95, ,48.1, ,2.1, ,51.3, ,55.3, 
103,1/8/2022,8,0.05, ,0.01, ,250, ,8.4, ,64.2, ,30.9, ,43.3, ,100, ,61, ,88, ,40.1, ,1.7, ,41.9, ,51.9, 
103,1/9/2022,9,0.05, ,0.00, ,226, ,8.8, ,64.2, ,33.2, ,43.8, ,100, ,60, ,91, ,41.2, ,2.1, ,50.3, ,51.6, 
103,1/10/2022,10,0.06, ,0, ,249, ,9.7, ,65.8, ,36.9, ,48.9, ,100, ,51, ,82, ,43.6, ,1.8, ,42.6, ,53.0, 
103,1/11/2022,11,0.05, ,0.00, ,210, ,9.0, ,64.8, ,33.7, ,46.7, ,100, ,53, ,83, ,41.9, ,1.5, ,36.7, ,52.5, 
103,1/12/2022,12,0.06, ,0.00, ,245, ,9.5, ,65.7, ,33.2, ,47.4, ,100, ,56, ,86, ,43.3, ,2.1, ,49.6, ,52.6, 
103,1/13/2022,13,0.05, ,0, ,211, ,10.1, ,64.9, ,36.6, ,49.5, ,100, ,62, ,84, ,44.9, ,2.7, ,65.3, ,53.5, 
103,1/14/2022,14,0.06, ,0, ,246, ,9.4, ,72.3,Y,33.5, ,48.3, ,99, ,44, ,81, ,42.8, ,2.0, ,48.4, ,53.0, 
103,1/15/2022,15,0.04, ,0.00, ,169, ,8.7, ,58.5, ,34.2, ,44.1, ,100, ,63, ,88, ,40.9, ,1.5, ,36.8, ,51.9, 
103,1/16/2022,16,0.05, ,0, ,193, ,9.3, ,67.4, ,37.7, ,48.5, ,98, ,42, ,80, ,42.6, ,1.9, ,46.1, ,53.0, 
103,1/17/2022,17,0.04, ,0, ,172, ,8.5, ,60.6, ,34.4, ,44.6, ,99, ,53, ,85, ,40.4, ,1.6, ,38.0, ,51.9, 
103,1/18/2022,18,0.02, ,0.00, ,132, ,9.1, ,54.3, ,33.7, ,43.2, ,100, ,80, ,95, ,42.0, ,1.8, ,42.4, ,51.2, 
103,1/19/2022,19,0.06, ,0.00, ,249, ,10.2, ,67.2, ,38.0, ,48.3, ,100, ,57, ,89, ,45.2, ,2.0, ,49.0, ,53.2, 
103,1/20/2022,20,0.06, ,0.00, ,258, ,10.0, ,66.7, ,38.5, ,48.5, ,100, ,55, ,87, ,44.6, ,1.8, ,43.3, ,53.9, 
103,1/21/2022,21,0.10, ,0.00, ,262, ,6.0, ,73.0,Y,34.2, ,56.2, ,100, ,18, ,39, ,31.4, ,4.0, ,97.1, ,52.8, 
103,1/22/2022,22,0.15,R,0, ,278, ,5.3, ,77.4,Y,38.7, ,62.2,Y,82, ,18, ,28,Y,28.6,Y,6.1,Y,145.4,Y,53.4, 
103,1/23/2022,23,0.07, ,0, ,279, ,8.0, ,67.2, ,31.9, ,46.4, ,96, ,41, ,75, ,38.8, ,2.0, ,49.0, ,51.9, 
103,1/24/2022,24,0.07, ,0, ,286, ,8.0, ,65.7, ,30.4, ,44.9, ,99, ,43, ,79, ,38.8, ,1.7, ,41.9, ,51.1, 
103,1/25/2022,25,0.06, ,0, ,294, ,8.1, ,64.3, ,29.0, ,43.3, ,100, ,52, ,85, ,39.1, ,2.2, ,54.0, ,50.4, 
103,1/26/2022,26,0.06, ,0.01, ,273, ,9.0, ,64.1, ,37.2, ,46.0, ,100, ,54, ,85, ,41.7, ,2.0, ,48.6, ,52.7, 
103,1/27/2022,27,0.07, ,0.00, ,297, ,7.6, ,66.7, ,30.5, ,45.9, ,99, ,37, ,72, ,37.5, ,1.7, ,41.1, ,50.8, 
103,1/28/2022,28,0.06, ,0, ,255, ,7.6, ,69.5, ,30.5, ,43.5, ,97, ,47, ,79, ,37.5, ,1.7, ,41.1, ,49.9, 
103,1/29/2022,29,0.07, ,0, ,300, ,7.5, ,66.2, ,30.2, ,45.0, ,98, ,42, ,74, ,37.1, ,1.9, ,46.7, ,49.8, 
103,1/30/2022,30,0.07, ,0.00, ,299, ,7.5, ,62.7, ,26.9, ,42.9, ,98, ,43, ,80, ,37.2, ,2.0, ,49.0, ,49.5, 
103,1/31/2022,31,0.08, ,0, ,287, ,7.8, ,68.7, ,31.8, ,49.0, ,99, ,34, ,66, ,38.1, ,2.6, ,63.1, ,50.7, 
