253,1/1/2022,1,0.06, ,0.00, ,276, ,6.4, ,61.8, ,31.1, ,42.7, ,97, ,33, ,68, ,33.1, ,2.8, ,67.9, ,46.2, 
253,1/2/2022,2,0.06, ,0, ,260, ,8.7, ,61.3, ,31.2, ,45.5, ,94, ,60, ,84, ,40.8, ,3.0, ,71.8, ,44.9,Y
253,1/3/2022,3,0.03, ,0.42, ,138, ,11.6, ,55.7, ,42.5, ,50.3, ,97, ,79, ,94, ,48.5, ,3.8, ,90.3, ,47.7, 
253,1/4/2022,4,0.04, ,0.21, ,194, ,14.3, ,63.6, ,47.8, ,55.9, ,98, ,74, ,94, ,54.1, ,2.3, ,55.2, ,51.7, 
253,1/5/2022,5,0.04, ,0, ,180, ,13.2, ,64.1, ,46.2, ,53.7, ,98, ,83, ,94, ,52.0, ,3.0, ,72.2, ,52.8, 
253,1/6/2022,6,0.02, ,0.00, ,107, ,13.0, ,56.7, ,45.0, ,52.0, ,99, ,96, ,98, ,51.5, ,2.8, ,66.8, ,52.5, 
253,1/7/2022,7,0.03, ,0.02, ,136, ,12.6, ,59.5, ,47.2, ,52.4, ,99, ,84, ,94, ,50.8, ,2.5, ,60.2, ,53.0, 
253,1/8/2022,8,0.06, ,0, ,278, ,10.9, ,61.7, ,41.1, ,50.6, ,95, ,68, ,86, ,46.7, ,2.8, ,67.3, ,52.0, 
253,1/9/2022,9,0.07, ,0.00, ,273, ,9.5, ,69.2, ,37.5, ,49.9, ,94, ,43, ,78, ,43.3, ,2.9, ,69.4, ,49.3, 
253,1/10/2022,10,0.07, ,0, ,280, ,10.1, ,75.8,Y,41.4, ,52.6, ,95, ,45, ,75, ,44.7, ,2.7, ,63.6, ,49.2, 
253,1/11/2022,11,0.07, ,0, ,263, ,9.4, ,67.2, ,39.4, ,49.9, ,92, ,46, ,76, ,42.8, ,2.6, ,62.2, ,48.5, 
253,1/12/2022,12,0.07, ,0, ,267, ,9.8, ,73.5, ,39.8, ,51.7, ,91, ,46, ,75, ,44.1, ,2.7, ,65.1, ,48.1, 
253,1/13/2022,13,0.04, ,0, ,182, ,10.7, ,63.5, ,41.4, ,49.8, ,96, ,73, ,88, ,46.4, ,3.8, ,90.8, ,48.9, 
253,1/14/2022,14,0.07, ,0, ,234, ,9.2, ,70.6, ,36.9, ,49.4, ,99, ,40, ,77, ,42.5, ,2.8, ,66.7, ,48.3, 
253,1/15/2022,15,0.06, ,0, ,203, ,9.5, ,73.4, ,39.7, ,54.2, ,91, ,34, ,66, ,43.1, ,2.6, ,62.1, ,48.3, 
253,1/16/2022,16,0.05, ,0, ,199, ,10.7, ,71.2, ,46.5, ,55.7, ,89, ,45, ,71, ,46.3, ,2.2, ,52.9, ,50.6, 
253,1/17/2022,17,0.05, ,0, ,196, ,10.9, ,66.7, ,41.6, ,53.0, ,94, ,60, ,80, ,46.9, ,2.3, ,55.4, ,51.4, 
253,1/18/2022,18,0.05, ,0, ,205, ,10.8, ,59.7, ,40.0, ,49.3, ,97, ,75, ,90, ,46.5, ,3.7, ,88.4, ,50.3, 
253,1/19/2022,19,0.07, ,0, ,291, ,11.2, ,63.2, ,39.8, ,51.1, ,97, ,63, ,87, ,47.5, ,3.6, ,86.4, ,50.3, 
253,1/20/2022,20,0.07, ,0, ,298, ,10.5, ,64.4, ,36.3, ,48.3, ,98, ,72, ,92, ,45.9, ,2.5, ,59.3, ,49.9, 
253,1/21/2022,21,0.11, ,0.00, ,309, ,6.7, ,71.6, ,36.7, ,56.7, ,98, ,20, ,42, ,34.2, ,4.7, ,112.3, ,48.9, 
253,1/22/2022,22,0.11, ,0, ,308, ,6.1, ,70.5, ,40.1, ,56.3, ,81, ,23, ,40, ,32.0, ,4.0, ,95.8, ,49.0, 
253,1/23/2022,23,0.08, ,0, ,312, ,8.3, ,65.5, ,35.5, ,46.9, ,93, ,48, ,76, ,39.7, ,2.8, ,68.3, ,47.5, 
253,1/24/2022,24,0.07, ,0, ,299, ,9.1, ,63.7, ,33.6, ,45.1, ,99, ,60, ,89, ,42.1, ,3.2, ,76.6, ,46.3,Y
253,1/25/2022,25,0.06, ,0, ,268, ,10.9, ,59.0, ,36.2, ,48.4, ,100, ,78, ,94, ,46.8, ,3.9, ,92.9, ,47.7, 
253,1/26/2022,26,0.07, ,0.00, ,320, ,8.8, ,64.9, ,33.1, ,45.2, ,100, ,59, ,86, ,41.3, ,2.6, ,62.1, ,46.6,Y
253,1/27/2022,27,0.08, ,0.00, ,326, ,8.9, ,66.1, ,34.4, ,47.7, ,99, ,51, ,79, ,41.6, ,2.7, ,64.8, ,45.9,Y
253,1/28/2022,28,0.09, ,0, ,319, ,7.5, ,72.2, ,35.4, ,49.7, ,89, ,29, ,62, ,37.2, ,2.9, ,69.6, ,46.1,Y
253,1/29/2022,29,0.08, ,0, ,312, ,8.3, ,69.5, ,37.3, ,49.1, ,98, ,45, ,70, ,39.7, ,3.1, ,74.5, ,46.3,Y
253,1/30/2022,30,0.08, ,0, ,332, ,9.9, ,62.0, ,33.2, ,47.5, ,98, ,70, ,89, ,44.3, ,3.5, ,83.5, ,46.4,Y
253,1/31/2022,31,0.04, ,0, ,159, ,10.7, ,62.2, ,38.1, ,47.7, ,100, ,77, ,95, ,46.3, ,3.5, ,84.5, ,47.2,Y
