170,1/1/2022,1,0.05, ,0.00,H,254, ,5.9, ,53.2, ,29.6, ,38.8, ,98, ,45, ,74, ,31.3, ,1.9, ,45.5, ,45.5, 
170,1/2/2022,2,0.04, ,0, ,236, ,6.6, ,50.3, ,26.9, ,37.0, ,96, ,65, ,88, ,33.8, ,1.8, ,43.6, ,44.3, 
170,1/3/2022,3,0.04, ,0.11, ,166, ,10.1, ,56.7, ,37.9, ,48.1, ,98, ,69, ,88, ,44.8, ,4.1, ,98.9, ,44.8, 
170,1/4/2022,4,0.02, ,0.07, ,124, ,13.1,Y,60.0, ,49.4, ,54.1, ,99, ,78, ,92,Y,51.8,Y,2.2, ,52.1, ,47.1, 
170,1/5/2022,5,0.03, ,0, ,157, ,12.8, ,61.9, ,47.8, ,53.6, ,97, ,78, ,91, ,51.1, ,2.3, ,54.9, ,48.6, 
170,1/6/2022,6,0.01, ,0.00, ,73, ,11.9, ,53.8, ,44.5, ,50.1, ,100, ,91, ,97, ,49.2, ,1.7, ,39.7, ,49.4, 
170,1/7/2022,7,0.02, ,0.01, ,93, ,11.3, ,57.1, ,42.3, ,51.0, ,99, ,76, ,89, ,47.8, ,2.4, ,58.1, ,49.7, 
170,1/8/2022,8,0.03, ,0.00, ,155, ,9.3, ,57.1, ,35.4, ,44.4, ,100, ,74, ,94, ,42.7, ,1.7, ,41.6, ,48.5, 
170,1/9/2022,9,0.04, ,0.00, ,220, ,9.8, ,53.6, ,38.1, ,46.4, ,100, ,78, ,91, ,43.9, ,2.8, ,66.8, ,47.6, 
170,1/10/2022,10,0.06, ,0.02, ,257, ,9.4, ,63.2, ,39.1, ,48.8, ,99, ,55, ,80, ,42.9, ,2.1, ,50.1, ,47.8, 
170,1/11/2022,11,0.05, ,0, ,237, ,8.7, ,61.4, ,35.9, ,47.2, ,97, ,51, ,79, ,40.9, ,1.8, ,43.1, ,47.4, 
170,1/12/2022,12,0.05, ,0, ,249, ,10.1, ,61.0, ,38.8, ,48.8, ,99, ,63, ,86, ,44.7, ,2.3, ,54.7, ,47.6, 
170,1/13/2022,13,0.04, ,0, ,188, ,10.4, ,61.9, ,39.3, ,48.3, ,100, ,67, ,90, ,45.6, ,1.7, ,41.0, ,47.8, 
170,1/14/2022,14,0.06, ,0.00, ,244, ,9.3, ,66.8, ,36.4, ,49.2, ,100, ,44, ,78, ,42.7, ,1.9, ,45.6, ,47.6, 
170,1/15/2022,15,0.03, ,0, ,162, ,9.7, ,60.8, ,43.4, ,50.0, ,96, ,49, ,79, ,43.8, ,2.4, ,57.1, ,47.8, 
170,1/16/2022,16,0.04, ,0, ,204, ,10.3, ,60.0, ,40.8, ,49.7, ,97, ,65, ,85, ,45.3, ,2.0, ,47.9, ,48.3, 
170,1/17/2022,17,0.04, ,0, ,204, ,9.4, ,61.5, ,38.7, ,48.0, ,98, ,55, ,82, ,42.8, ,1.6, ,38.4, ,48.3, 
170,1/18/2022,18,0.05, ,0, ,243, ,9.9, ,58.9, ,36.6, ,47.0, ,99, ,68, ,90, ,44.2, ,2.4, ,57.1, ,48.2, 
170,1/19/2022,19,0.06, ,0, ,272, ,9.7, ,63.9, ,37.7, ,48.1, ,100, ,54, ,85, ,43.8, ,2.0, ,47.5, ,48.4, 
170,1/20/2022,20,0.06, ,0.00, ,266, ,9.6, ,64.7, ,37.3, ,47.8, ,99, ,58, ,85, ,43.5, ,1.9, ,46.4, ,48.3, 
170,1/21/2022,21,0.08, ,0, ,255, ,7.3, ,67.4, ,36.1, ,52.5, ,100, ,29, ,54, ,36.3, ,2.7, ,64.1, ,47.9, 
170,1/22/2022,22,0.10, ,0, ,289, ,6.9, ,66.8, ,38.8, ,55.8, ,93, ,31, ,45, ,35.0, ,3.9, ,93.2, ,48.3, 
170,1/23/2022,23,0.06, ,0, ,280, ,8.6, ,63.9, ,33.4, ,46.2, ,98, ,53, ,81, ,40.5, ,2.0, ,47.6, ,48.0, 
170,1/24/2022,24,0.06, ,0, ,283, ,8.2, ,63.6, ,32.0, ,44.9, ,97, ,55, ,81, ,39.5, ,1.8, ,43.6, ,47.3, 
170,1/25/2022,25,0.06, ,0, ,298, ,8.6, ,62.5, ,33.5, ,45.3, ,100, ,50, ,84, ,40.7, ,2.1, ,49.8, ,47.1, 
170,1/26/2022,26,0.06, ,0.00, ,285, ,8.6, ,61.2, ,32.1, ,44.5, ,99, ,60, ,86, ,40.7, ,2.0, ,47.9, ,46.9, 
170,1/27/2022,27,0.07, ,0.00, ,306, ,7.0, ,65.1, ,31.3, ,44.9, ,97, ,38, ,69, ,35.4, ,1.9, ,45.9, ,46.5, 
170,1/28/2022,28,0.06, ,0, ,279, ,7.7, ,63.0, ,31.8, ,45.0, ,94, ,52, ,76, ,37.8, ,2.2, ,51.9, ,46.1, 
170,1/29/2022,29,0.07, ,0, ,293, ,7.5, ,64.5, ,32.6, ,45.0, ,97, ,38, ,74, ,37.1, ,1.9, ,44.8, ,46.0, 
170,1/30/2022,30,0.06, ,0, ,305, ,7.9, ,62.0, ,30.9, ,44.0, ,96, ,50, ,81, ,38.6, ,1.9, ,45.5, ,45.7, 
170,1/31/2022,31,0.06, ,0, ,239, ,8.8, ,61.5, ,35.3, ,46.4, ,98, ,52, ,82, ,41.2, ,1.8, ,42.6, ,46.0, 
