2,1/1/2022,1,0.04, ,0.10,H,184, ,6.6, ,50.5, ,30.8, ,39.3, ,98, ,55, ,80, ,33.8, ,5.6, ,133.8, ,51.1, 
2,1/2/2022,2,0.05, ,0.11, ,189, ,6.8, ,57.3, ,28.6, ,40.6, ,99, ,50, ,80, ,34.8, ,4.3, ,103.2, ,50.1, 
2,1/3/2022,3,0.04, ,0.00, ,170, ,7.2, ,55.6, ,28.0, ,41.1, ,100, ,54, ,83, ,36.2, ,2.8, ,66.1, ,49.7, 
2,1/4/2022,4,0.05, ,0, ,202, ,8.5, ,59.6, ,32.3, ,45.2, ,100, ,58, ,83, ,40.5, ,3.3, ,78.5, ,49.9, 
2,1/5/2022,5,0.03, ,0, ,156, ,11.6, ,60.7, ,45.5, ,52.6, ,98, ,69, ,86, ,48.5, ,2.9, ,68.5, ,51.2, 
2,1/6/2022,6,0.04, ,0, ,169, ,11.3, ,62.1, ,43.5, ,52.6, ,99, ,62, ,83, ,47.7, ,2.7, ,63.9, ,52.9, 
2,1/7/2022,7,0.03, ,0.01, ,143, ,10.5, ,58.7, ,35.9, ,48.3, ,100, ,75, ,91, ,45.9, ,3.0, ,72.5, ,52.8, 
2,1/8/2022,8,0.06, ,0, ,230, ,11.1, ,58.7, ,39.5, ,49.9, ,99, ,67, ,90, ,47.2, ,5.5, ,133.1, ,53.4, 
2,1/9/2022,9,0.04, ,0.01, ,185, ,9.3, ,59.7, ,35.9, ,45.7, ,100, ,58, ,88, ,42.5, ,3.7, ,88.4, ,53.0, 
2,1/10/2022,10,0.04, ,0.00, ,176, ,9.4, ,57.0, ,37.0, ,45.0, ,100, ,71, ,93, ,43.0, ,3.0, ,72.5, ,52.3, 
2,1/11/2022,11,0.06, ,0.01, ,265, ,8.7, ,61.2, ,33.3, ,45.3, ,100, ,51, ,85, ,41.0, ,3.2, ,76.2, ,51.9, 
2,1/12/2022,12,0.05, ,0.00, ,212, ,8.9, ,58.8, ,33.2, ,44.6, ,100, ,60, ,88, ,41.4, ,3.2, ,76.8, ,51.7, 
2,1/13/2022,13,0.04, ,0, ,166, ,10.1, ,61.2, ,41.3, ,49.0, ,99, ,56, ,85, ,44.7, ,3.3, ,79.6, ,52.0, 
2,1/14/2022,14,0.03, ,0.00, ,142, ,9.7, ,56.6, ,35.0, ,44.6, ,100, ,74, ,97, ,43.7, ,3.6, ,86.1, ,51.9, 
2,1/15/2022,15,0.01, ,0.01, ,96, ,9.8, ,51.9, ,38.9, ,44.4, ,100, ,86, ,98, ,44.0, ,3.6, ,86.5, ,51.7, 
2,1/16/2022,16,0.05, ,0, ,223, ,11.0, ,64.1, ,42.8, ,53.1, ,100, ,51, ,80, ,47.0, ,2.7, ,64.2, ,52.5, 
2,1/17/2022,17,0.04, ,0.01, ,153, ,11.8, ,60.7, ,45.3, ,52.5, ,99, ,65, ,87, ,48.8, ,3.4, ,81.2, ,53.4, 
2,1/18/2022,18,0.07, ,0, ,248, ,10.7, ,64.8, ,42.8, ,53.2, ,99, ,46, ,77, ,46.3, ,3.8, ,92.3, ,54.1, 
2,1/19/2022,19,0.07, ,0, ,276, ,9.5, ,62.7, ,36.3, ,48.5, ,100, ,57, ,82, ,43.1, ,3.9, ,93.2, ,53.6, 
2,1/20/2022,20,0.07, ,0, ,205, ,9.5, ,64.9, ,40.6, ,53.3, ,100, ,52, ,69, ,43.3, ,3.0, ,72.3, ,53.4, 
2,1/21/2022,21,0.09, ,0, ,287, ,8.8, ,64.2, ,36.5, ,47.4, ,99, ,40, ,79, ,41.2, ,5.7, ,137.1, ,52.8, 
2,1/22/2022,22,0.08, ,0.00, ,298, ,6.7, ,61.5, ,28.9, ,44.4, ,100, ,36, ,68, ,34.4, ,3.6, ,85.4, ,52.1, 
2,1/23/2022,23,0.07, ,0, ,311, ,7.2, ,64.7, ,30.1, ,46.0, ,94, ,40, ,68, ,36.1, ,3.3, ,79.4, ,51.7, 
2,1/24/2022,24,0.08, ,0, ,307, ,7.3, ,64.1, ,31.9, ,46.2, ,96, ,39, ,69, ,36.6, ,3.2, ,77.2, ,51.7, 
2,1/25/2022,25,0.08, ,0, ,301, ,7.7, ,61.7, ,32.1, ,45.7, ,92, ,49, ,73, ,37.7, ,3.7, ,89.3, ,51.5, 
2,1/26/2022,26,0.08, ,0, ,310, ,7.5, ,67.7, ,32.3, ,48.4, ,99, ,30, ,65, ,37.2, ,3.5, ,84.5, ,51.5, 
2,1/27/2022,27,0.08, ,0, ,310, ,7.6, ,66.1, ,34.6, ,47.8, ,94, ,38, ,67, ,37.5, ,2.8, ,67.4, ,51.6, 
2,1/28/2022,28,0.09, ,0, ,318, ,5.9, ,68.8, ,31.8, ,47.2, ,94, ,17, ,54, ,31.3, ,3.3, ,78.8, ,51.5, 
2,1/29/2022,29,0.07, ,0, ,253, ,7.1, ,62.4, ,33.4, ,45.5, ,84, ,44, ,68, ,35.6, ,3.8, ,90.1, ,51.2, 
2,1/30/2022,30,0.09, ,0, ,323, ,6.8, ,64.9, ,30.0, ,45.9, ,97, ,37, ,64, ,34.5, ,3.4, ,82.5, ,50.9, 
2,1/31/2022,31,0.05, ,0, ,195, ,7.6, ,58.3, ,32.2, ,45.7, ,90, ,56, ,73, ,37.5, ,3.6, ,87.2, ,50.8, 
