245,1/1/2022,1,0.07,R,0, ,327,R,7.2, ,62.0, ,39.5, ,49.9, ,100, ,32, ,59, ,36.0, ,1.9, ,46.2, ,54.8, 
245,1/2/2022,2,0.07, ,0, ,333,R,5.2, ,64.5, ,35.3, ,48.1, ,78, ,18, ,45, ,28.0, ,2.6, ,61.7, ,53.8, 
245,1/3/2022,3,0.07, ,0, ,333,R,7.0, ,64.3, ,35.4, ,47.8, ,100, ,29, ,62, ,35.4, ,2.3, ,54.3, ,53.1, 
245,1/4/2022,4,0.07, ,0, ,322, ,8.7, ,63.8, ,36.7, ,49.0, ,100, ,37, ,73, ,40.8, ,2.1, ,51.4, ,53.0, 
245,1/5/2022,5,0.07,R,0, ,317, ,9.5, ,70.3, ,40.8, ,52.9, ,100, ,32, ,70, ,43.3, ,1.9, ,45.2, ,53.4, 
245,1/6/2022,6,0.07,R,0, ,328,R,9.6, ,75.8, ,43.6, ,56.4, ,99, ,28, ,62, ,43.5, ,1.7, ,40.5, ,54.1, 
245,1/7/2022,7,0.06,R,0, ,321, ,11.8, ,62.4, ,42.2, ,51.7, ,100, ,63, ,90, ,48.8, ,1.7, ,39.9, ,54.4, 
245,1/8/2022,8,0.07, ,0, ,314, ,11.4, ,64.1, ,44.2, ,53.2, ,100, ,53, ,83, ,48.1, ,1.8, ,43.1, ,55.4, 
245,1/9/2022,9,0.09,R,0.00,H,342,R,7.4, ,76.4, ,41.3, ,58.9, ,100, ,15, ,43, ,36.8, ,2.5, ,61.0, ,54.9, 
245,1/10/2022,10,0.09, ,0, ,215, ,3.7, ,76.6, ,61.9,Y,66.8, ,21, ,13, ,16, ,19.9, ,1.7, ,41.2, ,55.0, 
245,1/11/2022,11,0.09, ,0, ,353,R,3.9, ,80.3, ,50.8, ,67.0, ,38, ,11, ,17, ,21.1, ,1.6, ,37.8, ,55.4, 
245,1/12/2022,12,0.08,R,0, ,248, ,5.6, ,78.7, ,47.3, ,60.6, ,53, ,10, ,31, ,29.6, ,1.5, ,35.4, ,55.2, 
245,1/13/2022,13,0.05, ,0, ,124, ,8.3, ,71.3, ,51.4, ,60.4, ,70, ,20, ,46, ,39.6, ,1.7, ,40.2, ,55.5, 
245,1/14/2022,14,0.09,R,0, ,317, ,7.2, ,75.1, ,48.8, ,64.1, ,62, ,14, ,35, ,36.0, ,1.9, ,45.5, ,56.4, 
245,1/15/2022,15,0.05, ,0.01, ,106, ,8.8, ,69.9, ,55.7, ,62.0, ,78, ,16, ,46, ,41.2, ,2.2, ,52.1, ,56.6, 
245,1/16/2022,16,0.07, ,0, ,259, ,9.4, ,74.1, ,53.4, ,62.5, ,72, ,25, ,49, ,42.9, ,1.3, ,30.2, ,57.3, 
245,1/17/2022,17,0.03,R,0.02, ,138, ,14.6, ,64.0, ,54.1, ,57.9, ,100, ,68, ,89, ,54.7, ,1.8, ,43.0, ,57.9, 
245,1/18/2022,18,0.06, ,0, ,262, ,14.2, ,65.6, ,49.4, ,56.6, ,100, ,71, ,91, ,54.0, ,2.1, ,49.7, ,58.3, 
245,1/19/2022,19,0.07, ,0, ,304, ,12.5, ,66.0, ,46.2, ,54.6, ,100, ,58, ,86, ,50.4, ,1.8, ,43.9, ,58.4, 
245,1/20/2022,20,0.09, ,0.00, ,361,R,7.6, ,76.9, ,44.4, ,61.6, ,100, ,19, ,41, ,37.5, ,2.1, ,49.9, ,57.9, 
245,1/21/2022,21,0.11, ,0.00, ,356,R,7.2, ,70.6, ,42.3, ,58.0, ,75, ,15, ,44, ,36.1, ,4.4, ,106.0, ,57.3, 
245,1/22/2022,22,0.12, ,0, ,366,R,3.9, ,69.5, ,51.9, ,62.2, ,29, ,17, ,20, ,21.1, ,4.6, ,110.7, ,57.0, 
245,1/23/2022,23,0.09,R,0, ,361,R,5.0, ,74.2, ,46.0, ,59.8, ,57, ,17, ,29, ,27.1, ,1.8, ,43.3, ,56.7, 
245,1/24/2022,24,0.09, ,0, ,374,R,6.0, ,69.7, ,42.5, ,54.4, ,65, ,21, ,42, ,31.7, ,2.3, ,55.8, ,56.3, 
245,1/25/2022,25,0.08, ,0, ,333, ,8.7, ,66.0, ,38.6, ,50.5, ,100, ,39, ,69, ,40.8, ,2.1, ,51.2, ,55.8, 
245,1/26/2022,26,0.08, ,0.01, ,350, ,8.3, ,69.4, ,38.9, ,52.1, ,100, ,26, ,62, ,39.6, ,2.2, ,53.1, ,55.7, 
245,1/27/2022,27,0.09, ,0, ,396,R,5.6, ,71.0, ,38.7, ,53.6, ,79, ,11, ,40, ,29.9, ,2.5, ,59.3, ,55.5, 
245,1/28/2022,28,0.11, ,0, ,303, ,2.2,Y,72.2, ,45.0, ,62.3, ,35, ,7, ,11,Y,7.6,Y,3.2, ,77.6, ,55.2, 
245,1/29/2022,29,0.08, ,0, ,145, ,3.8, ,68.2, ,44.6, ,58.4, ,47, ,10, ,23, ,20.7, ,3.0, ,71.8, ,54.9, 
245,1/30/2022,30,0.09, ,0, ,399,R,6.2, ,69.7, ,38.8, ,52.7, ,84, ,21, ,46, ,32.4, ,2.3, ,54.4, ,54.8, 
245,1/31/2022,31,0.06, ,0, ,214, ,8.0, ,63.9, ,38.7, ,49.9, ,99, ,32, ,66, ,38.9, ,2.6, ,62.3, ,54.4, 
