152,1/1/2022,1,0.07,R,0, ,300, ,5.0, ,60.2, ,41.4, ,52.3, ,72, ,24, ,37, ,27.0, ,1.0,I,24.0,I,46.3, 
152,1/2/2022,2,0.07,R,0.00, ,300, ,4.7, ,64.7, ,37.0, ,51.9, ,82, ,17, ,35, ,25.4, ,1.0,I,24.0,I,45.6, 
152,1/3/2022,3,0.06,R,0, ,303, ,6.9, ,61.8, ,34.6, ,46.9, ,94, ,27, ,63, ,35.1, ,1.0,I,24.0,I,45.1,Y
152,1/4/2022,4,0.06,R,0, ,289, ,8.3, ,61.6, ,38.1, ,48.6, ,91, ,47, ,71, ,39.8, ,1.0,I,24.0,I,46.4, 
152,1/5/2022,5,0.06,R,0, ,283, ,10.0, ,66.3, ,39.3, ,51.9, ,94, ,53, ,76, ,44.5, ,1.0,I,24.0,I,47.9, 
152,1/6/2022,6,0.06,R,0, ,293, ,10.1, ,68.5, ,40.9, ,53.4, ,98, ,48, ,73, ,44.8, ,1.0,I,24.0,I,49.2, 
152,1/7/2022,7,0.02,R,0, ,141, ,11.2, ,58.4, ,37.3, ,49.6, ,99, ,78, ,93, ,47.5, ,1.0,I,24.0,I,48.0, 
152,1/8/2022,8,0.06,R,0, ,284, ,11.7, ,62.1, ,44.2, ,53.0, ,99, ,58, ,85, ,48.8, ,1.0,I,24.0,I,51.0, 
152,1/9/2022,9,0.08,R,0, ,308, ,5.7, ,72.2, ,40.6, ,61.4, ,99, ,18, ,31, ,30.3, ,1.0,I,24.0,I,49.7, 
152,1/10/2022,10,0.09,R,0, ,240, ,4.1, ,69.3, ,51.0, ,64.5, ,27, ,18, ,20, ,22.2, ,1.0,I,24.0,I,50.9, 
152,1/11/2022,11,0.09,R,0, ,320, ,3.3, ,75.6, ,59.7, ,66.3, ,19, ,11, ,15, ,17.5, ,1.0,I,24.0,I,52.1, 
152,1/12/2022,12,0.08,R,0, ,226, ,6.1, ,79.2, ,47.6, ,61.4, ,67, ,14, ,33, ,31.8, ,1.0,I,24.0,I,50.8, 
152,1/13/2022,13,0.04,R,0, ,119, ,8.4, ,70.1, ,53.4, ,60.2, ,77, ,29, ,47, ,39.9, ,1.0,I,24.0,I,51.3, 
152,1/14/2022,14,0.09,R,0, ,286, ,7.0, ,77.4, ,44.4, ,62.6, ,99, ,15, ,36, ,35.4, ,1.0,I,24.0,I,51.5, 
152,1/15/2022,15,0.06,R,0, ,117, ,6.3, ,70.7, ,59.4, ,66.4, ,70, ,17, ,28, ,32.7, ,1.0,I,24.0,I,53.0, 
152,1/16/2022,16,0.07,R,0, ,243, ,6.9, ,76.0, ,54.3, ,64.5, ,71, ,18, ,33, ,34.9, ,1.0,I,24.0,I,53.8, 
152,1/17/2022,17,0.02,R,0, ,124, ,13.4, ,64.6, ,51.2, ,57.2, ,99, ,59, ,84, ,52.4, ,1.0,I,24.0,I,53.5, 
152,1/18/2022,18,0.05,R,0, ,219, ,14.2, ,63.9, ,49.3, ,56.4, ,99, ,70, ,91, ,53.9, ,1.0,I,24.0,I,54.3, 
152,1/19/2022,19,0.04,R,0.00, ,212, ,11.9, ,61.7, ,43.0, ,51.7, ,99, ,71, ,91, ,49.2, ,1.0,I,24.0,I,51.4, 
152,1/20/2022,20,0.09,R,0, ,326, ,7.7, ,78.0, ,43.0, ,61.2, ,99, ,17, ,42, ,37.7, ,1.0,I,24.0,I,51.2, 
152,1/21/2022,21,0.08,R,0, ,324, ,6.6, ,74.0, ,40.6, ,58.1, ,83, ,13, ,40, ,33.8, ,1.0,I,24.0,I,51.0, 
152,1/22/2022,22,0.09,R,0, ,334, ,3.7, ,71.0, ,45.1, ,63.2, ,29, ,14, ,19, ,20.1, ,1.0,I,24.0,I,51.3, 
152,1/23/2022,23,0.09,R,0, ,334, ,4.5, ,76.1, ,47.1, ,62.8, ,56, ,15, ,23, ,24.5, ,1.0,I,24.0,I,52.8, 
152,1/24/2022,24,0.08,R,0, ,339, ,7.0, ,68.5, ,41.8, ,53.9, ,82, ,29, ,49, ,35.4, ,1.0,I,24.0,I,50.8, 
152,1/25/2022,25,0.07,R,0, ,331, ,9.2, ,62.4, ,39.7, ,49.6, ,95, ,55, ,77, ,42.5, ,1.0,I,24.0,I,49.8, 
152,1/26/2022,26,0.09,R,0, ,338, ,5.6, ,70.5, ,38.0, ,57.9, ,96, ,14, ,34, ,29.6, ,1.0,I,24.0,I,49.5, 
152,1/27/2022,27,0.09,R,0, ,354, ,5.7, ,74.6, ,40.0, ,57.4, ,89, ,10, ,35, ,30.2, ,1.0,I,24.0,I,50.2, 
152,1/28/2022,28,0.10,R,0, ,358, ,2.3,Y,70.4, ,45.3, ,63.0, ,29, ,8, ,12,Y,9.4,Y,1.0,I,24.0,I,50.5, 
152,1/29/2022,29,0.08,R,0, ,187, ,2.7, ,69.0, ,44.8, ,60.6, ,35, ,9, ,15, ,12.5, ,1.0,I,24.0,I,51.2, 
152,1/30/2022,30,0.09,R,0.00,H,363, ,5.9, ,74.8, ,36.4, ,51.8, ,70, ,20, ,45, ,31.1, ,1.0,I,24.0,I,48.9, 
152,1/31/2022,31,0.05,R,0.00, ,221, ,9.3, ,62.0, ,36.5, ,49.6, ,99, ,46, ,77, ,42.7, ,1.0,I,24.0,I,47.5,Y
