174,1/1/2022,1,0.07,R,0, ,273, ,7.8, ,64.1, ,41.4, ,50.1, ,88, ,31, ,63, ,38.1, ,2.1, ,51.3, ,53.8, 
174,1/2/2022,2,0.07, ,0, ,290, ,5.9, ,67.7, ,35.0, ,49.6, ,82, ,19, ,48, ,31.0, ,1.6, ,37.6, ,52.9, 
174,1/3/2022,3,0.07, ,0, ,282, ,7.2, ,64.2, ,33.2, ,46.9, ,87, ,33, ,66, ,36.1, ,1.7, ,40.6, ,52.3, 
174,1/4/2022,4,0.06, ,0, ,265, ,8.8, ,62.3, ,38.0, ,48.2, ,88, ,60, ,76, ,41.2, ,2.0, ,49.0, ,52.2, 
174,1/5/2022,5,0.06, ,0, ,265, ,9.3, ,66.3, ,37.8, ,49.8, ,89, ,43, ,76, ,42.5, ,1.9, ,45.2, ,52.6, 
174,1/6/2022,6,0.05,R,0.02, ,219, ,11.2, ,70.1, ,43.2, ,52.5, ,90, ,53, ,83, ,47.6, ,1.4, ,33.1, ,53.6, 
174,1/7/2022,7,0.01, ,0.01, ,59, ,11.1, ,54.9, ,47.6, ,51.9, ,90, ,74, ,84, ,47.3, ,2.3, ,55.5, ,54.8, 
174,1/8/2022,8,0.05, ,0, ,229, ,10.7, ,62.8, ,44.6, ,53.5, ,90, ,59, ,76, ,46.3, ,2.3, ,54.4, ,55.1, 
174,1/9/2022,9,0.07,R,0.00, ,289, ,8.7, ,76.9, ,37.6, ,53.9, ,90, ,22, ,61, ,40.9, ,1.3, ,30.8, ,55.0, 
174,1/10/2022,10,0.07,R,0, ,178, ,6.3, ,74.6, ,45.7, ,57.9, ,61, ,20, ,38, ,32.6, ,1.9, ,46.4, ,55.0, 
174,1/11/2022,11,0.12, ,0, ,303, ,5.2, ,80.0, ,44.4, ,61.6, ,55, ,14, ,28, ,27.8, ,3.6, ,86.5, ,54.7, 
174,1/12/2022,12,0.07, ,0, ,222, ,6.9, ,78.1, ,40.2, ,56.4, ,70, ,16, ,44, ,35.0, ,1.8, ,42.8, ,54.8, 
174,1/13/2022,13,0.03,R,0, ,113, ,9.5, ,68.9, ,48.8, ,58.0, ,79, ,34, ,58, ,43.1, ,1.4, ,32.4, ,55.5, 
174,1/14/2022,14,0.08, ,0, ,275, ,10.0, ,73.0, ,45.0, ,57.4, ,88, ,31, ,62, ,44.6, ,2.2, ,51.8, ,56.4, 
174,1/15/2022,15,0.03, ,0.03, ,86, ,10.5, ,68.0, ,50.2, ,58.2, ,77, ,46, ,63, ,45.9, ,2.0, ,48.9, ,56.8, 
174,1/16/2022,16,0.08,R,0, ,277, ,10.1, ,73.9, ,51.6, ,61.8, ,86, ,27, ,53, ,44.7, ,2.1, ,50.3, ,57.5, 
174,1/17/2022,17,0.04, ,0.01, ,152, ,13.4, ,65.0, ,56.8,Y,59.5, ,86, ,64, ,77, ,52.3, ,2.4, ,56.7, ,58.8, 
174,1/18/2022,18,0.03, ,0, ,147, ,12.8, ,63.8, ,49.7, ,57.5, ,89, ,66, ,79, ,51.1, ,2.5, ,59.4, ,59.3, 
174,1/19/2022,19,0.04, ,0, ,191, ,11.4, ,65.5, ,45.8, ,54.4, ,90, ,58, ,79, ,47.9, ,1.8, ,42.6, ,58.7, 
174,1/20/2022,20,0.09, ,0.00, ,307, ,9.2, ,77.6, ,40.4, ,55.8, ,90, ,24, ,60, ,42.3, ,2.1, ,51.4, ,58.0, 
174,1/21/2022,21,0.07, ,0, ,282, ,9.8, ,66.2, ,39.9, ,54.0, ,89, ,32, ,69, ,43.9, ,2.5, ,61.0, ,57.6, 
174,1/22/2022,22,0.11, ,0, ,312, ,5.5, ,72.8, ,42.7, ,58.7, ,59, ,19, ,33, ,29.6, ,3.0, ,72.1, ,57.4, 
174,1/23/2022,23,0.10,R,0, ,314, ,6.6, ,74.4, ,39.7, ,55.9, ,77, ,19, ,43, ,33.7, ,2.3, ,54.9, ,56.9, 
174,1/24/2022,24,0.07,R,0, ,316, ,9.5, ,66.3, ,38.6, ,52.8, ,89, ,43, ,70, ,43.2, ,1.3, ,30.2, ,56.7, 
174,1/25/2022,25,0.07, ,0.00, ,297, ,10.2, ,63.2, ,40.8, ,51.1, ,90, ,57, ,80, ,45.0, ,2.2, ,53.6, ,56.7, 
174,1/26/2022,26,0.06,R,0.01, ,257, ,9.0, ,70.3, ,38.2, ,52.0, ,90, ,30, ,68, ,41.8, ,1.4, ,34.0, ,56.5, 
174,1/27/2022,27,0.08,R,0, ,336, ,7.8, ,70.2, ,36.7, ,54.3, ,90, ,23, ,54, ,38.1, ,1.4, ,32.7, ,56.3, 
174,1/28/2022,28,0.12, ,0, ,291, ,4.7, ,73.9, ,39.8, ,57.3, ,89, ,13, ,29, ,25.5, ,3.9, ,92.8, ,56.1, 
174,1/29/2022,29,0.04, ,0, ,112, ,5.9, ,68.1, ,41.7, ,53.1, ,77, ,23, ,43, ,31.2, ,1.7, ,39.8, ,55.6, 
174,1/30/2022,30,0.09,R,0, ,338, ,8.5, ,66.0, ,35.6, ,50.2, ,89, ,35, ,69, ,40.4, ,2.3, ,56.0, ,55.0, 
174,1/31/2022,31,0.04, ,0.00, ,176, ,10.2, ,61.4, ,39.8, ,50.6, ,90, ,60, ,81, ,45.1, ,1.8, ,43.4, ,55.1, 
