205,1/1/2022,1,0.05, ,0, ,289, ,6.3, ,53.0, ,32.8, ,41.3, ,86, ,53, ,71, ,32.7, ,3.7, ,89.7, ,50.1, 
205,1/2/2022,2,0.06, ,0, ,293, ,6.5, ,61.8, ,32.0, ,44.1, ,87, ,39, ,67, ,33.7, ,4.2, ,100.8, ,49.6, 
205,1/3/2022,3,0.06, ,0, ,260, ,7.4, ,55.6, ,32.9, ,45.1, ,87, ,54, ,72, ,36.7, ,4.3, ,102.5, ,49.6, 
205,1/4/2022,4,0.06, ,0, ,171, ,9.9, ,59.5, ,43.1, ,51.0, ,96, ,60, ,78, ,44.3, ,3.9, ,92.6, ,50.4, 
205,1/5/2022,5,0.04, ,0, ,186, ,11.0, ,58.3, ,43.2, ,51.5, ,95, ,76, ,85, ,47.2, ,3.3, ,80.2, ,51.0, 
205,1/6/2022,6,0.03, ,0, ,143, ,11.9, ,59.9, ,44.9, ,52.3, ,99, ,70, ,89, ,49.2, ,2.5, ,60.9, ,52.6, 
205,1/7/2022,7,0.04, ,0, ,165, ,11.3, ,59.2, ,38.2, ,50.1, ,100, ,72, ,91, ,47.7, ,3.2, ,76.0, ,52.6, 
205,1/8/2022,8,0.05, ,0, ,231, ,10.3, ,59.4, ,42.1, ,48.8, ,100, ,63, ,88, ,45.4, ,4.9, ,118.3, ,52.8, 
205,1/9/2022,9,0.06, ,0, ,303,R,9.4, ,61.5, ,36.3, ,47.8, ,100, ,60, ,83, ,42.9, ,3.5, ,84.2, ,52.8, 
205,1/10/2022,10,0.05, ,0, ,215, ,8.7, ,60.5, ,38.9, ,48.1, ,94, ,56, ,76, ,40.8, ,3.7, ,88.3, ,52.5, 
205,1/11/2022,11,0.07, ,0, ,307,R,7.9, ,62.1, ,38.0, ,49.2, ,87, ,43, ,66, ,38.4, ,4.3, ,102.4, ,52.1, 
205,1/12/2022,12,0.07, ,0, ,270, ,8.7, ,64.1, ,34.9, ,50.9, ,87, ,43, ,69, ,41.0, ,3.9, ,94.1, ,52.1, 
205,1/13/2022,13,0.04, ,0, ,189, ,10.3, ,61.5, ,44.9, ,51.3, ,98, ,58, ,80, ,45.3, ,3.1, ,74.5, ,52.6, 
205,1/14/2022,14,0.08, ,0, ,249, ,4.0,H,60.4, ,38.2, ,48.7, ,100,H,0,H,34, ,21.5, ,4.3, ,102.9, ,52.6, 
205,1/15/2022,15,0.06,H,0.01, ,151, ,0.0,Y,56.6, ,39.3, ,48.6, ,0,H,0,H,0,Y,-64.3,Y,3.1, ,74.4, ,52.4, 
205,1/16/2022,16,0.08,H,0, ,238, ,0.1,Y,65.0, ,45.1, ,54.9, ,0,H,0,H,0,Y,-61.0,Y,3.1, ,75.1, ,53.0, 
205,1/17/2022,17,0.06,H,0.00, ,160, ,0.1,Y,60.5, ,43.2, ,52.9, ,0,H,0,H,0,Y,-61.0,Y,2.9, ,68.4, ,53.7, 
205,1/18/2022,18,0.07,H,0, ,290, ,0.1,Y,63.4, ,45.3, ,54.0, ,0,H,0,H,0,Y,-61.0,Y,3.3, ,78.4, ,54.4, 
205,1/19/2022,19,0.07,H,0, ,308, ,0.0,Y,61.3, ,41.0, ,51.0, ,0,H,0,H,0,Y,-64.3,Y,3.8, ,92.0, ,54.4, 
205,1/20/2022,20,0.06,H,0,H,299,H,9.9,H,63.7, ,43.5, ,54.3,H,83,H,0,H,69, ,44.2, ,4.1,H,97.4,H,54.2,H
205,1/21/2022,21,0.09, ,0, ,323, ,8.4, ,65.9, ,37.1, ,49.6, ,87, ,32, ,69, ,39.9, ,4.8, ,114.8, ,54.2, 
205,1/22/2022,22,0.08, ,0, ,340,R,6.3, ,62.9, ,33.3, ,46.1, ,86, ,35, ,60, ,32.9, ,3.9, ,93.5, ,53.5, 
205,1/23/2022,23,0.08, ,0, ,343,R,6.6, ,64.3, ,31.3, ,48.6, ,79, ,39, ,57, ,34.0, ,4.3, ,103.8, ,53.0, 
205,1/24/2022,24,0.08, ,0, ,342,R,7.1, ,63.6, ,37.4, ,49.8, ,71, ,43, ,58, ,35.6, ,4.6, ,109.8, ,53.0, 
205,1/25/2022,25,0.08, ,0, ,335, ,7.8, ,61.8, ,37.4, ,48.7, ,81, ,52, ,67, ,38.0, ,4.6, ,109.2, ,53.0, 
205,1/26/2022,26,0.09, ,0, ,351,R,7.1, ,67.6, ,37.9, ,51.0, ,80, ,26, ,56, ,35.7, ,4.6, ,111.0, ,53.2, 
205,1/27/2022,27,0.09, ,0, ,347,R,7.1, ,64.8, ,34.9, ,50.1, ,78, ,38, ,57, ,35.6, ,4.7, ,113.1, ,53.2, 
205,1/28/2022,28,0.10, ,0, ,340, ,5.4, ,67.2, ,35.5, ,51.1, ,70, ,18, ,42, ,29.0, ,4.8, ,114.9, ,53.2, 
205,1/29/2022,29,0.09, ,0, ,290, ,6.0, ,62.9, ,36.3, ,48.9, ,67, ,38, ,51, ,31.4, ,4.2, ,100.0, ,52.8, 
205,1/30/2022,30,0.09, ,0, ,362,R,6.5, ,64.0, ,36.0, ,49.4, ,71, ,37, ,54, ,33.4, ,4.5, ,109.0, ,52.8, 
205,1/31/2022,31,0.06, ,0, ,197, ,7.5, ,57.3, ,38.2, ,48.3, ,80, ,50, ,65, ,37.0, ,4.4, ,106.8, ,52.8, 
