256,1/1/2022,1,0.06, ,0, ,297, ,4.4, ,48.2, ,24.0, ,36.0, ,92, ,30, ,61, ,23.9, ,5.7, ,135.9, ,42.9, 
256,1/2/2022,2,0.05, ,0, ,312, ,3.9, ,47.5, ,19.7, ,31.7, ,92, ,31, ,64, ,21.1, ,3.6, ,86.9, ,41.2, 
256,1/3/2022,3,0.05, ,0, ,301, ,4.2, ,49.8, ,17.0, ,33.1, ,91, ,32, ,66, ,23.0, ,3.3, ,80.1, ,40.3, 
256,1/4/2022,4,0.09, ,0, ,298, ,6.8, ,61.0, ,30.4, ,47.0, ,77, ,40, ,62, ,34.5, ,10.2, ,244.1, ,41.4, 
256,1/5/2022,5,0.06, ,0, ,303, ,6.3, ,59.2, ,26.4, ,41.3, ,95, ,39, ,71, ,32.8, ,3.4, ,80.4, ,43.1, 
256,1/6/2022,6,0.06, ,0, ,300, ,6.9, ,63.8, ,27.5, ,42.1, ,95, ,42, ,75, ,34.9, ,2.9, ,69.4, ,43.5, 
256,1/7/2022,7,0.11, ,0, ,286, ,6.8, ,68.1, ,29.3, ,48.1, ,93, ,25, ,59, ,34.5, ,8.3, ,200.0, ,44.0, 
256,1/8/2022,8,0.07, ,0, ,314, ,6.8, ,59.9, ,32.0, ,46.1, ,92, ,36, ,64, ,34.8, ,5.2, ,124.2, ,45.4, 
256,1/9/2022,9,0.08, ,0, ,326,R,4.4, ,60.8, ,22.4, ,40.0, ,91, ,22, ,52, ,24.0, ,5.2, ,125.3, ,44.3, 
256,1/10/2022,10,0.06, ,0, ,228, ,4.4, ,57.2, ,23.5, ,39.0, ,89, ,29, ,55, ,24.1, ,3.6, ,85.3, ,43.2, 
256,1/11/2022,11,0.07, ,0, ,335,R,4.1, ,61.1, ,21.0, ,38.6, ,88, ,19, ,51, ,22.1, ,4.1, ,99.1, ,42.6, 
256,1/12/2022,12,0.05, ,0, ,251, ,4.9, ,58.9, ,22.6, ,39.4, ,86, ,30, ,59, ,26.4, ,3.1, ,75.3, ,42.4, 
256,1/13/2022,13,0.03, ,0, ,122, ,6.4, ,56.8, ,32.3, ,44.1, ,87, ,41, ,65, ,33.2, ,3.2, ,76.0, ,43.3, 
256,1/14/2022,14,0.11, ,0, ,305, ,5.1, ,66.1, ,30.1, ,48.4, ,85, ,21, ,44, ,27.7, ,6.4, ,153.2, ,44.2, 
256,1/15/2022,15,0.06, ,0, ,118, ,4.9, ,58.5, ,36.0, ,47.0, ,66, ,24, ,45, ,26.5, ,4.4, ,106.6, ,44.5, 
256,1/16/2022,16,0.07, ,0, ,311, ,5.4, ,63.4, ,31.4, ,48.5, ,84, ,18, ,47, ,29.2, ,2.9, ,69.2, ,45.0, 
256,1/17/2022,17,0.05, ,0.00, ,214, ,8.9, ,62.3, ,37.6, ,50.3, ,92, ,39, ,71, ,41.4, ,4.5, ,107.2, ,46.7, 
256,1/18/2022,18,0.08, ,0, ,326, ,8.4, ,64.6, ,34.8, ,49.8, ,98, ,39, ,69, ,39.9, ,5.4, ,128.4, ,48.0, 
256,1/19/2022,19,0.07, ,0, ,316, ,6.8, ,63.3, ,30.9, ,44.8, ,94, ,36, ,67, ,34.7, ,3.6, ,85.5, ,47.5, 
256,1/20/2022,20,0.08, ,0, ,343, ,5.2, ,64.3, ,26.0, ,42.2, ,91, ,24, ,57, ,28.2, ,4.0, ,95.5, ,46.6, 
256,1/21/2022,21,0.16, ,0, ,336, ,4.1, ,63.5, ,26.6, ,47.1, ,81, ,16, ,38, ,22.6, ,11.7,Y,281.7,Y,45.8, 
256,1/22/2022,22,0.16, ,0, ,353,R,3.3, ,60.1, ,32.1, ,48.7, ,53, ,18, ,28, ,17.2, ,11.5, ,276.6, ,45.9, 
256,1/23/2022,23,0.08, ,0, ,357,R,3.7, ,62.7, ,22.5, ,42.0, ,75, ,18, ,41, ,20.0, ,4.4, ,105.7, ,45.0, 
256,1/24/2022,24,0.08, ,0, ,362,R,3.9, ,67.2, ,22.4, ,42.6, ,76, ,17, ,42, ,21.1, ,3.7, ,89.7, ,44.8, 
256,1/25/2022,25,0.10, ,0, ,368,R,3.8, ,63.9, ,25.8, ,42.7, ,79, ,20, ,41, ,20.5, ,6.2, ,149.6, ,44.9, 
256,1/26/2022,26,0.09, ,0, ,377,R,3.3, ,56.7, ,21.8, ,38.3, ,71, ,21, ,42, ,17.1, ,4.3, ,103.0, ,44.0, 
256,1/27/2022,27,0.09, ,0, ,379,R,3.0, ,61.7, ,16.7,Y,37.6, ,81, ,17, ,40, ,15.3, ,4.9, ,116.6, ,42.9, 
256,1/28/2022,28,0.11, ,0, ,342, ,2.4, ,58.3, ,25.5, ,40.9, ,55, ,13, ,28, ,10.4, ,6.4, ,152.8, ,42.5, 
256,1/29/2022,29,0.05, ,0, ,157, ,2.8, ,52.8, ,20.3, ,35.3, ,64, ,19, ,40, ,13.6, ,3.5, ,82.9, ,41.6, 
256,1/30/2022,30,0.08, ,0, ,392,R,2.8, ,65.4, ,16.1,Y,38.6, ,79, ,9, ,35, ,13.3, ,3.6, ,85.4, ,41.4, 
256,1/31/2022,31,0.05, ,0, ,193, ,3.8, ,56.3, ,23.1, ,39.7, ,65, ,26, ,45, ,20.4, ,3.4, ,80.6, ,41.8, 
