251,1/1/2022,1,0.07, ,0.00, ,282, ,5.7, ,60.8, ,36.9, ,48.1, ,86, ,26, ,49, ,30.1, ,3.3, ,79.8, ,51.9, 
251,1/2/2022,2,0.07, ,0, ,292, ,4.5, ,62.7, ,32.5, ,45.1, ,72, ,18, ,44, ,24.5, ,2.4, ,57.8, ,50.3, 
251,1/3/2022,3,0.07, ,0, ,294, ,4.7, ,64.1, ,33.0, ,47.1, ,71, ,17, ,43, ,25.7, ,2.5, ,59.1, ,49.4, 
251,1/4/2022,4,0.07, ,0, ,282, ,5.5, ,64.3, ,35.0, ,47.9, ,76, ,18, ,48, ,29.2, ,2.0, ,49.1, ,49.1, 
251,1/5/2022,5,0.08, ,0, ,285, ,6.9, ,75.5, ,38.4, ,54.5, ,74, ,24, ,48, ,35.1, ,2.3, ,54.5, ,49.5, 
251,1/6/2022,6,0.09, ,0, ,287, ,7.6, ,77.4, ,45.2, ,58.7, ,68, ,21, ,45, ,37.5, ,2.4, ,57.3, ,50.6, 
251,1/7/2022,7,0.08, ,0, ,287, ,9.1, ,68.1, ,41.5, ,54.3, ,91, ,35, ,63, ,42.0, ,3.3, ,80.1, ,51.2, 
251,1/8/2022,8,0.06, ,0, ,246, ,10.3, ,63.5, ,44.6, ,53.0, ,96, ,49, ,75, ,45.4, ,1.9, ,46.7, ,52.5, 
251,1/9/2022,9,0.09, ,0, ,305, ,5.7, ,70.8, ,39.6, ,53.6, ,81, ,17, ,40, ,30.2, ,2.8, ,68.1, ,51.7, 
251,1/10/2022,10,0.07, ,0, ,191, ,5.1, ,69.1, ,39.3, ,52.2, ,58, ,21, ,38, ,27.5, ,3.3, ,79.9, ,50.8, 
251,1/11/2022,11,0.09, ,0, ,313, ,4.8, ,74.6, ,39.4, ,55.8, ,56, ,14, ,31, ,26.0, ,2.9, ,69.6, ,50.8, 
251,1/12/2022,12,0.07,R,0, ,204, ,5.2, ,75.1, ,42.0, ,56.0, ,51, ,12, ,34, ,28.2, ,2.2, ,52.3, ,50.8, 
251,1/13/2022,13,0.06, ,0, ,154, ,6.3, ,69.4, ,49.6, ,59.2, ,49, ,21, ,37, ,32.8, ,2.2, ,53.8, ,51.6, 
251,1/14/2022,14,0.11, ,0, ,291, ,6.0, ,77.3, ,48.2, ,60.9, ,59, ,15, ,33, ,31.7, ,3.5, ,84.9, ,52.9, 
251,1/15/2022,15,0.05, ,0, ,130, ,6.0, ,67.4, ,47.3, ,55.9, ,53, ,24, ,39, ,31.4, ,2.4, ,56.5, ,52.5, 
251,1/16/2022,16,0.09,R,0, ,261, ,6.8, ,74.3, ,49.6, ,61.1, ,56, ,16, ,37, ,34.6, ,2.1, ,50.3, ,53.2, 
251,1/17/2022,17,0.02, ,0.26, ,102, ,12.2, ,62.0, ,51.5, ,55.9, ,100, ,54, ,80, ,49.8, ,2.2, ,51.9, ,54.1, 
251,1/18/2022,18,0.05, ,0.13, ,197, ,13.6,Y,63.6, ,53.4, ,56.7, ,100, ,64, ,87,Y,52.8,Y,3.4, ,81.2, ,55.2, 
251,1/19/2022,19,0.07, ,0.02, ,284, ,11.1, ,67.2, ,47.0, ,55.9, ,87, ,49, ,73, ,47.2, ,2.1, ,51.1, ,56.0, 
251,1/20/2022,20,0.10, ,0, ,319, ,6.5, ,74.4, ,45.2, ,58.0, ,79, ,19, ,40, ,33.6, ,3.6, ,86.1, ,55.0, 
251,1/21/2022,21,0.15, ,0, ,326, ,5.4, ,71.2, ,41.1, ,56.8, ,63, ,17, ,34, ,28.7, ,8.4,Y,201.5,Y,53.8, 
251,1/22/2022,22,0.19, ,0.35, ,324, ,3.9, ,65.7, ,50.9, ,59.3, ,32, ,19, ,23, ,21.1, ,10.7,R,257.0,R,52.7, 
251,1/23/2022,23,0.12, ,0, ,331, ,4.9, ,73.8, ,46.8, ,59.5, ,45, ,18, ,28, ,26.4, ,4.5, ,107.7, ,52.3, 
251,1/24/2022,24,0.10, ,0.03, ,334, ,5.9, ,71.3, ,41.2, ,55.1, ,68, ,20, ,40, ,31.1, ,3.0, ,71.5, ,52.4, 
251,1/25/2022,25,0.11, ,0, ,338, ,4.9, ,73.3, ,40.6, ,56.9, ,73, ,9, ,31, ,26.6, ,3.8, ,92.2, ,52.3, 
251,1/26/2022,26,0.10, ,0.02, ,344, ,3.6, ,69.2, ,37.6, ,52.6, ,49, ,12, ,26, ,19.1, ,3.0, ,72.6, ,51.8, 
251,1/27/2022,27,0.10, ,0, ,357, ,3.7, ,70.9, ,36.7, ,52.4, ,52, ,11, ,28, ,19.9, ,3.0, ,71.4, ,51.1, 
251,1/28/2022,28,0.09, ,0.03, ,267, ,3.3, ,67.2, ,38.6, ,51.2, ,44, ,11, ,26, ,17.5, ,3.4, ,81.3, ,50.7, 
251,1/29/2022,29,0.06, ,0, ,138, ,4.2, ,63.3, ,38.6, ,51.2, ,47, ,17, ,32, ,22.8, ,2.8, ,66.3, ,49.9, 
251,1/30/2022,30,0.10, ,0, ,365, ,5.0, ,73.1, ,37.0, ,53.3, ,59, ,13, ,36, ,27.2, ,3.4, ,81.5, ,50.4, 
251,1/31/2022,31,0.06, ,0.05, ,223, ,5.6, ,64.3, ,38.7, ,51.4, ,64, ,24, ,43, ,29.8, ,2.4, ,58.5, ,50.5, 
