136,1/1/2022,1,0.10, ,0, ,292, ,5.1, ,64.4, ,38.4, ,53.3, ,64, ,13, ,37, ,27.7, ,5.4, ,129.6, ,56.7, 
136,1/2/2022,2,0.07, ,0, ,292, ,4.1, ,61.7, ,33.1, ,46.4, ,64, ,13, ,38, ,22.1, ,3.3, ,80.1, ,55.8, 
136,1/3/2022,3,0.07, ,0, ,295, ,4.3, ,66.3, ,31.9, ,46.5, ,66, ,12, ,40, ,23.4, ,3.3, ,79.4, ,54.4, 
136,1/4/2022,4,0.07, ,0, ,280, ,5.5, ,67.3, ,33.0, ,47.5, ,72, ,22, ,49, ,29.3, ,3.0, ,73.2, ,53.5, 
136,1/5/2022,5,0.08, ,0, ,282, ,6.2, ,70.2, ,39.2, ,52.9, ,68, ,22, ,46, ,32.4, ,3.4, ,81.7, ,53.2, 
136,1/6/2022,6,0.08, ,0, ,279, ,7.4, ,69.8, ,41.2, ,54.0, ,79, ,25, ,52, ,36.8, ,3.5, ,84.1, ,53.5, 
136,1/7/2022,7,0.08, ,0, ,277, ,8.2, ,69.4, ,42.7, ,54.8, ,77, ,31, ,56, ,39.3, ,3.4, ,81.0, ,53.9, 
136,1/8/2022,8,0.08, ,0, ,268, ,9.6, ,76.8, ,44.3, ,57.9, ,85, ,28, ,58, ,43.4, ,3.4, ,81.4, ,54.4, 
136,1/9/2022,9,0.11, ,0, ,292, ,6.8, ,95.1,Y,48.3, ,62.7, ,60, ,17, ,35, ,34.8, ,4.5, ,107.4, ,55.0, 
136,1/10/2022,10,0.10, ,0, ,207, ,7.7, ,--,S,52.3, ,64.0, ,51, ,23, ,38, ,37.7, ,4.4, ,104.6, ,55.7, 
136,1/11/2022,11,0.12,R,0, ,295, ,6.5, ,--,S,49.2, ,64.4, ,48, ,14, ,32, ,33.7, ,4.1, ,97.2, ,56.3, 
136,1/12/2022,12,0.08, ,0, ,214, ,6.1, ,74.0, ,44.2, ,56.7, ,64, ,14, ,38, ,31.8, ,3.3, ,78.9, ,56.5, 
136,1/13/2022,13,0.07, ,0, ,209, ,7.4, ,76.1, ,45.6, ,59.4, ,58, ,18, ,43, ,36.7, ,2.9, ,70.0, ,56.3, 
136,1/14/2022,14,0.14, ,0, ,262, ,6.3, ,82.8, ,53.0, ,66.8, ,52, ,14, ,28, ,32.9, ,5.2, ,125.0, ,56.8, 
136,1/15/2022,15,0.08, ,0, ,155, ,6.5, ,76.6, ,52.4, ,63.5, ,62, ,17, ,32, ,33.4, ,3.4, ,81.2, ,57.9, 
136,1/16/2022,16,0.09, ,0, ,241, ,6.4, ,75.9, ,49.9, ,60.9, ,53, ,15, ,35, ,33.2, ,3.2, ,76.3, ,58.2, 
136,1/17/2022,17,0.09, ,0, ,249, ,7.2, ,72.8, ,48.4, ,59.7, ,63, ,19, ,41, ,36.0, ,3.3, ,79.4, ,58.1, 
136,1/18/2022,18,0.09, ,0, ,282, ,11.0, ,77.5, ,52.1, ,62.8, ,80, ,36, ,56, ,47.0, ,3.6, ,85.4, ,58.0, 
136,1/19/2022,19,0.09, ,0, ,301, ,10.2, ,81.0, ,47.7, ,61.8, ,86, ,29, ,54, ,45.0, ,3.5, ,84.5, ,58.4, 
136,1/20/2022,20,0.14, ,0, ,316, ,6.1, ,81.1, ,47.6, ,64.2, ,54, ,14, ,30, ,31.8, ,5.0, ,120.7, ,58.5, 
136,1/21/2022,21,0.14, ,0, ,296, ,5.7, ,80.2, ,42.8, ,62.2, ,51, ,18, ,30, ,30.4, ,5.9, ,141.8, ,58.4, 
136,1/22/2022,22,0.19, ,0, ,243, ,4.4, ,71.1, ,61.4,Y,65.8, ,28, ,17, ,20, ,24.1, ,10.4,R,249.7,R,58.6, 
136,1/23/2022,23,0.15, ,0, ,315, ,5.1, ,80.3, ,51.3, ,65.9, ,34, ,15, ,24, ,27.8, ,5.5, ,132.6, ,59.4, 
136,1/24/2022,24,0.12, ,0, ,320, ,6.1, ,80.0, ,46.6, ,62.0, ,50, ,17, ,32, ,32.1, ,4.1, ,99.1, ,59.4, 
136,1/25/2022,25,0.10, ,0, ,306, ,7.1, ,81.1, ,45.9, ,59.1, ,70, ,22, ,41, ,35.7, ,3.5, ,83.8, ,58.9, 
136,1/26/2022,26,0.11, ,0, ,329, ,4.7, ,73.7, ,43.4, ,58.6, ,57, ,12, ,28, ,25.4, ,3.5, ,84.3, ,58.2, 
136,1/27/2022,27,0.13, ,0, ,339, ,4.5, ,77.5, ,40.9, ,58.4, ,47, ,10, ,27, ,24.4, ,5.1, ,121.3, ,57.6, 
136,1/28/2022,28,0.10, ,0, ,260, ,4.1, ,71.3, ,41.8, ,56.9, ,100, ,10, ,26, ,22.6, ,4.9, ,118.4, ,56.8, 
136,1/29/2022,29,0.10, ,0, ,190, ,3.8, ,70.8, ,43.0, ,57.4, ,39, ,13, ,23, ,20.5, ,4.2, ,101.0, ,53.6, 
136,1/30/2022,30,0.12, ,0, ,343, ,4.6, ,81.7, ,42.8, ,60.8, ,44, ,7, ,25, ,25.2, ,3.7, ,88.0, ,53.0, 
136,1/31/2022,31,0.09, ,0, ,240, ,6.5, ,68.6, ,39.4, ,56.0, ,61, ,22, ,42, ,33.5, ,3.5, ,84.7, ,53.4, 
