157,1/1/2022,1,0.05, ,0.01, ,248, ,6.4, ,52.7, ,29.5, ,39.8, ,96, ,43, ,77, ,33.3, ,2.1, ,49.8, ,49.3, 
157,1/2/2022,2,0.04, ,0.02, ,215, ,7.4, ,49.9, ,31.0, ,41.7, ,96, ,67, ,83, ,36.9, ,2.4, ,58.1, ,48.2, 
157,1/3/2022,3,0.01, ,0.01, ,60, ,11.1, ,55.0, ,36.8, ,48.9, ,98, ,85, ,94, ,47.3, ,5.0, ,120.3, ,48.5, 
157,1/4/2022,4,0.03, ,0.06,H,139, ,12.7, ,58.6, ,45.3, ,52.1, ,98, ,85, ,96, ,50.9, ,3.1, ,75.5, ,50.3, 
157,1/5/2022,5,0.02, ,0.02, ,97, ,12.4, ,56.4, ,42.7, ,51.1, ,99, ,91, ,97, ,50.2, ,2.3, ,56.4, ,51.2, 
157,1/6/2022,6,0.01, ,0.00, ,79, ,12.5, ,53.4, ,47.6, ,51.7, ,98, ,91, ,95, ,50.5, ,2.1, ,49.3, ,52.1, 
157,1/7/2022,7,0.02, ,0, ,91, ,11.4, ,57.9, ,40.6, ,50.1, ,99, ,75, ,92, ,47.9, ,3.9, ,94.7, ,52.4, 
157,1/8/2022,8,0.05, ,0.00, ,228, ,9.1, ,58.1, ,35.5, ,44.0, ,99, ,72, ,92, ,42.0, ,2.0, ,48.4, ,51.6, 
157,1/9/2022,9,0.05, ,0, ,216, ,9.5, ,55.4, ,36.7, ,45.9, ,99, ,74, ,91, ,43.3, ,3.0, ,71.4, ,50.7, 
157,1/10/2022,10,0.06, ,0.00, ,239, ,9.7, ,60.1, ,40.3, ,49.4, ,98, ,57, ,81, ,43.8, ,2.7, ,63.7, ,50.6, 
157,1/11/2022,11,0.05, ,0, ,217, ,9.1, ,58.8, ,37.1, ,47.5, ,97, ,60, ,81, ,42.2, ,2.3, ,55.4, ,50.5, 
157,1/12/2022,12,0.05, ,0, ,231, ,10.4, ,59.3, ,41.5, ,50.4, ,95, ,67, ,84, ,45.6, ,3.3, ,78.0, ,50.5, 
157,1/13/2022,13,0.04, ,0.00, ,184, ,10.5, ,58.2, ,39.0, ,49.0, ,98, ,73, ,89, ,45.8, ,2.2, ,53.5, ,50.8, 
157,1/14/2022,14,0.06, ,0, ,252, ,10.1, ,64.8, ,38.0, ,49.6, ,97, ,54, ,83, ,44.7, ,2.8, ,67.1, ,50.9, 
157,1/15/2022,15,0.03, ,0.00, ,144, ,9.7, ,59.5, ,41.2, ,50.9, ,94, ,56, ,76, ,43.6, ,2.8, ,66.3, ,51.1, 
157,1/16/2022,16,0.04, ,0, ,180, ,10.2, ,59.5, ,44.5, ,50.8, ,92, ,65, ,81, ,45.0, ,3.0, ,73.1, ,51.3, 
157,1/17/2022,17,0.04, ,0, ,157, ,9.6, ,58.8, ,40.4, ,49.8, ,96, ,58, ,78, ,43.4, ,2.7, ,65.1, ,51.4, 
157,1/18/2022,18,0.04, ,0.00, ,198, ,9.7, ,55.7, ,37.0, ,45.7, ,98, ,79, ,93, ,43.6, ,2.2, ,53.9, ,51.0, 
157,1/19/2022,19,0.04, ,0, ,188, ,9.6, ,57.4, ,37.0, ,44.8, ,99, ,73, ,95, ,43.4, ,2.0, ,47.4, ,50.7, 
157,1/20/2022,20,0.06, ,0, ,259, ,9.7, ,63.6, ,36.6, ,47.2, ,99, ,56, ,87, ,43.6, ,1.9, ,46.2, ,50.5, 
157,1/21/2022,21,0.09, ,0.00, ,267, ,7.4, ,69.2, ,37.6, ,55.0, ,98, ,27, ,50, ,36.9, ,3.8, ,92.1, ,50.4, 
157,1/22/2022,22,0.10, ,0, ,276, ,7.1, ,67.7, ,40.2, ,56.3, ,89, ,30, ,46, ,35.7, ,4.5, ,108.7, ,50.8, 
157,1/23/2022,23,0.07, ,0, ,280, ,9.1, ,65.8, ,36.5, ,48.8, ,96, ,47, ,78, ,42.2, ,2.4, ,56.8, ,50.6, 
157,1/24/2022,24,0.06,R,0, ,283, ,8.8, ,60.2, ,33.2, ,44.3, ,99, ,61, ,89, ,41.2, ,1.9, ,45.6, ,50.0, 
157,1/25/2022,25,0.04, ,0, ,201, ,8.9, ,58.9, ,33.4, ,42.5, ,99, ,72, ,96, ,41.4, ,2.0, ,48.2, ,49.5, 
157,1/26/2022,26,0.06, ,0, ,273, ,9.5, ,59.3, ,37.5, ,46.7, ,99, ,67, ,88, ,43.3, ,2.5, ,60.7, ,49.5, 
157,1/27/2022,27,0.07, ,0, ,303, ,7.9, ,63.4, ,32.2, ,45.6, ,99, ,41, ,76, ,38.4, ,1.9, ,45.5, ,49.4, 
157,1/28/2022,28,0.07, ,0, ,292, ,8.6, ,61.5, ,39.4, ,49.6, ,95, ,45, ,71, ,40.7, ,2.9, ,70.4, ,49.3, 
157,1/29/2022,29,0.07, ,0, ,294, ,7.8, ,63.6, ,34.6, ,46.5, ,95, ,34, ,73, ,38.2, ,2.2, ,53.7, ,49.3, 
157,1/30/2022,30,0.06, ,0, ,261, ,8.7, ,59.4, ,32.5, ,43.3, ,99, ,60, ,91, ,40.8, ,2.1, ,50.0, ,48.9, 
157,1/31/2022,31,0.05, ,0, ,215, ,9.3, ,60.0, ,37.0, ,45.5, ,99, ,69, ,90, ,42.6, ,2.0, ,46.9, ,49.0, 
