249,1/1/2022,1,0.05, ,0, ,269, ,6.6, ,54.3, ,29.3, ,40.3, ,99, ,41, ,78, ,34.1, ,3.7, ,89.7, ,48.1, 
249,1/2/2022,2,0.03, ,0, ,205, ,6.9, ,51.9, ,24.2, ,34.9, ,100, ,85, ,100, ,35.1, ,2.3, ,56.1, ,45.9, 
249,1/3/2022,3,0.03, ,0.00, ,174, ,9.6, ,56.2, ,27.9, ,43.2, ,100, ,89, ,100, ,43.6, ,5.6, ,135.1, ,46.0, 
249,1/4/2022,4,0.02, ,0, ,130, ,11.7, ,62.6, ,42.4, ,49.2, ,100, ,87, ,98, ,48.7, ,3.0, ,72.3, ,49.2, 
249,1/5/2022,5,0.05, ,0, ,242, ,13.5, ,66.8, ,40.5, ,53.4, ,100, ,78, ,97, ,52.5, ,2.8, ,68.2, ,50.5, 
249,1/6/2022,6,0.01, ,0, ,81, ,14.0, ,58.2, ,50.6, ,53.6, ,100, ,99, ,100, ,53.5, ,2.2, ,52.4, ,52.8, 
249,1/7/2022,7,0.02, ,0.03, ,105, ,13.1, ,58.4, ,39.4, ,51.5, ,100, ,97, ,100, ,51.7, ,3.1, ,74.4, ,54.0, 
249,1/8/2022,8,0.01, ,0.00, ,105, ,10.2, ,54.4, ,34.0, ,44.6, ,100, ,99, ,100, ,45.0, ,3.5, ,84.0, ,51.8, 
249,1/9/2022,9,0.03, ,0.00, ,202, ,9.7, ,56.0, ,33.5, ,43.3, ,100, ,97, ,100, ,43.7, ,2.8, ,66.9, ,50.2, 
249,1/10/2022,10,0.05, ,0.00, ,236, ,9.4, ,62.0, ,33.9, ,44.0, ,100, ,65, ,95, ,42.8, ,2.6, ,61.3, ,49.5, 
249,1/11/2022,11,0.06, ,0.01, ,264, ,8.9, ,68.8, ,31.6, ,44.8, ,100, ,50, ,88, ,41.5, ,2.2, ,53.4, ,48.6, 
249,1/12/2022,12,0.05, ,0, ,231, ,9.9, ,61.3, ,32.2, ,44.8, ,100, ,72, ,98, ,44.3, ,2.6, ,63.0, ,48.8, 
249,1/13/2022,13,0.04, ,0, ,202, ,11.2, ,63.5, ,36.7, ,47.8, ,100, ,76, ,99, ,47.5, ,2.8, ,67.3, ,49.6, 
249,1/14/2022,14,0.06, ,0.00, ,258, ,9.7, ,61.5, ,33.7, ,46.5, ,100, ,55, ,90, ,43.7, ,3.8, ,91.6, ,49.2, 
249,1/15/2022,15,0.03, ,0.01, ,186, ,10.3, ,62.5, ,40.1, ,45.9, ,100, ,73, ,98, ,45.3, ,2.4, ,57.1, ,50.1, 
249,1/16/2022,16,0.05, ,0, ,248, ,11.8, ,64.2, ,40.8, ,49.1, ,100, ,80, ,99, ,48.8, ,2.7, ,65.2, ,51.0, 
249,1/17/2022,17,0.04, ,0.00, ,203, ,10.2, ,66.7, ,35.2, ,47.6, ,100, ,54, ,91, ,45.1, ,2.2, ,52.1, ,50.6, 
249,1/18/2022,18,0.06, ,0, ,258, ,10.6, ,64.0, ,36.4, ,48.2, ,100, ,61, ,93, ,46.2, ,3.0, ,72.3, ,50.5, 
249,1/19/2022,19,0.06, ,0.00, ,266, ,9.9, ,63.1, ,35.5, ,46.1, ,100, ,59, ,94, ,44.4, ,2.8, ,67.5, ,50.1, 
249,1/20/2022,20,0.06, ,0, ,279, ,9.7, ,66.4, ,32.2, ,46.4, ,100, ,56, ,91, ,43.9, ,2.1, ,49.8, ,49.1, 
249,1/21/2022,21,0.09, ,0, ,294, ,8.9, ,66.7, ,39.4, ,52.3, ,100, ,36, ,66, ,41.4, ,7.3, ,176.2, ,49.6, 
249,1/22/2022,22,0.07, ,0, ,294, ,8.1, ,63.6, ,35.3, ,48.7, ,100, ,38, ,69, ,39.0, ,3.5, ,83.2, ,49.6, 
249,1/23/2022,23,0.04, ,0.00, ,230, ,9.0, ,63.8, ,32.7, ,43.7, ,100, ,54, ,93, ,41.7, ,2.1, ,51.5, ,49.1, 
249,1/24/2022,24,0.07, ,0.00, ,303, ,8.6, ,65.3, ,30.4, ,44.3, ,100, ,48, ,87, ,40.6, ,2.4, ,57.2, ,47.9, 
249,1/25/2022,25,0.07, ,0.00, ,311, ,8.9, ,65.9, ,31.3, ,45.6, ,100, ,44, ,85, ,41.4, ,3.0, ,72.1, ,48.0, 
249,1/26/2022,26,0.06, ,0.00, ,273, ,8.9, ,64.1, ,29.0, ,43.0, ,100, ,59, ,95, ,41.6, ,2.5, ,60.5, ,47.5, 
249,1/27/2022,27,0.07, ,0, ,328,R,7.5, ,66.5, ,29.3, ,44.7, ,100, ,36, ,75, ,37.2, ,2.0, ,47.5, ,47.2, 
249,1/28/2022,28,0.06, ,0, ,283, ,8.4, ,66.9, ,28.2, ,43.7, ,100, ,48, ,87, ,40.1, ,1.8, ,42.7, ,46.9, 
249,1/29/2022,29,0.08, ,0.00, ,325, ,8.0, ,65.2, ,29.0, ,43.7, ,100, ,43, ,82, ,38.7, ,2.7, ,65.0, ,46.9, 
249,1/30/2022,30,0.07, ,0, ,328, ,8.0, ,65.4, ,28.1, ,43.6, ,100, ,41, ,83, ,38.8, ,2.1, ,49.2, ,46.2, 
249,1/31/2022,31,0.06, ,0, ,250, ,9.6, ,62.5, ,33.9, ,45.6, ,100, ,65, ,92, ,43.4, ,3.7, ,89.2, ,46.9, 
