147,1/1/2022,1,0.08, ,0, ,342,R,7.9, ,63.9, ,42.3, ,52.4, ,81, ,30, ,59, ,38.6, ,4.1, ,97.5, ,56.5, 
147,1/2/2022,2,0.08, ,0, ,365,R,4.8, ,68.2, ,36.9, ,49.7, ,62, ,17, ,39, ,26.1, ,3.1, ,73.3, ,55.3, 
147,1/3/2022,3,0.08, ,0, ,363,R,6.2, ,62.7, ,36.7, ,48.2, ,78, ,31, ,54, ,32.3, ,4.3, ,102.7, ,54.4, 
147,1/4/2022,4,0.08, ,0, ,351,R,7.8, ,62.9, ,37.2, ,48.6, ,82, ,39, ,67, ,38.0, ,3.8, ,90.7, ,54.1, 
147,1/5/2022,5,0.08, ,0, ,355,R,8.5, ,70.0, ,40.7, ,52.6, ,81, ,36, ,63, ,40.4, ,3.3, ,79.4, ,54.6, 
147,1/6/2022,6,0.09, ,0, ,354,R,8.8, ,70.8, ,43.3, ,54.8, ,82, ,32, ,60, ,41.3, ,3.3, ,78.1, ,55.1, 
147,1/7/2022,7,0.06, ,0, ,297, ,9.9, ,61.4, ,41.9, ,51.5, ,83, ,64, ,76, ,44.2, ,3.2, ,75.9, ,55.4, 
147,1/8/2022,8,0.06, ,0, ,258, ,9.9, ,65.0, ,45.0, ,53.3, ,85, ,51, ,72, ,44.4, ,3.1, ,74.9, ,56.2, 
147,1/9/2022,9,0.11, ,0, ,367,R,7.5, ,74.3, ,42.8, ,55.1, ,85, ,21, ,51, ,37.2, ,5.2, ,125.8, ,55.9, 
147,1/10/2022,10,0.10, ,0, ,241, ,5.7, ,76.1, ,46.0, ,62.2, ,48, ,21, ,30, ,30.3, ,3.3, ,78.5, ,55.3, 
147,1/11/2022,11,0.13, ,0, ,358,R,5.4, ,79.9, ,51.6, ,63.1, ,41, ,16, ,27, ,29.0, ,3.9, ,93.7, ,55.8, 
147,1/12/2022,12,0.12, ,0, ,292, ,5.1, ,78.9, ,47.9, ,59.8, ,40, ,13, ,29, ,27.8, ,4.3, ,104.1, ,55.5, 
147,1/13/2022,13,0.08, ,0, ,194, ,5.8, ,76.9, ,51.6, ,61.5, ,49, ,17, ,31, ,30.6, ,3.0, ,72.7, ,55.9, 
147,1/14/2022,14,0.10, ,0, ,279, ,8.3, ,74.4, ,53.6, ,61.7, ,57, ,22, ,44, ,39.7, ,2.9, ,68.8, ,57.5, 
147,1/15/2022,15,0.07, ,0.08, ,91, ,7.5, ,68.8, ,52.1, ,61.0, ,70, ,22, ,41, ,37.0, ,4.7, ,113.7, ,57.2, 
147,1/16/2022,16,0.07, ,0, ,242, ,9.3, ,71.1, ,53.6, ,60.7, ,75, ,29, ,51, ,42.5, ,2.2, ,53.2, ,57.6, 
147,1/17/2022,17,0.08, ,0.20, ,291, ,11.8, ,68.4, ,51.7, ,58.5, ,86, ,52, ,71, ,49.0, ,3.1, ,74.9, ,58.6, 
147,1/18/2022,18,0.06, ,0.13, ,249, ,12.7, ,64.9, ,52.5, ,57.5, ,87, ,61, ,79, ,50.9, ,2.3, ,54.3, ,59.5, 
147,1/19/2022,19,0.07, ,0, ,300, ,11.7, ,66.4, ,48.4, ,56.7, ,86, ,54, ,74, ,48.7, ,2.6, ,63.5, ,59.8, 
147,1/20/2022,20,0.10, ,0.00, ,386,R,8.5, ,73.3, ,45.4, ,56.8, ,86, ,28, ,54, ,40.5, ,3.7, ,89.5, ,59.1, 
147,1/21/2022,21,0.09, ,0, ,375,R,9.3, ,66.6, ,45.0, ,54.5, ,85, ,33, ,64, ,42.7, ,4.0, ,95.0, ,58.4, 
147,1/22/2022,22,0.09, ,0, ,364, ,6.8, ,70.8, ,44.0, ,54.8, ,85, ,24, ,46, ,34.6, ,3.7, ,88.9, ,58.1, 
147,1/23/2022,23,0.11, ,0, ,388,R,6.4, ,70.8, ,42.9, ,55.6, ,62, ,24, ,42, ,33.0, ,4.2, ,101.7, ,57.5, 
147,1/24/2022,24,0.11, ,0, ,394,R,6.5, ,70.9, ,43.7, ,55.2, ,63, ,25, ,44, ,33.5, ,4.9, ,116.4, ,57.3, 
147,1/25/2022,25,0.09, ,0.00,H,391,R,8.3, ,67.8, ,40.4, ,51.2, ,86, ,36, ,64, ,39.7, ,4.1, ,97.5, ,56.7, 
147,1/26/2022,26,0.10, ,0, ,400,R,8.3, ,72.2, ,40.8, ,53.8, ,88, ,22, ,59, ,39.8, ,3.5, ,83.8, ,57.0, 
147,1/27/2022,27,0.11, ,0, ,414,R,5.3, ,73.6, ,43.1, ,56.2, ,54, ,17, ,35, ,28.7, ,3.9, ,92.8, ,56.6, 
147,1/28/2022,28,0.15, ,0, ,303, ,3.5, ,71.8, ,41.3, ,58.7, ,56, ,13, ,21, ,18.5, ,7.2,Y,173.4,Y,55.7, 
147,1/29/2022,29,0.09, ,0, ,201, ,4.5, ,71.4, ,45.8, ,56.8, ,53, ,18, ,28, ,24.5, ,3.0, ,71.6, ,55.1, 
147,1/30/2022,30,0.11, ,0.00, ,413,R,7.5, ,71.1, ,40.6, ,53.0, ,80, ,24, ,55, ,37.2, ,4.5, ,107.5, ,55.1, 
147,1/31/2022,31,0.08, ,0, ,282, ,8.4, ,66.3, ,40.8, ,52.1, ,84, ,32, ,63, ,40.0, ,3.4, ,80.4, ,55.5, 
