263,1/1/2022,1,0.03, ,0.00,H,215, ,6.2, ,48.5, ,26.9,Y,35.7,Y,100,H,61,H,88,Y,32.4,Y,2.0, ,47.2, ,42.5,R
263,1/2/2022,2,0.05, ,0, ,97, ,7.1, ,52.7, ,32.4, ,44.1, ,94, ,52, ,72, ,35.6, ,9.3, ,222.8, ,41.9,R
263,1/3/2022,3,0.02, ,1.13, ,32, ,11.0, ,54.1, ,46.0, ,50.1, ,97, ,63, ,89, ,47.1, ,14.7,Y,353.1,Y,45.1,Y
263,1/4/2022,4,0, ,0.61, ,25, ,11.9, ,52.8, ,47.0, ,50.1, ,99, ,94, ,96, ,49.2, ,10.3, ,247.4, ,46.7, 
263,1/5/2022,5,0.01, ,0.54, ,53, ,13.8, ,55.4, ,52.3, ,53.2, ,100, ,96, ,100, ,53.1, ,6.4, ,153.9, ,48.6, 
263,1/6/2022,6,0.01, ,0.39, ,77, ,13.5, ,55.0, ,50.1, ,52.9, ,100, ,93, ,99, ,52.6, ,9.1, ,218.4, ,50.1, 
263,1/7/2022,7,0.01, ,0.75, ,96, ,10.9, ,50.9, ,41.0, ,47.8, ,100, ,86, ,97, ,46.9, ,6.6, ,157.4, ,50.1, 
263,1/8/2022,8,0.04, ,0, ,214, ,8.5, ,51.7, ,33.7, ,42.7, ,100, ,71, ,91, ,40.2, ,2.4, ,57.0, ,48.7, 
263,1/9/2022,9,0.04, ,0.00, ,217, ,8.7, ,67.2, ,31.0, ,44.3, ,100, ,55, ,87, ,40.8, ,1.9, ,45.4, ,46.8, 
263,1/10/2022,10,0.04, ,0.00, ,180, ,10.7, ,61.7, ,41.5, ,50.5, ,97, ,62, ,85, ,46.3, ,2.6, ,63.6, ,47.3, 
263,1/11/2022,11,0.04, ,0, ,177, ,11.2, ,62.9, ,44.6, ,51.1, ,99, ,67, ,88, ,47.6, ,2.4, ,58.8, ,48.7, 
263,1/12/2022,12,0.04, ,0.01, ,187, ,10.9, ,62.3, ,41.5, ,50.8, ,94, ,72, ,86, ,46.9, ,3.5, ,82.9, ,48.8, 
263,1/13/2022,13,0.02, ,0.30, ,107, ,11.8, ,53.8, ,38.4, ,49.7, ,100, ,89, ,97, ,48.8, ,4.5, ,109.0, ,49.8, 
263,1/14/2022,14,0.04, ,0.01, ,230, ,8.9, ,55.5, ,33.1, ,42.3, ,100, ,75, ,97, ,41.5, ,2.4, ,58.6, ,48.7, 
263,1/15/2022,15,0.05,R,0.00, ,230, ,8.5, ,60.8, ,31.4, ,43.1, ,100, ,55, ,90, ,40.5, ,1.8, ,42.5, ,47.3, 
263,1/16/2022,16,0.05, ,0.01, ,230, ,8.3, ,58.4, ,32.8, ,42.6, ,100, ,58, ,90, ,39.8, ,1.9, ,44.8, ,46.5, 
263,1/17/2022,17,0.03, ,0.00, ,189, ,8.7, ,51.2, ,31.0, ,41.0, ,100, ,86, ,100, ,40.9, ,2.6, ,61.6, ,45.9,Y
263,1/18/2022,18,0.03, ,0.01, ,153, ,10.6, ,54.1, ,39.7, ,47.2, ,100, ,83, ,96, ,46.1, ,2.3, ,56.1, ,46.8, 
263,1/19/2022,19,0.04, ,0,R,182, ,11.4, ,55.5, ,39.6, ,48.3, ,100, ,86, ,99, ,48.1, ,3.0, ,72.3, ,48.7, 
263,1/20/2022,20,0.04, ,0.01, ,215, ,11.5, ,57.7, ,39.3, ,48.7, ,100, ,87, ,98, ,48.2, ,4.0, ,95.4, ,48.5, 
263,1/21/2022,21,0.06, ,0.01, ,250, ,8.5, ,67.7, ,31.2, ,44.8, ,100, ,53, ,85, ,40.4, ,2.8, ,67.1, ,48.3, 
263,1/22/2022,22,0.07, ,0, ,259, ,8.0, ,71.0, ,33.1, ,52.6, ,95, ,30, ,59, ,38.7, ,3.8, ,90.7, ,47.4, 
263,1/23/2022,23,0.07, ,0, ,260, ,8.2, ,72.6, ,35.0, ,50.7, ,94, ,37, ,65, ,39.5, ,2.5, ,59.2, ,47.6, 
263,1/24/2022,24,0.05, ,0, ,258, ,8.0, ,58.3, ,31.9, ,43.1, ,100, ,54, ,85, ,38.8, ,2.3, ,56.1, ,46.9,Y
263,1/25/2022,25,0.05, ,0.01, ,264, ,8.3, ,59.4, ,29.8,Y,40.3,Y,100, ,59, ,97,Y,39.6,Y,2.1, ,49.4, ,46.3,Y
263,1/26/2022,26,0.05, ,0.00, ,267, ,7.6, ,53.9, ,27.4,Y,38.9,Y,100, ,66, ,95,Y,37.5,Y,1.9, ,45.3, ,45.4,Y
263,1/27/2022,27,0.05, ,0.01, ,275, ,7.4, ,55.6, ,25.5,Y,39.1,Y,100, ,61, ,91,Y,36.8,Y,2.2, ,52.8, ,44.7,R
263,1/28/2022,28,0.06, ,0, ,264, ,7.2, ,64.8, ,28.8,Y,42.7, ,98, ,38, ,78, ,36.2, ,2.1, ,50.7, ,44.3,R
263,1/29/2022,29,0.06, ,0, ,274, ,7.3, ,60.9, ,30.7, ,42.9, ,99, ,47, ,77, ,36.3, ,2.8, ,66.2, ,44.4,R
263,1/30/2022,30,0.03, ,0.28, ,162, ,8.8, ,56.6, ,29.9, ,44.2, ,100, ,67, ,90, ,41.3, ,3.7, ,88.3, ,44.4,R
263,1/31/2022,31,0.06, ,0, ,270, ,8.2, ,52.2, ,34.0, ,43.0, ,100, ,67, ,87, ,39.3, ,5.5, ,132.7, ,45.6,Y
