264,1/1/2022,1,0.02,R,0, ,227, ,1.3, ,17.5,Y,-13.8,R,-0.7,R,91, ,78, ,--,R,--,I,2.2, ,52.8, ,34.5, 
264,1/2/2022,2,0.01,R,0, ,182, ,1.6, ,29.9, ,-10.9,R,4.3,Y,89, ,56, ,84,Y,0.6,Y,2.3, ,56.2, ,34.3, 
264,1/3/2022,3,0.05, ,0.00, ,134, ,4.4, ,40.3, ,16.6, ,34.0, ,83, ,45, ,66, ,23.8, ,14.1,R,338.3,R,34.1, 
264,1/4/2022,4,0.03, ,0, ,113, ,6.3, ,40.7, ,35.0, ,38.0, ,90, ,75, ,81, ,32.6, ,9.1, ,218.2, ,34.1, 
264,1/5/2022,5,0.03, ,0, ,182, ,6.7, ,47.8, ,29.5, ,38.3, ,99, ,69, ,85, ,34.2, ,4.0, ,97.1, ,34.1, 
264,1/6/2022,6,0.03, ,0, ,212, ,5.4, ,43.8, ,22.9, ,29.4, ,99, ,71, ,98, ,28.7, ,2.5, ,59.3, ,34.2, 
264,1/7/2022,7,0.05, ,0.00, ,197, ,6.0, ,42.2, ,27.3, ,37.3, ,99, ,59, ,79, ,31.4, ,8.5, ,205.0, ,34.2, 
264,1/8/2022,8,0.03, ,0, ,234, ,4.4, ,38.2, ,17.0, ,26.9, ,99, ,71, ,88, ,23.8, ,3.8, ,91.5, ,34.3, 
264,1/9/2022,9,0.03, ,0, ,240, ,3.7, ,40.6, ,13.5, ,23.1, ,99, ,66, ,88, ,20.2, ,2.3, ,54.9, ,34.1, 
264,1/10/2022,10,0.03, ,0, ,201, ,3.9, ,36.9, ,12.5, ,23.0, ,99, ,75, ,93, ,21.3, ,2.0, ,47.1, ,33.8, 
264,1/11/2022,11,0.03, ,0, ,194, ,4.1, ,35.8, ,13.7, ,23.2, ,99, ,75, ,96, ,22.1, ,1.7, ,40.7, ,33.6, 
264,1/12/2022,12,0.04, ,0, ,241, ,4.4, ,39.8, ,15.6, ,25.4, ,100, ,73, ,94, ,23.9, ,1.9, ,45.7, ,33.5, 
264,1/13/2022,13,0.06,R,0, ,233, ,4.0, ,49.2, ,12.8, ,30.5, ,99, ,39, ,69, ,21.5, ,4.9, ,117.3, ,33.4, 
264,1/14/2022,14,0.06, ,0, ,258, ,4.9, ,42.3, ,16.8, ,32.5, ,97, ,65, ,79, ,26.7, ,10.6,Y,254.3,Y,33.3, 
264,1/15/2022,15,0.03, ,0, ,212, ,4.4, ,40.2, ,17.4, ,27.1, ,99, ,64, ,88, ,24.0, ,2.2, ,53.4, ,33.4, 
264,1/16/2022,16,0.03, ,0, ,237, ,4.1, ,37.9, ,11.8, ,22.6, ,100, ,77, ,98, ,22.2, ,1.8, ,43.9, ,33.3, 
264,1/17/2022,17,0.03, ,0,R,103, ,4.6, ,38.6, ,17.0, ,26.6, ,99, ,75, ,93, ,25.0, ,2.1, ,50.4, ,33.1, 
264,1/18/2022,18,0.04, ,0, ,232, ,4.3, ,40.1, ,15.0, ,25.2, ,99, ,71, ,93, ,23.5, ,2.1, ,49.3, ,33.0, 
264,1/19/2022,19,0.04, ,0, ,255, ,4.3, ,43.8, ,13.1, ,25.8, ,100, ,66, ,90, ,23.3, ,2.3, ,54.6, ,32.9, 
264,1/20/2022,20,0.04, ,0, ,259, ,4.4, ,44.4, ,15.3, ,26.6, ,99, ,66, ,89, ,23.8, ,2.5, ,60.0, ,32.8, 
264,1/21/2022,21,0.05, ,0, ,274, ,4.2, ,38.2, ,13.8, ,28.9, ,99, ,62, ,77, ,22.7, ,6.8, ,163.1, ,32.7, 
264,1/22/2022,22,0.06, ,0, ,272, ,4.3, ,40.7, ,26.2, ,33.4, ,78, ,57, ,67, ,23.7, ,8.6,Y,206.9,Y,32.7, 
264,1/23/2022,23,0.05, ,0, ,275, ,4.6, ,43.7, ,21.7, ,32.9, ,96, ,57, ,72, ,25.0, ,6.6, ,159.5, ,32.7, 
264,1/24/2022,24,0.04, ,0, ,252, ,4.1, ,40.2, ,11.7, ,24.8, ,99, ,65, ,90, ,22.4, ,1.8, ,43.8, ,32.7, 
264,1/25/2022,25,0.07, ,0, ,287, ,3.8, ,40.1, ,15.2, ,29.4, ,99, ,51, ,70, ,20.8, ,9.2,Y,221.1,Y,32.6, 
264,1/26/2022,26,0.04, ,0, ,291, ,3.7, ,42.7, ,12.0, ,26.3, ,96, ,55, ,76, ,19.7, ,3.1, ,75.3, ,32.5, 
264,1/27/2022,27,0.07, ,0, ,294, ,3.8, ,42.1, ,15.3, ,31.2, ,94, ,45, ,64, ,20.6, ,8.9,Y,212.6,Y,32.4, 
264,1/28/2022,28,0.05, ,0, ,285, ,3.8, ,46.9, ,15.6, ,28.1, ,96, ,44, ,73, ,20.7, ,3.4, ,81.1, ,32.3, 
264,1/29/2022,29,0.05, ,0, ,290, ,3.8, ,42.6, ,13.6, ,25.1, ,99, ,48, ,83, ,20.6, ,1.8, ,44.3, ,32.3, 
264,1/30/2022,30,0.04, ,0, ,286, ,3.9, ,44.6, ,10.2, ,24.6, ,99, ,53, ,85, ,20.9, ,1.9, ,44.8, ,32.2, 
264,1/31/2022,31,0.06, ,0, ,305, ,4.1, ,52.4, ,18.2, ,31.4, ,95, ,45, ,69, ,22.5, ,4.5, ,108.2, ,32.1, 
