139,1/1/2022,1,--,N,0, ,222, ,5.4, ,52.0, ,29.6, ,42.4, ,100, ,40, ,59, ,29.2, ,3.5, ,83.0, ,48.3, 
139,1/2/2022,2,--,N,0.00, ,212, ,6.8, ,52.7, ,27.1, ,38.0, ,100, ,57, ,87, ,34.6, ,2.0, ,48.2, ,47.5, 
139,1/3/2022,3,--,N,0.29, ,78, ,10.3, ,51.3, ,37.7, ,45.7, ,100, ,85, ,99, ,45.4, ,4.6, ,109.5, ,47.4, 
139,1/4/2022,4,--,N,0.05, ,115, ,12.9, ,60.4, ,47.0, ,52.9, ,100, ,75, ,94, ,51.3, ,3.1, ,73.7, ,48.5, 
139,1/5/2022,5,--,N,0.00, ,194, ,12.5, ,62.9, ,42.9, ,52.2, ,100, ,76, ,94, ,50.5, ,3.3, ,79.5, ,49.8, 
139,1/6/2022,6,--,N,0.01, ,79, ,11.0, ,50.5, ,39.7, ,46.8, ,100, ,100, ,100, ,47.0, ,2.1, ,50.8, ,50.3, 
139,1/7/2022,7,--,N,0.00, ,159, ,12.1, ,57.8, ,40.1, ,51.2, ,100, ,82, ,95, ,49.7, ,3.9, ,92.6, ,50.6, 
139,1/8/2022,8,--,N,0, ,222, ,10.0, ,58.5, ,35.7, ,47.6, ,100, ,61, ,89, ,44.4, ,3.0, ,71.9, ,50.6, 
139,1/9/2022,9,--,N,0, ,226, ,8.6, ,58.0, ,31.6, ,43.5, ,100, ,64, ,90, ,40.6, ,2.9, ,69.4, ,49.9, 
139,1/10/2022,10,--,N,0, ,227, ,8.8, ,62.7, ,39.7, ,49.2, ,100, ,40, ,74, ,41.3, ,2.9, ,70.3, ,49.5, 
139,1/11/2022,11,--,N,0, ,203, ,9.0, ,61.3, ,35.7, ,47.4, ,100, ,50, ,81, ,41.8, ,2.4, ,56.9, ,49.6, 
139,1/12/2022,12,--,N,0, ,229, ,9.6, ,62.4, ,34.5, ,47.4, ,100, ,55, ,86, ,43.5, ,1.9, ,46.1, ,49.4, 
139,1/13/2022,13,--,N,0, ,197, ,10.4, ,61.2, ,37.1, ,47.6, ,100, ,68, ,93, ,45.7, ,1.9, ,45.6, ,49.6, 
139,1/14/2022,14,--,N,0.00, ,212, ,8.7, ,67.8, ,37.0, ,51.3, ,100, ,30, ,68, ,40.9, ,3.4, ,82.8, ,49.5, 
139,1/15/2022,15,--,N,0, ,172, ,8.9, ,58.0, ,32.9, ,43.9, ,100, ,65, ,91, ,41.5, ,1.7, ,41.3, ,49.3, 
139,1/16/2022,16,--,N,0, ,245, ,9.8, ,60.3, ,40.9, ,48.1, ,100, ,56, ,86, ,44.0, ,2.6, ,62.2, ,49.2, 
139,1/17/2022,17,--,N,0, ,201, ,9.0, ,62.0, ,37.6, ,47.2, ,100, ,45, ,82, ,41.8, ,1.9, ,45.0, ,49.5, 
139,1/18/2022,18,--,N,0.00, ,221, ,9.4, ,61.2, ,35.7, ,47.4, ,100, ,52, ,84, ,43.0, ,2.0, ,47.0, ,49.3, 
139,1/19/2022,19,--,N,0, ,254, ,9.0, ,67.0, ,33.1, ,47.9, ,100, ,38, ,80, ,41.9, ,2.2, ,53.5, ,49.4, 
139,1/20/2022,20,--,N,0, ,246, ,9.5, ,64.8, ,33.8, ,47.5, ,100, ,52, ,85, ,43.2, ,1.9, ,45.4, ,49.3, 
139,1/21/2022,21,--,N,0, ,246, ,5.8, ,65.4, ,39.0, ,57.3,Y,100, ,22, ,36,Y,30.6,Y,6.5, ,155.6, ,49.4, 
139,1/22/2022,22,--,N,0, ,270, ,5.7, ,69.8, ,38.2, ,56.6, ,100, ,19, ,36, ,30.3, ,7.4,Y,177.3,Y,49.9, 
139,1/23/2022,23,--,N,0, ,274, ,7.2, ,66.4, ,32.4, ,47.4, ,100, ,29, ,65, ,36.2, ,2.2, ,52.8, ,49.6, 
139,1/24/2022,24,--,N,0, ,254, ,8.4, ,61.3, ,30.2, ,43.8, ,100, ,51, ,86, ,40.0, ,2.1, ,49.6, ,49.1, 
139,1/25/2022,25,--,N,0, ,294, ,6.2, ,68.9, ,34.5, ,49.5, ,100, ,15, ,51, ,32.3, ,3.1, ,74.3, ,48.7, 
139,1/26/2022,26,--,N,0, ,275, ,7.4, ,62.4, ,31.3, ,45.9, ,100, ,38, ,71, ,36.9, ,3.0, ,71.9, ,48.4, 
139,1/27/2022,27,--,N,0, ,294, ,6.7, ,65.8, ,32.4, ,48.0, ,100, ,25, ,59, ,34.2, ,3.0, ,73.0, ,48.3, 
139,1/28/2022,28,--,N,0, ,276, ,6.4, ,65.0, ,31.1, ,45.8, ,100, ,26, ,61, ,33.0, ,2.3, ,56.1, ,48.1, 
139,1/29/2022,29,--,N,0, ,299, ,7.2, ,65.5, ,31.4, ,46.0, ,100, ,33, ,68, ,36.0, ,2.3, ,54.4, ,47.9, 
139,1/30/2022,30,--,N,0, ,292, ,7.8, ,62.3, ,29.5, ,44.1, ,100, ,43, ,79, ,38.1, ,2.2, ,52.6, ,47.8, 
139,1/31/2022,31,--,N,0, ,297, ,8.4, ,64.3, ,36.6, ,50.6, ,100, ,19, ,67, ,40.1, ,2.8, ,68.1, ,48.0, 
