182,1/1/2022,1,0.05, ,0.00, ,258, ,7.3, ,53.1, ,31.7, ,40.6, ,99, ,60, ,85, ,36.5, ,2.3, ,56.3, ,42.5, 
182,1/2/2022,2,0.06, ,0, ,282, ,7.3, ,58.0, ,30.1, ,42.1, ,98, ,49, ,80, ,36.4, ,2.4, ,57.8, ,41.6, 
182,1/3/2022,3,0.06, ,0, ,261, ,7.0, ,56.8, ,29.8, ,41.8, ,96, ,50, ,78, ,35.4, ,2.1, ,50.6, ,41.3, 
182,1/4/2022,4,0.04, ,0, ,193, ,8.2, ,60.6, ,33.0, ,44.6, ,95, ,55, ,82, ,39.4, ,2.3, ,54.7, ,41.7, 
182,1/5/2022,5,0.05, ,0, ,213, ,9.9, ,61.1, ,40.5, ,49.2, ,94, ,65, ,83, ,44.2, ,2.4, ,56.6, ,44.1, 
182,1/6/2022,6,0.06, ,0, ,95, ,10.3, ,60.6, ,40.7, ,49.7, ,97, ,64, ,84, ,45.2, ,2.2, ,52.9, ,46.1, 
182,1/7/2022,7,0.01, ,0.00, ,70, ,9.4, ,51.9, ,34.8, ,43.7, ,100, ,88, ,97, ,42.9, ,2.0, ,47.1, ,43.6, 
182,1/8/2022,8,0.03, ,0, ,163, ,10.3, ,59.3, ,38.0, ,48.3, ,99, ,66, ,89, ,45.3, ,2.4, ,56.7, ,44.8, 
182,1/9/2022,9,0.03, ,0.01, ,183, ,9.0, ,55.3, ,37.3, ,42.9, ,100, ,74, ,96, ,41.9, ,2.1, ,50.8, ,44.8, 
182,1/10/2022,10,0.04, ,0, ,201, ,9.2, ,57.3, ,36.8, ,43.5, ,100, ,69, ,96, ,42.3, ,2.3, ,56.2, ,44.6, 
182,1/11/2022,11,0.03, ,0.01, ,191, ,8.8, ,53.6, ,34.0, ,41.8, ,100, ,79, ,97, ,41.1, ,2.5, ,59.9, ,43.8, 
182,1/12/2022,12,0.06, ,0, ,247, ,8.7, ,64.0, ,31.7, ,46.2, ,98, ,51, ,82, ,40.8, ,1.9, ,46.7, ,43.3, 
182,1/13/2022,13,0.03, ,0, ,158, ,9.8, ,58.9, ,40.2, ,47.6, ,98, ,65, ,87, ,44.1, ,2.4, ,57.6, ,44.5, 
182,1/14/2022,14,0.02, ,0.00, ,139, ,9.9, ,50.4, ,37.3, ,44.2, ,100, ,96, ,100, ,44.2, ,2.6, ,62.4, ,44.5, 
182,1/15/2022,15,0.02, ,0.00, ,114, ,10.0, ,50.1, ,40.9, ,45.0, ,100, ,90, ,98, ,44.5, ,2.5, ,61.0, ,45.6, 
182,1/16/2022,16,0.05, ,0.00, ,214, ,10.3, ,63.9, ,42.2, ,50.1, ,100, ,49, ,83, ,45.3, ,2.1, ,49.2, ,46.4, 
182,1/17/2022,17,0.06, ,0, ,251, ,10.5, ,64.0, ,42.2, ,52.1, ,96, ,50, ,79, ,45.9, ,2.2, ,52.5, ,47.2, 
182,1/18/2022,18,0.07, ,0, ,268, ,10.9, ,64.1, ,43.9, ,52.4, ,95, ,62, ,81, ,46.7, ,2.4, ,56.7, ,48.3, 
182,1/19/2022,19,0.06, ,0, ,262, ,10.1, ,63.0, ,39.6, ,49.1, ,97, ,64, ,85, ,44.9, ,2.2, ,53.5, ,47.4, 
182,1/20/2022,20,0.07, ,0, ,285, ,10.2, ,65.2, ,38.0, ,49.3, ,98, ,61, ,85, ,45.1, ,2.3, ,55.7, ,46.9, 
182,1/21/2022,21,0.03, ,0.00, ,153, ,9.9, ,60.4, ,38.4, ,46.7, ,100, ,68, ,91, ,44.3, ,2.2, ,53.3, ,46.7, 
182,1/22/2022,22,0.07, ,0.00, ,319, ,8.5, ,65.7, ,33.7, ,47.0, ,100, ,33, ,77, ,40.2, ,2.3, ,54.1, ,46.1, 
182,1/23/2022,23,0.07, ,0, ,328, ,8.0, ,66.2, ,32.0, ,46.4, ,94, ,38, ,75, ,38.8, ,2.5, ,59.8, ,45.2, 
182,1/24/2022,24,0.08, ,0, ,332, ,7.9, ,63.6, ,33.4, ,46.9, ,94, ,43, ,72, ,38.5, ,2.4, ,58.4, ,45.0, 
182,1/25/2022,25,0.08, ,0, ,322, ,8.0, ,62.2, ,32.3, ,46.2, ,94, ,50, ,75, ,38.9, ,2.6, ,62.0, ,44.8, 
182,1/26/2022,26,0.08, ,0, ,335, ,7.7, ,66.7, ,31.1, ,47.6, ,95, ,36, ,68, ,37.6, ,2.2, ,52.4, ,44.9, 
182,1/27/2022,27,0.08, ,0, ,335, ,7.9, ,65.5, ,32.7, ,46.5, ,93, ,46, ,74, ,38.5, ,2.6, ,63.2, ,44.8, 
182,1/28/2022,28,0.07, ,0, ,280, ,7.5, ,66.0, ,32.8, ,46.8, ,92, ,32, ,68, ,37.0, ,2.8, ,67.3, ,44.3, 
182,1/29/2022,29,0.05, ,0, ,222, ,7.3, ,59.6, ,33.7, ,44.5, ,92, ,47, ,73, ,36.4, ,2.5, ,60.5, ,43.8,Y
182,1/30/2022,30,0.08, ,0, ,352, ,6.8, ,63.3, ,30.2, ,45.8, ,93, ,38, ,65, ,34.8, ,2.6, ,63.5, ,43.5,Y
182,1/31/2022,31,0.04, ,0, ,189, ,7.5, ,55.5, ,32.4, ,44.5, ,90, ,51, ,75, ,37.0, ,2.1, ,49.3, ,43.3,Y
