91,1/1/2022,1,0.02, ,0, ,213, ,1.7, ,26.6, ,-6.8,Y,6.0,Y,90, ,66, ,85,Y,2.4,Y,1.4, ,34.6, ,37.3, 
91,1/2/2022,2,0.03, ,0, ,167, ,3.0, ,35.4, ,5.4, ,21.4, ,89, ,58, ,77, ,15.4, ,5.1, ,121.7, ,36.5, 
91,1/3/2022,3,0.05, ,0.04, ,158, ,5.2, ,40.9, ,27.4, ,35.9, ,87, ,58, ,72, ,27.9, ,13.9,Y,333.1,Y,36.0, 
91,1/4/2022,4,0.02, ,0.08, ,86, ,6.1, ,39.7, ,33.6, ,36.5, ,94, ,71, ,83, ,31.8, ,5.3, ,127.2, ,35.9, 
91,1/5/2022,5,0.01, ,0, ,64, ,7.5, ,45.4, ,34.8, ,39.4, ,97, ,86, ,91, ,37.0, ,2.8, ,67.6, ,36.5, 
91,1/6/2022,6,0.04, ,0, ,197, ,6.7, ,51.6, ,32.0, ,43.5, ,98, ,1, ,70, ,34.4, ,6.8, ,162.9, ,38.3,Y
91,1/7/2022,7,0.03, ,0.04, ,101, ,6.0, ,43.0, ,30.5, ,37.9, ,86, ,66, ,78, ,31.6, ,7.9, ,189.3, ,38.7,Y
91,1/8/2022,8,0.04, ,0.04, ,224, ,5.0, ,42.4, ,21.6, ,30.8, ,95, ,68, ,86, ,27.1, ,2.5, ,60.7, ,38.0, 
91,1/9/2022,9,0.04, ,0, ,231, ,4.5, ,47.5, ,18.8, ,31.7, ,92, ,48, ,74, ,24.5, ,3.1, ,74.9, ,36.9, 
91,1/10/2022,10,0.03, ,0, ,157, ,5.4, ,48.5, ,26.2, ,35.3, ,89, ,59, ,78, ,29.1, ,3.4, ,82.3, ,36.2, 
91,1/11/2022,11,0.03, ,0, ,142, ,5.6, ,51.8, ,27.3, ,35.8, ,95, ,52, ,79, ,29.9, ,1.9, ,46.0, ,36.3, 
91,1/12/2022,12,0.05, ,0, ,233, ,5.2, ,58.7, ,23.1, ,37.6, ,96, ,41, ,68, ,28.1, ,2.1, ,51.3, ,36.6, 
91,1/13/2022,13,0.06, ,0, ,236, ,5.4, ,50.0, ,24.9, ,39.6, ,95, ,44, ,66, ,29.1, ,5.8, ,139.3, ,36.8, 
91,1/14/2022,14,0.04, ,0, ,228, ,4.8, ,49.4, ,17.6, ,31.4, ,97, ,54, ,81, ,26.3, ,2.6, ,61.4, ,36.8, 
91,1/15/2022,15,0.04, ,0, ,244, ,4.5, ,49.8, ,16.2, ,31.2, ,93, ,47, ,77, ,24.7, ,2.3, ,55.0, ,36.1, 
91,1/16/2022,16,0.04, ,0, ,237, ,4.5, ,51.0, ,14.4, ,29.7, ,97, ,47, ,81, ,24.6, ,1.5, ,35.9, ,35.5, 
91,1/17/2022,17,0.04, ,0, ,225, ,4.5, ,48.4, ,15.2, ,30.4, ,97, ,48, ,79, ,24.7, ,1.7, ,40.4, ,35.1, 
91,1/18/2022,18,0.03, ,0, ,190, ,5.1, ,49.2, ,19.8, ,32.9, ,96, ,53, ,80, ,27.5, ,2.9, ,69.7, ,34.9, 
91,1/19/2022,19,0.04, ,0, ,237, ,5.3, ,51.4, ,19.5, ,32.8, ,96, ,55, ,84, ,28.6, ,1.7, ,39.8, ,35.0, 
91,1/20/2022,20,0.04, ,0, ,203, ,5.8, ,52.7, ,20.5, ,34.3, ,97, ,61, ,86, ,30.6, ,3.8, ,91.4, ,35.3, 
91,1/21/2022,21,0.05, ,0, ,251, ,4.1, ,48.7, ,17.7, ,33.6, ,95, ,38, ,64, ,22.5, ,4.0, ,95.6, ,35.5, 
91,1/22/2022,22,0.06, ,0, ,262, ,3.3, ,58.6, ,19.0, ,36.2, ,80, ,20, ,45, ,17.2, ,3.0, ,72.5, ,35.3, 
91,1/23/2022,23,0.05, ,0, ,261, ,3.5, ,55.5, ,17.1, ,32.4, ,87, ,26, ,57, ,18.9, ,2.1, ,50.1, ,35.2, 
91,1/24/2022,24,0.05, ,0, ,263, ,3.9, ,54.5, ,13.4, ,31.7, ,95, ,30, ,65, ,21.4, ,2.3, ,55.5, ,34.8, 
91,1/25/2022,25,0.06, ,0, ,273, ,3.2, ,48.6, ,16.8, ,33.1, ,85, ,22, ,50, ,16.5, ,3.4, ,81.3, ,34.5, 
91,1/26/2022,26,0.05, ,0, ,270, ,3.0, ,49.4, ,10.0, ,27.0, ,89, ,26, ,59, ,14.8, ,2.0, ,48.1, ,34.2, 
91,1/27/2022,27,0.06, ,0, ,278, ,2.8, ,55.7, ,7.9, ,29.4, ,91, ,17, ,51, ,13.5, ,3.7, ,89.7, ,33.8, 
91,1/28/2022,28,0.06, ,0, ,279, ,2.7, ,55.0, ,14.6, ,32.2, ,72, ,18, ,43, ,12.4, ,2.8, ,67.3, ,33.7, 
91,1/29/2022,29,0.05, ,0, ,287, ,2.8, ,52.3, ,8.4, ,27.8, ,89, ,22, ,55, ,13.7, ,1.9, ,45.7, ,33.5, 
91,1/30/2022,30,0.05, ,0, ,225, ,3.3, ,50.8, ,10.4, ,30.9, ,89, ,30, ,56, ,17.0, ,2.3, ,56.3, ,33.3, 
91,1/31/2022,31,0.07, ,0, ,288, ,3.6, ,44.4, ,20.1, ,33.0, ,88, ,17, ,56, ,19.0, ,6.1, ,146.9, ,33.4, 
