215,1/1/2022,1,0.12, ,0, ,310, ,4.1, ,54.4, ,41.8, ,47.9, ,58, ,21, ,36, ,22.2, ,10.5, ,252.4, ,49.7, 
215,1/2/2022,2,0.12, ,0, ,308, ,3.0, ,59.5, ,41.8, ,50.3, ,39, ,19, ,24, ,15.0, ,8.1, ,195.3, ,48.8, 
215,1/3/2022,3,0.08, ,0, ,309, ,4.1, ,65.9, ,37.1, ,50.0, ,54, ,19, ,34, ,22.6, ,3.2, ,77.5, ,48.6, 
215,1/4/2022,4,0.09, ,0, ,296, ,6.4, ,69.3, ,39.7, ,54.7, ,56, ,33, ,44, ,33.2, ,3.9, ,92.7, ,49.0, 
215,1/5/2022,5,0.13, ,0, ,295, ,6.7, ,72.5, ,54.7, ,63.3, ,41, ,22, ,34, ,34.2, ,6.8, ,164.1, ,50.6, 
215,1/6/2022,6,0.10, ,0, ,304, ,6.9, ,79.4, ,52.3, ,64.4, ,60, ,20, ,33, ,35.0, ,3.0, ,71.0, ,52.0, 
215,1/7/2022,7,0.07, ,0, ,285, ,9.3, ,67.3, ,46.0, ,54.1, ,98, ,41, ,65, ,42.7, ,2.7, ,64.1, ,52.4, 
215,1/8/2022,8,0.07, ,0, ,294, ,10.0, ,64.3, ,43.8, ,52.4, ,98, ,49, ,75, ,44.6, ,2.4, ,58.0, ,52.8, 
215,1/9/2022,9,0.17, ,0, ,315, ,4.2, ,68.0, ,47.1, ,60.1, ,86, ,18, ,24, ,23.2, ,10.4, ,248.6, ,52.4, 
215,1/10/2022,10,0.20, ,0, ,217, ,3.5,H,62.8, ,56.0, ,58.5, ,24,H,19,H,21, ,18.9, ,14.0, ,336.6, ,52.3, 
215,1/11/2022,11,0.22, ,0, ,326, ,2.6, ,69.4, ,54.6, ,62.2, ,20, ,9, ,14, ,11.9, ,13.8, ,330.2, ,52.6, 
215,1/12/2022,12,0.18, ,0, ,228, ,3.3, ,72.6, ,61.2, ,66.1, ,17, ,13, ,15, ,17.3, ,9.3, ,223.1, ,53.1, 
215,1/13/2022,13,0.07, ,0, ,93, ,5.3, ,69.8, ,57.0, ,62.5, ,37, ,15, ,27, ,28.5, ,3.2, ,75.9, ,53.5, 
215,1/14/2022,14,0.18, ,0, ,296, ,4.1, ,72.3, ,49.5, ,63.6, ,36, ,15, ,21, ,22.5, ,8.5, ,204.1, ,53.9, 
215,1/15/2022,15,0.12, ,0, ,137, ,4.5, ,66.6, ,55.2, ,62.7, ,53, ,18, ,23, ,24.4, ,7.2, ,172.9, ,54.5, 
215,1/16/2022,16,0.12, ,0, ,228, ,5.7, ,74.6, ,58.0, ,63.8, ,42, ,19, ,28, ,30.4, ,4.5, ,108.5, ,55.0, 
215,1/17/2022,17,0.02, ,0.22, ,100, ,11.6, ,59.1, ,51.4, ,55.0, ,99, ,35, ,79, ,48.5, ,1.9, ,45.5, ,55.6, 
215,1/18/2022,18,0.06, ,0.01, ,247, ,13.2, ,65.6, ,49.4, ,55.4, ,99, ,66, ,88, ,52.0, ,2.4, ,57.3, ,55.9, 
215,1/19/2022,19,0.07, ,0, ,264, ,11.0, ,65.0, ,44.6, ,54.6, ,99, ,31, ,75, ,47.1, ,3.0, ,72.9, ,55.4, 
215,1/20/2022,20,0.15, ,0, ,337, ,4.9, ,71.3, ,56.0, ,64.0, ,34, ,17, ,24, ,26.6, ,7.0, ,167.6, ,55.1, 
215,1/21/2022,21,0.15, ,0, ,328, ,4.5, ,70.3, ,48.6, ,59.6, ,43, ,13, ,26, ,24.7, ,7.1, ,169.3, ,54.6, 
215,1/22/2022,22,0.16, ,0, ,340, ,3.2, ,64.0, ,52.2, ,58.4, ,24, ,16, ,19, ,16.3, ,8.2, ,196.1, ,54.1, 
215,1/23/2022,23,0.16, ,0, ,344, ,3.2, ,69.9, ,55.4, ,61.3, ,19, ,15, ,17, ,16.6, ,7.5, ,181.1, ,54.2, 
215,1/24/2022,24,0.12, ,0, ,345, ,5.2, ,75.5, ,48.2, ,61.8, ,76, ,13, ,27, ,28.0, ,4.3, ,103.9, ,54.6, 
215,1/25/2022,25,0.11, ,0, ,347, ,5.2, ,71.0, ,43.4, ,58.2, ,76, ,10, ,31, ,27.9, ,4.7, ,113.3, ,54.3, 
215,1/26/2022,26,0.19, ,0, ,355, ,2.6, ,65.0, ,54.2, ,58.7, ,18, ,12, ,16, ,12.2, ,10.9, ,261.6, ,53.5, 
215,1/27/2022,27,0.18, ,0, ,365,R,2.1, ,69.1, ,53.0, ,61.2, ,19, ,8, ,11, ,6.7, ,9.3, ,224.4, ,53.1, 
215,1/28/2022,28,0.21, ,0, ,328, ,1.6, ,64.6, ,53.9, ,58.9, ,11, ,8, ,9, ,0.8, ,12.9, ,308.7, ,53.8, 
215,1/29/2022,29,0.16, ,0, ,118, ,1.6, ,60.5, ,55.1, ,58.1, ,12, ,9, ,10, ,1.4, ,9.9, ,238.3, ,53.6, 
215,1/30/2022,30,0.12, ,0, ,375,R,3.2, ,74.1, ,47.1, ,59.9, ,51, ,9, ,18, ,16.7, ,4.3, ,104.1, ,53.7, 
215,1/31/2022,31,0.06, ,0, ,227, ,6.6, ,64.3, ,44.2, ,53.0, ,62, ,35, ,48, ,33.7, ,2.5, ,59.5, ,53.6, 
